iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
126,12700,1.87567,0.12468,3.72493,0.12467
127,12800,1.83843,0.12529,3.70511,0.12664
128,12900,1.84562,0.12429,3.79696,0.12518
129,13000,1.82773,0.12566,3.81986,0.12421
130,13100,1.85537,0.12473,3.81527,0.12341
131,13200,1.84232,0.12455,3.84204,0.12489
132,13300,1.88076,0.12499,3.82969,0.12342
133,13400,1.78723,0.12265,3.97458,0.12189
134,13500,1.82094,0.12202,3.64543,0.12098
135,13600,1.80075,0.12240,3.62810,0.12213
136,13700,1.76700,0.12122,3.81597,0.12212
137,13800,1.79393,0.12160,3.59225,0.12339
138,13900,1.85302,0.12175,3.60884,0.12239
139,14000,1.81428,0.12156,3.70148,0.12140
140,14100,1.78734,0.12127,3.65156,0.12000
141,14200,1.77865,0.12134,3.80985,0.12212
142,14300,1.75992,0.12090,3.65394,0.11886
143,14400,1.79085,0.12101,3.66353,0.11944
144,14500,1.78141,0.12129,3.66510,0.11923
145,14600,1.80469,0.12085,3.75370,0.11910
146,14700,1.76926,0.11959,3.64899,0.11848
147,14800,1.81146,0.12093,3.60785,0.11927
148,14900,1.74839,0.11979,3.75712,0.11938
149,15000,1.76991,0.11748,3.59283,0.11904
150,15100,1.81413,0.11970,3.69132,0.11788
151,15200,1.85496,0.11724,3.82438,0.11882
152,15300,1.77126,0.11794,3.46433,0.11607
153,15400,1.79028,0.11831,3.54414,0.11684
154,15500,1.79042,0.11748,3.59952,0.11876
155,15600,1.78953,0.11651,3.70844,0.11673
156,15700,1.79068,0.11744,3.52702,0.11720
157,15800,1.79015,0.11639,3.82578,0.11735
158,15900,1.73169,0.11564,3.65925,0.11693
159,16000,1.72546,0.11798,3.53654,0.11640
160,16100,1.75982,0.11669,3.59044,0.11660
161,16200,1.71946,0.11555,3.75328,0.11667
162,16300,1.78479,0.11636,3.39261,0.11593
163,16400,1.77382,0.11645,3.47059,0.11481
164,16500,1.71831,0.11603,3.70015,0.11486
165,16600,1.79564,0.11548,3.62515,0.11402
166,16700,1.71713,0.11377,3.40563,0.11516
167,16800,1.75733,0.11439,3.39822,0.11547
168,16900,1.74637,0.11450,3.49818,0.11521
169,17000,1.77197,0.11559,3.48875,0.11302
170,17100,1.77892,0.11442,3.54917,0.11384
171,17200,1.72560,0.11363,3.48173,0.11390
172,17300,1.76738,0.11424,3.83868,0.11276
173,17400,1.73854,0.11362,3.54464,0.11162
174,17500,1.67405,0.11331,3.30186,0.11251
175,17600,1.79297,0.11281,3.50705,0.11310
176,17700,1.68334,0.11364,3.40994,0.11228
177,17800,1.75533,0.11221,3.40544,0.11336
178,17900,1.78134,0.11262,3.45818,0.11225
179,18000,1.80330,0.11221,3.82831,0.11166
180,18100,1.78793,0.11268,3.51205,0.11123
181,18200,1.73738,0.11234,3.50733,0.11178
182,18300,1.76230,0.11146,3.37331,0.11177
183,18400,1.78790,0.11132,3.30305,0.11037
184,18500,1.77896,0.11124,3.62812,0.11168
185,18600,1.70887,0.11184,3.52618,0.11042
186,18700,1.73676,0.11149,3.34380,0.11070
187,18800,1.71724,0.10998,3.33569,0.11011
188,18900,1.75341,0.11033,3.36056,0.11121
189,19000,1.68186,0.10977,3.16865,0.11022
190,19100,1.72530,0.10888,3.32959,0.10926
191,19200,1.70270,0.10899,3.32975,0.11041
192,19300,1.69296,0.10914,3.59773,0.10912
193,19400,1.72894,0.10957,3.59149,0.11030
194,19500,1.76048,0.10851,3.11679,0.10897
195,19600,1.71563,0.10965,3.47454,0.10883
196,19700,1.70491,0.10869,3.45239,0.10727
197,19800,1.68310,0.10748,3.35522,0.10761
198,19900,1.73304,0.10876,3.44815,0.10719
199,20000,1.71170,0.10840,3.33126,0.10868
200,20100,1.68150,0.10661,3.24091,0.10757
201,20200,1.67972,0.10712,3.31696,0.10779
202,20300,1.66435,0.10713,3.60722,0.10762
203,20400,1.65258,0.10749,3.30764,0.10712
204,20500,1.71839,0.10713,3.30608,0.10689
205,20600,1.74265,0.10646,3.36455,0.10592
206,20700,1.66693,0.10598,3.34565,0.10631
207,20800,1.68850,0.10653,3.24981,0.10664
208,20900,1.65972,0.10653,3.33279,0.10538
209,21000,1.68056,0.10595,3.37560,0.10422
210,21100,1.63480,0.10421,3.27141,0.10467
211,21200,1.69831,0.10502,3.27369,0.10452
212,21300,1.68059,0.10276,3.18091,0.10478
213,21400,1.67709,0.10476,3.34973,0.10487
214,21500,1.69250,0.10430,3.29931,0.10463
215,21600,1.66290,0.10347,3.20469,0.10382
216,21700,1.66774,0.10284,3.16075,0.10475
217,21800,1.68935,0.10381,3.41870,0.10318
218,21900,1.66876,0.10367,3.18055,0.10412
219,22000,1.70028,0.10340,3.41639,0.10240
220,22100,1.63931,0.10339,3.25246,0.10279
221,22200,1.64955,0.10392,3.14564,0.10120
222,22300,1.66291,0.10228,3.19999,0.10317
223,22400,1.67873,0.10193,3.25799,0.10159
224,22500,1.67722,0.10392,3.20608,0.10264
225,22600,1.62337,0.10256,3.15571,0.10235
226,22700,1.60288,0.10108,3.12084,0.10182
227,22800,1.59435,0.10117,3.30746,0.10184
228,22900,1.67213,0.10170,3.23276,0.10153
229,23000,1.62414,0.09971,2.96072,0.10233
230,23100,1.64272,0.10090,3.06968,0.10204
231,23200,1.62617,0.09986,3.16529,0.10036
232,23300,1.69444,0.10263,3.14281,0.10107
233,23400,1.64154,0.10119,3.26679,0.09964
234,23500,1.68411,0.10146,3.23011,0.10059
235,23600,1.61810,0.09905,3.22369,0.10167
236,23700,1.67991,0.10066,3.18957,0.10130
237,23800,1.69129,0.10031,3.10813,0.09872
238,23900,1.69473,0.09988,3.14076,0.10010
239,24000,1.61228,0.10070,3.14566,0.09971
240,24100,1.64555,0.09947,3.19166,0.09809
241,24200,1.62423,0.09839,3.15975,0.09985
242,24300,1.63408,0.09983,3.06948,0.09790
243,24400,1.60832,0.09997,3.07331,0.09852
244,24500,1.63177,0.09817,3.21029,0.09920
245,24600,1.62460,0.09984,3.09571,0.09945
246,24700,1.62684,0.09884,3.08704,0.09895
247,24800,1.59748,0.09875,3.09857,0.09845
248,24900,1.64453,0.09951,3.11686,0.09757
