iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.35307,1.47660,0.46160,1.10649,-2.63602,1.75931,0.51079,1.61347
1,200,-2.93394,0.91235,0.46189,1.11039,-3.19993,0.95374,0.50764,1.60595
2,300,-3.31028,0.84229,0.46035,1.10819,-3.59160,0.87443,0.51050,1.59582
3,400,-3.69386,0.90896,0.45422,1.11020,-4.05844,0.94986,0.50401,1.59452
4,500,-4.03634,0.98140,0.44847,1.11078,-4.47632,1.01755,0.50090,1.59270
5,600,-4.36454,1.01253,0.44523,1.10908,-4.85539,1.07317,0.49925,1.59286
6,700,-4.69591,1.00221,0.44112,1.10874,-5.22300,1.07020,0.49721,1.59168
7,800,-5.04745,1.02806,0.43648,1.10936,-5.57832,1.05518,0.49311,1.58981
8,900,-5.37081,1.08167,0.43264,1.10937,-5.94210,1.08921,0.48850,1.59041
9,1000,-5.68059,1.09287,0.42818,1.10961,-6.35034,1.09464,0.48332,1.58917
10,1100,-6.11049,1.25176,0.42426,1.10980,-6.74102,1.32941,0.47787,1.58814
11,1200,-6.23380,1.23448,0.42019,1.10975,-7.14688,1.32272,0.47336,1.58498
12,1300,-6.67471,1.23219,0.41596,1.10944,-7.47059,1.38860,0.46836,1.58560
13,1400,-6.87611,1.47040,0.41139,1.10951,-7.79426,1.55469,0.46355,1.58401
14,1500,-7.22023,1.36841,0.40724,1.10939,-8.11493,1.53750,0.45920,1.58390
15,1600,-7.35791,1.41477,0.40352,1.10907,-8.49616,1.41774,0.45426,1.58180
16,1700,-7.68926,1.22472,0.39949,1.10874,-8.71340,1.44563,0.45044,1.57978
17,1800,-7.94937,1.36001,0.39589,1.10811,-9.04905,1.37779,0.44647,1.57865
18,1900,-8.21850,1.28220,0.39226,1.10754,-9.32478,1.44963,0.44217,1.57694
19,2000,-8.43838,1.34138,0.38841,1.10724,-9.57505,1.52383,0.43823,1.57638
20,2100,-8.65275,1.43648,0.38435,1.10696,-9.86595,1.63695,0.43393,1.57402
21,2200,-8.91148,1.47297,0.38097,1.10657,-10.15189,1.73107,0.43005,1.57383
22,2300,-9.02903,1.42717,0.37737,1.10589,-10.40060,1.68769,0.42644,1.57306
23,2400,-9.30708,1.45463,0.37345,1.10573,-10.57487,1.65310,0.42219,1.57159
24,2500,-9.44178,1.52589,0.37022,1.10481,-10.91077,1.63087,0.41854,1.57004
25,2600,-9.68877,1.44411,0.36643,1.10455,-11.13683,1.64552,0.41476,1.57070
26,2700,-9.92390,1.38296,0.36276,1.10405,-11.38734,1.53827,0.41121,1.57040
27,2800,-10.07814,1.44889,0.35904,1.10376,-11.56817,1.45499,0.40755,1.57002
28,2900,-10.22370,1.45874,0.35557,1.10333,-11.76084,1.56848,0.40405,1.56857
29,3000,-10.35904,1.36879,0.35220,1.10289,-11.98492,1.47808,0.40064,1.56736
30,3100,-10.52398,1.45005,0.34835,1.10272,-12.16579,1.38209,0.39715,1.56771
31,3200,-10.73686,1.40362,0.34505,1.10221,-12.28253,1.33634,0.39363,1.56761
32,3300,-10.90211,1.22472,0.34187,1.10146,-12.56616,1.42310,0.39053,1.56569
33,3400,-11.07783,1.28204,0.33845,1.10123,-12.79113,1.43033,0.38644,1.56522
34,3500,-11.26390,1.28886,0.33480,1.10090,-13.02086,1.51399,0.38325,1.56529
35,3600,-11.43244,1.25896,0.33181,1.10025,-13.11648,1.37886,0.38010,1.56479
