iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-11.49760,36.76824,2.03921,-10.81742,34.20921,1.81122,-11.10370,34.56473,1.90067
1,200,-11.23545,3.26350,1.96866,-9.95506,2.66083,1.73863,-13.20307,6.23098,2.36533
2,300,-11.81211,1.51319,1.88641,-11.13239,1.35711,1.76794,-14.33600,2.68911,2.42663
3,400,-12.92338,1.91524,1.88680,-12.87669,1.87479,1.91927,-16.78429,3.70875,2.56425
4,500,-14.17773,1.78977,1.92995,-14.57453,3.02408,1.96280,-18.99155,2.84606,2.74786
5,600,-15.74366,2.81036,1.95333,-15.89601,2.62478,1.99243,-21.50461,4.86691,2.83853
6,700,-17.02715,3.68799,1.97230,-17.04124,3.14132,1.97815,-24.03761,6.62990,3.07371
7,800,-18.60673,4.92090,2.01685,-18.90242,4.87365,2.02153,-27.05488,9.46359,3.18237
8,900,-20.64920,6.06712,2.05146,-20.62014,5.10761,2.06833,-30.04582,11.40764,3.27933
9,1000,-22.12327,5.62320,2.07202,-21.89702,5.09218,2.06428,-32.85799,10.34159,3.41621
10,1100,-23.56887,6.78057,2.08413,-23.97175,5.57849,2.09036,-36.11225,12.86820,3.45036
11,1200,-24.98926,8.45657,2.09225,-25.32344,8.08304,2.15073,-38.08626,11.81097,3.51608
12,1300,-26.30798,9.63795,2.07593,-27.38891,7.06921,2.15962,-41.41365,14.89300,3.64417
13,1400,-27.61761,9.97499,2.05351,-29.07844,7.97058,2.21509,-43.40697,18.43874,3.67486
14,1500,-29.67639,10.20458,2.04062,-31.12659,10.33456,2.25680,-47.06656,20.18206,3.69958
15,1600,-30.28340,17.24318,2.05428,-32.44416,12.14722,2.28239,-48.67359,29.02360,3.60982
16,1700,-31.56751,15.40680,2.04961,-33.23468,15.01364,2.27963,-50.61031,35.31678,3.63694
17,1800,-32.02871,19.21561,2.04788,-33.86589,20.93712,2.26102,-53.33871,57.48026,3.67125
18,1900,-33.18004,21.84831,2.02020,-35.03102,17.87503,2.23064,-55.16884,45.14615,3.60198
19,2000,-34.81286,15.81021,2.00335,-37.45757,16.53193,2.23481,-57.74202,37.42311,3.65187
20,2100,-36.95675,12.74424,2.07853,-39.85796,13.18646,2.25259,-61.91329,30.70561,3.64435
21,2200,-38.03358,14.38104,2.11961,-41.40862,13.74468,2.29159,-63.11644,32.79095,3.67275
22,2300,-40.32597,16.41450,2.20112,-42.62501,14.75875,2.28800,-65.57938,36.64652,3.64426
23,2400,-41.41603,12.90279,2.22476,-44.42712,13.24351,2.34907,-68.21539,28.03570,3.69134
24,2500,-42.49823,20.56873,2.25266,-45.52384,17.80277,2.37074,-69.67409,35.60656,3.73521
25,2600,-44.38711,12.45127,2.27523,-46.10611,13.28633,2.35307,-73.55810,43.13224,3.74999
26,2700,-45.65559,12.63912,2.27428,-48.44329,10.55890,2.36528,-74.94793,30.43150,3.71994
27,2800,-47.42305,5.07142,2.26909,-50.26389,6.02548,2.37490,-76.55018,17.52564,3.68221
28,2900,-49.06505,4.86524,2.24873,-52.36309,5.18968,2.37951,-79.74821,17.18810,3.65445
29,3000,-50.10070,8.79140,2.23440,-54.39968,8.57618,2.41687,-80.71050,10.87437,3.59415
30,3100,-51.68062,13.07265,2.23702,-55.55861,9.59190,2.40754,-84.21383,23.22633,3.58144
31,3200,-53.58519,11.52543,2.20212,-57.64234,15.24573,2.43017,-84.94666,36.19617,3.54270
32,3300,-54.39538,13.57213,2.19184,-58.20536,10.20129,2.39514,-88.00435,38.00518,3.50183
33,3400,-55.15088,18.39148,2.18460,-60.28957,9.19093,2.41942,-88.94712,29.21324,3.44538
34,3500,-56.79904,10.17011,2.17090,-62.00087,10.46831,2.41354,-91.02508,30.81512,3.39690
35,3600,-58.30099,7.42134,2.20301,-63.11484,7.11777,2.41866,-93.77987,24.96984,3.41083
36,3700,-59.56057,7.58321,2.17954,-64.56142,6.63740,2.42167,-94.72808,17.19652,3.37812
37,3800,-60.05578,7.76779,2.19301,-65.17090,9.85414,2.41268,-95.87112,15.28213,3.39795
38,3900,-59.86348,7.70188,2.19062,-66.16373,7.46750,2.40805,-96.63336,13.04256,3.36187
39,4000,-61.34710,16.66952,2.14656,-66.49535,13.03532,2.39997,-97.12531,22.45629,3.40257
40,4100,-62.11571,7.17142,2.14454,-68.11160,9.15941,2.40967,-97.99538,24.42756,3.35237
41,4200,-63.17814,15.94637,2.14725,-69.25083,16.65360,2.40201,-100.55611,38.98499,3.34950
42,4300,-64.49973,14.11278,2.11453,-69.73327,20.98125,2.38908,-101.35893,45.13625,3.32003
43,4400,-64.87386,7.84004,2.12052,-71.40649,10.34586,2.38183,-102.32539,28.86328,3.28973
44,4500,-65.85390,9.27380,2.11790,-71.71709,16.67990,2.34635,-103.57295,30.78402,3.29479
45,4600,-66.25849,13.08863,2.07793,-73.05946,15.47407,2.35735,-103.91934,34.42486,3.25032
46,4700,-67.14050,20.91140,2.04668,-72.91224,17.37274,2.35600,-102.93709,41.25885,3.20022
47,4800,-67.10927,12.80784,2.04523,-72.78472,20.31790,2.31550,-104.37516,44.53365,3.18065
48,4900,-68.02144,14.90115,2.04482,-74.21602,10.99352,2.33674,-105.56103,28.31876,3.15330
49,5000,-68.31127,9.94498,2.01752,-75.05247,13.65450,2.33172,-104.95767,26.67108,3.16647
50,5100,-68.14179,11.38560,2.02089,-75.09872,12.51573,2.33019,-106.47458,35.64222,3.10026
51,5200,-68.28906,10.20562,1.99683,-75.64611,14.25253,2.33628,-107.68615,25.57369,3.11743
52,5300,-68.97304,12.94407,2.00625,-77.35510,16.30219,2.30343,-108.59884,30.27740,3.06325
53,5400,-69.69719,12.28483,2.00276,-77.81705,22.95503,2.29597,-109.72774,30.57135,3.01732
54,5500,-70.78543,14.00412,2.01086,-79.64362,17.59344,2.28894,-111.08948,38.77017,2.99053
55,5600,-71.71877,11.33408,2.00971,-79.71493,14.37453,2.25884,-111.56421,31.81950,2.99349
56,5700,-72.92650,14.68438,2.02363,-80.22069,12.87273,2.27498,-110.73544,30.84357,2.94301
57,5800,-73.25712,10.90033,2.01457,-80.00682,9.79039,2.25355,-111.97062,35.68258,2.88005
58,5900,-72.88093,21.38928,1.99499,-81.03690,10.90667,2.24953,-112.76186,39.96760,2.89997
59,6000,-74.47228,20.77299,1.94995,-82.16626,20.17650,2.23461,-112.45337,44.45223,2.88828
60,6100,-73.71275,14.38414,1.94186,-81.13499,15.33034,2.22347,-112.22093,58.27638,2.87040
61,6200,-73.55401,11.45240,1.91348,-82.25895,16.38189,2.21126,-112.20914,20.75499,2.86456
62,6300,-75.00852,12.28019,1.90676,-83.05370,14.12916,2.19313,-113.32231,17.05522,2.83083
63,6400,-74.94921,11.49140,1.90269,-84.26473,10.26709,2.18189,-114.68344,17.52207,2.83941
64,6500,-75.43873,8.41846,1.89825,-84.43664,7.18752,2.19031,-114.41304,11.99118,2.82008
65,6600,-76.30043,6.25297,1.86676,-84.97790,5.61468,2.16700,-115.66398,7.69923,2.80902
66,6700,-76.50302,5.68536,1.86380,-86.16658,6.89224,2.16642,-116.36098,8.23680,2.78556
67,6800,-76.89319,5.77592,1.85786,-86.35648,3.80485,2.13265,-116.53034,9.36617,2.75577
68,6900,-77.27209,4.26944,1.85668,-86.35712,3.46565,2.12849,-117.00127,8.48127,2.73520
69,7000,-77.61049,4.25824,1.87686,-86.69597,7.18356,2.13858,-117.01540,6.20419,2.72440
70,7100,-77.63374,14.61630,1.86599,-87.12337,23.50327,2.11256,-118.02538,16.01083,2.72035
