iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.12718,0.65997,0.02310,-2.98434,6.31720,0.49265
1,200,-0.16035,0.18615,0.01047,-2.70044,1.51211,0.36516
2,300,-0.29374,0.11169,0.00749,-2.91540,1.25021,0.34842
3,400,-0.31703,0.09202,0.00616,-3.19604,1.25264,0.34182
4,500,-0.34123,0.06547,0.00535,-3.68039,1.17396,0.33740
5,600,-0.33475,0.05415,0.00479,-3.80124,1.26803,0.32400
6,700,-0.34251,0.06907,0.00437,-3.98788,1.12869,0.30714
7,800,-0.33830,0.07994,0.00405,-4.38829,1.19902,0.30829
8,900,-0.36397,0.05501,0.00380,-4.74844,1.31080,0.30286
9,1000,-0.36018,0.04626,0.00359,-5.01369,1.18923,0.30025
10,1100,-0.34781,0.04628,0.00340,-4.93394,1.22108,0.29515
11,1200,-0.34970,0.06197,0.00325,-5.07835,1.42762,0.29241
12,1300,-0.35961,0.05513,0.00311,-5.20689,1.26472,0.28622
13,1400,-0.40914,0.05058,0.00299,-5.26687,1.22300,0.28037
14,1500,-0.41871,0.05509,0.00288,-5.49279,1.18458,0.27462
15,1600,-0.47728,0.07515,0.00279,-5.60410,1.17323,0.26796
16,1700,-0.45176,0.06169,0.00270,-5.75128,1.10455,0.26430
17,1800,-0.51215,0.05145,0.00262,-5.81532,1.01205,0.26125
18,1900,-0.55473,0.05576,0.00254,-6.02966,1.06580,0.25868
19,2000,-0.58276,0.05124,0.00248,-6.03532,1.02983,0.25674
20,2100,-0.60639,0.06146,0.00241,-6.39644,1.15263,0.25629
21,2200,-0.63879,0.05818,0.00236,-6.55790,1.10052,0.25119
22,2300,-0.66335,0.06702,0.00230,-6.79762,1.12890,0.25310
23,2400,-0.71591,0.08070,0.00225,-7.00152,1.04444,0.25200
24,2500,-0.69713,0.07745,0.00221,-7.26560,1.13981,0.25310
25,2600,-0.76039,0.08469,0.00216,-7.66813,1.02562,0.25216
26,2700,-0.79954,0.04869,0.00212,-7.81559,1.10608,0.25356
27,2800,-0.88894,0.05934,0.00208,-8.05772,1.11942,0.25300
28,2900,-0.92152,0.09483,0.00204,-8.39524,1.15731,0.25316
29,3000,-0.96978,0.07375,0.00201,-8.48225,1.05942,0.25356
30,3100,-0.99511,0.07195,0.00197,-8.75335,1.11462,0.25360
31,3200,-1.06458,0.09131,0.00194,-9.07130,1.06686,0.25127
32,3300,-1.08846,0.09243,0.00191,-9.33785,0.97491,0.25099
33,3400,-1.11761,0.09501,0.00188,-9.63913,0.99481,0.25169
34,3500,-1.17295,0.09139,0.00185,-9.82225,1.01529,0.24761
35,3600,-1.19127,0.08705,0.00183,-10.00957,1.02702,0.24929
36,3700,-1.24719,0.09358,0.00180,-10.29391,1.02449,0.24786
37,3800,-1.27335,0.04705,0.00178,-10.60629,1.00845,0.24744
38,3900,-1.28514,0.05175,0.00175,-10.81261,1.00580,0.25036
39,4000,-1.32332,0.07940,0.00173,-10.99362,0.99457,0.24699
40,4100,-1.37419,0.09649,0.00171,-11.17756,1.06532,0.24533
41,4200,-1.38223,0.05793,0.00169,-11.42138,1.08531,0.24512
42,4300,-1.44989,0.07053,0.00167,-11.58544,1.08755,0.24649
43,4400,-1.47509,0.06956,0.00165,-11.83338,1.15810,0.24452
44,4500,-1.51179,0.09985,0.00163,-12.01762,0.96779,0.24439
45,4600,-1.52645,0.07275,0.00161,-12.15473,1.01011,0.24577
46,4700,-1.55978,0.09246,0.00159,-12.32769,1.08159,0.24434
47,4800,-1.54984,0.07742,0.00158,-12.52527,1.16927,0.24285
48,4900,-1.61930,0.07806,0.00156,-12.70554,1.03131,0.24476
49,5000,-1.63835,0.09807,0.00154,-12.84135,0.98434,0.24100
50,5100,-1.67200,0.11118,0.00153,-13.02084,1.07014,0.24172
51,5200,-1.68459,0.07627,0.00151,-13.12047,1.00398,0.23888
52,5300,-1.71721,0.08291,0.00150,-13.25014,0.97575,0.24139
53,5400,-1.71802,0.13029,0.00149,-13.52452,1.09237,0.24228
54,5500,-1.76298,0.07571,0.00147,-13.44806,1.00427,0.23764
55,5600,-1.78375,0.06945,0.00146,-13.69608,1.06281,0.23871
56,5700,-1.79130,0.08638,0.00145,-13.74277,1.10164,0.23695
57,5800,-1.81655,0.06725,0.00143,-13.91149,1.06080,0.23803
58,5900,-1.86465,0.08103,0.00142,-14.06936,1.14883,0.23763
59,6000,-1.84038,0.10226,0.00141,-14.01435,1.09262,0.23669
60,6100,-1.87149,0.09172,0.00140,-14.20112,1.06804,0.23548
61,6200,-1.85410,0.10924,0.00138,-14.12122,1.05416,0.23408
62,6300,-1.92835,0.13301,0.00137,-14.39752,1.06212,0.23497
63,6400,-1.97747,0.12455,0.00136,-14.44387,1.10833,0.23503
64,6500,-1.86643,0.12038,0.00135,-14.48236,1.06594,0.23321
65,6600,-1.90841,0.13072,0.00134,-14.64622,1.14679,0.23749
66,6700,-1.94567,0.07458,0.00133,-14.74022,1.09686,0.23348
67,6800,-1.98105,0.08441,0.00132,-14.79060,1.12044,0.23341
68,6900,-1.92562,0.09521,0.00131,-14.98691,1.11018,0.23465
69,7000,-1.98335,0.09424,0.00130,-14.98502,1.02655,0.23257
70,7100,-2.03669,0.07348,0.00129,-15.07576,1.12044,0.23342
71,7200,-2.02929,0.08359,0.00128,-15.15370,1.19573,0.23188
72,7300,-2.04374,0.08725,0.00127,-15.13204,1.15897,0.23068
73,7400,-2.06395,0.11538,0.00127,-15.18819,1.14023,0.23198
74,7500,-2.02784,0.11723,0.00126,-15.26686,1.11764,0.23101
75,7600,-2.04940,0.14348,0.00125,-15.29999,1.13572,0.22991
76,7700,-2.08531,0.11571,0.00124,-15.34753,1.13582,0.22941
77,7800,-2.10578,0.10003,0.00123,-15.41865,1.15010,0.22833
78,7900,-2.07736,0.12309,0.00122,-15.45461,1.20662,0.22898
79,8000,-2.04485,0.13376,0.00122,-15.60433,1.20839,0.22918
80,8100,-2.02179,0.14331,0.00121,-15.54447,1.17974,0.22904
81,8200,-2.10433,0.11906,0.00120,-15.61356,1.16380,0.22814
82,8300,-2.12053,0.12318,0.00119,-15.63500,1.12738,0.22560
83,8400,-2.08746,0.12306,0.00119,-15.68800,1.28546,0.22771
84,8500,-2.14591,0.10525,0.00118,-15.79963,1.16916,0.22788
85,8600,-2.09891,0.12763,0.00117,-15.79573,1.26815,0.22702
86,8700,-2.12948,0.14438,0.00117,-15.88074,1.26585,0.22749
87,8800,-2.14398,0.13537,0.00116,-15.85882,1.15759,0.22775
88,8900,-2.08310,0.11554,0.00115,-15.99764,1.19416,0.22672
89,9000,-2.12192,0.10313,0.00115,-15.90419,1.30884,0.22546
90,9100,-2.16708,0.10339,0.00114,-15.98124,1.18381,0.22372
91,9200,-2.10727,0.15370,0.00113,-16.11922,1.16844,0.22658
92,9300,-2.11736,0.16729,0.00113,-16.09651,1.14722,0.22597
93,9400,-2.17467,0.12965,0.00112,-16.12541,1.15805,0.22384
94,9500,-2.16080,0.12687,0.00112,-16.05218,1.15506,0.22279
95,9600,-2.12927,0.12674,0.00111,-16.25409,1.18599,0.22307
96,9700,-2.16199,0.12077,0.00110,-16.15145,1.16021,0.22340
97,9800,-2.15817,0.11447,0.00110,-16.16178,1.16441,0.22212
98,9900,-2.16761,0.14758,0.00109,-16.32792,1.25390,0.22561
99,10000,-2.21898,0.16567,0.00109,-16.22931,1.32843,0.22158
100,10100,-2.14151,0.15033,0.00108,-16.33631,1.13690,0.22375
101,10200,-2.18480,0.15704,0.00108,-16.28517,1.15510,0.22392
102,10300,-2.15476,0.12394,0.00107,-16.35878,1.19870,0.22040
103,10400,-2.20774,0.14861,0.00107,-16.41892,1.18851,0.22222
104,10500,-2.16708,0.15544,0.00106,-16.40183,1.15987,0.22269
105,10600,-2.17471,0.17774,0.00106,-16.39430,1.12415,0.22016
106,10700,-2.13587,0.16754,0.00105,-16.43286,1.16062,0.22268
107,10800,-2.20123,0.16501,0.00105,-16.34581,1.13834,0.22009
108,10900,-2.15714,0.19131,0.00104,-16.53016,1.18280,0.22155
109,11000,-2.15517,0.15658,0.00104,-16.46364,1.22467,0.22138
110,11100,-2.11155,0.13010,0.00103,-16.42327,1.17220,0.22029
111,11200,-2.16942,0.13252,0.00103,-16.43428,1.18344,0.21959
112,11300,-2.18066,0.14952,0.00102,-16.48806,1.17014,0.21990
113,11400,-2.19283,0.15827,0.00102,-16.44448,1.18640,0.22080
114,11500,-2.18782,0.16674,0.00101,-16.56330,1.19960,0.22080
115,11600,-2.19076,0.17914,0.00101,-16.57564,1.16729,0.21990
116,11700,-2.19776,0.15802,0.00100,-16.54021,1.23049,0.21973
117,11800,-2.21481,0.13195,0.00100,-16.52659,1.20975,0.22112
118,11900,-2.21911,0.15815,0.00100,-16.54461,1.15881,0.21981
119,12000,-2.14451,0.16311,0.00099,-16.56325,1.17652,0.21947
120,12100,-2.14737,0.13986,0.00099,-16.58421,1.12150,0.21812
121,12200,-2.22658,0.16805,0.00098,-16.49039,1.22599,0.22087
122,12300,-2.18070,0.16118,0.00098,-16.60177,1.22187,0.21820
123,12400,-2.18815,0.18747,0.00098,-16.54967,1.23002,0.22016
124,12500,-2.16790,0.16790,0.00097,-16.62588,1.13223,0.21982
125,12600,-2.16339,0.15841,0.00097,-16.63722,1.23136,0.22312
126,12700,-2.16101,0.17088,0.00096,-16.68051,1.20732,0.22089
127,12800,-2.20474,0.15867,0.00096,-16.69274,1.29804,0.22115
128,12900,-2.15556,0.14110,0.00096,-16.66100,1.28484,0.22257
129,13000,-2.13846,0.14470,0.00095,-16.66754,1.29967,0.22141
130,13100,-2.14702,0.15794,0.00095,-16.79402,1.25998,0.22184
131,13200,-2.21360,0.16176,0.00095,-16.77575,1.20102,0.22165
132,13300,-2.22172,0.15426,0.00094,-16.79059,1.18073,0.22070
133,13400,-2.09807,0.17566,0.00094,-16.76671,1.22654,0.22071
134,13500,-2.14295,0.17017,0.00093,-16.77812,1.19887,0.22115
135,13600,-2.17547,0.13483,0.00093,-16.85338,1.29149,0.21998
136,13700,-2.16659,0.13835,0.00093,-16.85320,1.11507,0.22073
137,13800,-2.12881,0.14685,0.00092,-16.91208,1.11786,0.21807
138,13900,-2.24275,0.13986,0.00092,-16.93633,1.34058,0.21998
139,14000,-2.20503,0.14795,0.00092,-17.05870,1.25504,0.22175
140,14100,-2.19468,0.12438,0.00091,-17.03266,1.17720,0.21631
141,14200,-2.23653,0.13786,0.00091,-17.03947,1.15152,0.21905
142,14300,-2.15706,0.14720,0.00091,-17.10783,1.30616,0.21782
143,14400,-2.16005,0.16821,0.00091,-17.13861,1.21027,0.21696
144,14500,-2.19082,0.11549,0.00090,-17.09677,1.26349,0.21742
145,14600,-2.19149,0.16158,0.00090,-17.10740,1.25463,0.21782
146,14700,-2.19070,0.14542,0.00090,-17.06609,1.20997,0.21705
147,14800,-2.20902,0.15354,0.00089,-17.07282,1.23222,0.21793
148,14900,-2.16638,0.19524,0.00089,-17.09794,1.29987,0.21511
149,15000,-2.17608,0.16232,0.00089,-17.24525,1.38040,0.21708
150,15100,-2.15711,0.15149,0.00088,-17.08925,1.29789,0.21349
151,15200,-2.17804,0.11652,0.00088,-17.06479,1.27472,0.21596
152,15300,-2.19784,0.12612,0.00088,-17.17784,1.15055,0.21475
153,15400,-2.20455,0.15813,0.00087,-17.01786,1.22661,0.21427
154,15500,-2.18799,0.14020,0.00087,-16.97053,1.18418,0.21607
155,15600,-2.21028,0.15099,0.00087,-16.91270,1.20138,0.21480
156,15700,-2.17115,0.10204,0.00087,-16.63537,1.18651,0.21259
157,15800,-2.19813,0.13201,0.00086,-16.58824,1.20878,0.21683
158,15900,-2.21355,0.18033,0.00086,-16.65514,1.26612,0.21457
159,16000,-2.24298,0.16383,0.00086,-16.60564,1.22966,0.21169
160,16100,-2.19343,0.16546,0.00086,-16.77304,1.23584,0.21203
161,16200,-2.16901,0.22035,0.00085,-16.90695,1.21940,0.21273
162,16300,-2.21838,0.16554,0.00085,-16.99319,1.33225,0.21305
163,16400,-2.23773,0.16314,0.00085,-17.02253,1.27876,0.21382
164,16500,-2.15660,0.20909,0.00085,-16.85811,1.46375,0.21126
165,16600,-2.25490,0.14249,0.00084,-16.68080,1.42699,0.21174
166,16700,-2.19365,0.14667,0.00084,-16.77066,1.25518,0.20890
167,16800,-2.16357,0.17249,0.00084,-16.69612,1.11987,0.20725
168,16900,-2.24052,0.13044,0.00084,-16.70999,1.13958,0.21063
169,17000,-2.28649,0.15375,0.00083,-16.73149,1.20146,0.20846
170,17100,-2.24390,0.14895,0.00083,-16.71596,1.16878,0.20977
171,17200,-2.26320,0.16282,0.00083,-16.73026,1.23004,0.20737
172,17300,-2.22710,0.15551,0.00083,-16.75747,1.14056,0.20737
173,17400,-2.26817,0.13879,0.00082,-16.72002,1.11418,0.20642
