iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,48.38850,1.41582,49.78166,1.43750,47.53336,1.40396,43.34590,1.36213
1,200,24.17505,1.41574,24.50853,1.43312,24.10419,1.41657,21.27220,1.41711
2,300,4.22129,1.38658,3.92038,1.41839,4.34639,1.38073,5.06574,1.39863
3,400,2.49233,1.38211,2.45726,1.42560,2.47062,1.36260,2.87176,1.38041
4,500,1.68533,1.35931,1.90229,1.39836,1.71648,1.34210,1.66670,1.37844
5,600,1.46839,1.34512,1.58427,1.37979,1.42307,1.34193,1.23897,1.37032
6,700,1.33458,1.33402,1.40477,1.36714,1.26113,1.32587,1.08734,1.35951
7,800,1.29922,1.33620,1.24635,1.35402,1.14865,1.31482,0.93071,1.34107
8,900,1.19793,1.32280,1.25311,1.33819,1.22732,1.29860,0.92588,1.31926
9,1000,1.16708,1.31233,1.16450,1.32067,1.11704,1.28182,0.96645,1.29151
10,1100,1.23199,1.29549,1.10372,1.30704,1.17218,1.26662,0.90388,1.26315
11,1200,1.21711,1.27459,1.12535,1.29861,1.12514,1.26347,0.89246,1.24651
12,1300,1.11665,1.26146,1.14521,1.28243,1.16275,1.24821,0.88068,1.23208
13,1400,1.08761,1.23257,1.13367,1.27394,1.19564,1.23928,0.83246,1.21161
14,1500,1.10515,1.21878,1.12470,1.25908,1.15598,1.21698,0.86005,1.19674
15,1600,1.01848,1.20376,1.03545,1.24074,1.15053,1.20629,0.94424,1.17456
16,1700,1.05019,1.20134,1.14601,1.22806,1.14608,1.19500,0.91858,1.15448
17,1800,1.06369,1.18505,1.06006,1.21749,1.09051,1.18324,0.91016,1.13371
18,1900,1.08493,1.17497,1.13105,1.21322,1.08333,1.17337,0.88147,1.11239
19,2000,1.05609,1.16135,1.08831,1.20724,1.08983,1.15712,0.89139,1.10825
20,2100,1.08313,1.15661,1.14021,1.19622,1.06484,1.15111,0.89283,1.07945
21,2200,1.17542,1.14823,1.03304,1.18962,1.12244,1.14440,0.93569,1.06462
22,2300,1.08381,1.12994,1.14067,1.17499,1.05732,1.13064,0.94766,1.04121
23,2400,1.07993,1.12080,1.06094,1.16868,1.08499,1.11958,0.91855,1.02296
24,2500,1.18022,1.10877,1.15779,1.15712,1.04657,1.10980,1.00032,1.01256
25,2600,1.02802,1.09904,1.04754,1.14305,1.01036,1.10080,0.94377,0.99392
26,2700,1.03277,1.08537,1.08131,1.13333,1.04986,1.08751,0.98529,0.98010
27,2800,0.99653,1.07793,1.10813,1.11972,1.15994,1.07801,0.99096,0.95858
28,2900,1.10026,1.06821,1.02054,1.10615,1.10555,1.07515,0.89223,0.94356
29,3000,1.01115,1.05754,1.06855,1.09999,1.04960,1.05847,0.93583,0.93475
30,3100,1.06337,1.04707,1.07246,1.08815,1.02155,1.04404,0.97942,0.91834
31,3200,1.04985,1.04652,1.12424,1.08718,1.05601,1.03634,0.99475,0.90516
32,3300,1.12561,1.03302,1.11386,1.07301,1.03616,1.02622,0.97155,0.89384
33,3400,1.06877,1.02390,1.05430,1.06120,1.10283,1.01912,0.96901,0.87569
34,3500,1.06538,1.01268,1.06292,1.05622,1.05945,1.01432,0.95186,0.85957
35,3600,1.14523,1.00551,1.09257,1.04338,0.99522,1.00051,0.94868,0.84947
