iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-10.02135,26.49535,1.68206,-10.08553,24.14778,1.74433,-10.68204,24.20651,1.81065,-7.80873,10.33654,1.51300
1,200,-9.87341,2.38574,1.64943,-10.35926,2.48475,1.75267,-10.57077,2.43163,1.77881,-9.12741,1.76318,1.54955
2,300,-10.89414,1.69503,1.66129,-10.97407,1.45279,1.65213,-11.21915,2.01436,1.67133,-9.53436,1.57711,1.44055
3,400,-12.32681,1.57571,1.71422,-12.29438,2.73672,1.68595,-12.04447,1.50193,1.66466,-10.64530,1.79535,1.47198
4,500,-13.60490,1.46009,1.72008,-13.59632,1.35584,1.71715,-13.59382,2.53624,1.72329,-11.55633,1.46912,1.47027
5,600,-14.82263,2.04127,1.72009,-15.05613,1.40356,1.76160,-15.31635,3.38139,1.75212,-12.46206,1.86326,1.44114
6,700,-16.29179,2.02905,1.73805,-16.31000,1.93567,1.76811,-16.26925,3.43083,1.75341,-13.40213,1.63567,1.42819
7,800,-17.95306,2.21082,1.81992,-17.86160,3.11366,1.79623,-17.90885,3.01167,1.79036,-14.76765,2.50852,1.45630
8,900,-19.73587,2.33657,1.86275,-19.33503,3.94172,1.83490,-19.01987,3.06437,1.75417,-15.81427,2.04114,1.45607
9,1000,-20.85672,2.41246,1.84091,-20.98953,2.30800,1.84050,-20.28269,2.99276,1.71316,-17.11159,2.14701,1.45095
10,1100,-22.19474,2.28716,1.82441,-22.73346,3.27824,1.88439,-21.75950,2.43572,1.74853,-18.23245,1.85907,1.48534
11,1200,-23.75368,2.39708,1.82375,-24.19436,4.81613,1.88484,-22.96443,2.80861,1.75357,-19.58778,2.25581,1.49584
12,1300,-25.09909,2.68651,1.82775,-25.85257,3.34586,1.92875,-24.44014,3.72587,1.76167,-20.66754,2.87970,1.51983
13,1400,-26.54493,2.94178,1.83491,-27.08183,3.06607,1.90072,-25.99565,3.49323,1.78160,-22.13418,1.90647,1.53542
14,1500,-28.10465,7.22073,1.86836,-28.77526,1.87950,1.90829,-27.41934,2.88595,1.80641,-23.42640,4.87030,1.57920
15,1600,-30.12280,4.27227,1.90060,-30.05106,2.21508,1.90277,-29.14202,3.75336,1.79634,-25.13051,2.66936,1.59705
16,1700,-31.08792,4.04568,1.90462,-31.74327,3.56360,1.90139,-29.89868,3.88674,1.78834,-25.77970,3.85960,1.58527
17,1800,-32.74630,3.84423,1.92007,-32.95320,2.27729,1.89190,-31.27569,4.48869,1.77797,-26.76667,3.37433,1.58419
18,1900,-34.20555,3.20197,1.93309,-33.96605,4.92288,1.89424,-32.43619,5.67107,1.76943,-28.23384,2.92380,1.57711
19,2000,-35.73187,2.77174,1.92320,-36.34049,8.70489,1.88596,-33.91634,5.38217,1.78706,-29.42460,1.97995,1.57403
20,2100,-37.18402,4.38762,1.93155,-37.31683,4.35264,1.88203,-35.32149,6.26759,1.79590,-30.55394,2.97560,1.58364
21,2200,-38.19967,5.32221,1.92167,-38.70682,8.55440,1.87686,-36.43976,3.26862,1.80416,-31.25282,5.76454,1.57451
22,2300,-39.62158,4.13073,1.93385,-39.62551,7.11076,1.86725,-37.65055,2.84568,1.80257,-32.45310,4.64332,1.56640
23,2400,-41.30670,3.51456,1.93243,-41.05836,4.34119,1.87779,-38.96468,3.91579,1.80990,-33.35222,3.81172,1.56201
24,2500,-42.51493,4.32935,1.92947,-42.16721,2.38410,1.88104,-40.86766,8.13282,1.81886,-34.81027,5.64363,1.56020
25,2600,-43.84705,2.56563,1.92485,-43.60026,2.97395,1.86435,-41.82277,3.76604,1.83517,-35.45085,4.52803,1.55155
26,2700,-45.07050,3.95558,1.91253,-44.32464,7.79166,1.85725,-43.04248,4.52434,1.83275,-36.71645,5.72604,1.55182
27,2800,-46.33878,3.06689,1.91883,-45.39613,7.62993,1.85314,-43.76247,5.07151,1.82827,-37.24246,3.01138,1.52992
28,2900,-47.74118,6.28214,1.91225,-46.76003,4.00431,1.85952,-44.79738,4.57663,1.81861,-38.77848,6.35618,1.54646
29,3000,-48.91524,6.11133,1.90343,-48.14353,6.35856,1.86717,-46.07930,6.44869,1.82786,-39.37784,7.40376,1.53828
