iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,12.73357,0.74603,27.42323,1.07918,27.60978,1.07867
1,200,5.52575,0.74471,15.09749,1.08015,15.18991,1.07705
2,300,2.10807,0.74194,6.57092,1.07645,6.49310,1.07452
3,400,1.11553,0.73909,1.98703,1.07248,1.98868,1.07191
4,500,1.11262,0.73656,1.32820,1.06949,1.31799,1.06877
5,600,1.08464,0.73355,1.31551,1.06545,1.33393,1.06548
6,700,1.15019,0.73009,1.30235,1.06232,1.34381,1.06184
7,800,1.14528,0.72747,1.29223,1.05878,1.33228,1.05792
8,900,1.16188,0.72460,1.30327,1.05510,1.35204,1.05551
9,1000,1.14460,0.72188,1.29882,1.05166,1.35818,1.05235
10,1100,1.18903,0.71892,1.28453,1.04883,1.33106,1.04820
11,1200,1.19559,0.71601,1.25397,1.04549,1.35683,1.04549
12,1300,1.20624,0.71347,1.25524,1.04204,1.32195,1.04303
13,1400,1.19246,0.71039,1.26560,1.03860,1.29652,1.03950
14,1500,1.21040,0.70785,1.25180,1.03561,1.29262,1.03578
15,1600,1.22264,0.70503,1.25050,1.03282,1.29282,1.03286
16,1700,1.18354,0.70249,1.26129,1.02940,1.25734,1.02971
17,1800,1.22539,0.69965,1.24202,1.02584,1.28957,1.02591
18,1900,1.22514,0.69669,1.27502,1.02302,1.29122,1.02290
19,2000,1.22743,0.69388,1.26470,1.01936,1.29272,1.01939
20,2100,1.24808,0.69136,1.24623,1.01664,1.27178,1.01638
21,2200,1.24140,0.68866,1.27172,1.01323,1.26959,1.01276
22,2300,1.24150,0.68600,1.29936,1.01003,1.30360,1.00982
23,2400,1.28960,0.68365,1.23172,1.00774,1.32222,1.00641
24,2500,1.23857,0.68077,1.23213,1.00430,1.28541,1.00338
25,2600,1.29366,0.67777,1.23024,1.00040,1.26710,0.99950
26,2700,1.29555,0.67537,1.24347,0.99772,1.25332,0.99639
27,2800,1.29137,0.67297,1.25933,0.99452,1.26563,0.99370
28,2900,1.29405,0.67027,1.28771,0.99140,1.26272,0.99015
29,3000,1.27896,0.66752,1.25434,0.98824,1.27493,0.98726
30,3100,1.28987,0.66497,1.28539,0.98466,1.26624,0.98396
31,3200,1.29221,0.66228,1.24495,0.98166,1.28775,0.98072
