iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-5.82233,7.04567,0.97501,-5.75176,7.32109,0.97290,-5.74564,7.17743,0.97019,-5.54251,7.43929,0.96839
1,200,-5.79965,1.45128,0.95429,-5.84832,1.48134,0.95063,-5.85451,1.58880,0.94978,-5.63045,1.39972,0.94771
2,300,-6.29364,1.26644,0.93256,-6.36530,1.17389,0.92514,-6.15311,1.27108,0.92290,-6.18694,1.06508,0.93014
3,400,-6.81871,1.10028,0.90519,-6.92438,1.25379,0.90386,-6.86309,1.59871,0.90551,-6.80247,1.10954,0.90091
4,500,-7.31165,1.21805,0.84880,-7.16866,1.03964,0.84740,-7.15133,1.32876,0.84602,-7.17283,1.19157,0.84885
5,600,-7.81477,1.16468,0.81502,-7.65552,1.08195,0.81289,-7.81080,1.57221,0.80939,-7.68928,1.01325,0.81147
6,700,-8.24336,1.19424,0.76594,-8.11807,1.23953,0.75940,-8.00365,1.46355,0.76023,-8.07523,1.03754,0.76240
7,800,-8.68134,1.32662,0.72225,-8.58965,1.23616,0.71927,-8.60091,1.28536,0.72057,-8.44558,1.11525,0.71892
8,900,-8.96717,1.32247,0.67693,-8.84798,1.34131,0.67662,-8.96084,1.29048,0.67706,-8.80667,1.13161,0.67294
9,1000,-9.34506,1.45885,0.64251,-9.19515,1.34819,0.63970,-9.34538,1.30242,0.64061,-9.15939,1.17265,0.64210
10,1100,-9.73014,1.31910,0.60958,-9.49535,1.30627,0.60154,-9.62397,1.49910,0.60890,-9.40694,1.33817,0.60836
11,1200,-9.90025,1.46662,0.57360,-9.71751,1.39466,0.57571,-9.91610,1.37008,0.57388,-9.78763,1.36284,0.57147
12,1300,-10.26697,1.35858,0.54259,-9.96169,1.31010,0.54006,-10.11345,1.18562,0.54363,-10.00289,1.25791,0.54245
13,1400,-10.45586,1.34210,0.50593,-10.20026,1.31775,0.50514,-10.35913,1.29316,0.50748,-10.15950,1.21488,0.50728
14,1500,-10.66970,1.26140,0.47349,-10.34325,1.34631,0.47243,-10.47369,1.49497,0.47239,-10.30525,1.17360,0.47325
15,1600,-10.70837,1.48815,0.44575,-10.42763,1.36207,0.44409,-10.66250,1.27602,0.44258,-10.48405,1.23224,0.44371
16,1700,-10.72182,1.73823,0.41914,-10.54918,1.34515,0.41577,-10.72347,1.17992,0.41655,-10.55675,1.09271,0.41405
17,1800,-10.94833,1.50073,0.38947,-10.68150,1.38701,0.39231,-10.83282,1.24884,0.38918,-10.68891,1.25734,0.39016
18,1900,-11.00654,1.40279,0.36713,-10.71921,1.35706,0.36766,-10.92951,1.20042,0.36643,-10.76220,1.15872,0.36787
19,2000,-11.06146,1.20840,0.34837,-10.82335,1.18584,0.34669,-10.99761,1.06609,0.34765,-10.78469,1.01084,0.34644
20,2100,-11.03281,1.07265,0.32951,-10.95231,1.37971,0.32797,-11.06724,1.11184,0.32696,-10.85699,1.20989,0.32877
21,2200,-11.17004,1.35254,0.31147,-10.93391,1.21522,0.30933,-11.13684,1.20268,0.30878,-11.00334,0.97890,0.31030
22,2300,-11.16158,1.18455,0.29346,-10.86946,1.26524,0.29451,-11.10984,1.48148,0.29428,-10.93426,1.16756,0.29347
23,2400,-11.13375,1.05090,0.27735,-10.86607,1.27643,0.27649,-11.05593,1.16969,0.27932,-10.96174,1.24587,0.27787
24,2500,-11.04547,1.02095,0.26575,-10.82342,1.24362,0.26373,-11.16439,1.16424,0.26449,-10.94930,1.18127,0.26407
25,2600,-11.04318,1.13783,0.25243,-10.80300,1.25393,0.25239,-11.13078,1.14146,0.25209,-10.85950,1.27588,0.25267
26,2700,-11.03567,1.03692,0.24102,-10.84533,1.21400,0.24057,-11.11749,1.05169,0.23954,-10.89532,1.47486,0.24151
27,2800,-10.99636,1.07651,0.23129,-10.78104,1.22611,0.23065,-11.07694,1.05294,0.22935,-10.86566,1.03595,0.23166
28,2900,-10.94677,1.03152,0.22246,-10.71940,1.11315,0.22180,-10.99429,1.00680,0.22247,-10.85420,1.18948,0.22266
29,3000,-10.89465,1.03497,0.21511,-10.68885,1.12945,0.21371,-10.93204,0.99695,0.21428,-10.72995,1.20254,0.21449
30,3100,-10.96785,1.02504,0.20720,-10.63576,1.21215,0.20781,-10.90901,1.08287,0.20707,-10.65389,1.45270,0.20984
31,3200,-10.86478,1.05237,0.20343,-10.66202,1.12739,0.20347,-10.90306,1.01807,0.20207,-10.63728,1.67445,0.20140
32,3300,-10.75024,1.04302,0.19754,-10.59849,1.10026,0.19766,-10.90135,1.07654,0.19763,-10.55248,1.08439,0.19788
33,3400,-10.77345,1.34758,0.19192,-10.57718,1.16712,0.19249,-10.87459,1.08197,0.19398,-10.51868,1.54142,0.19346
34,3500,-10.63938,1.38045,0.18936,-10.54180,1.17306,0.18855,-10.74666,1.08406,0.18764,-10.49975,1.06221,0.18732
35,3600,-10.56563,1.25641,0.18339,-10.42729,1.09058,0.18176,-10.66332,1.04478,0.18287,-10.42798,1.08883,0.18301
36,3700,-10.53522,1.25225,0.17937,-10.34990,1.08730,0.18006,-10.64329,1.10945,0.17979,-10.34219,1.29461,0.17895
37,3800,-10.52569,1.60942,0.17541,-10.30944,1.16133,0.17548,-10.59224,1.01704,0.17515,-10.11863,1.41645,0.17546
38,3900,-10.54894,1.13362,0.17292,-10.27152,1.18788,0.17194,-10.50261,1.05452,0.17166,-10.24750,1.08914,0.17258
39,4000,-10.25980,1.09272,0.16810,-10.23860,1.10076,0.16851,-10.45549,1.05521,0.16872,-10.26406,1.06970,0.16879
40,4100,-10.27208,1.20303,0.16420,-10.10270,1.10433,0.16489,-10.38252,1.04165,0.16475,-9.99575,0.99949,0.16523
41,4200,-10.12076,1.11716,0.16208,-10.05693,1.12764,0.16188,-10.33093,1.06383,0.16189,-9.98570,1.11701,0.16144
42,4300,-10.03706,1.17574,0.15893,-10.01558,1.12076,0.15878,-10.32008,1.03921,0.15888,-9.88724,1.16288,0.15929
43,4400,-10.08461,1.24725,0.15594,-9.93429,1.10968,0.15635,-10.20567,1.07293,0.15631,-9.67165,1.12641,0.15563
44,4500,-10.01397,1.10037,0.15349,-9.89099,1.14954,0.15213,-10.16479,1.03152,0.15398,-9.72376,1.14080,0.15303
45,4600,-9.91494,1.15672,0.15122,-9.83220,1.13105,0.15025,-10.12245,1.02861,0.15145,-9.59692,1.11690,0.15017
46,4700,-9.81101,1.19440,0.14711,-9.75737,1.13063,0.14755,-10.01459,1.03032,0.14852,-9.60901,1.24725,0.14793
