iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,0.98529,0.02313,7.31726,0.45764
1,200,0.99921,0.01051,2.38800,0.32027
2,300,0.98451,0.00749,2.03765,0.29547
3,400,0.96470,0.00615,1.90773,0.28601
4,500,1.00968,0.00535,1.84219,0.27007
5,600,1.01658,0.00479,1.86566,0.26198
6,700,1.01918,0.00438,1.81221,0.25086
7,800,0.99855,0.00406,1.87688,0.24542
8,900,0.99844,0.00380,1.96608,0.24185
9,1000,1.00673,0.00359,2.00467,0.23957
10,1100,1.01076,0.00340,2.09505,0.23797
11,1200,1.00483,0.00325,2.12557,0.23326
12,1300,1.02629,0.00311,2.21627,0.23215
13,1400,0.97276,0.00299,2.26497,0.22670
14,1500,0.99242,0.00288,2.31054,0.22220
15,1600,1.01911,0.00278,2.47122,0.22407
16,1700,0.99859,0.00270,2.53561,0.22604
17,1800,0.99216,0.00262,2.60743,0.22307
18,1900,0.97021,0.00254,2.65019,0.22142
19,2000,1.02079,0.00248,2.71290,0.21841
20,2100,1.00566,0.00241,2.88991,0.21770
21,2200,0.98018,0.00236,2.89409,0.21338
22,2300,1.03073,0.00230,2.95749,0.21353
23,2400,0.99295,0.00225,3.13562,0.20963
24,2500,1.00391,0.00220,3.10222,0.21106
25,2600,1.00152,0.00216,3.17552,0.21061
26,2700,1.00609,0.00212,3.28222,0.20625
27,2800,0.99283,0.00208,3.40149,0.20477
28,2900,1.02030,0.00204,3.32595,0.20206
29,3000,0.99018,0.00201,3.40640,0.20252
30,3100,0.97255,0.00197,3.40511,0.19883
31,3200,1.01591,0.00194,3.59234,0.19648
32,3300,0.99757,0.00191,3.41802,0.19501
33,3400,1.01376,0.00188,3.50704,0.19761
34,3500,0.97576,0.00185,3.66980,0.19623
35,3600,0.99918,0.00183,3.50784,0.19288
36,3700,1.01907,0.00180,3.75539,0.19230
37,3800,0.99145,0.00178,3.48574,0.19250
38,3900,0.98476,0.00175,3.68167,0.19236
39,4000,1.00529,0.00173,3.71956,0.19216
40,4100,1.00967,0.00171,3.64861,0.18857
41,4200,0.98983,0.00169,3.90941,0.18971
42,4300,1.00532,0.00167,3.73780,0.18929
43,4400,1.01911,0.00165,3.82100,0.18613
44,4500,1.02692,0.00163,3.89976,0.18560
45,4600,1.01898,0.00161,3.89805,0.18528
46,4700,1.00561,0.00159,3.85809,0.18270
47,4800,1.00945,0.00158,3.91945,0.18351
48,4900,1.01475,0.00156,3.85328,0.18353
49,5000,0.99337,0.00154,3.92402,0.18005
50,5100,0.98400,0.00153,3.88956,0.18020
51,5200,0.99923,0.00151,4.08636,0.18186
