iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
58,5900,0.98510,0.96055,0.99931,0.92931
59,6000,0.98586,1.01815,1.01297,0.92271
60,6100,0.99987,0.92803,0.98644,0.94020
61,6200,0.97388,1.00015,0.89260,0.96942
62,6300,0.96077,0.98614,1.01298,0.90958
63,6400,0.99237,0.98034,0.95821,0.95947
64,6500,1.06513,1.01962,1.03560,0.92375
65,6600,1.01447,0.96573,0.98154,0.99691
66,6700,1.02655,1.02159,0.96149,0.90637
67,6800,0.98999,0.91198,0.95661,0.95313
68,6900,0.97828,0.96849,1.05578,0.94372
69,7000,0.95069,0.92426,1.01718,0.91429
70,7100,1.00852,1.00426,0.96624,1.02781
71,7200,0.99886,0.97196,0.98469,0.92959
72,7300,0.98117,0.94245,1.00085,0.91774
73,7400,0.94369,0.92118,0.98662,0.94552
74,7500,0.96000,1.01229,1.11448,0.97758
75,7600,1.02713,0.97740,0.94947,0.93578
76,7700,0.98653,1.02946,1.01952,0.94696
77,7800,1.00435,1.01361,1.05357,0.94154
78,7900,0.97218,1.00486,1.02476,0.91890
79,8000,1.02048,0.99066,1.04186,0.94147
80,8100,0.99257,1.00068,1.08640,0.93916
81,8200,1.00746,0.97453,1.08481,0.91276
82,8300,1.06075,0.96609,1.07412,0.97072
83,8400,1.04786,1.00540,1.09761,0.94608
84,8500,1.01789,1.00813,1.07945,0.90509
85,8600,1.02602,1.02834,1.06369,0.92205
86,8700,0.99215,1.03632,1.12693,0.96153
87,8800,1.04429,1.03338,1.08904,0.92425
88,8900,1.10897,1.01686,1.13430,0.90975
89,9000,1.02910,1.03283,1.08169,0.98685
90,9100,1.06327,1.01296,1.11395,0.98018
91,9200,1.09169,1.00502,1.10461,0.95987
92,9300,1.07882,1.04636,1.11895,0.93190
93,9400,1.13220,1.01575,1.14715,0.93345
94,9500,1.11068,1.03466,1.13007,0.94706
95,9600,1.18462,1.03999,1.14912,0.99293
96,9700,1.03900,1.05102,1.20025,0.98078
97,9800,1.14076,1.07247,1.15945,0.94862
98,9900,1.16217,1.02495,1.19564,0.92892
99,10000,1.16028,1.08064,1.17820,0.87917
100,10100,1.14639,1.06806,1.16907,0.94238
101,10200,1.15607,1.05699,1.19500,0.95717
102,10300,1.13164,1.10346,1.18589,0.92564
103,10400,1.16514,1.12207,1.16664,0.94129
104,10500,1.18545,1.07353,1.21121,0.93673
105,10600,1.22857,1.09684,1.19900,0.94722
106,10700,1.19556,1.10068,1.20649,0.99034
107,10800,1.24361,1.08472,1.27851,0.93308
108,10900,1.19455,1.10299,1.28058,0.97655
109,11000,1.22064,1.16078,1.23300,0.91640
110,11100,1.25034,1.14699,1.21917,0.98397
111,11200,1.25175,1.15953,1.27587,0.99964
112,11300,1.27941,1.19044,1.22042,0.95643
113,11400,1.24514,1.18987,1.31928,0.97505
114,11500,1.25796,1.17546,1.35463,1.03177
115,11600,1.29628,1.21217,1.31081,0.95560
116,11700,1.27305,1.20650,1.31035,0.99069
117,11800,1.33108,1.23105,1.29527,1.00724
118,11900,1.26082,1.20754,1.31249,0.97790
119,12000,1.26636,1.22452,1.31803,1.05838
120,12100,1.30909,1.20594,1.31375,1.03250
121,12200,1.37977,1.20126,1.37455,1.02551
122,12300,1.31956,1.23142,1.38442,1.00296
123,12400,1.34648,1.29926,1.32508,0.99323
124,12500,1.35632,1.27855,1.36603,1.05322
125,12600,1.37364,1.28252,1.38030,1.01830
126,12700,1.34195,1.27124,1.45089,1.03105
127,12800,1.37560,1.33206,1.38064,1.08916
128,12900,1.37093,1.32719,1.39866,0.97676
129,13000,1.36224,1.32363,1.38207,1.08007
130,13100,1.36639,1.29818,1.42338,1.06192
131,13200,1.47233,1.33259,1.45534,1.02434
132,13300,1.44816,1.31794,1.45849,1.10077
133,13400,1.39963,1.37417,1.40557,1.04330
134,13500,1.41158,1.34845,1.43137,1.06671
135,13600,1.46785,1.36080,1.42557,1.08127
136,13700,1.42810,1.35742,1.47807,1.04219
137,13800,1.43692,1.37990,1.47577,1.08414
138,13900,1.46612,1.40700,1.49467,1.07894
139,14000,1.48303,1.40719,1.43810,1.06386
140,14100,1.43559,1.38572,1.45296,1.10655
141,14200,1.48472,1.45415,1.43609,1.12534
142,14300,1.49723,1.48055,1.53983,1.14460
143,14400,1.48836,1.41815,1.52147,1.07766
144,14500,1.47170,1.45359,1.46633,1.10107
145,14600,1.46709,1.45320,1.49603,1.10849
146,14700,1.51230,1.46850,1.51097,1.08567
147,14800,1.50285,1.49456,1.48479,1.13323
148,14900,1.53251,1.48682,1.52781,1.14487
149,15000,1.52478,1.44974,1.51653,1.11618
150,15100,1.55890,1.48492,1.51351,1.10269
151,15200,1.54297,1.53148,1.47460,1.13781
152,15300,1.50312,1.48682,1.52423,1.17530
153,15400,1.46215,1.47896,1.49867,1.15381
154,15500,1.51118,1.50609,1.53198,1.08923
155,15600,1.55362,1.55768,1.55191,1.15683
156,15700,1.55739,1.49453,1.50679,1.14521
157,15800,1.67338,1.54989,1.52562,1.16765
158,15900,1.63435,1.50444,1.52811,1.12472
159,16000,1.59060,1.61071,1.56848,1.16445
160,16100,1.63148,1.53821,1.58861,1.17814
161,16200,1.58359,1.61515,1.56401,1.14993
162,16300,1.59125,1.61963,1.50905,1.15194
163,16400,1.66868,1.57006,1.62010,1.15132
164,16500,1.64068,1.64761,1.53068,1.15931
165,16600,1.62485,1.57001,1.58170,1.16925
166,16700,1.65247,1.61038,1.56269,1.15422
167,16800,1.60261,1.62135,1.59846,1.13343
168,16900,1.69292,1.65320,1.59974,1.14686
169,17000,1.64122,1.59476,1.61113,1.20327
170,17100,1.59672,1.60654,1.60766,1.22885
171,17200,1.62419,1.61277,1.69372,1.21549
172,17300,1.58101,1.64421,1.61380,1.19419
173,17400,1.67276,1.61181,1.63406,1.16678
174,17500,1.67842,1.72246,1.60740,1.20540
175,17600,1.63594,1.66497,1.61162,1.21052
176,17700,1.64155,1.61100,1.62322,1.14374
177,17800,1.67588,1.70541,1.54877,1.18371
178,17900,1.64533,1.64506,1.63608,1.21016
179,18000,1.70954,1.65919,1.63769,1.23154
180,18100,1.60128,1.67269,1.64845,1.23444
181,18200,1.72382,1.71588,1.63096,1.20192
182,18300,1.65641,1.65190,1.57656,1.20630
183,18400,1.69108,1.66834,1.56169,1.20522
184,18500,1.69074,1.66655,1.61261,1.23542
185,18600,1.74243,1.71865,1.65011,1.25958
186,18700,1.67682,1.71608,1.68652,1.24051
187,18800,1.64485,1.68305,1.65359,1.22189
188,18900,1.74081,1.77481,1.62873,1.20736
189,19000,1.70008,1.75534,1.70662,1.19163
190,19100,1.72591,1.76273,1.70241,1.21258
191,19200,1.60780,1.73320,1.67148,1.26536
192,19300,1.71718,1.81406,1.68069,1.25127
193,19400,1.72089,1.75339,1.68219,1.22318
194,19500,1.75757,1.76451,1.76160,1.25094
195,19600,1.69957,1.70795,1.68570,1.26078
196,19700,1.71351,1.73374,1.68083,1.32135
197,19800,1.75040,1.77364,1.64814,1.23803
198,19900,1.66235,1.75389,1.70864,1.21565
199,20000,1.71978,1.83314,1.69112,1.24159
200,20100,1.72922,1.85291,1.74713,1.20269
201,20200,1.80236,1.76589,1.69370,1.20230
202,20300,1.84280,1.75755,1.76167,1.23951
203,20400,1.69513,1.75164,1.70687,1.31379
204,20500,1.73180,1.80113,1.71308,1.19644
205,20600,1.74370,1.72983,1.70326,1.23167
206,20700,1.84369,1.76447,1.81297,1.29111
207,20800,1.74893,1.79796,1.74942,1.25710
208,20900,1.78689,1.72372,1.69520,1.23289
209,21000,1.73249,1.78121,1.69516,1.25222
210,21100,1.75144,1.87865,1.70828,1.20905
211,21200,1.81947,1.89956,1.73107,1.21492
212,21300,1.77998,1.79874,1.70910,1.27058
213,21400,1.82943,1.83557,1.80650,1.25969
214,21500,1.86622,1.84692,1.72234,1.26007
215,21600,1.75388,1.76294,1.83116,1.31859
216,21700,1.79638,1.78303,1.83649,1.29145
217,21800,1.86606,1.82900,1.81627,1.26158
218,21900,1.84401,1.85872,1.69789,1.26196
219,22000,1.84455,1.84119,1.78511,1.27211
220,22100,1.71399,1.93269,1.78813,1.26455
221,22200,1.78833,1.85343,1.72277,1.25702
222,22300,1.75269,1.89999,1.75199,1.32192
223,22400,1.76916,1.93911,1.82268,1.23238
224,22500,1.79002,1.85209,1.71229,1.25613
225,22600,1.82246,1.93765,1.70723,1.26262
226,22700,1.81587,1.96223,1.75011,1.30035
227,22800,1.78412,1.90383,1.80082,1.33295
228,22900,1.86916,1.94917,1.74395,1.33905
229,23000,1.81627,1.93266,1.81638,1.30163
230,23100,1.83672,1.88742,1.73491,1.28073
231,23200,1.88219,1.92140,1.75945,1.31003
232,23300,1.78188,1.92282,1.80618,1.31148
233,23400,1.86179,1.90033,1.78328,1.25022
234,23500,1.84351,1.97329,1.83465,1.22588
235,23600,1.85443,1.91307,1.76875,1.27824
236,23700,1.84460,1.93826,1.83700,1.24875
237,23800,1.79951,1.96362,1.82391,1.35651
238,23900,1.89238,1.88665,1.78945,1.26824
239,24000,1.87276,1.92203,1.82152,1.28881
240,24100,1.91979,1.95882,1.77406,1.30417
241,24200,1.87358,1.98887,1.75482,1.25303
242,24300,1.78990,1.94212,1.87742,1.29292
243,24400,1.96458,1.93711,1.78846,1.34775
244,24500,1.96389,1.96166,1.86577,1.23875
245,24600,1.88296,1.95810,1.84332,1.30270
246,24700,1.91779,1.95314,1.86303,1.26135
247,24800,1.98725,1.97980,1.80994,1.29609
248,24900,1.91368,1.95025,1.81288,1.35030
