iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.72438,1.97424,0.49327,1.09895,-3.48516,1.97347,0.62962,1.61350
1,200,-3.23338,1.02242,0.48739,1.09325,-4.35733,0.98724,0.69866,1.61320
2,300,-3.58836,1.04039,0.48083,1.08891,-4.66692,1.08247,0.67286,1.61785
3,400,-3.85464,1.02382,0.47662,1.08881,-5.12318,1.06722,0.65879,1.61713
4,500,-4.24713,1.08726,0.47240,1.08818,-5.67566,1.04778,0.66942,1.61679
5,600,-4.62491,0.96576,0.46816,1.08835,-6.24042,1.10882,0.67675,1.61608
6,700,-5.02208,1.04188,0.46331,1.08783,-6.71970,1.28095,0.67287,1.61410
7,800,-5.38688,1.01098,0.45856,1.08775,-7.23113,1.26879,0.67189,1.61286
8,900,-5.68640,1.05429,0.45363,1.08697,-7.87839,1.24088,0.68395,1.61109
9,1000,-5.96759,1.04215,0.44818,1.08638,-8.42533,1.14504,0.69142,1.60947
10,1100,-6.22468,0.96883,0.44277,1.08512,-8.90495,1.06536,0.69645,1.60913
11,1200,-6.56379,1.01766,0.43831,1.08491,-9.47386,1.02486,0.69360,1.60758
12,1300,-6.83345,0.94087,0.43235,1.08331,-9.91824,1.08361,0.69493,1.60656
13,1400,-7.08636,0.93545,0.42689,1.08233,-10.26789,1.15771,0.68837,1.60646
14,1500,-7.33342,0.95804,0.42183,1.08138,-10.90270,1.06985,0.68355,1.60712
15,1600,-7.56456,0.95825,0.41763,1.08125,-11.19602,1.06999,0.67505,1.60692
16,1700,-7.78835,0.90823,0.41263,1.08029,-11.57142,1.02175,0.66644,1.60739
17,1800,-8.09348,1.07239,0.40710,1.07926,-11.87870,1.29412,0.66144,1.60697
18,1900,-8.24320,1.10671,0.40230,1.07836,-12.36435,1.28257,0.64772,1.60784
19,2000,-8.39854,1.09889,0.39808,1.07816,-12.60698,1.22785,0.64372,1.60813
20,2100,-8.60741,1.11581,0.39276,1.07687,-13.01858,1.21700,0.63920,1.60783
21,2200,-8.86119,1.04192,0.38680,1.07530,-13.33536,1.19158,0.63453,1.60785
22,2300,-9.01320,0.92891,0.38227,1.07417,-13.71222,1.21383,0.63603,1.60702
23,2400,-9.16983,1.01438,0.37810,1.07339,-14.03011,1.26339,0.62809,1.60676
24,2500,-9.38126,1.00014,0.37325,1.07217,-14.38636,1.14168,0.62313,1.60623
25,2600,-9.53966,0.99444,0.36800,1.07092,-14.66429,1.17509,0.61320,1.60680
26,2700,-9.67727,1.05179,0.36302,1.06952,-14.96543,1.22044,0.60925,1.60617
27,2800,-9.88771,0.99095,0.35937,1.06909,-15.21798,1.07202,0.59974,1.60639
28,2900,-9.93915,0.99945,0.35468,1.06839,-15.55886,1.09168,0.59340,1.60655
29,3000,-10.10031,1.06415,0.34967,1.06720,-15.84691,1.24366,0.58848,1.60650
30,3100,-10.19836,1.07460,0.34596,1.06658,-16.01652,1.24621,0.58424,1.60608
31,3200,-10.28007,0.94220,0.34168,1.06560,-16.20229,1.30214,0.57993,1.60574
32,3300,-10.38820,0.98046,0.33782,1.06539,-16.45472,1.24319,0.57008,1.60577
33,3400,-10.59006,1.15486,0.33381,1.06499,-16.67798,1.23743,0.56431,1.60572
34,3500,-10.61563,0.89963,0.33037,1.06542,-16.80320,1.11391,0.55480,1.60539
35,3600,-10.64079,0.94469,0.32616,1.06441,-16.86622,1.25392,0.55082,1.60579
36,3700,-10.72569,1.04454,0.32192,1.06378,-17.09786,1.18683,0.54444,1.60454
37,3800,-10.83264,0.98739,0.31811,1.06328,-17.30796,1.14726,0.53760,1.60456
38,3900,-10.86589,0.99903,0.31419,1.06275,-17.37810,1.11563,0.52852,1.60463
39,4000,-10.94666,0.97261,0.31037,1.06311,-17.47999,1.21063,0.52438,1.60369
40,4100,-11.04712,0.94017,0.30689,1.06318,-17.58421,1.08141,0.51263,1.60326
41,4200,-11.07831,0.95264,0.30299,1.06274,-17.67581,1.33088,0.50882,1.60282
42,4300,-11.17091,0.91862,0.29905,1.06193,-17.89586,1.23308,0.50056,1.60280
43,4400,-11.23305,0.88025,0.29537,1.06226,-18.11499,1.27461,0.49442,1.60217
44,4500,-11.32519,0.91520,0.29148,1.06114,-18.09046,1.25650,0.48615,1.60196
45,4600,-11.33872,1.08382,0.28841,1.06156,-18.16540,1.28657,0.48153,1.60242
46,4700,-11.35333,1.10666,0.28471,1.06126,-18.28009,1.29881,0.47619,1.60209
47,4800,-11.52370,1.00473,0.28164,1.06115,-18.32873,1.23987,0.46974,1.60167
48,4900,-11.45512,0.90835,0.27739,1.06012,-18.38585,1.34905,0.46292,1.60126
49,5000,-11.48411,1.07395,0.27385,1.06018,-18.50931,1.38443,0.45725,1.60080
50,5100,-11.49940,1.12182,0.27049,1.05967,-18.54034,1.14371,0.45227,1.60045
