iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,47.00839,1.41968,48.56235,1.44224,45.71986,1.40134
1,200,19.68884,1.40311,20.62214,1.41871,18.80597,1.37688
2,300,4.40588,1.38767,4.70697,1.41782,4.37050,1.38347
3,400,2.45394,1.39194,2.35143,1.42525,2.37208,1.39139
4,500,1.42882,1.39946,1.38396,1.41935,1.51839,1.39647
5,600,1.16065,1.39587,1.20059,1.40671,1.20611,1.39210
6,700,1.20570,1.39193,1.12005,1.41124,1.09422,1.38684
7,800,1.11017,1.39122,1.07312,1.41009,1.04450,1.39133
8,900,0.99190,1.39878,1.07484,1.41252,1.05840,1.39604
9,1000,1.03824,1.39574,1.01956,1.41379,1.07357,1.39558
10,1100,0.98639,1.39142,1.02626,1.41735,1.08309,1.40072
11,1200,1.01424,1.39864,1.07795,1.42492,1.06658,1.41509
12,1300,1.11070,1.39805,1.00460,1.41500,1.03254,1.41768
13,1400,1.00378,1.39990,1.05505,1.41827,1.03724,1.41193
14,1500,1.04058,1.39801,1.07902,1.41979,0.99414,1.40395
15,1600,1.03492,1.39288,1.01729,1.41421,0.99874,1.40745
16,1700,1.02350,1.39609,1.03323,1.41337,1.04544,1.40154
17,1800,1.07440,1.40226,1.01275,1.42202,1.02539,1.40724
18,1900,0.99284,1.40648,1.05108,1.42323,1.03931,1.41043
19,2000,1.02493,1.40518,1.09329,1.42974,0.95278,1.41708
20,2100,1.07612,1.41163,1.02330,1.42724,1.07580,1.41964
21,2200,1.04432,1.41260,1.00110,1.43167,1.06749,1.42452
22,2300,0.97277,1.41803,1.03643,1.43356,1.01896,1.42045
23,2400,0.97108,1.42238,0.93644,1.43299,1.01147,1.42150
24,2500,1.01140,1.42233,1.05054,1.43544,1.05230,1.43335
25,2600,1.02893,1.42950,0.99876,1.43097,1.08670,1.42754
26,2700,0.98703,1.43528,1.00563,1.43547,0.99910,1.42892
27,2800,0.97295,1.43618,0.99762,1.43393,1.11475,1.44396
28,2900,0.99643,1.44305,1.04639,1.43450,0.96262,1.44451
29,3000,0.99479,1.44275,0.98381,1.44376,1.04259,1.44635
30,3100,1.04214,1.45397,1.01275,1.43970,1.00943,1.44920
31,3200,1.02052,1.45616,1.01729,1.44647,0.98537,1.43961
32,3300,0.95151,1.45364,1.03044,1.44567,1.02504,1.44712
33,3400,1.00695,1.45789,1.02125,1.43881,0.98780,1.44703
34,3500,1.03277,1.46472,0.99283,1.44177,0.99946,1.44231
35,3600,1.01318,1.46357,0.93995,1.44166,0.97442,1.45175
36,3700,0.98308,1.45713,1.03442,1.44132,1.00407,1.44507
37,3800,0.95934,1.45637,0.92816,1.44137,1.03921,1.44441
38,3900,0.94787,1.46592,1.00544,1.45025,0.99458,1.44685
39,4000,1.03250,1.47391,0.99843,1.45224,1.02703,1.45113
40,4100,0.97035,1.45900,1.05993,1.45475,1.08177,1.44301
41,4200,0.98444,1.46672,0.96414,1.45191,0.96728,1.44060
42,4300,1.03260,1.47472,0.95523,1.44871,1.01946,1.45133
43,4400,1.02481,1.47084,0.99237,1.44659,1.00444,1.44099
44,4500,1.02378,1.46786,0.97529,1.44788,1.03490,1.44814
45,4600,1.00056,1.47271,0.99104,1.44842,1.01675,1.44902
46,4700,1.11606,1.46430,0.96337,1.44508,1.01881,1.45274
47,4800,1.07359,1.47203,1.01048,1.44789,1.02246,1.44695
48,4900,1.05716,1.46493,0.98482,1.44396,1.04718,1.45049
49,5000,1.01162,1.47139,0.98683,1.45167,1.01261,1.43983
50,5100,0.97127,1.45524,0.93991,1.44303,1.05881,1.45176
51,5200,1.06442,1.46238,0.94343,1.44770,0.98644,1.43464
52,5300,1.07420,1.45948,1.00861,1.44528,1.01834,1.44586
53,5400,1.01035,1.45977,1.00065,1.44098,0.97037,1.42814
54,5500,1.01848,1.44925,0.92981,1.42734,1.07925,1.44023
55,5600,0.99032,1.45540,0.99776,1.43367,0.99388,1.43147
56,5700,0.94553,1.44857,0.93705,1.42495,0.99561,1.43113
57,5800,0.99955,1.44943,1.00918,1.43118,1.04033,1.42830
58,5900,0.97204,1.45606,1.04059,1.42179,0.99756,1.42960
59,6000,1.13434,1.44795,1.08908,1.42153,1.01488,1.43526
60,6100,1.00754,1.45167,0.97526,1.40503,0.99229,1.42608
61,6200,0.97428,1.43739,1.10610,1.41780,1.03733,1.40702
62,6300,1.01439,1.43859,0.98729,1.40877,0.96670,1.40914
63,6400,0.99286,1.43673,0.94129,1.41081,1.00216,1.41997
64,6500,1.02801,1.44345,0.98208,1.41359,1.00448,1.41651
65,6600,1.15877,1.43386,1.02178,1.41229,0.98802,1.40486
66,6700,0.95119,1.42123,1.11994,1.40316,0.98704,1.40923
67,6800,0.92246,1.42189,1.02745,1.40209,0.97780,1.39642
68,6900,1.00979,1.41883,1.04668,1.40086,0.90647,1.39536
69,7000,0.98875,1.42397,1.00466,1.39785,0.97387,1.39491
70,7100,1.05884,1.42110,1.18160,1.38722,0.95821,1.38754
71,7200,0.96883,1.40608,0.99259,1.39069,1.00655,1.38832
72,7300,0.95069,1.40556,1.02558,1.39477,0.98296,1.38546
73,7400,0.98473,1.39818,1.06346,1.38781,1.01421,1.38510
74,7500,1.00773,1.39624,1.09170,1.37784,1.23619,1.38856
75,7600,1.00093,1.38758,0.98435,1.37960,1.06199,1.37200
76,7700,1.06601,1.39031,0.95016,1.37341,1.11112,1.36559
77,7800,1.00615,1.38618,1.24072,1.37473,0.94420,1.36444
78,7900,0.97942,1.38685,0.95193,1.37393,1.01655,1.35878
79,8000,1.06827,1.37396,1.09571,1.36827,0.90161,1.34782
80,8100,1.07299,1.38513,1.13249,1.36935,1.01598,1.35469
81,8200,1.01858,1.38001,1.02781,1.36063,1.01933,1.36201
82,8300,0.93231,1.37169,1.05284,1.36132,0.99750,1.35471
83,8400,1.01230,1.37846,1.01917,1.36016,1.03837,1.35017
84,8500,0.96647,1.36420,0.96561,1.34541,1.15728,1.33746
85,8600,0.98960,1.36109,1.17904,1.35000,1.24649,1.34519
86,8700,1.00701,1.35346,0.94130,1.34659,1.07445,1.33909
87,8800,1.09505,1.35023,0.99820,1.34855,1.06353,1.33505
88,8900,1.09817,1.35094,1.19931,1.34231,0.99248,1.33255
89,9000,1.00979,1.33559,0.98498,1.34044,1.02697,1.33370
90,9100,0.98699,1.33992,1.19274,1.32294,1.00147,1.32119
91,9200,1.10619,1.34492,1.05945,1.33415,0.95929,1.32132
92,9300,0.97366,1.32240,1.04795,1.33047,1.04339,1.32128
93,9400,0.98296,1.32429,1.01793,1.32999,1.10443,1.30796
94,9500,0.96493,1.31624,0.91217,1.31245,0.97563,1.31223
