iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,4.73614,0.46625,2.07763,5.09730,0.46436,2.07862
1,200,1.19545,0.46048,2.07777,1.57284,0.46075,2.07789
2,300,1.07470,0.44726,2.07763,1.18949,0.44712,2.07747
3,400,0.99321,0.43509,2.07613,1.03219,0.43317,2.07642
4,500,0.96001,0.42489,2.07576,1.03250,0.42575,2.07605
5,600,0.94509,0.41665,2.07468,1.00086,0.41638,2.07497
6,700,1.02763,0.40663,2.07343,1.02229,0.40696,2.07272
7,800,1.02975,0.39940,2.07093,0.99657,0.39868,2.07123
8,900,1.13025,0.39008,2.07115,0.87627,0.38948,2.07165
9,1000,0.93044,0.38279,2.06935,1.01130,0.38194,2.07018
10,1100,1.02096,0.37486,2.06976,1.00024,0.37420,2.06967
11,1200,0.91607,0.36680,2.06922,0.92237,0.36515,2.06904
12,1300,1.08595,0.35984,2.06749,0.98385,0.35928,2.06896
13,1400,0.92295,0.35222,2.06697,1.01522,0.35334,2.06680
14,1500,1.09256,0.34595,2.06582,0.98535,0.34555,2.06585
15,1600,1.24535,0.34099,2.06387,0.84698,0.33963,2.06385
16,1700,1.06861,0.33402,2.06260,1.05822,0.33267,2.06303
17,1800,0.97328,0.32802,2.06223,0.93493,0.32738,2.06187
18,1900,0.94997,0.32158,2.06046,0.89129,0.32118,2.06068
19,2000,0.96591,0.31462,2.06016,0.87290,0.31444,2.05978
20,2100,1.04551,0.30910,2.05886,1.05045,0.30834,2.05952
21,2200,1.05332,0.30305,2.05807,0.99019,0.30342,2.05755
22,2300,0.94851,0.29712,2.05657,1.10090,0.29638,2.05686
23,2400,0.97760,0.29055,2.05591,0.98773,0.29138,2.05623
24,2500,0.92195,0.28500,2.05485,0.94023,0.28500,2.05495
25,2600,0.99614,0.27963,2.05425,0.96469,0.27960,2.05392
26,2700,0.99256,0.27326,2.05399,1.06356,0.27356,2.05356
27,2800,0.99444,0.26830,2.05306,0.90547,0.26726,2.05268
28,2900,1.10111,0.26181,2.05176,1.02093,0.26272,2.05186
29,3000,0.94472,0.25690,2.04953,0.90146,0.25701,2.05031
30,3100,1.00470,0.25103,2.05037,0.92896,0.25124,2.04963
31,3200,0.98898,0.24568,2.04917,0.98673,0.24678,2.04801
32,3300,1.01870,0.24035,2.04722,0.96691,0.24034,2.04782
33,3400,0.97183,0.23528,2.04694,1.09354,0.23530,2.04702
34,3500,0.91110,0.23028,2.04557,1.05243,0.23023,2.04585
35,3600,0.96190,0.22436,2.04525,0.99121,0.22440,2.04491
36,3700,1.03520,0.22013,2.04360,0.92671,0.21965,2.04406
37,3800,0.98990,0.21493,2.04341,0.93163,0.21504,2.04324
38,3900,0.96882,0.21034,2.04133,1.04232,0.21035,2.04126
39,4000,0.92795,0.20537,2.04051,0.99120,0.20518,2.04092
40,4100,1.01958,0.20086,2.03894,0.95497,0.20072,2.03969
41,4200,1.08643,0.19626,2.03809,0.90851,0.19656,2.03749
42,4300,1.13004,0.19245,2.03676,1.14567,0.19175,2.03743
43,4400,0.91329,0.18792,2.03546,0.96536,0.18782,2.03543
44,4500,0.86914,0.18277,2.03502,0.93697,0.18299,2.03483
45,4600,1.00658,0.17941,2.03310,1.07428,0.17935,2.03415
46,4700,1.03710,0.17513,2.03225,0.91844,0.17488,2.03332
47,4800,0.98999,0.17106,2.03122,0.96956,0.17128,2.03151
48,4900,0.87701,0.16688,2.03037,0.92813,0.16618,2.03017
49,5000,0.98735,0.16374,2.02859,0.94667,0.16331,2.02836
50,5100,0.88037,0.15891,2.02779,1.08691,0.15899,2.02810
51,5200,1.07804,0.15539,2.02668,0.95920,0.15550,2.02679
52,5300,1.17363,0.15146,2.02642,0.98907,0.15158,2.02578
53,5400,0.93203,0.14794,2.02519,1.02393,0.14823,2.02478
54,5500,0.98763,0.14452,2.02415,1.05485,0.14456,2.02354
55,5600,1.05844,0.14119,2.02219,0.95826,0.14133,2.02219
56,5700,1.01595,0.13808,2.02050,0.99832,0.13772,2.02072
57,5800,0.88702,0.13440,2.02011,0.94119,0.13486,2.01974
58,5900,0.95303,0.13112,2.01927,1.06045,0.13155,2.01917
59,6000,0.95044,0.12811,2.01756,1.03833,0.12831,2.01762
60,6100,1.09128,0.12570,2.01640,1.15239,0.12603,2.01545
61,6200,0.95091,0.12226,2.01512,0.88676,0.12278,2.01357
62,6300,1.02125,0.11987,2.01343,1.06929,0.11965,2.01284
63,6400,0.87295,0.11690,2.01221,0.88772,0.11728,2.01215
64,6500,0.90882,0.11455,2.01014,1.03169,0.11448,2.01098
65,6600,1.09738,0.11207,2.00859,0.96463,0.11162,2.00926
66,6700,0.93470,0.10960,2.00785,0.97230,0.10972,2.00777
67,6800,1.09941,0.10764,2.00653,1.00447,0.10735,2.00589
68,6900,1.05154,0.10474,2.00508,0.98204,0.10461,2.00475
69,7000,1.02697,0.10271,2.00351,1.05362,0.10256,2.00357
70,7100,0.93877,0.10042,2.00175,1.05512,0.10063,2.00195
71,7200,0.99852,0.09833,1.99997,0.92518,0.09839,2.00104
72,7300,1.02013,0.09644,1.99925,0.99400,0.09649,1.99860
73,7400,1.01837,0.09478,1.99683,1.00847,0.09468,1.99722
74,7500,0.93548,0.09270,1.99583,1.04584,0.09310,1.99542
75,7600,1.04189,0.09168,1.99385,1.00590,0.09084,1.99400
76,7700,0.94511,0.08917,1.99207,0.86137,0.08947,1.99229
77,7800,1.03944,0.08778,1.99023,1.05425,0.08781,1.99098
78,7900,1.02378,0.08634,1.98966,0.96135,0.08619,1.98900
79,8000,1.03060,0.08495,1.98743,1.03465,0.08469,1.98731
80,8100,0.93498,0.08353,1.98568,0.99141,0.08344,1.98495
81,8200,1.03154,0.08206,1.98406,1.01358,0.08216,1.98388
82,8300,0.94907,0.08112,1.98195,1.06267,0.08093,1.98209
83,8400,1.05885,0.07977,1.97996,1.06301,0.07973,1.97848
84,8500,1.06219,0.07858,1.97741,0.93697,0.07875,1.97786
85,8600,0.95876,0.07762,1.97587,1.08799,0.07761,1.97565
86,8700,1.02079,0.07617,1.97385,1.01217,0.07644,1.97354
87,8800,1.12635,0.07528,1.97270,1.07872,0.07541,1.97177
88,8900,1.12152,0.07412,1.97036,1.02963,0.07419,1.97079
89,9000,1.06698,0.07310,1.96794,0.95482,0.07323,1.96820
90,9100,1.14992,0.07241,1.96569,0.92474,0.07257,1.96567
91,9200,1.17447,0.07172,1.96368,0.90972,0.07131,1.96382
92,9300,0.91274,0.07070,1.96216,0.93107,0.07080,1.96208
93,9400,1.04932,0.06972,1.95976,0.94201,0.07013,1.95969
94,9500,1.13945,0.06932,1.95728,0.86182,0.06909,1.95745
95,9600,0.90373,0.06837,1.95565,0.88571,0.06844,1.95617
96,9700,1.03394,0.06756,1.95349,0.87834,0.06735,1.95380
97,9800,0.92917,0.06674,1.95141,0.81837,0.06698,1.95128
98,9900,0.95119,0.06615,1.94906,0.92920,0.06631,1.94983
99,10000,1.17720,0.06592,1.94628,0.84165,0.06582,1.94708
100,10100,0.88592,0.06512,1.94449,0.95513,0.06513,1.94534
101,10200,0.96103,0.06428,1.94301,0.97080,0.06447,1.94221
102,10300,1.04704,0.06374,1.94040,0.93880,0.06416,1.94057
103,10400,0.94069,0.06358,1.93848,0.93711,0.06336,1.93824
104,10500,1.10535,0.06309,1.93515,0.90274,0.06270,1.93478
105,10600,0.97886,0.06256,1.93342,0.87112,0.06210,1.93425
106,10700,0.88263,0.06193,1.93095,0.93089,0.06193,1.93009
107,10800,1.13265,0.06154,1.92818,0.84460,0.06127,1.92879
108,10900,0.98148,0.06083,1.92679,0.83291,0.06097,1.92566
109,11000,0.93332,0.06032,1.92328,1.00425,0.06081,1.92319
110,11100,1.07032,0.06032,1.92153,0.92492,0.06011,1.92072
111,11200,0.95580,0.05952,1.91814,0.81221,0.05991,1.91774
112,11300,0.96229,0.05940,1.91524,1.03885,0.05941,1.91676
113,11400,0.97139,0.05931,1.91314,0.98086,0.05911,1.91309
114,11500,0.74995,0.05850,1.91075,1.01016,0.05887,1.91141
115,11600,0.99134,0.05838,1.90824,0.96541,0.05868,1.90761
116,11700,1.15501,0.05836,1.90560,1.07868,0.05801,1.90575
117,11800,0.88486,0.05790,1.90351,0.97003,0.05811,1.90270
118,11900,0.98704,0.05752,1.90007,0.97431,0.05753,1.89915
119,12000,0.88328,0.05687,1.89662,0.96317,0.05768,1.89591
120,12100,0.89638,0.05687,1.89333,1.02550,0.05715,1.89288
121,12200,1.07672,0.05675,1.89089,1.00589,0.05718,1.89084
122,12300,1.14189,0.05671,1.88712,0.92287,0.05630,1.88734
123,12400,1.05161,0.05617,1.88515,0.96639,0.05655,1.88549
124,12500,0.87184,0.05625,1.88036,0.90225,0.05559,1.88232
125,12600,1.06147,0.05601,1.87966,0.98695,0.05580,1.87993
126,12700,1.08069,0.05546,1.87621,0.97279,0.05576,1.87564
127,12800,1.01551,0.05541,1.87239,0.94045,0.05520,1.87481
128,12900,0.87409,0.05489,1.87036,1.04787,0.05542,1.87045
129,13000,0.95129,0.05505,1.86811,0.89034,0.05497,1.86776
130,13100,0.89664,0.05506,1.86500,0.91735,0.05498,1.86432
131,13200,0.94971,0.05454,1.86265,0.94907,0.05449,1.86237
132,13300,0.99426,0.05435,1.85979,0.82375,0.05453,1.85858
133,13400,0.97882,0.05423,1.85618,1.03744,0.05402,1.85679
134,13500,1.03528,0.05387,1.85362,0.87114,0.05417,1.85274
135,13600,0.84737,0.05397,1.85074,0.86732,0.05363,1.85035
136,13700,1.12454,0.05383,1.84647,0.89952,0.05328,1.84671
137,13800,0.91766,0.05331,1.84432,1.00816,0.05364,1.84241
138,13900,0.92745,0.05286,1.84103,1.01291,0.05372,1.84027
139,14000,0.90014,0.05313,1.83491,0.93783,0.05310,1.83585
140,14100,0.93265,0.05287,1.83519,0.88368,0.05315,1.83410
141,14200,1.03715,0.05266,1.83172,0.85989,0.05289,1.82880
142,14300,1.09308,0.05256,1.82704,0.99168,0.05272,1.82921
143,14400,0.90803,0.05234,1.82476,0.86602,0.05242,1.82405
144,14500,1.03533,0.05207,1.82153,0.92021,0.05226,1.82145
145,14600,1.08521,0.05219,1.81631,1.01911,0.05255,1.81618
146,14700,0.93672,0.05232,1.81538,0.89497,0.05176,1.81656
147,14800,1.13721,0.05223,1.81150,1.04340,0.05200,1.81098
148,14900,0.99077,0.05177,1.81101,0.95055,0.05207,1.80824
149,15000,0.94368,0.05188,1.80459,0.95507,0.05154,1.80404
150,15100,1.05126,0.05139,1.80468,1.02228,0.05107,1.80357
151,15200,1.05897,0.05149,1.79765,0.95009,0.05105,1.79964
152,15300,0.94830,0.05125,1.79319,0.87646,0.05112,1.79379
153,15400,1.03778,0.05091,1.79264,1.04807,0.05085,1.78963
154,15500,0.93893,0.05101,1.78674,0.83790,0.05094,1.78847
155,15600,1.08483,0.05083,1.78289,1.00454,0.05082,1.78346
156,15700,0.93988,0.05058,1.77956,0.97707,0.05060,1.78082
