iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.62122,8.99455,1.25322,-6.59605,8.98431,1.25503
1,200,-7.32040,1.54203,1.27750,-7.25902,1.33891,1.27219
2,300,-8.47352,1.53352,1.32863,-8.47200,1.49631,1.33221
3,400,-9.93226,1.77952,1.41095,-9.76817,1.46168,1.40793
4,500,-11.23349,1.89756,1.44153,-10.86820,1.79460,1.44291
5,600,-12.34908,1.75672,1.43846,-11.95891,1.88832,1.42856
6,700,-13.17842,1.54451,1.39520,-12.89898,1.70666,1.39721
7,800,-14.08729,1.45873,1.37576,-13.75107,1.45159,1.37466
8,900,-15.00141,1.60582,1.36117,-14.80485,1.46699,1.36798
9,1000,-16.23322,1.97009,1.36623,-15.78962,1.55898,1.36421
10,1100,-16.57588,1.57547,1.35284,-16.29161,1.53046,1.35764
11,1200,-17.30836,1.59973,1.32811,-16.60789,1.97320,1.32552
12,1300,-17.90520,1.58525,1.30394,-17.04381,1.68738,1.30601
13,1400,-18.88009,1.40655,1.28788,-18.41518,1.60998,1.28160
14,1500,-19.95375,1.94198,1.25624,-19.16975,1.96061,1.25496
15,1600,-20.88946,1.80089,1.25279,-20.51837,2.58798,1.24077
16,1700,-21.87422,1.40685,1.23274,-21.24915,1.76672,1.23236
17,1800,-22.53757,1.46509,1.21443,-21.95736,1.85849,1.22237
18,1900,-23.13944,1.54677,1.20721,-22.65328,1.71470,1.21249
19,2000,-23.67191,1.40988,1.19052,-23.21405,2.15139,1.18631
20,2100,-24.31451,1.52183,1.17671,-24.06338,1.70745,1.18039
21,2200,-24.88287,1.63464,1.17383,-24.50811,1.76615,1.16858
22,2300,-25.63023,1.52010,1.16397,-25.15249,1.52155,1.15739
23,2400,-25.91014,1.30030,1.15029,-25.29332,1.43924,1.14445
24,2500,-26.52587,2.06601,1.13342,-25.77943,2.07826,1.13642
25,2600,-27.04969,4.45871,1.12544,-26.57407,2.76015,1.12272
26,2700,-27.42720,4.82717,1.10607,-26.98901,4.47975,1.11256
27,2800,-27.58391,2.59959,1.09848,-27.25530,3.71193,1.10040
28,2900,-28.18310,1.71246,1.08482,-28.12665,2.17873,1.08224
29,3000,-28.63280,1.64492,1.07631,-28.69687,2.30687,1.06869
30,3100,-28.89467,1.99076,1.05572,-28.98197,1.88934,1.05559
31,3200,-29.06252,1.69837,1.03998,-29.49084,1.92842,1.04843
32,3300,-29.54033,1.70227,1.02283,-29.72187,2.13607,1.01945
33,3400,-29.82512,2.37428,1.01037,-30.14661,2.69039,1.00836
34,3500,-29.79351,2.31365,0.99774,-30.16581,2.59052,0.99657
35,3600,-30.07760,1.42401,0.97963,-30.00412,2.31389,0.98253
36,3700,-30.04552,4.12357,0.98266,-30.31150,4.92310,0.98127
37,3800,-30.89384,3.26538,0.98439,-31.17389,4.35501,0.98388
38,3900,-31.22018,3.38787,0.98362,-31.40310,4.84446,0.97955
39,4000,-31.27667,3.99127,0.97938,-31.56546,5.67963,0.96765
40,4100,-30.68404,3.14368,0.95984,-31.47302,3.92679,0.95953
41,4200,-30.64277,5.18273,0.95491,-31.53141,4.10617,0.94656
42,4300,-30.22652,6.87759,0.93642,-30.47203,4.41302,0.93660
