iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,4.33037,0.34608,4.04387,0.32671,4.20866,0.33054
1,200,2.14755,0.27563,2.26243,0.26896,2.08237,0.26803
2,300,2.03983,0.26770,1.99742,0.26118,2.01579,0.25832
3,400,2.06292,0.26469,1.96053,0.26622,2.02891,0.25689
4,500,2.03374,0.26562,1.97791,0.26272,1.89950,0.25974
5,600,1.99773,0.26384,1.91896,0.25854,1.89233,0.26214
6,700,1.81496,0.26219,1.92218,0.25558,1.96881,0.25954
7,800,1.94627,0.26033,2.01397,0.25463,2.02851,0.25761
8,900,1.95592,0.25885,2.01245,0.25198,2.08203,0.25779
9,1000,1.85578,0.25564,2.04116,0.25332,2.03556,0.25842
10,1100,1.96730,0.25604,1.90934,0.25245,1.92565,0.25549
11,1200,1.74789,0.25576,2.04792,0.25357,2.06195,0.25522
12,1300,1.93497,0.25614,1.98361,0.25094,1.86942,0.24925
13,1400,1.90756,0.25416,1.89617,0.24842,1.99246,0.24777
14,1500,1.99107,0.25451,1.97293,0.25038,1.95818,0.25304
15,1600,1.94133,0.25161,1.89666,0.24777,2.03614,0.25412
16,1700,1.92042,0.25127,1.97976,0.25082,1.97218,0.25227
17,1800,1.78380,0.24902,1.92728,0.24991,2.03525,0.25120
18,1900,1.81253,0.24677,1.95043,0.24624,1.86655,0.25115
19,2000,1.93325,0.24936,2.09191,0.24872,1.97036,0.24931
20,2100,1.88926,0.24728,1.95338,0.24681,1.84302,0.24885
21,2200,1.80889,0.24436,1.96274,0.24642,1.90696,0.24869
22,2300,1.93562,0.24315,1.99300,0.24415,1.83676,0.24878
23,2400,1.84405,0.24345,2.04209,0.24486,1.98031,0.24529
24,2500,2.01304,0.24235,1.88833,0.24173,1.91811,0.24571
25,2600,1.74676,0.23999,1.92237,0.24118,1.91537,0.24371
26,2700,1.83461,0.23993,1.88831,0.23883,1.88894,0.24187
27,2800,1.79234,0.23782,1.96340,0.24064,1.88384,0.24351
28,2900,1.70892,0.23667,1.95684,0.24136,1.90436,0.24324
29,3000,1.91870,0.23769,1.87757,0.23896,1.94460,0.24118
30,3100,1.88915,0.23512,1.89602,0.23923,1.90571,0.24400
31,3200,1.78678,0.23323,1.93063,0.23994,1.87013,0.24003
32,3300,1.79929,0.23131,1.99558,0.23965,1.82574,0.24057
33,3400,1.83011,0.22930,1.87446,0.23775,1.88594,0.24086
34,3500,1.83647,0.22680,1.87681,0.23491,1.89932,0.24068
35,3600,1.77299,0.22860,1.90946,0.23896,1.81190,0.23892
36,3700,1.72938,0.22435,1.88156,0.23757,1.91593,0.23814
37,3800,1.81845,0.22410,1.82426,0.23206,1.86297,0.23833
38,3900,1.81895,0.22500,1.85633,0.23517,1.89023,0.23665
39,4000,1.75292,0.22078,1.74254,0.23487,1.83602,0.23559
40,4100,1.79893,0.22039,1.89273,0.23368,1.90938,0.23597
41,4200,1.81277,0.22001,1.85468,0.23481,1.89383,0.23637
42,4300,1.88064,0.21907,1.97484,0.23362,1.78569,0.23508
43,4400,1.76299,0.21833,1.88047,0.23559,1.90999,0.23456
44,4500,1.72648,0.21816,2.02410,0.23647,1.85196,0.23273
45,4600,1.76125,0.21793,1.88354,0.23408,1.80726,0.23652
46,4700,1.80337,0.21778,1.88287,0.23587,1.81986,0.23425
47,4800,1.80901,0.21808,1.88905,0.23855,1.80423,0.23340
48,4900,1.73876,0.21504,1.92260,0.23722,1.84096,0.23401
49,5000,1.90964,0.21558,1.92931,0.23696,1.94207,0.23495
