iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.04757,0.61289,-0.07251,0.57394,-0.08212,0.57579
1,200,-0.10593,0.39259,-0.09880,0.38421,-0.12999,0.37559
2,300,-0.14251,0.28777,-0.12852,0.28700,-0.15473,0.29312
3,400,-0.16207,0.26430,-0.15970,0.26578,-0.18473,0.26183
4,500,-0.19169,0.24975,-0.18587,0.24306,-0.21371,0.24599
5,600,-0.21653,0.26529,-0.20615,0.26399,-0.24551,0.26965
6,700,-0.26832,0.27402,-0.23962,0.26322,-0.27266,0.28504
7,800,-0.30904,0.32660,-0.28967,0.29708,-0.28787,0.30075
8,900,-0.31131,0.31930,-0.30765,0.32433,-0.32793,0.32433
9,1000,-0.35528,0.32880,-0.38642,0.33712,-0.35000,0.33776
10,1100,-0.37124,0.35258,-0.39623,0.38720,-0.38110,0.36185
11,1200,-0.42310,0.37379,-0.43381,0.39667,-0.41399,0.39395
12,1300,-0.46337,0.41057,-0.46693,0.43483,-0.46159,0.41558
13,1400,-0.49043,0.45411,-0.52742,0.45723,-0.49757,0.45367
14,1500,-0.53395,0.47529,-0.54132,0.48874,-0.53380,0.50075
15,1600,-0.57539,0.52756,-0.58882,0.50532,-0.55761,0.52203
16,1700,-0.63802,0.53274,-0.65081,0.55626,-0.61847,0.56780
17,1800,-0.67701,0.55730,-0.69228,0.58214,-0.68690,0.59628
18,1900,-0.73888,0.59745,-0.74844,0.60565,-0.70227,0.63287
19,2000,-0.78907,0.63224,-0.81500,0.66206,-0.78079,0.65084
20,2100,-0.81894,0.68007,-0.79492,0.68144,-0.79573,0.71400
21,2200,-0.85145,0.69539,-0.87813,0.67549,-0.83224,0.73869
22,2300,-0.91167,0.74627,-0.95795,0.72104,-0.84927,0.78263
23,2400,-0.94642,0.76440,-0.96301,0.75884,-0.90761,0.79241
24,2500,-1.01919,0.79024,-1.01886,0.81217,-0.95452,0.82427
25,2600,-1.04395,0.82310,-1.06580,0.84913,-0.96279,0.88550
26,2700,-1.08009,0.87470,-1.06838,0.85007,-1.01740,0.90090
27,2800,-1.08161,0.89051,-1.15067,0.89527,-1.02294,0.90974
28,2900,-1.13099,0.91829,-1.14825,0.92171,-1.08077,0.91181
29,3000,-1.20630,0.92510,-1.20518,0.94994,-1.11844,1.00182
30,3100,-1.21109,0.95167,-1.24592,1.00238,-1.14590,0.99343
31,3200,-1.22657,0.98953,-1.29651,1.00507,-1.18630,1.05206
32,3300,-1.24634,1.01965,-1.32858,1.01090,-1.23432,1.03862
33,3400,-1.30179,1.02295,-1.35170,1.09135,-1.26545,1.05954
34,3500,-1.33417,1.03890,-1.38139,1.07961,-1.27969,1.06908
35,3600,-1.38118,1.09823,-1.41764,1.06909,-1.32658,1.14091
36,3700,-1.43038,1.10107,-1.46646,1.15638,-1.37215,1.15223
37,3800,-1.45025,1.08947,-1.48400,1.15858,-1.33342,1.16971
38,3900,-1.46997,1.14246,-1.51623,1.15513,-1.41450,1.17364
39,4000,-1.46564,1.17690,-1.53118,1.19447,-1.44624,1.21005
40,4100,-1.53148,1.19512,-1.60352,1.22497,-1.45825,1.22860
41,4200,-1.58774,1.21299,-1.58415,1.21305,-1.47723,1.25525
42,4300,-1.58992,1.23562,-1.64605,1.25550,-1.53903,1.26769
43,4400,-1.58083,1.23130,-1.68323,1.22497,-1.56718,1.20906
44,4500,-1.62697,1.27682,-1.68448,1.28064,-1.56794,1.26432
45,4600,-1.61302,1.29953,-1.74541,1.31559,-1.57425,1.29750
46,4700,-1.70991,1.28220,-1.77792,1.29804,-1.63272,1.30771
47,4800,-1.71595,1.31476,-1.78642,1.31164,-1.64094,1.30241
48,4900,-1.74923,1.29405,-1.80696,1.31855,-1.64628,1.37781
49,5000,-1.76248,1.31678,-1.84629,1.34637,-1.71650,1.34951
50,5100,-1.80156,1.33894,-1.88457,1.34987,-1.72313,1.39162
51,5200,-1.80473,1.37794,-1.87939,1.36362,-1.72462,1.36291
52,5300,-1.81473,1.31519,-1.90163,1.38423,-1.74367,1.43027
53,5400,-1.87277,1.38394,-1.92169,1.37167,-1.78599,1.40793
54,5500,-1.88762,1.32855,-1.97389,1.39740,-1.75848,1.38376
55,5600,-1.89047,1.37782,-1.96884,1.40924,-1.80216,1.42151
56,5700,-1.92794,1.42543,-2.00559,1.42692,-1.85794,1.39733
57,5800,-1.90530,1.40379,-2.01196,1.42897,-1.81898,1.41676
58,5900,-1.92676,1.43123,-2.00759,1.46323,-1.86447,1.43933
59,6000,-1.97160,1.42459,-2.09132,1.47421,-1.87305,1.46905
60,6100,-1.94957,1.41839,-2.06622,1.57030,-1.90351,1.45799
61,6200,-1.97775,1.42513,-2.06101,1.49486,-1.90882,1.45964
62,6300,-2.01345,1.39122,-2.10461,1.48328,-1.91723,1.49055
63,6400,-2.03306,1.41345,-2.11231,1.47593,-1.93985,1.41724
64,6500,-2.00630,1.44494,-2.14892,1.44921,-1.95798,1.44536
65,6600,-2.07357,1.45051,-2.18742,1.48268,-1.96873,1.49430
66,6700,-2.07920,1.43937,-2.14495,1.48819,-1.96964,1.51290
67,6800,-2.07114,1.42805,-2.14476,1.47573,-1.99263,1.47875
68,6900,-2.09463,1.51536,-2.17014,1.50448,-2.02554,1.44694
69,7000,-2.11683,1.45753,-2.20358,1.50341,-1.98590,1.44309
70,7100,-2.12799,1.48438,-2.20504,1.49618,-2.03471,1.54035
71,7200,-2.18361,1.43625,-2.21408,1.52490,-2.04079,1.57140
72,7300,-2.17836,1.47043,-2.25436,1.53627,-2.07987,1.54275
73,7400,-2.20053,1.49825,-2.26493,1.49410,-2.07347,1.51794
74,7500,-2.22044,1.47441,-2.28378,1.53433,-2.11027,1.54230
75,7600,-2.23978,1.54934,-2.29695,1.60821,-2.13838,1.55283
76,7700,-2.23736,1.50576,-2.30051,1.50429,-2.12047,1.54077
77,7800,-2.28178,1.47675,-2.34437,1.50740,-2.17254,1.49367
78,7900,-2.24803,1.53745,-2.32634,1.58433,-2.17497,1.48844
79,8000,-2.26514,1.51643,-2.35889,1.57317,-2.15215,1.57340
80,8100,-2.24443,1.51490,-2.35344,1.55936,-2.19515,1.57709
81,8200,-2.26328,1.52877,-2.37274,1.54812,-2.20175,1.56650
82,8300,-2.31768,1.48635,-2.40633,1.58049,-2.17317,1.57355
83,8400,-2.30537,1.55805,-2.40971,1.59158,-2.20388,1.57613
84,8500,-2.32793,1.54949,-2.42514,1.60818,-2.22345,1.57210
85,8600,-2.31160,1.52505,-2.37106,1.63850,-2.25603,1.57968
86,8700,-2.35069,1.55240,-2.40434,1.59043,-2.25429,1.57791
87,8800,-2.34830,1.60590,-2.41838,1.59601,-2.25641,1.57699
88,8900,-2.33403,1.55768,-2.46063,1.54173,-2.31598,1.58717
