iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,4.46576,0.30538,3.29878,0.27199,2.81539,0.25202,2.40636,0.23903
1,200,1.93517,0.20991,1.78521,0.20238,1.72218,0.19866,1.56412,0.19366
2,300,1.83470,0.20492,1.64956,0.19981,1.70295,0.19775,1.56560,0.19461
3,400,1.71307,0.20268,1.62537,0.19911,1.74238,0.19979,1.53287,0.19544
4,500,1.71411,0.20166,1.76081,0.19910,1.68115,0.19762,1.37312,0.19496
5,600,1.79470,0.19949,1.70293,0.19905,1.63718,0.19603,1.45785,0.19467
6,700,1.73774,0.19800,1.79972,0.19758,1.65187,0.19724,1.48621,0.19441
7,800,1.74414,0.19955,1.73033,0.19741,1.60173,0.19659,1.40218,0.19625
8,900,1.71372,0.20090,1.75443,0.19816,1.74236,0.19823,1.38845,0.19798
9,1000,1.75518,0.20174,1.73293,0.19954,1.61996,0.19708,1.38886,0.19743
10,1100,1.83530,0.20142,1.73916,0.19907,1.75857,0.19859,1.45943,0.19833
11,1200,1.79241,0.20096,1.66684,0.20131,1.80342,0.20168,1.42358,0.20104
12,1300,1.70234,0.20349,1.69701,0.20115,1.73381,0.20069,1.43146,0.20226
13,1400,1.83457,0.20099,1.69543,0.20012,1.63684,0.20002,1.38170,0.19944
14,1500,1.62031,0.20263,1.74928,0.20131,1.66671,0.20004,1.46426,0.20144
15,1600,1.69800,0.20247,1.64401,0.20134,1.77902,0.20119,1.49666,0.20103
16,1700,1.70590,0.20170,1.77246,0.19986,1.69669,0.20023,1.48545,0.20052
17,1800,1.70656,0.20004,1.59373,0.20021,1.63676,0.19992,1.51770,0.19931
18,1900,1.63626,0.20040,1.66746,0.20073,1.68682,0.20235,1.43030,0.20064
19,2000,1.61006,0.19982,1.55220,0.19953,1.59532,0.19978,1.49430,0.19914
20,2100,1.68762,0.19901,1.60485,0.19857,1.63905,0.19976,1.47825,0.20044
21,2200,1.73465,0.19913,1.60302,0.19912,1.68612,0.19801,1.59536,0.20115
22,2300,1.65584,0.19877,1.76700,0.20112,1.66270,0.19924,1.41157,0.19873
23,2400,1.69411,0.19757,1.66176,0.19916,1.65443,0.19883,1.47047,0.19793
24,2500,1.69586,0.19968,1.59048,0.19970,1.72875,0.19771,1.43182,0.19809
25,2600,1.67453,0.19752,1.62696,0.19942,1.61102,0.19824,1.52742,0.19829
26,2700,1.67118,0.20160,1.61872,0.19958,1.65695,0.19650,1.51558,0.19648
27,2800,1.72287,0.19756,1.68948,0.19787,1.71538,0.19942,1.56931,0.20001
28,2900,1.71764,0.19886,1.58757,0.19848,1.71237,0.19836,1.53622,0.19859
29,3000,1.70227,0.19816,1.64192,0.20058,1.66233,0.20124,1.54942,0.19903
30,3100,1.68275,0.19953,1.74341,0.19836,1.57691,0.19849,1.47364,0.19792
31,3200,1.68663,0.20075,1.61008,0.19943,1.72166,0.20133,1.47447,0.19612
32,3300,1.77320,0.19869,1.65835,0.20027,1.69196,0.19876,1.46176,0.19624
33,3400,1.62451,0.19616,1.65516,0.19781,1.69489,0.19719,1.52268,0.19848
34,3500,1.71131,0.19866,1.73332,0.19979,1.72804,0.19690,1.51586,0.19745
35,3600,1.74683,0.19737,1.65194,0.19680,1.58663,0.19682,1.46852,0.19673
