iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,3.30847,0.37626,2.04979,3.75651,0.37732,2.04921
1,200,1.11699,0.37033,2.04986,1.53028,0.37032,2.04938
2,300,0.96851,0.35414,2.05004,1.07314,0.35402,2.04987
3,400,1.00448,0.33857,2.04877,0.80862,0.33752,2.04910
4,500,0.98429,0.32260,2.04692,0.57943,0.32309,2.04804
5,600,0.99360,0.30883,2.04665,0.49619,0.30854,2.04723
6,700,0.99337,0.29607,2.04561,0.49836,0.29530,2.04597
7,800,0.99678,0.28364,2.04475,0.48321,0.28372,2.04416
8,900,0.99886,0.27102,2.04482,0.48834,0.27010,2.04429
9,1000,0.99918,0.25984,2.04368,0.49596,0.25963,2.04459
10,1100,1.00135,0.24807,2.04279,0.50237,0.24838,2.04302
11,1200,0.99991,0.23704,2.04294,0.50304,0.23721,2.04290
12,1300,0.99736,0.22697,2.04280,0.50609,0.22659,2.04216
13,1400,1.00395,0.21671,2.04227,0.50938,0.21678,2.04152
14,1500,0.97183,0.20672,2.04157,0.50081,0.20690,2.04114
15,1600,1.00194,0.19735,2.03991,0.51407,0.19761,2.03936
16,1700,0.99221,0.18902,2.03888,0.50365,0.18937,2.03912
17,1800,0.98779,0.18025,2.03824,0.51500,0.18029,2.03820
18,1900,1.00472,0.17255,2.03773,0.51307,0.17199,2.03766
19,2000,1.02000,0.16488,2.03678,0.51288,0.16464,2.03627
20,2100,1.00105,0.15751,2.03506,0.51066,0.15694,2.03475
21,2200,0.99373,0.15019,2.03388,0.51723,0.15004,2.03370
22,2300,0.98053,0.14363,2.03372,0.51231,0.14335,2.03323
23,2400,0.97991,0.13718,2.03225,0.51964,0.13686,2.03214
24,2500,0.96667,0.13096,2.03122,0.53405,0.13069,2.03221
25,2600,0.99978,0.12529,2.03026,0.53131,0.12530,2.03058
26,2700,0.97484,0.11959,2.02923,0.54201,0.11988,2.02846
27,2800,1.00753,0.11456,2.02827,0.53540,0.11454,2.02747
28,2900,0.98770,0.10965,2.02651,0.53272,0.10960,2.02607
29,3000,0.96532,0.10495,2.02516,0.52788,0.10517,2.02452
30,3100,1.01125,0.10071,2.02448,0.54176,0.10060,2.02300
31,3200,0.97705,0.09652,2.02325,0.51559,0.09642,2.02231
32,3300,0.96784,0.09261,2.02150,0.55320,0.09280,2.02053
33,3400,1.00294,0.08903,2.02065,0.53866,0.08904,2.01985
34,3500,0.99961,0.08558,2.01859,0.53579,0.08557,2.01806
35,3600,0.98646,0.08228,2.01731,0.53370,0.08217,2.01604
36,3700,1.03597,0.07942,2.01625,0.54543,0.07944,2.01554
37,3800,1.00366,0.07663,2.01432,0.53919,0.07672,2.01386
38,3900,0.99319,0.07394,2.01158,0.54505,0.07404,2.01214
39,4000,0.99567,0.07161,2.01091,0.55463,0.07172,2.01024
40,4100,0.99398,0.06948,2.00935,0.55066,0.06935,2.00900
41,4200,0.98248,0.06762,2.00610,0.54758,0.06749,2.00620
42,4300,0.99870,0.06577,2.00467,0.53819,0.06548,2.00478
43,4400,1.00681,0.06404,2.00215,0.54733,0.06406,2.00198
44,4500,0.99518,0.06223,2.00006,0.54437,0.06245,2.00003
45,4600,0.97122,0.06089,1.99706,0.54536,0.06107,1.99677
46,4700,0.96104,0.05945,1.99601,0.55580,0.05948,1.99417
47,4800,0.99792,0.05852,1.99381,0.55038,0.05825,1.99218
48,4900,0.97486,0.05711,1.99044,0.55167,0.05738,1.99001
49,5000,1.02082,0.05605,1.98879,0.56545,0.05608,1.98746
50,5100,0.99553,0.05516,1.98607,0.55464,0.05501,1.98554
51,5200,1.04107,0.05429,1.98278,0.55492,0.05422,1.98252
52,5300,0.97585,0.05322,1.97918,0.55456,0.05329,1.98022
53,5400,0.99654,0.05263,1.97753,0.55579,0.05255,1.97767
