iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
203,20400,0.76665,0.95079,1.08289,0.75349
204,20500,0.91479,0.97863,0.81286,1.04923
205,20600,1.01470,0.99084,0.96880,0.92842
206,20700,0.88263,0.92173,1.05493,0.84187
207,20800,0.96726,0.93485,0.84726,0.87326
208,20900,0.92113,1.21858,1.12234,0.86612
209,21000,1.19204,1.03733,1.31997,0.99302
210,21100,0.73047,0.88896,0.74900,0.80604
211,21200,0.82263,0.90651,0.97786,1.00927
212,21300,0.98796,1.07660,1.04994,0.90943
213,21400,1.07002,1.05657,0.98242,1.03690
214,21500,0.97364,1.18416,0.94735,0.79272
215,21600,0.90046,1.07180,0.98648,0.99989
216,21700,1.01505,1.07599,1.12545,0.99260
217,21800,1.00347,1.19460,1.14362,1.07834
218,21900,0.78175,0.95386,1.00934,0.75021
219,22000,1.07356,1.13831,0.96076,1.00391
220,22100,1.19375,0.96710,1.04181,0.89681
221,22200,1.17365,1.15730,0.97079,0.96050
222,22300,0.94717,0.77538,1.14901,0.84771
223,22400,1.08329,1.36808,1.02764,0.84579
224,22500,1.15726,0.89268,1.13728,0.91546
225,22600,0.94615,0.99944,1.04979,0.85251
226,22700,1.05321,1.19381,1.11548,0.89187
227,22800,1.02269,1.11990,1.18016,0.97297
228,22900,1.08357,1.25000,0.74298,0.89196
229,23000,0.70184,1.03430,0.96136,1.08913
230,23100,1.02746,0.89096,0.84658,1.00201
231,23200,1.04503,0.93000,1.04549,1.00971
232,23300,0.77385,0.97627,0.82372,0.97354
233,23400,0.87887,0.70351,0.99906,0.95650
234,23500,1.00263,0.81049,1.02925,0.83180
235,23600,0.94535,0.81072,1.04707,1.12311
236,23700,0.97360,0.97677,0.77251,0.89293
237,23800,1.10379,1.17004,1.13758,0.71865
238,23900,1.05965,0.97719,0.99001,0.83940
239,24000,0.89373,1.20058,0.84376,0.94929
240,24100,1.09479,1.00668,1.20269,1.07350
241,24200,0.80622,1.11319,1.03719,1.11057
242,24300,1.20194,0.88078,1.01435,0.78124
243,24400,0.92787,1.04575,0.84799,0.89322
244,24500,1.23427,0.87715,0.80923,0.75804
245,24600,1.17375,0.95473,1.24658,0.99412
246,24700,0.93113,1.05958,0.92402,0.79053
247,24800,0.91697,1.05540,0.92725,0.93495
248,24900,0.95478,0.95125,0.92898,0.89579
