iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
0,100,0.95731,0.90882,1.02497,1.02103
1,200,1.04943,1.10111,1.09324,0.97764
2,300,0.78440,0.96489,1.01429,0.83355
3,400,0.75354,0.92280,0.89363,0.81981
4,500,0.96909,0.97723,0.82039,1.02431
5,600,0.84225,1.08384,0.96818,0.85651
6,700,0.86472,0.93877,0.99329,0.97152
7,800,1.15442,1.13091,0.95234,1.02106
8,900,1.01892,0.92915,0.91437,1.01439
9,1000,0.94261,0.90959,1.11124,0.88725
10,1100,1.04063,1.12094,1.07136,1.00110
11,1200,0.79797,0.95548,1.07215,0.82736
12,1300,1.13625,0.94173,0.89879,0.94454
13,1400,0.88982,1.01574,0.93134,0.86298
14,1500,0.82993,0.99871,0.93960,0.93265
15,1600,1.01672,1.00625,0.92419,0.94600
16,1700,0.86708,1.05113,0.71958,0.96325
17,1800,1.23707,1.05463,1.14458,0.91031
18,1900,0.86014,0.98306,1.05240,0.95406
19,2000,1.08771,0.78167,1.03085,0.90673
20,2100,0.95237,1.01763,0.90219,0.85312
21,2200,0.79469,1.08945,1.06605,0.96747
22,2300,0.89091,1.23733,0.93121,0.90218
23,2400,1.00995,0.88293,0.79937,0.77526
24,2500,0.90766,0.97829,0.97662,0.95984
25,2600,0.94752,0.99093,0.90717,0.99117
26,2700,0.95631,1.23620,1.24380,0.91450
27,2800,1.04227,1.09749,1.01399,0.94403
28,2900,1.08090,0.93618,1.17829,0.92652
29,3000,1.04559,1.09985,1.00472,0.93887
30,3100,1.02201,0.99688,1.06342,0.80017
31,3200,0.99641,0.81404,0.98922,0.97405
32,3300,0.93717,1.13928,1.19448,0.98855
33,3400,1.05650,0.86290,1.05546,0.95380
34,3500,0.99770,1.00754,0.93592,0.94988
35,3600,1.04891,1.09580,0.88528,0.81372
36,3700,1.07682,1.01644,1.37080,0.93755
37,3800,0.95241,1.05322,0.94306,0.86028
38,3900,0.95064,1.00935,0.97129,0.97872
39,4000,0.97610,1.24115,1.28025,0.83574
40,4100,1.10277,1.07635,1.00219,0.88803
41,4200,1.10153,0.87461,0.76362,0.92844
42,4300,0.94744,1.00377,1.00869,0.97984
43,4400,0.92624,1.04531,1.13179,0.78865
44,4500,1.04675,0.86035,0.90731,0.89582
45,4600,1.02584,0.95783,0.94359,0.96750
46,4700,1.01637,0.77485,0.93587,0.87740
47,4800,0.93576,1.23578,0.90187,0.80512
48,4900,1.08425,0.95989,0.92366,0.95415
49,5000,1.30786,1.15382,0.92534,0.94626
50,5100,0.89595,1.04726,1.13857,0.91452
51,5200,0.86239,1.14177,1.06295,0.77925
52,5300,0.98886,1.00684,1.15675,0.85239
53,5400,1.08677,1.27645,1.04000,0.89727
54,5500,1.01341,1.07352,1.15650,0.76807
55,5600,0.99174,0.93816,0.85158,0.85859
56,5700,0.80080,1.13076,0.84428,0.89323
57,5800,0.76162,1.09039,0.97317,0.92826
58,5900,0.94195,0.86749,0.87498,1.00619
59,6000,1.11915,1.20968,0.91603,0.85543
60,6100,1.37368,0.94995,0.86482,1.07017
61,6200,0.96427,0.93411,1.17590,0.80117
62,6300,0.86866,1.02001,1.06799,0.89512
63,6400,1.07336,0.94410,0.99461,0.80096
64,6500,0.95473,1.02700,0.95212,0.92139
65,6600,1.01526,0.95890,0.90170,0.74388
66,6700,1.15154,0.88592,1.14544,1.04989
67,6800,1.08140,1.08095,1.30021,1.03913
68,6900,0.94240,0.85766,1.01678,0.87063
69,7000,0.84974,1.12031,0.95253,0.93212
70,7100,0.81965,1.08952,1.03611,0.88375
71,7200,1.21950,1.00265,1.29752,1.03965
72,7300,0.93134,1.01515,1.05752,1.09885
73,7400,0.87939,1.19492,1.11292,0.88130
74,7500,0.87642,1.25140,1.09714,1.12990
75,7600,0.86919,0.94373,0.72027,0.90500
76,7700,1.03899,1.00381,0.89291,0.84336
77,7800,0.98355,0.82252,0.87691,0.82484
78,7900,0.93897,0.90219,1.55900,0.85420
79,8000,0.78130,0.96496,0.91523,0.95359
80,8100,0.92973,0.79815,0.88680,0.94357
81,8200,1.04713,0.95241,0.99879,0.97681
82,8300,0.90234,1.12795,1.03596,0.96497
83,8400,1.14673,0.85977,1.05885,0.86829
84,8500,1.16252,0.92022,0.84857,0.84502
85,8600,0.81267,1.03587,0.89078,0.95384
86,8700,1.05091,0.94042,0.98649,0.80870
87,8800,0.98882,0.84298,1.07287,1.00156
88,8900,0.79151,0.97829,0.93868,0.93198
89,9000,0.98194,0.98444,1.10250,0.80867
90,9100,1.22927,0.92910,0.85155,1.01144
91,9200,0.97294,1.14068,0.85805,0.86340
92,9300,0.79849,0.85250,0.92216,0.77220
93,9400,0.74566,1.18090,1.06804,0.82006
94,9500,1.05128,1.17605,0.87343,0.94028
95,9600,0.99050,1.28947,1.12241,1.04195
96,9700,0.90869,1.17346,0.84070,0.74215
97,9800,0.95755,1.10221,0.99187,0.84410
98,9900,0.91468,0.93329,0.92519,0.87770
99,10000,0.99303,0.87622,0.95724,1.03400
100,10100,0.86854,1.12681,0.91633,0.85951
101,10200,0.78047,0.92416,0.86536,0.89250
102,10300,1.20995,0.77542,0.87390,0.85460
103,10400,1.13910,0.88683,1.19468,0.90551
104,10500,1.02813,0.89822,0.87999,0.96313
105,10600,1.12213,0.94884,0.85975,0.85799
106,10700,0.86269,0.97301,0.89987,0.88319
107,10800,0.94468,1.07114,0.84531,0.75840
108,10900,0.83520,1.15779,1.02836,0.86765
109,11000,1.03941,0.92910,1.05434,0.94716
110,11100,0.86628,1.00459,0.97246,1.01063
111,11200,0.83959,1.04302,0.84498,0.98775
112,11300,1.10503,0.97670,1.05251,0.84497
113,11400,0.87687,0.94631,0.86454,1.06823
114,11500,1.24155,0.92496,1.06936,1.04292
115,11600,0.91946,0.88907,1.08552,0.86900
116,11700,0.85756,0.82218,1.25971,0.84272
117,11800,0.87858,1.20274,1.04750,0.83972
118,11900,1.06533,0.79400,0.91829,0.94766
119,12000,1.03282,0.92674,0.96545,0.98469
120,12100,0.75873,0.96966,0.78356,0.78133
121,12200,0.92526,0.95947,0.87299,0.81850
122,12300,0.87669,1.13514,0.74230,0.93724
123,12400,0.95137,0.85635,0.94709,0.97413
124,12500,1.06413,0.97915,1.12128,0.97622
125,12600,1.26127,1.02327,0.91579,0.91171
126,12700,0.90436,0.87629,0.99509,0.83593
127,12800,0.92388,0.91300,0.97474,0.87199
128,12900,0.98664,0.93313,0.97510,0.85642
129,13000,0.96024,1.01004,1.14401,1.04402
130,13100,0.98082,1.20611,1.11181,1.06189
131,13200,1.07073,0.85733,0.76392,0.77306
132,13300,1.06637,0.82830,0.81795,0.82288
133,13400,1.25299,1.13337,1.00064,0.90043
134,13500,1.12378,0.97007,0.94300,0.90633
135,13600,0.88125,0.88538,0.83665,1.00047
136,13700,1.05266,1.38263,1.15418,0.89704
137,13800,0.98522,1.00063,0.96589,1.07430
138,13900,1.23586,1.06895,0.99019,1.06501
139,14000,1.25972,0.69067,0.94117,0.82356
140,14100,0.98517,0.99406,1.11569,0.83260
141,14200,0.81324,0.79567,0.99292,0.70045
142,14300,0.86042,0.99705,0.96779,0.89529
143,14400,0.97546,0.93231,0.81585,1.09353
144,14500,0.94357,1.07495,1.32570,0.96959
145,14600,1.02964,1.00115,0.88098,0.84137
146,14700,0.98798,1.27385,1.15853,0.94674
147,14800,0.90523,1.04186,1.23613,0.84788
148,14900,1.03559,1.34450,0.97218,0.84893
149,15000,1.04131,1.03819,1.19872,0.94539
150,15100,0.82179,0.93544,0.96268,0.92802
151,15200,1.04299,0.88628,1.11656,0.90832
152,15300,1.23862,1.03187,0.91890,0.78072
153,15400,1.10628,1.09564,0.76884,1.15120
154,15500,0.87550,1.14783,0.95168,0.82689
155,15600,0.86352,1.00273,1.04983,0.83526
156,15700,0.81534,1.02009,1.07035,0.91661
157,15800,1.02547,0.81494,1.14001,0.91370
158,15900,0.91847,1.01653,0.95837,1.07203
159,16000,0.92934,0.81282,0.83882,0.94162
160,16100,1.02389,1.03695,0.91071,0.77737
161,16200,0.86788,0.83888,0.85502,0.78799
162,16300,1.41659,1.12803,0.97059,0.93279
163,16400,0.85724,0.71434,0.94974,0.97385
164,16500,0.73915,0.96901,0.82315,0.93950
165,16600,0.93776,0.97775,0.95093,0.98735
166,16700,0.74509,0.93706,1.05750,0.76715
167,16800,0.88943,0.93645,1.16952,1.11505
168,16900,0.91926,1.22330,1.05238,0.95350
169,17000,1.05564,1.02006,1.04674,0.90141
170,17100,1.03189,1.04734,1.03568,0.88610
171,17200,1.10455,0.82203,0.71482,0.82711
172,17300,1.01671,1.36548,0.91632,0.87268
173,17400,0.79308,1.20638,0.91754,1.01517
174,17500,0.80553,0.77721,0.99203,1.08497
175,17600,0.97667,1.06303,1.10167,1.03635
176,17700,0.79485,0.94775,0.96576,1.15932
177,17800,1.09242,0.89476,1.15296,0.91796
178,17900,0.90982,1.06318,0.84942,0.95224
179,18000,1.13603,0.86671,0.76437,0.88318
180,18100,0.94667,0.98913,1.26094,0.99443
181,18200,0.95709,0.79166,1.10804,0.94246
182,18300,1.20910,1.03461,1.05019,0.83345
183,18400,0.98457,0.86053,0.88007,1.11275
184,18500,0.97739,1.17886,1.17204,0.78195
185,18600,1.08914,1.16411,0.93023,0.90105
186,18700,1.09096,0.89137,1.34666,1.00744
187,18800,1.04869,0.95057,0.86149,0.97616
188,18900,0.96334,0.97529,1.06019,0.84108
189,19000,1.05747,0.88243,1.10582,0.90463
190,19100,1.11919,0.86876,0.83204,0.98486
191,19200,1.29765,1.22142,0.90102,0.85895
192,19300,1.04455,1.07588,1.13479,0.92985
193,19400,0.96152,0.97928,0.95306,0.87471
194,19500,0.97511,1.04906,1.11382,1.07116
195,19600,0.98759,1.12433,0.71115,0.84870
196,19700,1.00369,1.15141,0.98833,0.95781
197,19800,0.94147,1.09476,0.97366,0.95161
198,19900,1.12323,0.98273,0.95983,1.01529
199,20000,1.06927,1.09081,0.85418,1.10546
200,20100,1.19964,1.00575,1.07261,0.95321
201,20200,1.05815,1.02771,1.21835,0.92216
202,20300,1.05616,0.94383,0.98588,0.89247
