iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.57066,0.40014,4.56670,0.35774
1,200,2.26087,0.28917,2.33997,0.28070
2,300,2.25813,0.27923,2.14078,0.27578
3,400,2.34069,0.27620,1.86612,0.27356
4,500,2.33447,0.27190,1.41653,0.26645
5,600,2.24516,0.26350,1.39051,0.26514
6,700,2.19109,0.26206,1.27814,0.26135
7,800,2.23940,0.25852,1.31101,0.25847
8,900,2.26782,0.25869,1.32233,0.25791
9,1000,2.24830,0.25476,1.34737,0.25700
10,1100,2.31622,0.25396,1.34201,0.25498
11,1200,2.32217,0.25459,1.33548,0.25085
12,1300,2.35008,0.25572,1.34952,0.25081
13,1400,2.33105,0.25480,1.36721,0.25059
14,1500,2.30402,0.25008,1.31728,0.25148
15,1600,2.36202,0.25198,1.37360,0.25205
16,1700,2.34688,0.24870,1.36856,0.24983
17,1800,2.41352,0.24946,1.39947,0.24928
18,1900,2.37737,0.25048,1.39761,0.25021
19,2000,2.36522,0.25165,1.35986,0.24894
20,2100,2.36760,0.24955,1.42270,0.24949
21,2200,2.46459,0.25201,1.38353,0.24865
22,2300,2.43909,0.24980,1.40025,0.25184
23,2400,2.38316,0.25185,1.38392,0.24962
24,2500,2.36703,0.24952,1.39542,0.24860
25,2600,2.42807,0.25016,1.42846,0.24998
26,2700,2.42082,0.25009,1.40609,0.24895
27,2800,2.43632,0.24862,1.38291,0.24669
28,2900,2.38084,0.24855,1.36826,0.24926
29,3000,2.39557,0.24674,1.40595,0.24716
30,3100,2.41219,0.24556,1.38243,0.24670
31,3200,2.41312,0.24548,1.37806,0.24448
32,3300,2.46176,0.24464,1.36799,0.24420
33,3400,2.37252,0.24407,1.38089,0.24451
34,3500,2.37435,0.24443,1.34219,0.24382
35,3600,2.36336,0.24268,1.33332,0.24237
36,3700,2.37580,0.24224,1.32953,0.24029
37,3800,2.35988,0.24250,1.34853,0.23992
38,3900,2.34038,0.23960,1.39084,0.24267
39,4000,2.34849,0.23921,1.33817,0.23805
40,4100,2.33449,0.24073,1.40961,0.23914
