iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.57902,1.54127,0.46204,1.10043,-3.46570,2.43290,0.62205,1.61340
1,200,-3.01314,0.54948,0.45728,1.10254,-4.14493,0.67797,0.66964,1.61537
2,300,-3.14204,0.40182,0.44830,1.09471,-4.62228,0.49425,0.67149,1.61783
3,400,-3.43609,0.35697,0.43944,1.09123,-5.24846,0.29728,0.71459,1.62242
4,500,-3.71454,0.32071,0.43059,1.08746,-6.03090,0.30609,0.74530,1.62542
5,600,-4.05239,0.41907,0.42208,1.08438,-6.58354,0.49944,0.76723,1.62667
6,700,-4.26415,0.34574,0.41295,1.08541,-7.31507,0.53885,0.79199,1.62737
7,800,-4.56673,0.34732,0.40438,1.08510,-7.90107,0.53117,0.78732,1.62816
8,900,-4.85849,0.39116,0.39582,1.08505,-8.45914,0.65180,0.77280,1.62692
9,1000,-5.13043,0.38071,0.38717,1.08495,-8.87727,0.86198,0.76073,1.62593
10,1100,-5.36386,0.36460,0.37878,1.08479,-9.55721,0.65409,0.75832,1.62497
11,1200,-5.53690,0.40554,0.37066,1.08386,-10.13895,0.59562,0.75199,1.62396
12,1300,-5.76305,0.36207,0.36263,1.08405,-10.57287,0.63591,0.73520,1.62335
13,1400,-6.00377,0.38799,0.35482,1.08412,-11.05884,0.66068,0.71340,1.62239
14,1500,-6.14224,0.34629,0.34718,1.08327,-11.41301,0.55737,0.69679,1.62128
15,1600,-6.39217,0.30047,0.33969,1.08132,-11.80468,0.58789,0.68382,1.62006
16,1700,-6.55520,0.28422,0.33234,1.08132,-12.19670,0.55438,0.66894,1.61972
17,1800,-6.77118,0.29614,0.32477,1.08122,-12.71277,0.59018,0.65278,1.61891
18,1900,-6.93974,0.28529,0.31754,1.08142,-13.06184,0.66513,0.63538,1.61759
19,2000,-7.14562,0.27011,0.31051,1.08137,-13.33573,0.51559,0.62473,1.61676
20,2100,-7.28142,0.28256,0.30351,1.08153,-13.73080,0.54322,0.61031,1.61622
21,2200,-7.50354,0.31714,0.29668,1.08089,-14.04393,0.49999,0.59372,1.61533
22,2300,-7.66981,0.29990,0.29000,1.08100,-14.29549,0.42376,0.58052,1.61453
23,2400,-7.80658,0.35603,0.28332,1.08152,-14.62748,0.63985,0.56689,1.61375
24,2500,-7.95170,0.31647,0.27693,1.08070,-14.74783,0.45581,0.55174,1.61266
25,2600,-8.12221,0.28088,0.27066,1.08056,-14.94046,0.38237,0.53613,1.61164
26,2700,-8.21186,0.38510,0.26452,1.07992,-15.14981,0.38803,0.52087,1.61153
27,2800,-8.37201,0.25459,0.25846,1.07932,-15.32439,0.43700,0.50698,1.61058
28,2900,-8.47968,0.26673,0.25232,1.07971,-15.46812,0.41591,0.49785,1.60954
29,3000,-8.56450,0.30447,0.24645,1.07894,-15.55718,0.38195,0.48213,1.60892
30,3100,-8.58291,0.35561,0.24070,1.07898,-15.74840,0.45867,0.47108,1.60850
31,3200,-8.67451,0.35174,0.23508,1.07783,-15.82394,0.43614,0.45886,1.60735
32,3300,-8.70878,0.32449,0.22941,1.07777,-15.93742,0.43427,0.44687,1.60633
33,3400,-8.77496,0.35224,0.22388,1.07747,-15.98480,0.49139,0.43609,1.60592
34,3500,-8.80945,0.36898,0.21855,1.07671,-16.04355,0.44385,0.42500,1.60461
35,3600,-8.77974,0.36973,0.21331,1.07645,-16.11426,0.43702,0.41420,1.60385
36,3700,-8.92074,0.37726,0.20820,1.07560,-16.17989,0.43143,0.40445,1.60324
37,3800,-8.87522,0.38358,0.20317,1.07533,-16.22945,0.35697,0.39148,1.60250
38,3900,-8.89352,0.39541,0.19820,1.07574,-16.34685,0.49649,0.38079,1.60171
39,4000,-8.94831,0.39146,0.19331,1.07462,-16.25397,0.42705,0.37201,1.60061
40,4100,-8.97781,0.38584,0.18861,1.07444,-16.26564,0.38581,0.36199,1.59992
41,4200,-8.99619,0.39872,0.18382,1.07455,-16.29779,0.40202,0.35371,1.59876
42,4300,-8.94108,0.38616,0.17919,1.07414,-16.18197,0.36513,0.34635,1.59808
43,4400,-8.99454,0.40912,0.17462,1.07301,-16.24398,0.34585,0.33486,1.59713
44,4500,-9.00621,0.40744,0.17013,1.07308,-16.18990,0.33148,0.32837,1.59662
45,4600,-9.00827,0.44049,0.16586,1.07201,-16.23059,0.33697,0.31902,1.59549
46,4700,-9.07264,0.43704,0.16154,1.07218,-16.15969,0.36349,0.31012,1.59459
47,4800,-8.99776,0.46376,0.15731,1.07153,-16.03192,0.34916,0.30270,1.59347
48,4900,-8.97966,0.44354,0.15318,1.07082,-16.02325,0.32175,0.29401,1.59316
49,5000,-9.06437,0.48329,0.14919,1.07022,-15.95092,0.30831,0.28790,1.59195
50,5100,-9.04698,0.41684,0.14516,1.07049,-16.00066,0.30276,0.28052,1.59117
51,5200,-9.00745,0.37374,0.14133,1.06966,-15.90237,0.30947,0.27277,1.59016
52,5300,-9.01453,0.41239,0.13744,1.06943,-15.84355,0.31493,0.26501,1.58938
53,5400,-9.03265,0.50347,0.13371,1.06894,-15.76256,0.29466,0.25819,1.58853
54,5500,-9.01494,0.49837,0.13013,1.06874,-15.59704,0.30628,0.25222,1.58746
55,5600,-8.90612,0.48979,0.12649,1.06838,-15.69584,0.33079,0.24562,1.58657
56,5700,-8.94818,0.45925,0.12296,1.06810,-15.52263,0.31375,0.23991,1.58564
57,5800,-8.84900,0.45538,0.11960,1.06718,-15.43493,0.32558,0.23337,1.58460
58,5900,-8.81844,0.45774,0.11616,1.06759,-15.39460,0.32697,0.22667,1.58384
59,6000,-8.79801,0.47236,0.11291,1.06691,-15.16762,0.33020,0.22063,1.58289
60,6100,-8.73157,0.51570,0.10962,1.06607,-15.15136,0.31284,0.21403,1.58195
61,6200,-8.65845,0.47335,0.10652,1.06534,-14.99110,0.33398,0.20882,1.58097
62,6300,-8.60992,0.48062,0.10351,1.06561,-14.97539,0.30699,0.20377,1.58022
63,6400,-8.60733,0.50733,0.10042,1.06507,-14.83766,0.29851,0.19783,1.57930
64,6500,-8.52461,0.50609,0.09748,1.06463,-14.72611,0.31649,0.19290,1.57822
65,6600,-8.47882,0.49472,0.09451,1.06493,-14.59596,0.29860,0.18759,1.57739
66,6700,-8.39327,0.52931,0.09166,1.06420,-14.45495,0.33746,0.18217,1.57616
67,6800,-8.39198,0.51604,0.08879,1.06294,-14.30303,0.31415,0.17764,1.57524
68,6900,-8.22687,0.51829,0.08607,1.06290,-14.19409,0.31546,0.17252,1.57418
69,7000,-8.23766,0.51896,0.08328,1.06272,-14.14860,0.30689,0.16792,1.57340
70,7100,-8.17826,0.48704,0.08059,1.06164,-13.95034,0.31341,0.16378,1.57215
71,7200,-8.11433,0.51858,0.07801,1.06115,-13.81427,0.30310,0.15944,1.57130
72,7300,-8.03049,0.51329,0.07547,1.06126,-13.63932,0.31772,0.15498,1.57009
73,7400,-7.92958,0.47965,0.07290,1.06065,-13.56230,0.38901,0.15054,1.56942
74,7500,-7.86286,0.47285,0.07050,1.06015,-13.42739,0.34388,0.14598,1.56814
75,7600,-7.78214,0.48859,0.06821,1.05960,-13.31868,0.26440,0.14243,1.56735
76,7700,-7.78841,0.48759,0.06597,1.05981,-13.20008,0.37609,0.13886,1.56629
77,7800,-7.71831,0.50664,0.06378,1.05912,-13.08318,0.24094,0.13507,1.56519
78,7900,-7.64078,0.49946,0.06163,1.05859,-12.95987,0.29499,0.13166,1.56405
79,8000,-7.54872,0.43854,0.05951,1.05752,-12.88270,0.36382,0.12764,1.56274
80,8100,-7.42217,0.50210,0.05750,1.05687,-12.69426,0.31761,0.12419,1.56187
81,8200,-7.34425,0.42843,0.05556,1.05736,-12.53473,0.30579,0.12059,1.56056
82,8300,-7.29327,0.39325,0.05362,1.05623,-12.39155,0.29777,0.11771,1.55920
83,8400,-7.20725,0.37751,0.05173,1.05560,-12.26956,0.30571,0.11479,1.55770
84,8500,-7.19283,0.39644,0.05001,1.05571,-12.24625,0.27598,0.11174,1.55738
85,8600,-7.06233,0.41888,0.04823,1.05576,-12.10985,0.23734,0.10925,1.55551
86,8700,-6.97982,0.38234,0.04656,1.05522,-12.03993,0.22918,0.10682,1.55469
87,8800,-6.87645,0.35261,0.04492,1.05534,-11.88354,0.24244,0.10487,1.55392
88,8900,-6.80178,0.37895,0.04330,1.05461,-11.81276,0.24801,0.10288,1.55343
89,9000,-6.72167,0.36088,0.04173,1.05422,-11.65428,0.25895,0.10038,1.55222
90,9100,-6.68643,0.36541,0.04019,1.05316,-11.59586,0.25823,0.09777,1.55095
91,9200,-6.55533,0.31474,0.03881,1.05360,-11.48988,0.30442,0.09619,1.54979
92,9300,-6.51968,0.20683,0.03741,1.05518,-11.38009,0.32321,0.09395,1.54894
93,9400,-6.64651,0.16600,0.03597,1.05421,-11.18556,0.24935,0.09178,1.54785
94,9500,-6.64618,0.14402,0.03465,1.05374,-11.11139,0.23998,0.08917,1.54702
95,9600,-6.61966,0.16051,0.03337,1.05343,-11.04617,0.22960,0.08819,1.54497
96,9700,-6.65016,0.15367,0.03209,1.05233,-10.91425,0.24774,0.08567,1.54450
97,9800,-6.62983,0.17133,0.03098,1.05271,-10.85444,0.23614,0.08405,1.54281
98,9900,-6.52447,0.20849,0.02993,1.05329,-10.75437,0.18332,0.08197,1.54136
99,10000,-6.52994,0.21491,0.02883,1.05255,-10.78473,0.15026,0.08040,1.54112
100,10100,-6.45222,0.20056,0.02787,1.05352,-10.65561,0.15980,0.07849,1.53948
101,10200,-6.44381,0.18742,0.02696,1.05271,-10.58722,0.18968,0.07686,1.53736
102,10300,-6.35946,0.19898,0.02600,1.05265,-10.53121,0.23756,0.07559,1.53596
103,10400,-6.33277,0.18317,0.02515,1.05176,-10.48755,0.23070,0.07434,1.53511
104,10500,-6.28048,0.19052,0.02435,1.05152,-10.40824,0.21449,0.07290,1.53355
105,10600,-6.19775,0.17661,0.02364,1.05170,-10.25023,0.20913,0.07180,1.53219
106,10700,-6.07112,0.13060,0.02295,1.05253,-10.24915,0.21716,0.07047,1.52976
107,10800,-6.09654,0.11694,0.02218,1.05128,-10.11043,0.22720,0.06914,1.52979
108,10900,-6.02393,0.13150,0.02152,1.05116,-9.95912,0.21039,0.06817,1.52744
109,11000,-5.93642,0.23258,0.02089,1.05072,-9.88927,0.20570,0.06668,1.52658
110,11100,-5.87584,0.14159,0.02032,1.05102,-9.79529,0.21407,0.06597,1.52488
111,11200,-5.83625,0.12590,0.01980,1.05080,-9.77315,0.20447,0.06476,1.52295
112,11300,-5.78856,0.14397,0.01919,1.05006,-9.65555,0.21373,0.06385,1.52172
113,11400,-5.70277,0.12633,0.01866,1.04918,-9.55275,0.21039,0.06359,1.52084
114,11500,-5.71380,0.20971,0.01818,1.05030,-9.51147,0.24155,0.06261,1.51902
115,11600,-5.62483,0.18900,0.01775,1.05067,-9.38551,0.23251,0.06251,1.51809
116,11700,-5.62913,0.20310,0.01728,1.04939,-9.40463,0.22357,0.06105,1.51608
117,11800,-5.57400,0.19201,0.01691,1.05064,-9.35243,0.23475,0.06055,1.51615
118,11900,-5.54482,0.20005,0.01653,1.04939,-9.20892,0.19933,0.05954,1.51431
119,12000,-5.41256,0.19611,0.01614,1.04951,-9.16042,0.17300,0.05930,1.51267
120,12100,-5.41368,0.18637,0.01582,1.05094,-9.17249,0.19279,0.05835,1.51098
121,12200,-5.42633,0.20621,0.01545,1.04875,-9.02138,0.20439,0.05806,1.51034
122,12300,-5.29320,0.20552,0.01509,1.04938,-9.02040,0.25875,0.05734,1.50955
123,12400,-5.30787,0.20592,0.01483,1.04959,-8.90631,0.14474,0.05693,1.50691
