iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-6.39925,7.58733,1.11149,-6.43347,7.76356,1.11285,-6.48830,7.84559,1.11186,-6.36779,7.78966,1.10943
1,200,-6.49515,1.18262,1.05428,-6.51558,1.34126,1.05211,-6.43547,1.31261,1.04967,-6.33176,1.05162,1.04438
2,300,-6.60937,1.19673,0.93484,-6.69118,1.10032,0.93974,-6.71949,1.24107,0.93454,-6.49271,0.84186,0.93764
3,400,-6.97384,1.25397,0.87262,-7.00388,1.07411,0.87113,-7.04957,1.32247,0.87073,-6.90180,0.82817,0.86941
4,500,-7.37441,1.12771,0.80157,-7.28215,1.12079,0.79970,-7.36953,1.07102,0.80068,-7.18522,0.84516,0.80252
5,600,-7.66456,1.08246,0.75332,-7.75301,1.03956,0.75523,-7.76463,1.17496,0.75208,-7.55839,0.83064,0.75247
6,700,-8.15967,1.13855,0.71421,-8.19842,1.08265,0.71549,-8.11557,1.12777,0.71620,-7.91398,1.10126,0.71073
7,800,-8.54177,1.14318,0.67773,-8.76632,1.37311,0.67725,-8.49496,1.08409,0.67691,-8.31990,0.97420,0.67859
8,900,-8.89338,1.03101,0.64294,-8.96605,1.34842,0.63987,-8.96350,1.21345,0.64205,-8.76929,1.14101,0.64158
9,1000,-9.20822,1.06818,0.61261,-9.16728,1.81916,0.60814,-9.22793,1.21738,0.60841,-9.10692,0.98499,0.60919
10,1100,-9.57905,1.09633,0.58390,-9.55612,1.83272,0.58375,-9.50577,1.11745,0.58275,-9.33164,1.25191,0.58417
11,1200,-9.83096,1.02518,0.55578,-9.82947,1.68867,0.55435,-9.90567,1.21726,0.55592,-9.71415,1.29365,0.55214
12,1300,-10.09258,1.08349,0.53024,-10.09105,1.38246,0.52914,-10.08590,1.19428,0.53048,-9.94655,1.57442,0.52819
13,1400,-10.37188,1.17863,0.50573,-10.31556,1.28605,0.50290,-10.32697,1.26117,0.50343,-10.19471,1.30463,0.50284
14,1500,-10.58101,1.34806,0.48093,-10.54101,1.36604,0.48126,-10.53798,1.23081,0.48055,-10.40731,1.13361,0.47819
15,1600,-10.71799,1.42270,0.45972,-10.78422,1.60893,0.45889,-10.61488,1.20971,0.46168,-10.66987,1.06563,0.45778
16,1700,-10.93858,1.72423,0.44115,-10.89125,1.37441,0.44052,-10.89065,1.24877,0.44153,-10.84663,1.38289,0.44175
17,1800,-11.13749,1.46886,0.42144,-11.13157,1.25382,0.42043,-11.02842,1.23972,0.42088,-11.10101,1.46090,0.42060
18,1900,-11.16292,1.25379,0.40219,-11.19927,1.21928,0.40102,-11.14057,1.21696,0.39978,-11.19016,1.20421,0.39857
19,2000,-11.55265,1.84227,0.38406,-11.35036,1.16565,0.38290,-11.26369,1.23437,0.38199,-11.21124,1.21894,0.38374
20,2100,-11.29578,1.73226,0.36663,-11.39857,1.07154,0.36801,-11.37196,1.27141,0.36737,-11.33119,1.41675,0.36566
21,2200,-11.53938,1.34253,0.35034,-11.47932,1.13585,0.34972,-11.41364,1.21348,0.35073,-11.32066,1.59659,0.34929
22,2300,-11.57246,1.29928,0.33252,-11.51613,1.06343,0.33356,-11.50709,1.15829,0.32926,-11.51144,1.43568,0.33040
23,2400,-11.48838,1.22137,0.31429,-11.62544,1.09642,0.31563,-11.49531,1.23691,0.31469,-11.57523,1.09199,0.31580
24,2500,-11.65959,1.41264,0.29743,-11.62163,1.05631,0.29913,-11.56442,1.19034,0.29859,-11.57737,1.38020,0.29841
25,2600,-11.59817,1.54076,0.28562,-11.63045,1.07446,0.28348,-11.59082,1.22670,0.28448,-11.49740,1.44622,0.28417
26,2700,-11.61415,1.79680,0.27201,-11.61193,1.02572,0.27041,-11.54596,1.11030,0.27108,-11.56005,1.34009,0.27082
27,2800,-11.60176,1.52199,0.25942,-11.59201,1.01705,0.25936,-11.53196,1.20183,0.25900,-11.56282,1.35060,0.25894
