iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
106,10700,0.47273,2.82561,0.33422,2.82081
107,10800,0.47074,1.03566,0.29322,1.01616
108,10900,0.44222,0.98512,0.27776,0.93364
109,11000,0.42291,1.01613,0.27887,0.96470
110,11100,0.42162,0.89738,0.26394,0.79923
111,11200,0.41334,0.90131,0.25697,0.87242
112,11300,0.43023,0.91499,0.23724,0.92359
113,11400,0.42197,0.92960,0.23796,0.89421
114,11500,0.42575,1.01890,0.24730,1.01030
115,11600,0.45051,0.97664,0.29443,1.01971
116,11700,0.43257,0.83873,0.25562,0.90847
117,11800,0.48661,0.97513,0.26556,0.89678
118,11900,0.47448,0.86227,0.26939,0.95623
119,12000,0.49952,0.88836,0.29244,0.96887
120,12100,0.59630,0.98625,0.32188,1.11014
121,12200,0.46576,1.01288,0.26775,0.91208
122,12300,0.44625,1.02098,0.22468,0.81010
123,12400,0.43494,0.93211,0.24298,0.93128
124,12500,0.50022,1.74966,0.27227,3.50792
125,12600,0.45700,1.62203,0.25484,1.52612
126,12700,0.47353,0.94064,0.21994,0.91262
127,12800,0.47517,0.91017,0.21220,0.94609
128,12900,0.51726,1.00630,0.22071,0.92379
129,13000,0.51461,0.97121,0.20577,1.10811
130,13100,0.47126,1.09563,0.18559,1.00720
131,13200,0.52339,1.38860,0.20302,1.94642
132,13300,0.45882,1.87572,0.22352,2.59933
133,13400,0.44068,1.16852,0.20642,3.12697
134,13500,0.44665,0.85569,0.22143,2.53412
135,13600,0.44660,2.07632,0.24570,1.91003
136,13700,0.39169,0.93486,0.21249,1.52657
137,13800,0.43577,0.92463,0.17905,0.84215
138,13900,0.42084,0.89273,0.16791,0.84644
139,14000,0.39512,0.86131,0.16570,0.90550
140,14100,0.40422,0.91074,0.16213,0.89129
141,14200,0.43386,0.94187,0.16610,0.98629
142,14300,0.44300,0.93658,0.13764,0.97170
143,14400,0.39555,0.94785,0.12970,0.97539
144,14500,0.41037,0.97070,0.15824,0.94332
145,14600,0.40841,0.88956,0.15439,1.64578
146,14700,0.39478,1.45289,0.17869,1.80112
147,14800,0.36738,1.24517,0.12164,0.96260
148,14900,0.38740,0.93981,0.13003,0.92997
149,15000,0.38500,1.86634,0.13318,1.57065
150,15100,0.42861,3.36090,0.17757,2.92557
151,15200,0.35916,1.65685,0.14600,1.94082
152,15300,0.38684,0.96902,0.18736,2.47073
153,15400,0.43789,2.21505,0.15543,3.52694
154,15500,0.38289,1.44190,0.16304,2.50286
155,15600,0.34361,0.89738,0.12457,0.80859
156,15700,0.35197,0.89356,0.16128,1.04655
157,15800,0.39752,1.02822,0.14303,1.38392
158,15900,0.39896,1.57077,0.16839,4.14646
159,16000,0.36196,2.30275,0.21087,4.12292
160,16100,0.41651,5.48943,0.22012,5.84416
161,16200,0.38693,4.22285,0.17615,2.14853
162,16300,0.43465,5.30332,0.17973,4.41360
163,16400,0.40806,4.73003,0.25953,4.12538
164,16500,0.36825,4.87931,0.19912,4.36847
165,16600,0.41421,2.42456,0.21666,1.52310
166,16700,0.32342,1.04543,0.22676,0.99471
167,16800,0.42491,6.99534,0.24577,3.81798
168,16900,0.42321,5.57806,0.26140,3.68210
169,17000,0.36079,0.95833,0.23917,1.12776
170,17100,0.37379,4.67986,0.25158,2.96429
171,17200,0.38829,1.12549,0.25349,1.21630
172,17300,0.29897,0.92563,0.22449,1.00554
173,17400,0.30297,0.86137,0.21645,0.83069
174,17500,0.31538,0.97438,0.21849,0.87317
175,17600,0.30117,0.85010,0.19781,1.02717
176,17700,0.33413,1.15572,0.25792,2.62389
177,17800,0.33565,2.60480,0.19047,1.56983
178,17900,0.31179,1.18287,0.19532,0.86057
179,18000,0.32478,0.92050,0.20281,0.95574
180,18100,0.29186,0.88480,0.25971,1.08426
181,18200,0.26868,0.88275,0.24311,0.99467
182,18300,0.24771,0.90429,0.24389,0.94740
183,18400,0.29587,0.85894,0.21597,1.00227
184,18500,0.38980,1.23421,0.21930,0.99583
185,18600,0.32223,1.13691,0.31452,2.39413
186,18700,0.35301,1.39826,0.30080,4.11130
187,18800,0.37545,2.58922,0.35797,4.17454
188,18900,0.44230,2.53889,0.30459,1.92471
189,19000,0.24493,2.40960,0.32167,3.96608
190,19100,0.20732,1.88621,0.27503,2.64144
191,19200,0.16735,1.09445,0.22487,1.28850
192,19300,0.15442,0.88744,0.18137,1.09374
193,19400,0.17448,0.85840,0.14491,1.14715
194,19500,0.20943,1.01653,0.10114,1.02372
195,19600,0.19495,0.86495,0.10119,1.02573
196,19700,0.18167,0.83177,0.05193,1.08122
197,19800,0.17322,0.91548,0.01595,0.90736
198,19900,0.14716,1.04793,0.01501,1.03194
199,20000,0.15934,0.95783,-0.01100,0.85681
200,20100,0.17733,0.80435,0.00142,0.87140
201,20200,0.18984,0.80763,-0.01362,0.80036
202,20300,0.18221,0.96134,-0.00242,1.05313
203,20400,0.18768,0.84520,0.01855,0.97438
204,20500,0.15862,0.78710,-0.01488,0.93784
205,20600,0.16286,0.92391,-0.01508,1.05386
206,20700,0.18954,0.92868,-0.05335,0.90755
207,20800,0.26694,0.89270,-0.02775,0.94432
208,20900,0.35648,1.02889,-0.00571,1.62413
209,21000,0.22928,1.16385,0.02604,2.94223
210,21100,0.24731,1.20201,0.08907,7.25366
211,21200,0.27238,1.20640,0.07986,9.50297
212,21300,0.23415,1.42958,-0.00033,6.65519
213,21400,0.22732,0.99767,0.03550,5.66458
214,21500,0.29176,1.02465,0.03698,2.66876
215,21600,0.28084,0.98677,0.00247,1.09168
216,21700,0.25804,0.89269,0.01869,1.08172
217,21800,0.28564,0.87209,-0.02238,0.97115
218,21900,0.34030,0.94652,-0.02236,1.03596
219,22000,0.48647,0.95852,-0.03029,0.98536
220,22100,0.33415,0.97913,-0.00375,0.98445
221,22200,0.29066,0.89125,-0.00553,1.13284
222,22300,0.33886,0.90675,-0.05216,0.82012
223,22400,0.35368,1.03398,-0.01139,1.06068
224,22500,0.40770,0.95836,-0.05168,0.92137
225,22600,0.26646,0.96106,0.03382,0.93888
226,22700,0.21582,0.91566,-0.01065,0.93217
227,22800,0.16182,1.61165,0.00957,3.16135
228,22900,0.14565,1.02755,0.02421,1.00144
229,23000,0.14706,1.04408,-0.00946,0.95566
230,23100,0.12304,0.92286,0.00481,0.99503
231,23200,0.12705,0.91818,-0.01600,1.01946
232,23300,0.08270,0.82776,-0.01349,0.84648
233,23400,0.14026,0.88066,-0.01133,0.87357
234,23500,0.09059,2.51779,-0.02524,3.55430
235,23600,0.11749,12.40275,0.00142,5.85970
236,23700,0.12319,2.71615,-0.01554,1.91661
237,23800,0.12673,1.33059,-0.02522,0.86456
238,23900,0.22305,0.91101,-0.03243,0.87518
239,24000,0.31144,2.98489,-0.03564,2.24019
240,24100,0.32336,8.87278,0.07231,8.09271
241,24200,0.13941,5.97296,0.02371,7.49145
242,24300,0.12058,2.61492,-0.01674,0.98104
243,24400,0.11726,0.89964,-0.04885,0.93854
244,24500,0.10781,0.91788,-0.04786,0.93632
245,24600,0.08406,0.81355,-0.03103,0.86026
246,24700,0.11897,0.91185,-0.01800,0.86014
247,24800,0.17140,0.97265,-0.01821,0.86124
248,24900,0.13663,0.91436,-0.02617,0.87481
