iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.95087,3.54734,0.39094,-1.89330,2.50060,0.35015,-1.86229,2.05634,0.32619
1,200,-1.97925,1.53573,0.27571,-1.91866,1.34505,0.26803,-1.90803,1.32790,0.26144
2,300,-2.21394,1.59736,0.26536,-2.11917,1.43973,0.26131,-2.07344,1.42021,0.25738
3,400,-2.56290,1.37489,0.26195,-2.46688,1.40240,0.25960,-2.39311,1.31267,0.25756
4,500,-2.88128,1.35222,0.26224,-2.75178,1.32599,0.25876,-2.67295,1.24268,0.25728
5,600,-3.13698,1.37138,0.25913,-3.07247,1.32768,0.26087,-2.97346,1.24055,0.25684
6,700,-3.46730,1.35248,0.26204,-3.38533,1.32419,0.26121,-3.32454,1.24115,0.25836
7,800,-3.73314,1.37219,0.26135,-3.71295,1.32353,0.26129,-3.61238,1.25742,0.25949
8,900,-4.02249,1.45526,0.26180,-3.97156,1.34017,0.26064,-3.86733,1.23368,0.25713
9,1000,-4.43228,1.48567,0.26030,-4.28765,1.34941,0.26006,-4.17372,1.24010,0.25803
10,1100,-4.70950,1.39929,0.26097,-4.56808,1.37359,0.25797,-4.51179,1.17595,0.25751
11,1200,-4.96672,1.42279,0.25940,-4.82067,1.41378,0.25767,-4.77441,1.29122,0.26036
12,1300,-5.25541,1.43435,0.26018,-5.14698,1.34221,0.26156,-5.08297,1.29168,0.25780
13,1400,-5.56255,1.43712,0.26182,-5.43175,1.34175,0.25972,-5.32180,1.28485,0.25697
14,1500,-5.85715,1.38066,0.25975,-5.74949,1.35793,0.26133,-5.63069,1.31404,0.26168
15,1600,-6.14145,1.41862,0.26249,-6.03739,1.42305,0.25994,-5.95269,1.35902,0.25669
16,1700,-6.45646,1.51033,0.26025,-6.30822,1.42236,0.26309,-6.22583,1.37282,0.26014
17,1800,-6.67894,1.51804,0.26207,-6.60680,1.55018,0.26043,-6.48560,1.41938,0.26120
18,1900,-6.99074,1.52175,0.26218,-6.87412,1.52069,0.26092,-6.88121,1.49621,0.26124
19,2000,-7.32694,1.51759,0.26300,-7.24123,1.47078,0.26261,-7.13423,1.56063,0.26001
20,2100,-7.54937,1.53412,0.26282,-7.41859,1.78523,0.26352,-7.41410,1.57433,0.25972
