iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,3.45012,0.39094,2.07580,3.72670,0.39033,2.07673
1,200,1.09619,0.38475,2.07644,1.24199,0.38456,2.07666
2,300,0.99029,0.37677,2.07666,0.98496,0.37684,2.07642
3,400,0.98938,0.36999,2.07531,0.95133,0.36971,2.07548
4,500,1.00784,0.36215,2.07505,0.97929,0.36209,2.07554
5,600,0.99802,0.35569,2.07380,1.00445,0.35543,2.07407
6,700,1.00043,0.34859,2.07240,0.98293,0.34903,2.07165
7,800,1.00956,0.34236,2.07035,0.99984,0.34192,2.07070
8,900,1.02365,0.33543,2.07060,1.02397,0.33494,2.07061
9,1000,0.98447,0.32888,2.06913,1.04540,0.32832,2.07006
10,1100,1.00297,0.32207,2.06861,1.06313,0.32183,2.06899
11,1200,0.98850,0.31575,2.06754,1.05233,0.31534,2.06767
12,1300,1.02883,0.30964,2.06702,1.06620,0.30870,2.06787
13,1400,0.96469,0.30251,2.06675,1.12708,0.30292,2.06636
14,1500,1.01019,0.29658,2.06543,1.10096,0.29653,2.06568
15,1600,1.03434,0.29069,2.06408,1.09870,0.29027,2.06462
16,1700,1.01970,0.28450,2.06339,1.13420,0.28439,2.06345
17,1800,1.01600,0.27867,2.06268,1.15440,0.27828,2.06279
18,1900,0.99132,0.27290,2.06152,1.17944,0.27246,2.06169
19,2000,0.99495,0.26691,2.06145,1.20242,0.26686,2.06117
20,2100,0.99887,0.26136,2.06037,1.21994,0.26075,2.06094
21,2200,0.99749,0.25560,2.05949,1.18372,0.25544,2.05955
22,2300,1.02973,0.24989,2.05921,1.20822,0.25007,2.05897
23,2400,1.00157,0.24443,2.05821,1.23553,0.24445,2.05803
24,2500,0.99340,0.23939,2.05670,1.21377,0.23894,2.05717
25,2600,0.99711,0.23347,2.05646,1.20417,0.23383,2.05599
26,2700,0.99672,0.22806,2.05602,1.23529,0.22796,2.05605
27,2800,1.01915,0.22297,2.05532,1.25029,0.22254,2.05535
28,2900,0.97989,0.21795,2.05459,1.26067,0.21771,2.05476
29,3000,1.02033,0.21337,2.05283,1.21772,0.21285,2.05355
