iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.75115,1.61291,0.49677,2.07991,-2.67013,1.60321,0.49298,2.07972
1,200,-3.27440,0.92789,0.51613,2.07996,-3.25545,1.01577,0.51544,2.07991
2,300,-3.73820,0.97220,0.52564,2.07912,-3.71653,1.07462,0.52828,2.07909
3,400,-4.04768,0.90830,0.51179,2.08233,-4.03611,1.03600,0.51028,2.08259
4,500,-4.40294,0.96652,0.49921,2.08857,-4.36642,1.01820,0.49842,2.08884
5,600,-4.74850,0.92404,0.49299,2.08992,-4.71627,0.88762,0.49188,2.08926
6,700,-4.99537,0.90930,0.47522,2.09103,-4.93537,0.89402,0.47729,2.09040
7,800,-5.33752,0.92236,0.45851,2.08766,-5.32552,0.93239,0.45746,2.08841
8,900,-5.53537,1.01212,0.44324,2.08673,-5.45823,0.98384,0.44426,2.08755
9,1000,-5.91730,1.06025,0.43409,2.08415,-5.66710,1.05011,0.43304,2.08413
10,1100,-6.09721,0.98951,0.42724,2.07975,-5.86611,1.00018,0.42644,2.07958
11,1200,-6.38419,1.09055,0.41611,2.07520,-6.19858,1.13268,0.41733,2.07411
12,1300,-6.66920,1.07311,0.40971,2.07101,-6.51503,0.92768,0.40669,2.07150
13,1400,-6.95454,0.98401,0.39865,2.07065,-6.78540,0.91550,0.39923,2.07061
14,1500,-7.16335,0.99768,0.39230,2.07206,-6.98451,0.93453,0.39039,2.07203
15,1600,-7.34996,0.98470,0.38030,2.07086,-7.18302,0.97319,0.38141,2.06999
16,1700,-7.51468,0.94994,0.37318,2.06759,-7.24225,0.98424,0.37378,2.06764
17,1800,-7.63825,0.91298,0.36739,2.06349,-7.33399,0.99887,0.36693,2.06415
18,1900,-7.83369,1.01451,0.36536,2.05962,-7.42187,1.03559,0.36487,2.05946
19,2000,-8.09328,0.97389,0.35931,2.05615,-7.65306,0.97913,0.35800,2.05566
20,2100,-8.21950,0.94565,0.35111,2.05426,-7.78136,1.02403,0.35056,2.05333
21,2200,-8.40353,0.88979,0.34554,2.05034,-7.91105,1.00794,0.34508,2.05037
22,2300,-8.51420,1.01897,0.33958,2.04845,-8.05727,0.98944,0.34105,2.04759
23,2400,-8.71928,1.02487,0.33424,2.04519,-8.12063,1.05596,0.33244,2.04606
24,2500,-8.79056,0.93968,0.32602,2.04261,-8.25699,1.00658,0.32522,2.04261
25,2600,-8.84244,0.93972,0.31925,2.03993,-8.37714,0.99180,0.32012,2.04013
26,2700,-8.98769,0.92099,0.31223,2.03821,-8.44268,1.03164,0.31302,2.03657
27,2800,-9.07421,0.93358,0.30470,2.03535,-8.52863,0.97704,0.30544,2.03488
28,2900,-9.21317,0.97516,0.30100,2.03306,-8.62360,0.91995,0.30026,2.03327
29,3000,-9.25697,1.14939,0.29580,2.02960,-8.65138,0.99224,0.29428,2.03096
30,3100,-9.30822,0.98067,0.28876,2.02983,-8.75525,0.88250,0.28773,2.02891
31,3200,-9.42589,0.93218,0.28383,2.02581,-8.84447,0.93476,0.28354,2.02623
32,3300,-9.46067,0.93755,0.27777,2.02374,-8.83274,1.03680,0.27815,2.02390
33,3400,-9.43317,1.10359,0.27308,2.02209,-8.82981,1.06743,0.27152,2.02233
34,3500,-9.70063,0.97694,0.26481,2.02033,-8.94923,1.03900,0.26541,2.02059
35,3600,-9.52755,0.99604,0.26045,2.01767,-8.90155,0.90371,0.25908,2.01890
36,3700,-9.59638,1.09620,0.25399,2.01672,-8.92729,1.01812,0.25544,2.01581
37,3800,-9.63152,0.90428,0.24889,2.01488,-8.94179,0.95091,0.24874,2.01414
38,3900,-9.61756,0.95829,0.24418,2.01257,-8.96718,1.02381,0.24393,2.01251
39,4000,-9.66913,0.87108,0.23750,2.01032,-8.94357,1.05806,0.23852,2.01100
40,4100,-9.60530,0.85343,0.23223,2.01062,-9.06376,0.89883,0.23299,2.00993
41,4200,-9.62742,0.91032,0.22795,2.00821,-8.94547,0.95499,0.22793,2.00940
42,4300,-9.54886,1.00522,0.22282,2.00775,-8.98410,0.97454,0.22290,2.00916
43,4400,-9.42762,1.06606,0.21737,2.00833,-8.97612,0.96177,0.21637,2.00764
44,4500,-9.40820,0.97902,0.21161,2.00745,-8.90955,1.05676,0.21199,2.00755
45,4600,-9.35876,0.97866,0.20768,2.00583,-8.83399,1.06297,0.20657,2.00612
46,4700,-9.29285,0.99835,0.20322,2.00503,-8.80183,0.98414,0.20210,2.00484
