iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,4.87455,0.33308,3.76734,0.29829,3.20006,0.27688
1,200,2.13545,0.24242,2.01913,0.23489,1.89396,0.22873
2,300,1.87414,0.23392,1.76478,0.22832,1.71483,0.22473
3,400,1.88384,0.23267,1.66894,0.22858,1.65712,0.22702
4,500,1.68958,0.23423,1.56025,0.23032,1.52903,0.22720
5,600,1.60414,0.23103,1.50706,0.22961,1.46587,0.22615
6,700,1.47324,0.23136,1.42353,0.23142,1.36871,0.22885
7,800,1.38330,0.23092,1.35151,0.23087,1.25786,0.22586
8,900,1.30365,0.22945,1.25836,0.22822,1.23639,0.22967
9,1000,1.23915,0.22859,1.27741,0.22921,1.24288,0.22768
10,1100,1.27632,0.23179,1.25663,0.22912,1.22362,0.22675
11,1200,1.22126,0.22920,1.22624,0.23005,1.19420,0.22933
12,1300,1.22871,0.23017,1.22558,0.22960,1.19436,0.23036
13,1400,1.27544,0.23112,1.22949,0.22882,1.22420,0.22903
14,1500,1.23412,0.22952,1.25016,0.23020,1.23938,0.23113
15,1600,1.23298,0.22849,1.25403,0.22924,1.23624,0.22852
16,1700,1.25370,0.22893,1.25464,0.22920,1.26297,0.22922
17,1800,1.27229,0.23031,1.26586,0.22984,1.24603,0.22944
18,1900,1.24803,0.22852,1.26280,0.22939,1.19815,0.22812
19,2000,1.24256,0.22933,1.23244,0.22917,1.22787,0.22841
20,2100,1.25957,0.22972,1.23287,0.22872,1.19837,0.22693
21,2200,1.22843,0.22797,1.23404,0.22924,1.21044,0.22699
22,2300,1.22049,0.22726,1.24110,0.22808,1.23107,0.22811
23,2400,1.28363,0.22791,1.29918,0.23001,1.26199,0.22772
24,2500,1.29511,0.23013,1.25783,0.22759,1.28715,0.22847
25,2600,1.26103,0.22944,1.25195,0.22735,1.25108,0.22803
26,2700,1.30564,0.23034,1.27822,0.22917,1.27746,0.22836
27,2800,1.31000,0.23038,1.34029,0.23267,1.27922,0.22751
28,2900,1.32383,0.22816,1.30573,0.23189,1.28137,0.22806
29,3000,1.32399,0.22904,1.28992,0.23035,1.30971,0.22796
30,3100,1.32427,0.23095,1.27955,0.22868,1.30227,0.22860
31,3200,1.34130,0.23055,1.32133,0.23122,1.34221,0.22802
32,3300,1.34184,0.22960,1.30774,0.22904,1.34353,0.22828
33,3400,1.35571,0.23058,1.28624,0.22895,1.33036,0.23108
34,3500,1.36977,0.23212,1.30865,0.23169,1.31910,0.22820
35,3600,1.40508,0.23242,1.31597,0.22907,1.32970,0.23015
36,3700,1.39049,0.23153,1.30502,0.23133,1.34440,0.23172
37,3800,1.39634,0.23192,1.32084,0.23078,1.36331,0.23424
38,3900,1.38402,0.23143,1.31050,0.23179,1.33276,0.23204
39,4000,1.40300,0.23430,1.36187,0.23163,1.34813,0.22994
40,4100,1.42924,0.23333,1.34292,0.23152,1.34265,0.23246
41,4200,1.41301,0.23278,1.33560,0.23343,1.37512,0.23389
42,4300,1.38862,0.23237,1.39566,0.23419,1.35120,0.23141
43,4400,1.39325,0.23430,1.38355,0.23441,1.40747,0.23371
44,4500,1.40578,0.23453,1.32710,0.23382,1.37790,0.23427
45,4600,1.43972,0.23424,1.37844,0.23563,1.40627,0.23461
46,4700,1.39904,0.23547,1.37323,0.23470,1.37869,0.23666
47,4800,1.42104,0.23371,1.38375,0.23619,1.43632,0.23498
48,4900,1.43810,0.23580,1.37945,0.23498,1.41137,0.23574
49,5000,1.45542,0.23732,1.37498,0.23788,1.42289,0.23543
50,5100,1.43082,0.23671,1.42849,0.23808,1.40141,0.23376
51,5200,1.42249,0.23535,1.42126,0.23512,1.39443,0.23680
52,5300,1.45929,0.23581,1.44304,0.23740,1.39772,0.23749
53,5400,1.48794,0.23725,1.44693,0.23681,1.44011,0.23717
54,5500,1.47267,0.23803,1.44357,0.23654,1.43853,0.23656
55,5600,1.47433,0.23797,1.47668,0.23872,1.44066,0.23831
56,5700,1.47338,0.23936,1.41299,0.23739,1.48597,0.23910
57,5800,1.51836,0.23884,1.46690,0.23737,1.47577,0.23881
58,5900,1.51249,0.23882,1.45591,0.23865,1.50996,0.23898
59,6000,1.50466,0.24023,1.50043,0.23815,1.54949,0.23810
60,6100,1.48477,0.23873,1.49166,0.23941,1.48873,0.23740
61,6200,1.53433,0.23929,1.49338,0.23861,1.57160,0.23940
62,6300,1.53076,0.24033,1.50014,0.23767,1.52952,0.24024
63,6400,1.51600,0.24069,1.48581,0.23937,1.56357,0.23787
64,6500,1.56050,0.23965,1.53828,0.24027,1.53527,0.24009
65,6600,1.52189,0.23937,1.49175,0.23873,1.57014,0.24087
66,6700,1.56942,0.24032,1.54970,0.24128,1.56792,0.23927
67,6800,1.54849,0.23897,1.53781,0.24097,1.57962,0.23761
68,6900,1.55143,0.23873,1.53539,0.23840,1.58833,0.24188
69,7000,1.55945,0.23842,1.52717,0.23846,1.60694,0.23958
70,7100,1.60895,0.23907,1.57068,0.23958,1.62066,0.23936
71,7200,1.58651,0.23674,1.59005,0.23964,1.57220,0.23808
72,7300,1.59961,0.23815,1.56456,0.23888,1.56939,0.23706
73,7400,1.59834,0.23581,1.58276,0.23803,1.58968,0.23881
74,7500,1.61206,0.23605,1.57244,0.23874,1.60668,0.23738
75,7600,1.59993,0.23573,1.55585,0.23524,1.58495,0.23494
76,7700,1.57834,0.23545,1.55998,0.23421,1.57313,0.23400
77,7800,1.62513,0.23483,1.57298,0.23367,1.61000,0.23491
78,7900,1.57281,0.23204,1.58399,0.23431,1.58443,0.23371
79,8000,1.60470,0.23461,1.55917,0.23231,1.63552,0.23299
80,8100,1.63687,0.23512,1.59039,0.23376,1.59016,0.23409
81,8200,1.66095,0.23380,1.58543,0.23568,1.56961,0.23229
82,8300,1.60689,0.23302,1.59091,0.23106,1.60635,0.23280
83,8400,1.61677,0.23518,1.62783,0.23548,1.58419,0.23405
84,8500,1.59850,0.23482,1.54751,0.22998,1.59124,0.23338
85,8600,1.57805,0.23011,1.57721,0.22955,1.61437,0.23071
86,8700,1.60876,0.23152,1.61913,0.23145,1.67001,0.23028
87,8800,1.61662,0.23004,1.58996,0.22984,1.60707,0.22945
88,8900,1.60461,0.22994,1.57186,0.22986,1.62737,0.23079
89,9000,1.60512,0.22956,1.66626,0.22973,1.64285,0.22993
90,9100,1.58476,0.22886,1.64270,0.22977,1.59749,0.22918
91,9200,1.54874,0.22630,1.62911,0.22895,1.58900,0.22869
92,9300,1.53644,0.22638,1.59928,0.22806,1.58120,0.22624
93,9400,1.56024,0.22740,1.57974,0.22740,1.61174,0.22923
94,9500,1.59779,0.22981,1.61860,0.22678,1.59677,0.22671
95,9600,1.56441,0.22452,1.63986,0.22880,1.58075,0.22619
96,9700,1.57882,0.22642,1.63382,0.22699,1.56480,0.22768
97,9800,1.56295,0.22488,1.59903,0.22627,1.57341,0.22500
98,9900,1.54436,0.22345,1.59962,0.22601,1.58439,0.22287
99,10000,1.58073,0.22469,1.62056,0.22501,1.61452,0.22519
100,10100,1.52264,0.22617,1.60188,0.22439,1.60203,0.22425
101,10200,1.56394,0.22422,1.59860,0.22407,1.56018,0.22156
102,10300,1.58509,0.22481,1.64020,0.22301,1.56433,0.22161
103,10400,1.54366,0.22256,1.62635,0.22455,1.60864,0.22294
104,10500,1.50945,0.22245,1.60864,0.22345,1.59792,0.22194
105,10600,1.50796,0.22255,1.60228,0.22159,1.58321,0.22328
106,10700,1.49457,0.21831,1.59902,0.22184,1.58816,0.22298
107,10800,1.57748,0.22375,1.60066,0.22246,1.57249,0.22035
108,10900,1.48777,0.22007,1.61373,0.21825,1.59540,0.21981
109,11000,1.54743,0.22195,1.59922,0.21948,1.58806,0.22015
110,11100,1.52326,0.21918,1.59071,0.21858,1.55690,0.22003
111,11200,1.47914,0.21634,1.61038,0.21979,1.54437,0.21991
112,11300,1.48347,0.21892,1.58289,0.21851,1.55983,0.21770
113,11400,1.50336,0.21838,1.60559,0.21786,1.57503,0.21905
114,11500,1.44121,0.21820,1.61805,0.21816,1.56512,0.21590
115,11600,1.49450,0.21692,1.57470,0.21786,1.50707,0.21488
116,11700,1.43928,0.21410,1.53606,0.21448,1.54091,0.21645
117,11800,1.46059,0.21503,1.51617,0.21387,1.54026,0.21692
118,11900,1.45424,0.21546,1.56111,0.21426,1.53860,0.21611
119,12000,1.46270,0.21371,1.55679,0.21384,1.52782,0.21379
120,12100,1.46285,0.21240,1.54690,0.21378,1.54055,0.21433
121,12200,1.47031,0.21222,1.58121,0.21362,1.49262,0.21193
122,12300,1.42571,0.21143,1.51454,0.21130,1.50420,0.21174
123,12400,1.46570,0.21142,1.50036,0.21118,1.53498,0.21359
124,12500,1.47118,0.21217,1.46952,0.20841,1.51484,0.21345
125,12600,1.41816,0.21058,1.52378,0.21019,1.49495,0.20967
126,12700,1.44976,0.21010,1.57504,0.21006,1.52171,0.21018
127,12800,1.42493,0.20990,1.52563,0.21022,1.49660,0.20860
128,12900,1.42359,0.20991,1.52062,0.20983,1.46258,0.20914
129,13000,1.42500,0.20882,1.52933,0.21006,1.47276,0.20747
130,13100,1.38425,0.20849,1.51557,0.20881,1.43809,0.20908
131,13200,1.42176,0.20818,1.47813,0.20894,1.51657,0.20898
132,13300,1.44286,0.20861,1.50682,0.20877,1.46490,0.20832
133,13400,1.39933,0.20742,1.53368,0.20876,1.49318,0.20815
134,13500,1.40064,0.20708,1.50791,0.20699,1.48091,0.20780
135,13600,1.36489,0.20571,1.48105,0.20860,1.51571,0.20716
136,13700,1.42673,0.20359,1.48489,0.20645,1.49561,0.20529
137,13800,1.43124,0.20592,1.47206,0.20567,1.43578,0.20466
138,13900,1.35999,0.20422,1.49177,0.20580,1.46007,0.20539
139,14000,1.38150,0.20729,1.46189,0.20286,1.44674,0.20525
140,14100,1.38864,0.20282,1.47894,0.20476,1.43629,0.20470
141,14200,1.35114,0.20563,1.47718,0.20363,1.44743,0.20363
142,14300,1.36413,0.20331,1.45007,0.20334,1.41761,0.20080
143,14400,1.37673,0.20510,1.44386,0.20275,1.46516,0.20404
144,14500,1.36331,0.20282,1.41766,0.20211,1.43234,0.20251
145,14600,1.34183,0.20365,1.45586,0.20454,1.49336,0.20353
146,14700,1.37967,0.20322,1.42058,0.20078,1.41374,0.20084
147,14800,1.40045,0.20231,1.47321,0.20251,1.43472,0.20130
148,14900,1.31760,0.20118,1.44534,0.20125,1.41720,0.19970
149,15000,1.36613,0.20012,1.40298,0.20185,1.44695,0.20116
150,15100,1.33433,0.20011,1.44007,0.19972,1.42315,0.20167
151,15200,1.32372,0.19966,1.40820,0.19912,1.43106,0.20097
152,15300,1.35053,0.19926,1.43712,0.19904,1.37867,0.19872
153,15400,1.34083,0.19824,1.42393,0.19808,1.40913,0.19879
154,15500,1.33916,0.19833,1.39595,0.19869,1.41049,0.19783
155,15600,1.37646,0.19924,1.39732,0.19890,1.41330,0.19863
156,15700,1.41701,0.19794,1.40881,0.19716,1.39411,0.19754
157,15800,1.35485,0.19702,1.41122,0.19731,1.36897,0.19634
158,15900,1.35400,0.19726,1.42694,0.19763,1.38233,0.19676
159,16000,1.32210,0.19692,1.40568,0.19791,1.39732,0.19609
160,16100,1.29937,0.19603,1.39959,0.19534,1.36533,0.19695
161,16200,1.36955,0.19643,1.39706,0.19661,1.37861,0.19511
162,16300,1.33860,0.19415,1.40239,0.19704,1.42410,0.19731
163,16400,1.38074,0.19674,1.38333,0.19518,1.41901,0.19843
164,16500,1.38885,0.19579,1.41893,0.19643,1.39641,0.19579
165,16600,1.36740,0.19507,1.38782,0.19542,1.39631,0.19588
166,16700,1.32315,0.19574,1.38389,0.19548,1.37142,0.19426
167,16800,1.35482,0.19629,1.40056,0.19608,1.40750,0.19522
168,16900,1.34694,0.19662,1.40471,0.19626,1.40707,0.19541
169,17000,1.36755,0.19667,1.41180,0.19549,1.39644,0.19419
170,17100,1.36324,0.19417,1.45068,0.19490,1.39336,0.19378
171,17200,1.40118,0.19360,1.38982,0.19427,1.43148,0.19554
172,17300,1.36118,0.19494,1.39031,0.19467,1.37649,0.19332
173,17400,1.37219,0.19318,1.41996,0.19403,1.41282,0.19307
174,17500,1.38333,0.19393,1.39349,0.19490,1.41832,0.19614
175,17600,1.35031,0.19320,1.39651,0.19431,1.38802,0.19399
176,17700,1.33338,0.19367,1.41763,0.19448,1.41446,0.19434
177,17800,1.34625,0.19296,1.39879,0.19340,1.37515,0.19207
178,17900,1.35682,0.19506,1.44572,0.19339,1.39260,0.19231
179,18000,1.37239,0.19338,1.39533,0.19250,1.36826,0.19237
180,18100,1.36864,0.19370,1.44782,0.19414,1.39878,0.19390
181,18200,1.35527,0.19281,1.43006,0.19453,1.45630,0.19360
182,18300,1.34749,0.19420,1.39456,0.19423,1.44229,0.19183
183,18400,1.40783,0.19358,1.37872,0.19222,1.39472,0.19264
184,18500,1.36115,0.19213,1.41724,0.19223,1.43759,0.19361
185,18600,1.38351,0.19262,1.41135,0.19319,1.43759,0.19375
186,18700,1.37593,0.19340,1.45168,0.19434,1.41757,0.19369
187,18800,1.38896,0.19237,1.42015,0.19280,1.47815,0.19337
188,18900,1.36220,0.19181,1.40116,0.19235,1.51358,0.19220
189,19000,1.40502,0.19254,1.39942,0.19262,1.42823,0.19363
190,19100,1.37602,0.19168,1.43052,0.19348,1.45314,0.19152
191,19200,1.37307,0.19274,1.41940,0.19232,1.44438,0.19129
192,19300,1.40064,0.19278,1.46540,0.19348,1.43919,0.19259
193,19400,1.40696,0.19235,1.40715,0.19358,1.42730,0.19203
194,19500,1.40808,0.19170,1.44732,0.19218,1.41761,0.19294
195,19600,1.41180,0.19183,1.42657,0.19283,1.45684,0.19199
196,19700,1.36288,0.19277,1.41732,0.19189,1.47354,0.19130
197,19800,1.37779,0.19306,1.43144,0.19124,1.44484,0.19108
198,19900,1.42632,0.19201,1.45422,0.19295,1.45109,0.19143
199,20000,1.37515,0.19310,1.38662,0.19287,1.45680,0.19273
200,20100,1.41225,0.19338,1.45432,0.19243,1.48236,0.19278
201,20200,1.42027,0.19310,1.40732,0.19278,1.49865,0.19151
202,20300,1.43915,0.19212,1.42242,0.19121,1.49832,0.19321
203,20400,1.38882,0.19312,1.45227,0.19154,1.48922,0.19101
204,20500,1.41981,0.19358,1.41422,0.19138,1.48998,0.19214
205,20600,1.38059,0.18904,1.42101,0.19138,1.51812,0.19393
206,20700,1.39957,0.19251,1.43564,0.19300,1.55085,0.19315
207,20800,1.42812,0.19152,1.44613,0.19085,1.53066,0.19166
208,20900,1.44072,0.19156,1.41242,0.19085,1.50929,0.19311
209,21000,1.47080,0.19166,1.43358,0.19093,1.51470,0.19187
210,21100,1.44804,0.19289,1.43315,0.19078,1.54009,0.19283
211,21200,1.46863,0.19430,1.45734,0.19205,1.52849,0.19035
212,21300,1.49352,0.19352,1.44445,0.19312,1.52111,0.19251
213,21400,1.42236,0.19067,1.44934,0.19097,1.52603,0.19201
214,21500,1.40916,0.19162,1.46196,0.19235,1.58815,0.19180
215,21600,1.45381,0.19083,1.45538,0.19237,1.55225,0.19166
216,21700,1.45282,0.18967,1.46023,0.19116,1.56648,0.19029
217,21800,1.43543,0.19401,1.44244,0.19274,1.53933,0.19014
218,21900,1.45225,0.19147,1.46005,0.19204,1.56116,0.19083
219,22000,1.42592,0.19100,1.46845,0.19057,1.56252,0.19221
220,22100,1.49084,0.19106,1.48720,0.19117,1.56875,0.19046
221,22200,1.43670,0.18932,1.46317,0.19227,1.56334,0.18887
222,22300,1.44140,0.19030,1.49659,0.19147,1.53560,0.19155
223,22400,1.44195,0.19293,1.46303,0.19099,1.58456,0.19141
224,22500,1.45556,0.19255,1.49148,0.19097,1.55930,0.19060
225,22600,1.45894,0.19280,1.49147,0.19170,1.57554,0.19126
226,22700,1.44440,0.19077,1.47956,0.19114,1.60149,0.18958
227,22800,1.47941,0.19030,1.47101,0.19092,1.56763,0.19134
228,22900,1.47667,0.19105,1.45439,0.18902,1.60565,0.19060
