iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-4.06279,3.58840,0.78363,-4.07262,3.62843,0.78424
1,200,-4.72805,1.04050,0.78714,-4.67928,1.01593,0.78609
2,300,-5.23459,0.97143,0.78681,-5.29260,0.91906,0.78690
3,400,-5.96821,1.11051,0.78335,-5.93898,1.00305,0.78232
4,500,-6.57539,1.09579,0.77664,-6.46927,1.11207,0.77689
5,600,-7.10311,1.09970,0.76992,-7.18165,1.06348,0.76906
6,700,-7.68855,0.94171,0.76525,-7.75455,1.05042,0.76632
7,800,-8.29526,1.03543,0.76211,-8.26510,1.06313,0.76234
8,900,-8.93330,1.15826,0.75657,-8.95816,1.16590,0.75579
9,1000,-9.34346,1.50747,0.74942,-9.46708,1.47732,0.74834
10,1100,-9.91387,1.56322,0.74132,-9.93858,1.43389,0.74160
11,1200,-10.33384,1.67284,0.73537,-10.52423,1.57569,0.73500
12,1300,-10.85395,1.79474,0.72929,-10.91562,1.84959,0.72815
13,1400,-11.49736,1.65681,0.72529,-11.51075,1.55222,0.72460
14,1500,-11.79386,1.55524,0.72120,-11.83305,1.59730,0.72152
15,1600,-12.14238,1.33325,0.72028,-12.40892,1.22611,0.72006
16,1700,-12.30489,1.39171,0.72174,-12.66358,1.45009,0.72231
17,1800,-12.60907,1.97705,0.72233,-13.02035,2.08032,0.72220
18,1900,-13.53906,2.37625,0.71889,-13.66430,2.26502,0.71944
19,2000,-13.75594,1.87621,0.71216,-14.03277,1.89044,0.71257
20,2100,-14.06708,1.80075,0.70470,-14.54291,1.53683,0.70548
21,2200,-14.40329,1.28433,0.69751,-15.02880,1.46230,0.69779
22,2300,-14.78109,1.22751,0.69078,-15.32000,1.31423,0.69003
23,2400,-15.26139,1.36476,0.68345,-15.94761,1.92852,0.68298
24,2500,-15.46836,1.66098,0.67607,-16.18904,1.38703,0.67627
25,2600,-16.00103,1.53013,0.66945,-16.52620,1.29004,0.66921
26,2700,-16.25335,1.65286,0.66325,-16.87242,1.51719,0.66327
27,2800,-16.57041,1.29441,0.65638,-17.26910,1.49293,0.65608
28,2900,-17.04000,1.13118,0.64913,-17.47581,1.20749,0.64915
29,3000,-17.23663,1.30827,0.64343,-17.65219,1.28024,0.64355
30,3100,-17.34434,1.69207,0.63681,-17.72371,1.78126,0.63624
31,3200,-17.65787,1.56442,0.63045,-17.99487,1.73397,0.63045
32,3300,-17.81169,1.66877,0.62495,-18.20832,1.67640,0.62461
33,3400,-18.29025,1.63283,0.61803,-18.56118,1.68890,0.61823
34,3500,-18.46388,1.41515,0.61263,-18.78362,1.45010,0.61192
35,3600,-18.34869,1.61929,0.60690,-18.89667,1.56115,0.60625
36,3700,-18.48448,1.39408,0.60156,-18.94406,1.52310,0.60128
37,3800,-18.70749,1.35870,0.59569,-19.17800,1.52375,0.59490
38,3900,-18.61458,1.25947,0.59008,-19.17209,1.60923,0.59005
39,4000,-18.71963,1.08829,0.58453,-19.30854,1.76685,0.58440
40,4100,-19.02655,1.16386,0.57878,-19.50377,1.71403,0.57918
41,4200,-19.22312,1.12418,0.57290,-19.46441,1.62463,0.57252
42,4300,-19.42156,1.57489,0.56651,-19.54561,1.60886,0.56668
43,4400,-19.47271,1.37123,0.56132,-19.63456,1.75652,0.56151
44,4500,-19.61808,1.27630,0.55593,-19.85699,1.63765,0.55505
45,4600,-19.68259,1.63527,0.55003,-19.92239,1.57424,0.54974
46,4700,-19.61577,1.65680,0.54489,-19.80924,1.72947,0.54401
47,4800,-19.80228,1.82687,0.53822,-19.97427,2.15072,0.53845
48,4900,-19.94576,1.42358,0.53218,-20.05454,2.00201,0.53144
49,5000,-20.18291,1.47050,0.52693,-20.02715,1.83801,0.52676
50,5100,-20.22252,1.27821,0.52036,-20.27983,1.69191,0.52079
51,5200,-20.13409,1.36375,0.51563,-20.24341,1.45102,0.51461
52,5300,-20.17883,1.58145,0.50920,-20.18065,1.39530,0.50891
53,5400,-20.05206,1.35877,0.50306,-20.15778,1.33338,0.50297
54,5500,-20.15858,1.10358,0.49765,-20.07611,1.40670,0.49724
55,5600,-20.19258,1.29865,0.49170,-20.12070,1.40967,0.49148
56,5700,-20.18309,1.29365,0.48643,-20.19176,1.50465,0.48635
57,5800,-20.27168,1.15503,0.48050,-20.33081,1.52417,0.48076
58,5900,-20.24842,1.21631,0.47535,-20.04351,1.39105,0.47501
59,6000,-20.33265,1.26887,0.46972,-19.99726,1.61562,0.46893
60,6100,-20.29532,1.08065,0.46380,-20.16534,1.40645,0.46353
61,6200,-20.38264,1.04228,0.45793,-20.05437,1.26333,0.45850
62,6300,-20.51337,1.18170,0.45325,-20.03295,1.38219,0.45358
