iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,5.55310,0.49194,1.09913,5.64501,0.47445,1.61169
1,200,1.55952,0.49090,1.10071,1.76088,0.46933,1.61158
2,300,1.00089,0.48479,1.10058,1.07150,0.46571,1.61102
3,400,0.97819,0.48018,1.10078,0.97517,0.46197,1.61081
4,500,1.02023,0.47401,1.10037,0.96856,0.45810,1.61090
5,600,1.02648,0.46908,1.10059,0.98354,0.45349,1.61152
6,700,1.03266,0.46319,1.10060,1.00596,0.44882,1.61212
7,800,0.99050,0.45796,1.10027,1.01741,0.44446,1.61209
8,900,0.99979,0.45292,1.10040,1.04513,0.44137,1.61147
9,1000,1.02465,0.44768,1.09964,1.03671,0.43755,1.61118
10,1100,1.00403,0.44296,1.10053,1.06825,0.43316,1.61146
11,1200,1.02634,0.43810,1.10056,1.06334,0.42941,1.61074
12,1300,1.03335,0.43307,1.10054,1.12000,0.42500,1.61087
13,1400,0.97899,0.42768,1.10005,1.13265,0.42138,1.61113
14,1500,1.01062,0.42342,1.10020,1.13880,0.41769,1.61091
15,1600,1.03135,0.41839,1.10045,1.16624,0.41368,1.61085
16,1700,0.99335,0.41411,1.10034,1.17094,0.41045,1.61002
17,1800,1.00281,0.40956,1.10016,1.19558,0.40660,1.61031
18,1900,0.96523,0.40494,1.10063,1.19179,0.40315,1.60888
19,2000,1.00865,0.39989,1.10011,1.21488,0.39871,1.60898
20,2100,1.00984,0.39537,1.10020,1.22749,0.39520,1.60946
21,2200,1.00188,0.39120,1.10068,1.25747,0.39138,1.60824
22,2300,1.03088,0.38666,1.10072,1.24015,0.38772,1.60827
23,2400,0.98868,0.38210,1.10052,1.26177,0.38394,1.60821
24,2500,1.02557,0.37753,1.10023,1.22400,0.38045,1.60868
25,2600,0.98154,0.37312,1.10020,1.24635,0.37665,1.60810
26,2700,0.99116,0.36895,1.10050,1.29872,0.37285,1.60823
27,2800,0.98843,0.36519,1.10060,1.28718,0.36922,1.60770
28,2900,1.00824,0.36026,1.10016,1.30623,0.36568,1.60775
29,3000,1.00185,0.35661,1.10069,1.29232,0.36215,1.60776
30,3100,1.00644,0.35188,1.10037,1.32329,0.35914,1.60720
31,3200,1.01760,0.34734,1.09999,1.30304,0.35536,1.60747
32,3300,0.98878,0.34392,1.10061,1.30281,0.35199,1.60657
33,3400,1.00596,0.33944,1.10064,1.31856,0.34829,1.60672
34,3500,1.00115,0.33516,1.10043,1.30647,0.34466,1.60633
35,3600,1.01789,0.33111,1.10032,1.34813,0.34191,1.60636
36,3700,1.02324,0.32716,1.10059,1.32009,0.33818,1.60625
37,3800,0.98816,0.32312,1.10032,1.32160,0.33491,1.60605
38,3900,1.00004,0.31925,1.10055,1.34424,0.33184,1.60619
39,4000,1.00114,0.31541,1.10047,1.32722,0.32835,1.60579
40,4100,1.01343,0.31112,1.10016,1.33547,0.32527,1.60484
41,4200,1.00231,0.30779,1.10042,1.34068,0.32204,1.60518
42,4300,1.02343,0.30390,1.10017,1.34544,0.31850,1.60547
43,4400,1.02569,0.29956,1.10000,1.36620,0.31551,1.60525
44,4500,1.02321,0.29613,1.10025,1.34132,0.31176,1.60581
45,4600,1.01463,0.29239,1.10004,1.32671,0.30895,1.60564
46,4700,1.02011,0.28880,1.10007,1.34371,0.30577,1.60567
47,4800,1.00919,0.28495,1.09992,1.33432,0.30295,1.60521
48,4900,1.01101,0.28135,1.09996,1.38829,0.30004,1.60506
49,5000,1.00794,0.27784,1.09984,1.37725,0.29676,1.60505
50,5100,0.99850,0.27439,1.10000,1.37111,0.29375,1.60463
51,5200,1.00572,0.27029,1.09961,1.33827,0.29067,1.60510
52,5300,1.01370,0.26706,1.09965,1.36342,0.28755,1.60535
53,5400,0.98832,0.26381,1.09970,1.37430,0.28460,1.60487
54,5500,0.99525,0.26018,1.09941,1.37932,0.28174,1.60490
55,5600,1.01006,0.25677,1.09935,1.35980,0.27897,1.60462
56,5700,1.01533,0.25338,1.09933,1.35510,0.27611,1.60428
57,5800,0.98322,0.24985,1.09929,1.42185,0.27327,1.60434
58,5900,1.00944,0.24638,1.09900,1.34860,0.27019,1.60468
59,6000,1.01434,0.24310,1.09913,1.38534,0.26767,1.60445
60,6100,1.03665,0.23992,1.09919,1.37053,0.26481,1.60454
61,6200,1.00053,0.23695,1.09921,1.34931,0.26241,1.60396
62,6300,1.02313,0.23348,1.09898,1.37261,0.25936,1.60381
63,6400,1.00838,0.23030,1.09893,1.36371,0.25664,1.60403
64,6500,1.00410,0.22723,1.09898,1.36588,0.25376,1.60371
65,6600,1.01369,0.22397,1.09886,1.38963,0.25142,1.60301
66,6700,1.03179,0.22107,1.09884,1.41469,0.24854,1.60336
67,6800,0.98413,0.21798,1.09878,1.35595,0.24601,1.60300
68,6900,0.99348,0.21503,1.09868,1.37281,0.24328,1.60284
69,7000,1.00198,0.21186,1.09867,1.37228,0.24102,1.60214
70,7100,0.99767,0.20902,1.09864,1.38854,0.23837,1.60193
71,7200,0.97836,0.20603,1.09858,1.39730,0.23564,1.60189
72,7300,1.00194,0.20322,1.09855,1.35615,0.23307,1.60216
73,7400,1.01750,0.20009,1.09843,1.37116,0.23056,1.60163
74,7500,1.03099,0.19728,1.09839,1.38791,0.22811,1.60186
75,7600,1.01325,0.19448,1.09834,1.41330,0.22542,1.60195
76,7700,0.99104,0.19173,1.09834,1.40871,0.22298,1.60145
77,7800,1.00139,0.18875,1.09822,1.36335,0.22067,1.60193
78,7900,0.98838,0.18624,1.09823,1.38280,0.21785,1.60221
79,8000,0.98729,0.18323,1.09811,1.40274,0.21548,1.60177
80,8100,1.00780,0.18063,1.09814,1.42199,0.21308,1.60192
81,8200,1.00630,0.17797,1.09804,1.45916,0.21082,1.60134
82,8300,1.02186,0.17547,1.09803,1.40222,0.20819,1.60138
83,8400,1.03710,0.17268,1.09798,1.40266,0.20591,1.60123
84,8500,1.05057,0.17019,1.09796,1.39881,0.20363,1.60098
85,8600,1.02116,0.16759,1.09799,1.44476,0.20121,1.60145
86,8700,1.01247,0.16517,1.09786,1.46215,0.19904,1.60082
87,8800,0.99345,0.16273,1.09791,1.43156,0.19668,1.60089
88,8900,1.00952,0.16028,1.09771,1.42976,0.19417,1.60149
89,9000,1.03101,0.15781,1.09768,1.45737,0.19189,1.60133
90,9100,1.04122,0.15561,1.09771,1.42230,0.18953,1.60076
91,9200,1.02807,0.15293,1.09777,1.45844,0.18752,1.60077
92,9300,0.97789,0.15055,1.09770,1.41980,0.18528,1.60064
93,9400,0.97895,0.14824,1.09753,1.47702,0.18280,1.60114
94,9500,1.03752,0.14607,1.09753,1.47552,0.18075,1.60057
95,9600,0.99593,0.14371,1.09743,1.44813,0.17840,1.60073
96,9700,1.02525,0.14140,1.09749,1.44861,0.17628,1.60098
97,9800,0.99899,0.13925,1.09727,1.49906,0.17410,1.60051
98,9900,0.98227,0.13689,1.09736,1.41700,0.17192,1.60086
99,10000,1.01623,0.13474,1.09731,1.45004,0.16965,1.60082
100,10100,0.98306,0.13245,1.09733,1.46349,0.16772,1.59981
101,10200,1.02273,0.13031,1.09719,1.47611,0.16589,1.59912
102,10300,0.98038,0.12813,1.09704,1.45946,0.16389,1.59985
103,10400,0.99202,0.12599,1.09694,1.48015,0.16161,1.59919
104,10500,0.99673,0.12402,1.09690,1.43932,0.15953,1.60016
105,10600,0.99905,0.12188,1.09684,1.47676,0.15734,1.59944
106,10700,1.00026,0.11999,1.09664,1.47223,0.15542,1.59962
107,10800,1.00980,0.11782,1.09668,1.51440,0.15359,1.59903
108,10900,1.00057,0.11590,1.09648,1.48909,0.15146,1.59908
109,11000,1.01618,0.11382,1.09647,1.44925,0.14940,1.59917
110,11100,1.01143,0.11191,1.09635,1.49542,0.14742,1.59962
111,11200,1.00017,0.10996,1.09612,1.48216,0.14561,1.59861
112,11300,1.01218,0.10805,1.09610,1.46519,0.14344,1.59921
113,11400,0.98469,0.10633,1.09593,1.45897,0.14173,1.59873
114,11500,1.01231,0.10438,1.09567,1.52962,0.13980,1.59813
115,11600,1.00750,0.10258,1.09560,1.49790,0.13785,1.59842
116,11700,1.01091,0.10076,1.09584,1.46564,0.13600,1.59818
117,11800,1.00241,0.09906,1.09528,1.49108,0.13395,1.59807
118,11900,1.00959,0.09737,1.09520,1.43814,0.13217,1.59782
119,12000,0.99147,0.09554,1.09500,1.48124,0.13047,1.59738
120,12100,1.01853,0.09387,1.09460,1.48145,0.12847,1.59812
121,12200,0.99239,0.09211,1.09479,1.47230,0.12690,1.59737
122,12300,0.98614,0.09051,1.09416,1.47391,0.12482,1.59801
123,12400,0.99781,0.08898,1.09421,1.49806,0.12319,1.59809
124,12500,1.00916,0.08729,1.09387,1.43045,0.12144,1.59767
125,12600,0.99823,0.08570,1.09381,1.46419,0.11966,1.59688
126,12700,0.99054,0.08413,1.09371,1.41499,0.11796,1.59760
127,12800,1.04014,0.08256,1.09388,1.46999,0.11606,1.59773
