iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss,4_iql_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,8.92848,0.63239,2.96373,9.17895,0.63252,2.96414,8.67540,0.63247,2.96450,8.68177,0.63087,2.96470
1,200,2.23609,0.61819,2.96126,2.22784,0.61746,2.96155,2.25783,0.61769,2.96200,2.13241,0.61704,2.96210
2,300,0.85412,0.60325,2.96220,1.10708,0.60106,2.96285,1.11883,0.60085,2.96137,1.39703,0.60076,2.96156
3,400,1.13225,0.57737,2.96072,1.33834,0.57689,2.96032,1.04962,0.57652,2.96074,1.15577,0.57604,2.96020
4,500,0.96058,0.55188,2.95823,0.90962,0.55193,2.95970,1.10349,0.55139,2.95734,0.84798,0.55110,2.95833
5,600,0.90654,0.52913,2.95675,1.29514,0.52943,2.95651,1.20133,0.52914,2.95636,0.92243,0.52893,2.95525
6,700,0.80716,0.51066,2.95496,0.94188,0.50993,2.95399,1.16803,0.51015,2.95480,1.11226,0.50946,2.95346
7,800,0.96499,0.49001,2.95403,1.04567,0.49019,2.95252,1.18814,0.48975,2.95357,0.89856,0.48992,2.95239
8,900,0.94732,0.47001,2.94972,0.85589,0.46982,2.95015,1.14855,0.47045,2.94974,1.06036,0.47006,2.95170
9,1000,0.99988,0.45228,2.94916,1.02110,0.45216,2.94940,0.90777,0.45163,2.94891,0.81000,0.45182,2.94788
10,1100,0.88799,0.43447,2.94743,0.83297,0.43484,2.94691,1.05006,0.43365,2.94656,0.97211,0.43334,2.94612
11,1200,1.02720,0.41775,2.94478,1.20488,0.41759,2.94406,0.96754,0.41788,2.94517,0.88383,0.41693,2.94418
12,1300,1.05195,0.40159,2.94200,0.96484,0.40154,2.94168,1.28122,0.40089,2.94277,1.06032,0.40107,2.94315
13,1400,1.00960,0.38512,2.94006,1.28201,0.38567,2.94106,1.07248,0.38518,2.94163,1.02779,0.38526,2.94083
14,1500,1.20294,0.37077,2.93951,1.02714,0.37068,2.93883,0.92860,0.37010,2.93903,0.85107,0.37007,2.93768
15,1600,1.33513,0.35695,2.93707,1.17118,0.35554,2.93587,1.30998,0.35591,2.93697,1.16404,0.35620,2.93579
16,1700,0.85685,0.34267,2.93470,1.20962,0.34276,2.93527,0.99375,0.34157,2.93453,0.97207,0.34262,2.93500
17,1800,0.89994,0.32907,2.93165,0.97771,0.32913,2.93321,0.89342,0.32875,2.93208,0.99292,0.32937,2.93279
18,1900,1.25553,0.31651,2.93012,0.92701,0.31623,2.93062,0.88448,0.31581,2.92975,0.91966,0.31620,2.93095
19,2000,0.77415,0.30356,2.92841,0.91217,0.30347,2.92868,0.97238,0.30355,2.92808,0.94061,0.30301,2.92999
20,2100,0.98272,0.29164,2.92724,1.04960,0.29134,2.92702,1.07373,0.29216,2.92736,0.86842,0.29103,2.92768
21,2200,0.73374,0.27991,2.92557,0.96796,0.27975,2.92552,0.94641,0.27966,2.92463,0.86777,0.27986,2.92392
22,2300,1.05869,0.26913,2.92293,1.06920,0.26829,2.92256,0.96509,0.26855,2.92224,0.94852,0.26815,2.92223
23,2400,0.97065,0.25768,2.92039,0.98956,0.25724,2.92058,1.08365,0.25727,2.92043,1.03329,0.25767,2.92050
24,2500,1.00987,0.24739,2.91805,0.92401,0.24691,2.91759,0.94561,0.24726,2.91880,0.93568,0.24670,2.91847
