iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.32557,1.60679,0.45481,2.05824,-2.32483,1.60388,0.45542,2.05796
1,200,-2.81494,1.00495,0.45068,2.05864,-2.78369,1.00304,0.45005,2.05875
2,300,-3.14427,0.97656,0.43905,2.06453,-3.05052,0.99165,0.43976,2.06415
3,400,-3.48853,0.99934,0.42426,2.06928,-3.40751,0.96684,0.42270,2.06952
4,500,-3.80810,0.97966,0.40996,2.06841,-3.75289,0.88747,0.41068,2.06837
5,600,-4.15392,0.94024,0.40279,2.06800,-4.04459,1.02986,0.40202,2.06867
6,700,-4.32480,0.85174,0.39371,2.06716,-4.31343,1.06385,0.39403,2.06783
7,800,-4.68797,0.94846,0.38669,2.06375,-4.55625,0.93695,0.38670,2.06446
8,900,-4.92315,1.02209,0.38019,2.06131,-4.87430,1.01166,0.38006,2.06138
9,1000,-5.18944,0.96279,0.37289,2.05817,-5.10007,1.05980,0.37277,2.05832
10,1100,-5.45685,1.07635,0.36704,2.05511,-5.36671,0.97543,0.36740,2.05517
11,1200,-5.72605,1.07192,0.36399,2.05214,-5.59334,1.16771,0.36452,2.05214
12,1300,-5.94058,1.11549,0.36056,2.04876,-5.79664,1.06432,0.36068,2.04859
13,1400,-6.22410,1.06547,0.35400,2.04591,-6.02076,1.08346,0.35300,2.04588
14,1500,-6.37112,0.97768,0.34611,2.04310,-6.11836,1.25955,0.34541,2.04380
15,1600,-6.59244,1.17526,0.33947,2.04222,-6.31874,1.04742,0.33850,2.04200
16,1700,-6.71693,1.11811,0.33236,2.03941,-6.54411,1.13322,0.33225,2.03912
17,1800,-6.89618,1.05683,0.32624,2.03762,-6.83026,1.26064,0.32683,2.03715
18,1900,-7.13386,1.05736,0.32159,2.03639,-7.01062,1.04148,0.32112,2.03731
19,2000,-7.36162,1.09168,0.31610,2.03588,-7.15789,1.11262,0.31631,2.03560
20,2100,-7.42237,1.09347,0.31069,2.03442,-7.27545,1.02151,0.31016,2.03448
