iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,7.27050,0.56202,2.70513,7.33721,0.56280,2.70381,7.28841,0.56291,2.70377
1,200,2.15194,0.54895,2.70334,2.30034,0.54726,2.70270,2.24835,0.54845,2.70308
2,300,1.31526,0.53413,2.70280,1.30577,0.53302,2.70262,1.34009,0.53404,2.70179
3,400,1.14241,0.52270,2.70018,1.11650,0.51965,2.70008,1.15338,0.51904,2.70056
4,500,0.98706,0.50816,2.70017,1.00631,0.50540,2.69964,1.08940,0.50525,2.69970
5,600,0.97640,0.48983,2.69882,1.01898,0.48898,2.69881,1.03137,0.49032,2.69882
6,700,1.09500,0.47530,2.69802,1.02198,0.47395,2.69798,1.00917,0.47409,2.69795
7,800,1.03608,0.46266,2.69625,1.00904,0.46244,2.69683,0.99183,0.46202,2.69666
8,900,0.94429,0.45061,2.69608,1.00756,0.44992,2.69570,0.99052,0.45088,2.69580
9,1000,0.99347,0.43850,2.69486,0.96974,0.43816,2.69521,1.02587,0.43884,2.69496
10,1100,0.94337,0.42612,2.69439,0.97796,0.42663,2.69391,1.02535,0.42577,2.69458
11,1200,0.97698,0.41513,2.69281,1.03290,0.41574,2.69298,0.98025,0.41644,2.69261
12,1300,1.07700,0.40516,2.69128,0.97384,0.40268,2.69190,0.97386,0.40419,2.69099
13,1400,0.96202,0.39344,2.69004,1.00032,0.39144,2.69075,1.01406,0.39256,2.69020
14,1500,0.97942,0.38052,2.68944,1.03488,0.38151,2.68840,0.95055,0.38067,2.68854
15,1600,0.96784,0.37074,2.68712,0.98227,0.36954,2.68777,0.95758,0.37016,2.68775
16,1700,0.97087,0.35953,2.68704,0.99673,0.36054,2.68652,0.99129,0.35955,2.68736
17,1800,1.03096,0.34975,2.68567,0.98523,0.34922,2.68515,0.99221,0.35016,2.68519
18,1900,0.95173,0.34029,2.68444,0.99611,0.33905,2.68393,0.98327,0.33984,2.68430
19,2000,0.98073,0.33034,2.68359,1.02829,0.33051,2.68306,0.91701,0.32944,2.68281
20,2100,1.03438,0.32176,2.68123,0.97408,0.32100,2.68218,1.01065,0.32171,2.68148
21,2200,1.01665,0.31198,2.68090,0.96626,0.31245,2.68105,1.01864,0.31199,2.68008
