iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,99.48566,2.03357,101.25112,2.02444,101.88089,2.03130
1,200,58.14111,1.99477,63.34552,1.99159,62.78640,1.98739
2,300,11.33699,1.97140,14.20307,1.96553,14.81393,1.98028
3,400,5.01256,1.93503,5.82852,1.93377,6.33375,1.92837
4,500,2.27106,1.91035,2.55546,1.91060,2.71436,1.90796
5,600,1.53262,1.90376,1.56521,1.90560,1.50913,1.90645
6,700,1.18096,1.89313,1.31083,1.90071,1.17497,1.89874
7,800,1.11973,1.88432,1.14714,1.88615,1.17381,1.89313
8,900,1.06390,1.88112,1.09360,1.87345,0.99649,1.87608
9,1000,1.05691,1.86623,1.09399,1.85938,1.04259,1.88201
10,1100,0.98315,1.86515,1.01525,1.86283,0.95633,1.86311
11,1200,1.19547,1.84383,1.13848,1.85963,1.03039,1.85013
12,1300,1.09220,1.85267,1.06785,1.84404,1.02161,1.84684
13,1400,1.06714,1.84440,1.13753,1.84226,0.99122,1.84853
14,1500,1.07740,1.83417,1.04566,1.82409,1.04606,1.82477
15,1600,1.02816,1.83166,0.97976,1.82003,1.05629,1.82534
16,1700,1.15059,1.81540,1.04897,1.80491,1.03704,1.81265
17,1800,0.96316,1.79240,1.03156,1.80122,0.99298,1.78639
18,1900,1.03554,1.78814,1.12002,1.77829,1.01649,1.77989
19,2000,0.97430,1.76860,1.08652,1.76059,1.06952,1.76072
20,2100,1.08319,1.75526,1.02648,1.76355,0.99065,1.75012
21,2200,1.03762,1.74700,0.98999,1.74380,0.99390,1.74275
22,2300,1.04493,1.73548,1.10235,1.74540,1.00152,1.73838
23,2400,1.05899,1.72569,1.01142,1.72294,1.04708,1.71714
24,2500,1.08501,1.70853,1.02419,1.70540,1.08011,1.71755
25,2600,0.92622,1.69820,1.11970,1.69363,1.03665,1.70408
26,2700,0.97961,1.68648,1.06791,1.69375,1.10842,1.69674
27,2800,1.06375,1.68572,0.96902,1.68658,1.00832,1.67949
28,2900,1.10625,1.67992,1.08333,1.66731,1.07469,1.66559
29,3000,1.14354,1.66058,1.06711,1.66073,1.00185,1.66242
30,3100,1.04914,1.65708,1.02518,1.64822,1.08652,1.65018
31,3200,0.88107,1.63593,1.01245,1.63255,1.03629,1.62658
