iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-2.19892,3.33619,0.43911,-2.11651,3.27115,0.43258,-2.18464,3.36774,0.43700
1,200,-2.35834,1.78487,0.34062,-2.47153,1.82029,0.35574,-2.43251,1.87031,0.35945
2,300,-2.69993,1.75623,0.32741,-2.82482,1.87864,0.35364,-2.84427,1.72068,0.35518
3,400,-3.02095,1.74966,0.31650,-3.26706,1.83347,0.34820,-3.16637,1.74903,0.34736
4,500,-3.32325,1.84935,0.31182,-3.51478,1.83368,0.33577,-3.49125,1.81499,0.33655
5,600,-3.60391,1.82289,0.31344,-3.82589,1.89058,0.33026,-3.80535,1.73543,0.33469
6,700,-4.11712,1.80002,0.32028,-4.17082,1.77633,0.33307,-4.15098,1.72441,0.32900
7,800,-4.25101,1.82331,0.32492,-4.41936,1.93023,0.33380,-4.33675,1.78573,0.32366
8,900,-4.73804,1.75294,0.32904,-4.87084,1.79510,0.33453,-4.70309,1.76306,0.31921
9,1000,-5.08925,1.75179,0.33736,-5.20302,1.88870,0.33745,-5.04417,1.80957,0.31756
10,1100,-5.50815,1.81719,0.34077,-5.61217,1.83334,0.34086,-5.33709,1.75822,0.31789
11,1200,-5.89464,1.69430,0.34262,-5.88844,1.88151,0.34474,-5.68286,1.84195,0.31969
12,1300,-6.20672,1.75519,0.34479,-6.27542,1.90054,0.34414,-5.95617,1.82517,0.32022
13,1400,-6.57564,1.73671,0.34774,-6.59134,1.87390,0.34671,-6.20674,1.96262,0.32210
14,1500,-6.92459,1.80612,0.35145,-7.01077,1.78354,0.35151,-6.60985,1.96731,0.32335
15,1600,-7.33075,1.84448,0.35295,-7.28575,1.81814,0.34960,-6.84101,1.94963,0.32547
16,1700,-7.67479,1.73634,0.35663,-7.74562,1.84403,0.35501,-7.14545,1.90242,0.32457
17,1800,-8.05748,1.88135,0.35581,-8.06843,1.99000,0.35703,-7.52338,1.92894,0.32693
18,1900,-8.29586,1.88998,0.35900,-8.38992,1.81298,0.35940,-7.84759,1.86702,0.32746
19,2000,-8.68808,1.98094,0.35722,-8.82532,1.93111,0.36052,-8.25368,2.06176,0.32788
20,2100,-9.08175,1.81717,0.35620,-9.15199,1.96234,0.35737,-8.54600,2.04496,0.33059
21,2200,-9.48237,1.98490,0.35895,-9.57693,1.99773,0.35875,-8.85036,2.01217,0.32902
22,2300,-9.86840,1.91651,0.35960,-9.80765,2.02020,0.36231,-9.25198,2.02958,0.32843
23,2400,-10.18961,1.89633,0.36068,-10.15929,1.90984,0.35622,-9.64338,1.97648,0.33186
24,2500,-10.66122,2.13803,0.36174,-10.19130,2.57616,0.35593,-9.80858,1.94630,0.33295
25,2600,-10.88665,1.98653,0.36170,-10.69700,2.15466,0.35577,-10.25236,2.02327,0.33274
26,2700,-11.33011,2.01028,0.35722,-11.02109,2.00692,0.35538,-10.63168,2.07890,0.33469
27,2800,-11.51909,1.94001,0.35874,-11.35945,2.09179,0.35237,-10.96897,2.45918,0.33568
28,2900,-11.93578,2.08999,0.35809,-11.68116,1.96964,0.34980,-11.28375,2.01433,0.33416
29,3000,-12.38396,2.33761,0.35968,-11.98334,2.20613,0.35186,-11.62854,2.30898,0.33725
30,3100,-12.65925,1.96604,0.35947,-12.19057,2.01153,0.35130,-11.95209,2.21608,0.33786
31,3200,-12.90055,1.97437,0.35575,-12.61414,2.09473,0.34969,-12.29302,2.00787,0.33537
32,3300,-13.35517,2.42263,0.35821,-12.91174,1.95010,0.34668,-12.56791,2.11589,0.33310
33,3400,-13.48601,2.09096,0.35556,-13.07359,1.94308,0.34308,-12.88215,2.00673,0.33499
34,3500,-13.93438,1.93479,0.35583,-13.48248,1.93735,0.34585,-13.26048,2.08016,0.33492
35,3600,-14.19574,2.03660,0.35677,-13.65642,2.01496,0.34450,-13.53200,2.42073,0.33597
36,3700,-14.56450,2.28771,0.35480,-13.98653,2.10305,0.34316,-13.67226,2.12605,0.33241
37,3800,-14.74973,2.09127,0.35095,-14.34164,2.24855,0.34330,-14.02448,2.37411,0.33210
38,3900,-14.91759,2.24975,0.35251,-14.73343,2.25166,0.34139,-14.30330,2.06647,0.32997
39,4000,-15.42075,2.50735,0.35246,-15.03879,2.06997,0.34396,-14.47767,2.06132,0.32870
40,4100,-15.53547,2.36808,0.35139,-15.18834,2.49571,0.34286,-14.86330,1.97747,0.32780
