iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.52001,1.98509,0.44144,3.00860,-2.51805,2.00743,0.44077,3.00847,-2.50001,1.97399,0.44065,3.00826,-2.45459,1.92381,0.43890,3.00830
1,200,-2.73778,1.00950,0.41236,3.00707,-2.70892,1.00012,0.41212,3.00717,-2.73803,0.95559,0.41137,3.00759,-2.60560,0.75512,0.41016,3.00710
2,300,-2.91743,1.03397,0.38503,3.00275,-2.86863,0.96412,0.38232,3.00286,-2.85182,0.97718,0.38245,3.00316,-2.74427,0.71277,0.38414,3.00268
3,400,-3.02477,0.99120,0.34827,3.00094,-2.98295,1.02686,0.34794,3.00073,-3.00761,1.09270,0.34830,3.00058,-2.87849,0.62879,0.34737,3.00049
4,500,-3.11504,1.08525,0.31850,2.99825,-3.12419,0.91802,0.31866,2.99863,-3.19433,0.98528,0.31845,2.99872,-3.05182,0.62904,0.31822,2.99864
5,600,-3.23858,1.04781,0.29500,2.99768,-3.29951,1.02335,0.29462,2.99723,-3.34182,1.03683,0.29366,2.99693,-3.19891,0.66253,0.29371,2.99708
6,700,-3.29891,1.01629,0.27210,2.99686,-3.39640,0.99940,0.27222,2.99652,-3.45128,1.01395,0.27119,2.99605,-3.35724,0.70080,0.27180,2.99633
7,800,-3.42504,1.07511,0.25072,2.99442,-3.55861,1.01730,0.24985,2.99435,-3.56206,0.92205,0.24955,2.99484,-3.42024,0.66747,0.24925,2.99429
8,900,-3.55539,1.07283,0.22936,2.99257,-3.65278,1.11468,0.22909,2.99218,-3.69555,1.01129,0.23009,2.99265,-3.55445,0.71773,0.22894,2.99240
9,1000,-3.65768,1.00772,0.21095,2.99025,-3.77058,1.23068,0.21053,2.99110,-3.80324,1.01167,0.21012,2.99112,-3.69724,0.71843,0.21014,2.99157
10,1100,-3.69652,1.03466,0.19389,2.98833,-3.86453,1.11585,0.19284,2.98796,-3.82665,1.13546,0.19266,2.98889,-3.72781,0.75666,0.19305,2.98922
11,1200,-3.82613,1.02117,0.17753,2.98608,-3.92547,1.08036,0.17730,2.98546,-3.83793,1.01179,0.17727,2.98543,-3.78959,0.85733,0.17683,2.98531
12,1300,-3.88763,1.04781,0.16316,2.98304,-3.92310,1.07049,0.16313,2.98314,-3.91313,1.04420,0.16287,2.98289,-3.79953,0.82277,0.16281,2.98329
13,1400,-3.98189,1.10678,0.15005,2.98096,-3.98737,1.08781,0.15053,2.98077,-3.95825,1.07303,0.15024,2.98118,-3.82317,0.86298,0.14997,2.98057
14,1500,-3.98718,1.02681,0.13863,2.97872,-4.05331,1.11012,0.13878,2.97824,-4.02940,1.05032,0.13866,2.97812,-3.89792,0.83392,0.13838,2.97856
15,1600,-4.00543,1.05610,0.12920,2.97530,-4.04175,1.12877,0.12891,2.97578,-3.98580,1.02661,0.12871,2.97559,-3.90148,0.89094,0.12875,2.97614
16,1700,-4.02422,1.01123,0.12052,2.97270,-3.99140,0.98906,0.11962,2.97318,-4.00824,1.04003,0.11915,2.97254,-3.92003,0.95410,0.11956,2.97259
17,1800,-4.05724,1.02609,0.11131,2.96992,-4.05623,1.05138,0.11181,2.96965,-3.99664,1.11494,0.11163,2.96949,-3.97414,0.92185,0.11139,2.96963
18,1900,-4.08290,1.00999,0.10455,2.96584,-4.03189,0.99372,0.10478,2.96631,-4.04840,1.04064,0.10469,2.96548,-3.92664,0.92795,0.10445,2.96567
19,2000,-4.10076,1.05423,0.09841,2.96271,-4.04905,1.08414,0.09821,2.96218,-4.08147,1.13811,0.09857,2.96160,-3.97743,0.93489,0.09823,2.96222
20,2100,-4.02460,1.02541,0.09341,2.95911,-3.97956,1.08245,0.09314,2.95906,-4.08941,1.09652,0.09315,2.95902,-3.95717,0.88991,0.09340,2.95771
21,2200,-4.06806,1.00969,0.08916,2.95541,-3.96883,1.02811,0.08911,2.95613,-4.09207,1.11013,0.08884,2.95515,-3.99391,0.98128,0.08913,2.95520
22,2300,-4.03919,1.05327,0.08557,2.95168,-4.01958,1.03624,0.08568,2.95133,-4.02241,0.99243,0.08589,2.95171,-3.96103,0.95468,0.08568,2.95109
23,2400,-4.04912,1.08542,0.08205,2.94757,-3.98283,0.94302,0.08269,2.94869,-4.00243,1.06811,0.08226,2.94824,-3.95824,0.90451,0.08241,2.94672
24,2500,-4.00727,1.01875,0.07953,2.94410,-3.98133,1.00833,0.07970,2.94430,-4.01966,1.02160,0.07982,2.94432,-3.93104,0.86127,0.07966,2.94403
25,2600,-4.04870,1.05178,0.07725,2.94043,-3.96261,0.98035,0.07759,2.94047,-4.00220,0.99837,0.07747,2.94056,-3.93274,0.85454,0.07739,2.94036
26,2700,-3.98579,1.12361,0.07523,2.93532,-3.99372,1.04206,0.07549,2.93515,-4.00087,0.99449,0.07524,2.93639,-3.89177,0.86943,0.07567,2.93498
27,2800,-3.98042,1.01274,0.07366,2.93039,-3.93979,1.06017,0.07353,2.93024,-3.98080,1.07422,0.07341,2.92952,-3.85845,0.88375,0.07382,2.93037
28,2900,-3.93880,0.99145,0.07192,2.92410,-3.91518,1.02643,0.07231,2.92269,-3.98327,1.12687,0.07198,2.92417,-3.89197,0.91101,0.07228,2.92429
29,3000,-3.93372,1.01421,0.07131,2.91725,-3.93260,1.02557,0.07102,2.91794,-3.95058,1.02568,0.07140,2.91880,-3.89087,0.91891,0.07086,2.91750
30,3100,-3.88192,1.07869,0.06953,2.91160,-3.92401,1.03705,0.06990,2.91118,-3.92880,1.00716,0.06961,2.91171,-3.85448,0.89369,0.07020,2.91117
31,3200,-3.87989,1.07484,0.06964,2.90575,-3.88816,1.05071,0.06948,2.90433,-3.90117,1.01636,0.06907,2.90506,-3.82923,0.90362,0.06905,2.90420
32,3300,-3.87212,1.02461,0.06834,2.89770,-3.92309,1.00804,0.06853,2.89754,-3.87644,0.97797,0.06832,2.89810,-3.79909,1.03790,0.06849,2.89895
33,3400,-3.80920,0.99848,0.06782,2.89058,-3.84719,0.96433,0.06769,2.89089,-3.93173,1.05788,0.06776,2.89039,-3.73282,1.00135,0.06793,2.89036
34,3500,-3.79852,1.02156,0.06737,2.88238,-3.87810,1.03110,0.06762,2.88203,-3.88672,1.04831,0.06743,2.88239,-3.74765,0.97090,0.06712,2.88256
35,3600,-3.78111,1.05513,0.06691,2.87120,-3.83673,0.97981,0.06692,2.87255,-3.84570,1.06041,0.06710,2.87243,-3.75433,0.92236,0.06685,2.87354
36,3700,-3.77927,0.95888,0.06688,2.86211,-3.87600,0.97460,0.06667,2.86235,-3.83942,0.98570,0.06676,2.86248,-3.75006,0.95518,0.06717,2.86259
37,3800,-3.80696,1.05326,0.06675,2.85220,-3.82735,1.04627,0.06692,2.85105,-3.82524,1.06335,0.06673,2.85174,-3.69199,0.91882,0.06669,2.85199
38,3900,-3.78966,0.98525,0.06681,2.84176,-3.83628,1.04102,0.06670,2.84133,-3.79545,0.96929,0.06688,2.84072,-3.69257,0.95964,0.06690,2.84043
