iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
0,100,0.97453,0.97099,1.02021,0.99981
1,200,0.95125,0.92325,0.88871,0.92230
2,300,0.93355,0.90755,0.91712,0.87145
3,400,0.96206,0.96004,0.92886,0.78933
4,500,0.98680,0.88266,0.93625,0.81997
5,600,0.99674,0.98383,0.96800,0.77156
6,700,0.98916,1.05149,1.03766,0.78198
7,800,0.95904,0.89665,0.96968,0.77270
8,900,0.89439,0.90629,0.92594,0.75153
9,1000,0.97910,0.98053,0.93721,0.84119
10,1100,0.85896,0.97414,1.08376,0.85943
11,1200,0.93955,0.99702,0.99735,0.78931
12,1300,0.93605,1.05791,1.06161,0.85810
13,1400,1.08058,0.89779,0.99566,0.86387
14,1500,0.94307,0.98155,0.88587,0.90624
15,1600,0.99336,0.93310,0.99707,0.88149
16,1700,0.95805,1.00319,1.03138,0.80760
17,1800,0.91884,0.94159,1.01691,0.88468
18,1900,0.97681,1.04485,0.96301,0.77555
19,2000,0.99724,1.00159,0.98753,0.85349
20,2100,0.98938,1.01259,0.92020,0.93876
21,2200,0.94463,0.93415,1.04579,0.81153
22,2300,0.95507,0.99807,1.03009,0.82898
23,2400,1.01068,1.00068,1.02780,0.85359
24,2500,1.07539,0.98306,1.01751,0.85964
25,2600,0.97986,0.99060,1.01278,0.92488
26,2700,0.96784,0.99700,1.05829,0.84079
27,2800,0.97056,0.99560,1.09697,0.86705
28,2900,0.98112,1.03855,1.08884,0.97474
29,3000,1.08653,1.04251,1.01558,0.96211
30,3100,0.99489,1.01420,0.98900,0.91472
31,3200,0.97157,0.97876,1.01126,0.90004
32,3300,1.05006,1.09968,1.07441,0.88976
33,3400,1.08440,0.98372,1.12075,0.91414
34,3500,1.03767,1.07753,1.04886,0.94963
35,3600,0.99307,1.03508,1.05581,0.91422
36,3700,1.02138,1.03740,0.99457,0.93418
37,3800,1.04802,1.04282,1.04515,0.97699
38,3900,1.11071,1.06455,0.98069,0.90297
39,4000,1.02378,0.99460,1.07727,0.95031
40,4100,0.93951,1.04646,1.06995,0.98346
41,4200,1.05310,1.11886,1.05103,0.94560
42,4300,1.08158,1.03355,0.95054,0.91440
43,4400,1.07111,1.06154,1.00350,1.00108
44,4500,1.05827,1.10861,1.06509,1.01058
45,4600,1.04439,1.14556,0.98542,0.98059
46,4700,0.97653,1.05253,1.10324,0.92168
47,4800,1.03724,1.01277,1.12651,0.85945
48,4900,1.05500,1.07692,1.06708,0.93045
49,5000,1.01257,1.09575,1.06437,1.00848
50,5100,1.02949,1.05367,1.05146,1.01920
51,5200,1.06513,1.08060,1.03660,0.96099
52,5300,1.09456,0.95290,1.08609,0.97805
53,5400,1.03900,1.00560,1.11099,0.94755
54,5500,1.02860,1.02964,1.06545,0.90383
55,5600,1.05419,1.05829,1.10745,0.92946
56,5700,1.12644,1.06650,1.03494,1.04121
57,5800,1.05070,1.05035,1.05866,0.96827
58,5900,1.04536,1.11459,1.11124,0.99633
59,6000,1.11928,1.05759,1.04239,0.91940
60,6100,1.09436,1.12882,1.10198,0.91990
61,6200,1.04867,1.14541,1.11469,0.96958
62,6300,1.11221,1.11720,1.06887,0.99588
63,6400,1.10904,1.11396,1.13903,1.00429
64,6500,1.10849,1.10744,1.03608,1.03617
65,6600,1.09117,1.13042,1.04809,0.98550
66,6700,1.09020,1.09951,1.08269,0.99887
67,6800,1.09867,1.11069,1.10462,0.96407
68,6900,1.02763,1.11777,1.05072,0.94231
69,7000,1.04150,1.11397,1.10751,1.05255
70,7100,1.16776,1.10276,1.02405,0.95268
71,7200,1.09526,1.12643,1.09754,1.00066
72,7300,1.06917,1.15335,1.04038,1.03659
73,7400,1.11018,1.12146,1.12545,0.96940
74,7500,1.03512,1.09350,1.03803,1.03710
75,7600,1.09184,1.02824,1.10691,1.03383
76,7700,1.08503,1.04361,1.11632,1.01407
77,7800,1.10875,1.08191,1.04853,1.01164
78,7900,1.09373,1.17045,1.12671,1.04511
79,8000,1.12290,1.15864,1.09048,1.02499
80,8100,1.14098,1.11827,1.14768,0.99177
81,8200,1.13855,1.07143,1.13156,0.92348
82,8300,1.02605,1.08491,1.12799,1.02538
83,8400,1.08387,1.11164,1.10341,1.04070
84,8500,1.08075,1.14070,1.08014,1.02171
85,8600,1.15008,1.14846,1.14377,0.98830
86,8700,1.17135,1.11973,1.14863,1.04403
87,8800,1.14447,1.10263,1.14905,1.03158
88,8900,1.07096,1.07979,1.10906,1.07681
89,9000,1.11243,1.12564,1.12195,0.99341
90,9100,1.08088,1.10511,1.08876,1.04697
91,9200,1.13631,1.08853,1.16788,1.07947
92,9300,1.09004,1.13062,1.14746,0.99656
93,9400,1.13040,1.13222,1.11296,0.99254
94,9500,1.06894,1.18810,1.14030,1.00745
95,9600,1.14912,1.18707,1.14687,1.07590
96,9700,1.08153,1.11000,1.19330,1.08775
97,9800,1.14714,1.12646,1.18113,0.93852
98,9900,1.08531,1.11963,1.07429,0.99745
99,10000,1.09093,1.17329,1.16528,1.00609
100,10100,1.10102,1.13380,1.13523,1.10205
101,10200,1.11987,1.14084,1.11345,1.03644
102,10300,1.15501,1.12812,1.12254,1.04064
