iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.67046,11.91933,1.24439,-8.21479,15.60070,1.65837
1,200,-7.41754,1.54688,1.23478,-9.96904,2.58486,1.71175
2,300,-8.15793,1.21310,1.22864,-11.23705,1.43209,1.77866
3,400,-8.98072,1.19157,1.22399,-13.08919,1.66390,1.90610
4,500,-9.75405,1.41348,1.21916,-14.83568,1.76607,1.99032
5,600,-10.70219,1.21191,1.21391,-16.46713,1.74234,2.05191
6,700,-11.68166,1.75998,1.20478,-18.40195,3.26261,2.10847
7,800,-12.57704,1.90893,1.19775,-20.24186,2.92134,2.15789
8,900,-13.44676,1.26969,1.19086,-22.26642,1.99902,2.24243
9,1000,-14.35174,1.84095,1.18505,-24.08676,3.38592,2.30128
10,1100,-15.16197,1.68840,1.17916,-25.70623,2.55278,2.30920
11,1200,-15.79215,1.59374,1.17255,-27.78719,3.72980,2.34865
12,1300,-16.73064,2.57751,1.16549,-29.48576,5.20604,2.39373
13,1400,-17.58913,1.99280,1.15967,-31.27883,3.97232,2.36186
14,1500,-18.34236,1.68889,1.15148,-32.80828,3.66693,2.33376
15,1600,-19.09675,2.15619,1.14548,-34.24222,5.40997,2.32634
16,1700,-19.90821,1.81601,1.13982,-35.94802,5.57061,2.31855
17,1800,-20.58084,1.46899,1.13315,-37.32201,3.51465,2.26263
18,1900,-21.36383,1.82659,1.12643,-38.64499,5.89917,2.21043
19,2000,-22.00473,2.37183,1.11964,-39.84104,6.73657,2.15840
20,2100,-22.34914,1.57290,1.11379,-40.28970,3.46235,2.15618
21,2200,-22.94077,1.52678,1.10762,-41.33706,2.84131,2.14228
22,2300,-23.04527,1.46770,1.10048,-42.52469,2.90400,2.13927
23,2400,-23.79270,1.33889,1.09430,-44.06900,3.72670,2.11897
24,2500,-24.49853,1.88062,1.08746,-45.02500,5.71907,2.09355
25,2600,-25.30676,2.20325,1.08151,-46.54454,7.67388,2.08633
26,2700,-25.92887,1.73613,1.07602,-47.48545,4.31997,2.06131
27,2800,-26.13039,1.50101,1.06992,-48.14960,3.23303,2.05114
28,2900,-26.36619,1.53690,1.06310,-49.78349,4.00167,2.04252
29,3000,-27.00673,1.89545,1.05797,-50.04212,3.84875,2.00688
30,3100,-27.76859,2.13716,1.05111,-50.59170,5.34940,1.99189
31,3200,-28.30313,1.80922,1.04606,-51.63195,3.42484,1.98020
32,3300,-28.53688,2.18749,1.03973,-51.45829,5.31390,1.97669
33,3400,-28.80256,1.85450,1.03425,-52.06937,2.27422,1.93822
34,3500,-28.74852,1.78791,1.02827,-52.91816,3.05113,1.92647
35,3600,-29.01632,1.80730,1.02277,-53.30322,3.46106,1.92146
36,3700,-29.15541,3.24797,1.01778,-53.78888,6.54842,1.91935
37,3800,-29.06941,3.59089,1.01086,-54.69512,7.10957,1.90732
38,3900,-29.42459,1.98881,1.00530,-55.29089,3.35896,1.90407
39,4000,-30.03115,1.57883,1.00012,-55.96175,2.30747,1.90323
40,4100,-30.20416,1.28770,0.99416,-56.19878,4.43541,1.90575
41,4200,-30.10679,1.43128,0.98889,-56.98490,2.52348,1.89525
42,4300,-30.81986,1.41314,0.98291,-57.49720,2.20611,1.88890
43,4400,-30.99083,1.97298,0.97764,-57.72997,4.41099,1.86898
44,4500,-30.70570,2.60407,0.97156,-57.78745,8.12620,1.86353
45,4600,-30.88430,2.69756,0.96641,-58.18984,13.20672,1.86207
46,4700,-31.53705,1.98324,0.96084,-59.29861,3.47927,1.85108
47,4800,-31.80254,1.84159,0.95579,-59.28821,2.92323,1.84492
48,4900,-31.61568,1.41455,0.95044,-59.76866,3.33027,1.83404
49,5000,-32.08597,1.62696,0.94488,-60.45167,4.63621,1.83529
50,5100,-32.68243,1.63222,0.93928,-61.08652,4.35776,1.83253
51,5200,-32.59784,1.83580,0.93355,-61.41334,6.48429,1.81362
52,5300,-32.84797,1.57108,0.92896,-61.80824,5.27080,1.80136
53,5400,-33.02123,1.23183,0.92329,-61.89673,3.66913,1.79942
