iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,10.28345,0.66148,1.61528,17.92610,0.88579,1.61113,17.06300,0.86071,1.61338
1,200,3.00660,0.65605,1.61570,5.01018,0.87293,1.61197,4.70242,0.84164,1.61200
2,300,1.53497,0.64955,1.61514,1.70680,0.85147,1.61070,1.67407,0.82322,1.61161
3,400,1.27339,0.64361,1.61424,1.08607,0.83136,1.61080,1.19056,0.81753,1.61188
4,500,1.12191,0.63850,1.61253,1.02881,0.82343,1.61008,0.97266,0.81198,1.61236
5,600,1.11916,0.63709,1.61240,0.99615,0.81870,1.61023,0.90138,0.80430,1.61073
6,700,0.92380,0.63447,1.61235,0.96691,0.81295,1.61011,1.00160,0.80119,1.61165
7,800,1.06324,0.63085,1.61245,1.04597,0.81091,1.61022,1.01857,0.80357,1.61134
8,900,1.07288,0.62707,1.61212,1.01060,0.80862,1.60974,1.05936,0.79914,1.61072
9,1000,0.95453,0.62158,1.61200,1.02486,0.80494,1.61011,0.99410,0.79127,1.61041
10,1100,1.01428,0.61606,1.61268,0.95415,0.79189,1.61011,0.93537,0.78911,1.61082
11,1200,0.89465,0.61195,1.61145,1.05842,0.78646,1.60980,1.01508,0.78411,1.61015
12,1300,1.01927,0.60719,1.61178,1.03618,0.78167,1.61011,0.92985,0.78031,1.61111
13,1400,0.96512,0.60309,1.61268,0.96285,0.77834,1.60990,1.03357,0.77451,1.61031
14,1500,1.04960,0.59930,1.61247,1.01094,0.77242,1.61044,1.01442,0.77284,1.61005
15,1600,1.02182,0.59783,1.61204,0.96402,0.77048,1.61034,1.05070,0.76481,1.61029
16,1700,1.04086,0.59372,1.61170,0.98951,0.76656,1.61072,0.97461,0.76170,1.61013
17,1800,0.89034,0.58733,1.61157,0.92891,0.75893,1.61057,1.10675,0.75292,1.61045
18,1900,0.92197,0.58497,1.61228,0.98882,0.75475,1.61016,0.93327,0.74991,1.61004
19,2000,1.03891,0.57693,1.61161,1.05121,0.74747,1.61029,0.99573,0.74742,1.60979
20,2100,0.96857,0.57666,1.61165,0.99998,0.74588,1.61011,0.89741,0.73956,1.60995
21,2200,0.93545,0.57126,1.61074,1.01910,0.74447,1.61095,0.95635,0.73722,1.60915
22,2300,1.01132,0.56984,1.61140,1.03725,0.74421,1.61057,0.84577,0.73244,1.60867
23,2400,0.96048,0.56346,1.61097,1.11104,0.73485,1.61030,1.00330,0.72826,1.60906
24,2500,1.07067,0.55724,1.60992,0.94161,0.72969,1.61015,0.97648,0.72085,1.60842
25,2600,0.93656,0.55441,1.61004,1.00335,0.72820,1.61116,0.98560,0.72158,1.60893
26,2700,0.94364,0.54876,1.61051,0.95522,0.72142,1.61056,0.97744,0.71220,1.60808
27,2800,0.90203,0.54387,1.61044,0.99675,0.70999,1.61056,0.96565,0.70731,1.60848
28,2900,0.90022,0.54073,1.61020,1.03772,0.70654,1.61006,0.95586,0.69815,1.60881
29,3000,0.99422,0.53462,1.61009,0.97912,0.70105,1.60952,0.99041,0.69319,1.60876
30,3100,1.01801,0.53108,1.61076,0.95608,0.69053,1.60971,0.90434,0.68636,1.60830
31,3200,0.90581,0.52593,1.60995,1.00704,0.69165,1.60947,0.97577,0.68193,1.60847
32,3300,0.90838,0.52036,1.60905,1.02680,0.68012,1.60941,0.91614,0.67891,1.60820
