iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,6.37798,0.54411,1.10340,10.78725,0.68740,1.61109
1,200,1.53064,0.53606,1.10200,3.17106,0.68273,1.61120
2,300,0.99940,0.53175,1.10099,1.32838,0.67765,1.61021
3,400,0.99061,0.52743,1.10121,1.06343,0.67071,1.61047
4,500,1.00882,0.52160,1.10047,1.05909,0.66637,1.61070
5,600,0.99305,0.51664,1.10015,1.06421,0.66099,1.61066
6,700,1.00510,0.51144,1.10069,1.05220,0.65572,1.60968
7,800,1.00699,0.50707,1.10214,1.05701,0.65109,1.60936
8,900,1.02278,0.50201,1.10086,1.10552,0.64604,1.60940
9,1000,0.98755,0.49733,1.10104,1.12940,0.64223,1.60890
10,1100,1.00367,0.49237,1.10094,1.14597,0.63744,1.60832
11,1200,0.98986,0.48747,1.10082,1.13683,0.63298,1.60807
12,1300,1.03611,0.48270,1.10000,1.15080,0.62817,1.60866
13,1400,0.96727,0.47837,1.09997,1.20891,0.62378,1.60838
14,1500,1.01238,0.47334,1.10000,1.18999,0.61955,1.60873
15,1600,1.03838,0.46890,1.10045,1.18395,0.61519,1.60749
16,1700,1.02250,0.46416,1.10052,1.23171,0.61063,1.60719
17,1800,1.02010,0.45960,1.09974,1.24346,0.60623,1.60724
18,1900,0.99711,0.45476,1.10005,1.26179,0.60144,1.60687
19,2000,0.99446,0.45002,1.09922,1.28604,0.59665,1.60725
20,2100,0.99874,0.44531,1.09897,1.31122,0.59208,1.60761
21,2200,1.00822,0.44105,1.09979,1.27203,0.58732,1.60728
22,2300,1.03682,0.43685,1.09942,1.29733,0.58286,1.60788
23,2400,0.99467,0.43230,1.09986,1.32309,0.57796,1.60744
24,2500,0.99808,0.42802,1.10057,1.30458,0.57306,1.60779
25,2600,0.99494,0.42365,1.10019,1.29908,0.56857,1.60839
26,2700,0.99755,0.41906,1.09976,1.33790,0.56475,1.60749
27,2800,1.02339,0.41476,1.09980,1.36457,0.56002,1.60836
28,2900,0.99564,0.41052,1.09970,1.38570,0.55684,1.60761
29,3000,1.02897,0.40616,1.09997,1.33983,0.55082,1.60871
30,3100,1.00234,0.40178,1.09891,1.37114,0.54699,1.60915
31,3200,1.01528,0.39768,1.09963,1.38321,0.54288,1.60855
32,3300,1.00417,0.39373,1.09931,1.34126,0.53883,1.60805
33,3400,1.01329,0.38970,1.09951,1.39184,0.53447,1.60892
34,3500,0.99419,0.38593,1.09995,1.35420,0.53019,1.60926
35,3600,1.02709,0.38180,1.09962,1.38074,0.52569,1.60921
36,3700,0.99953,0.37794,1.09992,1.38197,0.52200,1.60976
37,3800,1.00328,0.37362,1.09928,1.37062,0.51791,1.60953
38,3900,1.01157,0.36983,1.10015,1.42520,0.51379,1.60892
39,4000,0.99794,0.36600,1.09947,1.37299,0.50971,1.60919
40,4100,0.99688,0.36218,1.09974,1.44714,0.50589,1.60896
41,4200,1.00035,0.35836,1.09947,1.39762,0.50221,1.60925
42,4300,1.03403,0.35478,1.09949,1.39404,0.49888,1.60915
43,4400,0.98073,0.35083,1.09961,1.42695,0.49482,1.60943
44,4500,1.00374,0.34723,1.09960,1.41928,0.49096,1.60936
45,4600,1.02980,0.34369,1.09972,1.40828,0.48767,1.60866
46,4700,1.01231,0.33971,1.09922,1.42685,0.48413,1.60907
47,4800,1.00075,0.33621,1.09923,1.43346,0.47998,1.60827
48,4900,0.99089,0.33254,1.09901,1.41972,0.47638,1.60906
49,5000,1.02853,0.32903,1.09953,1.43756,0.47267,1.60847
50,5100,0.99794,0.32512,1.09886,1.38626,0.46900,1.60902
51,5200,1.02261,0.32173,1.09917,1.40265,0.46593,1.60811
52,5300,1.01106,0.31785,1.09836,1.41047,0.46185,1.60895
53,5400,1.01882,0.31458,1.09887,1.42765,0.45848,1.60870
54,5500,1.01953,0.31105,1.09865,1.42310,0.45537,1.60786
55,5600,1.01437,0.30754,1.09849,1.43166,0.45178,1.60818
56,5700,0.99727,0.30437,1.09891,1.40533,0.44838,1.60758
57,5800,1.02052,0.30070,1.09821,1.39601,0.44509,1.60798
58,5900,1.00390,0.29723,1.09791,1.42981,0.44123,1.60834
59,6000,1.03052,0.29414,1.09847,1.43288,0.43787,1.60813
60,6100,1.02012,0.29082,1.09810,1.34975,0.43455,1.60721
61,6200,1.00834,0.28744,1.09812,1.43774,0.43120,1.60774
62,6300,0.98627,0.28447,1.09895,1.41978,0.42797,1.60776
63,6400,0.99512,0.28096,1.09833,1.39076,0.42472,1.60740
64,6500,1.02495,0.27769,1.09800,1.39826,0.42171,1.60759
65,6600,0.99482,0.27443,1.09808,1.39237,0.41788,1.60779
66,6700,1.01754,0.27125,1.09781,1.41735,0.41486,1.60757
67,6800,0.99682,0.26803,1.09760,1.41833,0.41122,1.60748
68,6900,1.00417,0.26492,1.09768,1.36898,0.40824,1.60759
69,7000,1.02787,0.26180,1.09787,1.36090,0.40471,1.60745
70,7100,1.00634,0.25857,1.09778,1.39433,0.40169,1.60746
71,7200,0.98606,0.25560,1.09761,1.41331,0.39844,1.60747
72,7300,1.06129,0.25243,1.09757,1.37606,0.39526,1.60739
73,7400,0.99130,0.24948,1.09794,1.39158,0.39203,1.60716
74,7500,1.01555,0.24652,1.09803,1.38697,0.38947,1.60692
75,7600,1.01844,0.24351,1.09816,1.39291,0.38614,1.60675
76,7700,0.97883,0.24061,1.09786,1.39689,0.38293,1.60729
77,7800,0.98853,0.23766,1.09815,1.44205,0.38039,1.60671
78,7900,1.02025,0.23469,1.09827,1.39840,0.37740,1.60691
79,8000,1.03288,0.23178,1.09789,1.36361,0.37418,1.60674
80,8100,1.00625,0.22870,1.09741,1.41132,0.37115,1.60638
81,8200,1.01128,0.22596,1.09775,1.38321,0.36829,1.60622
82,8300,1.00817,0.22305,1.09742,1.42332,0.36516,1.60637
83,8400,1.00313,0.22024,1.09758,1.38413,0.36222,1.60650
84,8500,0.98110,0.21742,1.09788,1.42541,0.35953,1.60585
85,8600,0.99859,0.21467,1.09745,1.41953,0.35661,1.60620
86,8700,0.98958,0.21191,1.09751,1.37407,0.35394,1.60567
87,8800,1.02145,0.20912,1.09729,1.38405,0.35073,1.60566
88,8900,1.02502,0.20632,1.09719,1.37571,0.34783,1.60631
89,9000,0.99444,0.20357,1.09671,1.41071,0.34533,1.60520
90,9100,1.02013,0.20093,1.09722,1.41797,0.34216,1.60583
91,9200,1.00587,0.19841,1.09740,1.44165,0.33976,1.60553
92,9300,1.00163,0.19574,1.09714,1.41735,0.33717,1.60483
93,9400,1.01067,0.19341,1.09758,1.44580,0.33434,1.60524
94,9500,1.02572,0.19040,1.09670,1.44025,0.33146,1.60561
95,9600,1.01199,0.18817,1.09724,1.42317,0.32854,1.60508
96,9700,0.97728,0.18538,1.09674,1.43950,0.32603,1.60430
97,9800,1.00046,0.18286,1.09689,1.43196,0.32323,1.60432
98,9900,1.00616,0.18028,1.09668,1.43292,0.32042,1.60438
99,10000,0.99146,0.17760,1.09597,1.36623,0.31802,1.60436
100,10100,1.02223,0.17531,1.09652,1.45671,0.31561,1.60393
101,10200,0.99862,0.17302,1.09673,1.40057,0.31290,1.60376
102,10300,1.02536,0.17040,1.09672,1.43043,0.31032,1.60374
103,10400,1.04295,0.16806,1.09663,1.41575,0.30745,1.60362
104,10500,1.04235,0.16545,1.09631,1.43385,0.30515,1.60321
105,10600,1.02735,0.16332,1.09649,1.42608,0.30253,1.60334
106,10700,1.00486,0.16081,1.09611,1.43845,0.29966,1.60359
107,10800,1.02957,0.15855,1.09607,1.40965,0.29741,1.60287
108,10900,0.99410,0.15592,1.09523,1.45315,0.29502,1.60252
109,11000,1.00045,0.15392,1.09562,1.47113,0.29225,1.60309
110,11100,1.01872,0.15168,1.09576,1.40544,0.28995,1.60187
111,11200,0.97478,0.14957,1.09590,1.43584,0.28732,1.60238
112,11300,0.99017,0.14742,1.09619,1.43257,0.28483,1.60227
113,11400,1.01866,0.14540,1.09642,1.43779,0.28216,1.60202
114,11500,0.98467,0.14291,1.09588,1.42987,0.27980,1.60171
115,11600,1.06104,0.14098,1.09649,1.45943,0.27725,1.60190
116,11700,1.00406,0.13874,1.09570,1.42990,0.27529,1.60106
117,11800,1.02514,0.13661,1.09572,1.44685,0.27262,1.60093
118,11900,1.01224,0.13478,1.09625,1.46550,0.27005,1.60176
119,12000,0.98718,0.13254,1.09615,1.42834,0.26783,1.60081
120,12100,0.98743,0.13056,1.09617,1.47645,0.26502,1.60188
121,12200,1.00544,0.12855,1.09644,1.43519,0.26313,1.60081
122,12300,0.97167,0.12666,1.09653,1.47877,0.26059,1.60120
123,12400,1.01905,0.12471,1.09639,1.44612,0.25815,1.60094
124,12500,1.00854,0.12270,1.09641,1.47383,0.25558,1.60061
125,12600,0.99395,0.12082,1.09637,1.45464,0.25342,1.60083
126,12700,1.02528,0.11861,1.09593,1.41418,0.25076,1.60087
127,12800,0.99154,0.11695,1.09638,1.45771,0.24898,1.60001
128,12900,1.05991,0.11524,1.09655,1.45110,0.24638,1.60020
129,13000,0.98229,0.11340,1.09670,1.47543,0.24438,1.60006
130,13100,1.02340,0.11135,1.09658,1.43222,0.24199,1.59985
131,13200,1.02692,0.10978,1.09666,1.41801,0.23973,1.59968
132,13300,0.98971,0.10788,1.09641,1.35564,0.23738,1.59965
133,13400,0.99893,0.10601,1.09609,1.43766,0.23528,1.59846
134,13500,1.01589,0.10426,1.09624,1.50469,0.23285,1.59921
135,13600,0.98273,0.10289,1.09676,1.41982,0.23097,1.59872
136,13700,1.00960,0.10092,1.09649,1.46555,0.22869,1.59850
137,13800,1.01394,0.09935,1.09663,1.47141,0.22634,1.59902
138,13900,0.99096,0.09757,1.09648,1.47499,0.22476,1.59819
139,14000,0.96865,0.09585,1.09631,1.45302,0.22187,1.59808
140,14100,1.00123,0.09458,1.09698,1.45069,0.22012,1.59796
141,14200,1.00767,0.09272,1.09668,1.40596,0.21788,1.59897
142,14300,1.02700,0.09108,1.09624,1.42495,0.21561,1.59788
