iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,6.50486,0.52926,2.69421,6.78814,0.52863,2.69436,6.85248,0.52874,2.69454
1,200,2.57662,0.51858,2.69387,3.22538,0.51872,2.69352,3.22364,0.51841,2.69418
2,300,1.23154,0.50615,2.69355,1.45521,0.50590,2.69344,1.39356,0.50599,2.69337
3,400,1.02092,0.49378,2.69304,1.02774,0.49442,2.69261,1.04322,0.49389,2.69287
4,500,1.02812,0.48269,2.69212,1.02793,0.48208,2.69226,1.03332,0.48230,2.69228
5,600,1.00925,0.47182,2.69082,1.02336,0.47191,2.69110,1.05398,0.47138,2.69125
6,700,1.06468,0.46101,2.69023,1.03001,0.46178,2.69023,1.05411,0.46086,2.69020
7,800,1.05114,0.45080,2.68942,1.02659,0.45068,2.68974,1.06435,0.45045,2.68999
8,900,1.08288,0.44031,2.68859,1.04035,0.44018,2.68909,1.08118,0.43976,2.68847
9,1000,1.05088,0.43030,2.68774,1.05631,0.42987,2.68834,1.08042,0.42963,2.68818
10,1100,1.09820,0.42057,2.68675,1.05582,0.41996,2.68707,1.07627,0.41974,2.68658
11,1200,1.09008,0.41046,2.68571,1.05542,0.41085,2.68635,1.11203,0.41011,2.68618
12,1300,1.12038,0.40163,2.68550,1.06822,0.40109,2.68518,1.10040,0.40115,2.68515
13,1400,1.11821,0.39174,2.68402,1.08895,0.39181,2.68437,1.09218,0.39166,2.68394
14,1500,1.13362,0.38273,2.68314,1.08967,0.38232,2.68375,1.09939,0.38210,2.68361
15,1600,1.14374,0.37371,2.68272,1.08486,0.37342,2.68241,1.10023,0.37304,2.68262
16,1700,1.11656,0.36454,2.68191,1.09220,0.36444,2.68200,1.11526,0.36463,2.68212
17,1800,1.15737,0.35611,2.68095,1.10721,0.35573,2.68035,1.13411,0.35548,2.68116
18,1900,1.15431,0.34767,2.67980,1.11633,0.34757,2.68027,1.11514,0.34725,2.67985
19,2000,1.15764,0.33900,2.67941,1.10631,0.33873,2.67898,1.14792,0.33887,2.67907
20,2100,1.18021,0.33106,2.67824,1.12767,0.33068,2.67826,1.14085,0.33095,2.67793
21,2200,1.18291,0.32288,2.67696,1.12876,0.32306,2.67678,1.15408,0.32250,2.67657
22,2300,1.15433,0.31492,2.67512,1.14879,0.31479,2.67555,1.17229,0.31449,2.67545
23,2400,1.21675,0.30715,2.67424,1.11928,0.30680,2.67443,1.17717,0.30699,2.67474
24,2500,1.19729,0.29923,2.67333,1.12348,0.29951,2.67386,1.17102,0.29891,2.67295
25,2600,1.22599,0.29187,2.67254,1.11593,0.29179,2.67231,1.17923,0.29151,2.67181
26,2700,1.26871,0.28401,2.67077,1.13393,0.28411,2.67058,1.15970,0.28418,2.67043
27,2800,1.23986,0.27718,2.66940,1.13581,0.27671,2.66876,1.15725,0.27657,2.66923
28,2900,1.24294,0.26992,2.66822,1.17414,0.27000,2.66827,1.17390,0.26972,2.66833
29,3000,1.24862,0.26302,2.66640,1.16269,0.26260,2.66650,1.13592,0.26292,2.66640
30,3100,1.27012,0.25617,2.66462,1.18443,0.25598,2.66537,1.18471,0.25576,2.66511
31,3200,1.27481,0.24943,2.66467,1.15582,0.24923,2.66415,1.18133,0.24891,2.66415
32,3300,1.26305,0.24247,2.66285,1.16212,0.24232,2.66231,1.19333,0.24262,2.66261
33,3400,1.25208,0.23614,2.66110,1.15546,0.23614,2.66192,1.20514,0.23586,2.66185
34,3500,1.27150,0.22969,2.65965,1.18547,0.22959,2.66017,1.21991,0.22957,2.65996
35,3600,1.32524,0.22350,2.65841,1.18366,0.22339,2.65864,1.20492,0.22323,2.65789
36,3700,1.25011,0.21723,2.65768,1.17881,0.21740,2.65687,1.19679,0.21734,2.65577
37,3800,1.29574,0.21125,2.65623,1.18159,0.21124,2.65511,1.21811,0.21096,2.65534
38,3900,1.27319,0.20537,2.65466,1.17427,0.20510,2.65432,1.21414,0.20502,2.65383
39,4000,1.32713,0.19961,2.65201,1.18450,0.19941,2.65215,1.21967,0.19910,2.65176
40,4100,1.34097,0.19381,2.64987,1.16002,0.19367,2.65021,1.20249,0.19360,2.65050
41,4200,1.33252,0.18824,2.64863,1.20403,0.18819,2.64811,1.21055,0.18779,2.64807
42,4300,1.28944,0.18261,2.64646,1.18944,0.18251,2.64607,1.20572,0.18240,2.64686
43,4400,1.32538,0.17697,2.64390,1.23472,0.17705,2.64429,1.20511,0.17702,2.64369
44,4500,1.31670,0.17170,2.64297,1.22372,0.17164,2.64253,1.22675,0.17136,2.64255
45,4600,1.29006,0.16669,2.64140,1.21080,0.16651,2.63929,1.22574,0.16637,2.64110
46,4700,1.32194,0.16171,2.63803,1.21166,0.16158,2.63928,1.23979,0.16136,2.63843
47,4800,1.32203,0.15672,2.63701,1.23784,0.15659,2.63756,1.23051,0.15658,2.63630
48,4900,1.37104,0.15151,2.63524,1.19293,0.15163,2.63457,1.25561,0.15169,2.63597
49,5000,1.37189,0.14671,2.63183,1.21919,0.14682,2.63229,1.27541,0.14679,2.63340
50,5100,1.35553,0.14223,2.63156,1.25542,0.14211,2.62989,1.27562,0.14200,2.62981
51,5200,1.30312,0.13731,2.62798,1.24633,0.13751,2.62784,1.23835,0.13784,2.62880
52,5300,1.34122,0.13310,2.62569,1.23822,0.13328,2.62662,1.24193,0.13292,2.62620
53,5400,1.33778,0.12875,2.62429,1.27804,0.12885,2.62423,1.28894,0.12874,2.62309
54,5500,1.33583,0.12446,2.62166,1.23319,0.12463,2.62206,1.27350,0.12439,2.62053
55,5600,1.33050,0.12035,2.61751,1.25444,0.12032,2.61809,1.27270,0.12027,2.61764
56,5700,1.36891,0.11639,2.61574,1.24943,0.11649,2.61683,1.30772,0.11653,2.61620
57,5800,1.36454,0.11241,2.61341,1.30132,0.11255,2.61453,1.25353,0.11246,2.61381
58,5900,1.35999,0.10868,2.61130,1.28547,0.10868,2.61160,1.28461,0.10877,2.61076
59,6000,1.35095,0.10509,2.60809,1.28721,0.10499,2.60913,1.30182,0.10487,2.60834
60,6100,1.41310,0.10180,2.60659,1.30987,0.10158,2.60666,1.32500,0.10159,2.60618
61,6200,1.35931,0.09822,2.60357,1.32770,0.09827,2.60478,1.28543,0.09808,2.60397
62,6300,1.33726,0.09485,2.60080,1.27202,0.09480,2.59964,1.30865,0.09497,2.60118
63,6400,1.34259,0.09179,2.59848,1.28561,0.09145,2.59799,1.27511,0.09144,2.59819
64,6500,1.38913,0.08861,2.59505,1.33129,0.08851,2.59415,1.31726,0.08852,2.59349
65,6600,1.43210,0.08556,2.59238,1.32435,0.08559,2.59214,1.32019,0.08549,2.59241
66,6700,1.39383,0.08265,2.58816,1.28158,0.08256,2.59070,1.28944,0.08257,2.58939
67,6800,1.36908,0.07988,2.58748,1.33107,0.07973,2.58602,1.31061,0.07977,2.58677
68,6900,1.38943,0.07736,2.58383,1.33153,0.07736,2.58257,1.31033,0.07724,2.58200
69,7000,1.38625,0.07473,2.57987,1.33763,0.07465,2.58154,1.30168,0.07461,2.58097
70,7100,1.41415,0.07219,2.57564,1.34811,0.07217,2.57570,1.35262,0.07219,2.57446
