iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.59242,11.94262,1.24439,-6.32460,10.88193,1.14077
1,200,-7.40179,1.20714,1.23478,-6.99673,1.34692,1.19518
2,300,-8.44215,0.89781,1.22864,-7.96308,0.84103,1.16033
3,400,-9.29309,0.94458,1.22399,-8.72705,0.89202,1.14586
4,500,-10.24090,0.98908,1.21916,-9.52552,0.87235,1.14095
5,600,-11.00281,0.97489,1.21391,-10.33222,0.89882,1.13017
6,700,-11.89752,1.15489,1.20478,-11.08294,1.10162,1.11600
7,800,-12.88819,1.25571,1.19775,-12.00011,1.17820,1.10452
8,900,-13.68528,1.29375,1.19086,-12.71652,1.27434,1.09289
9,1000,-14.68376,1.29038,1.18505,-13.28236,1.19065,1.07743
10,1100,-15.34268,1.56736,1.17916,-14.25873,1.28298,1.06734
11,1200,-16.41654,1.96348,1.17255,-15.22794,1.25662,1.06392
12,1300,-17.23149,2.07077,1.16549,-16.12314,1.31475,1.05970
13,1400,-18.23973,1.48392,1.15967,-16.97078,1.39991,1.05346
14,1500,-19.08394,1.61367,1.15148,-17.70504,1.61531,1.04915
15,1600,-19.83876,1.41507,1.14548,-18.21126,1.55381,1.04267
16,1700,-20.59425,1.38162,1.13982,-18.92969,1.40825,1.03704
17,1800,-21.40944,1.53728,1.13315,-19.57151,1.51948,1.02981
18,1900,-21.82765,1.79071,1.12643,-19.46702,1.59112,1.02477
19,2000,-22.56297,1.72485,1.11964,-20.43829,1.69107,1.02169
20,2100,-22.96275,2.12994,1.11379,-21.17999,1.87854,1.01640
21,2200,-23.30000,1.91613,1.10762,-21.49762,1.68707,1.01305
22,2300,-24.38285,2.05287,1.10048,-22.52812,2.32088,1.00680
23,2400,-24.65240,2.50306,1.09430,-22.58644,1.89694,1.00212
24,2500,-25.75610,1.90341,1.08746,-23.49828,1.81785,0.99742
25,2600,-26.55718,2.05432,1.08151,-24.38297,2.08115,0.99222
26,2700,-25.90418,3.89827,1.07602,-24.08281,2.70445,0.98714
27,2800,-25.42980,2.56796,1.06992,-23.97069,2.43922,0.98186
28,2900,-24.95002,2.36573,1.06310,-23.77178,2.36831,0.97838
29,3000,-26.41433,2.29851,1.05797,-24.67869,2.20781,0.97283
30,3100,-26.30066,2.21578,1.05111,-24.50280,2.08093,0.96956
31,3200,-26.88335,2.14742,1.04606,-25.28651,2.03536,0.96490
32,3300,-27.53840,2.66279,1.03973,-25.88937,2.34272,0.96227
33,3400,-28.88242,3.18944,1.03425,-26.83147,2.14602,0.95922
34,3500,-28.65907,3.13270,1.02827,-26.85580,2.60677,0.95751
35,3600,-29.41652,3.13937,1.02277,-27.28029,2.50308,0.95564
36,3700,-29.82800,3.55897,1.01778,-27.78573,2.66323,0.95130
37,3800,-29.96993,3.28994,1.01086,-28.17074,2.86181,0.94928
38,3900,-29.26343,4.41904,1.00530,-27.91815,3.29217,0.94451
39,4000,-29.37796,8.18848,1.00012,-28.14296,4.43625,0.93964
40,4100,-29.55443,5.35855,0.99416,-27.78530,5.06405,0.94018
41,4200,-29.32205,2.87642,0.98889,-27.65816,2.70774,0.93756
42,4300,-30.81409,6.24120,0.98291,-28.94002,4.46844,0.93328
43,4400,-31.34219,6.06631,0.97764,-29.84476,3.68436,0.92897
44,4500,-31.71861,4.00782,0.97156,-30.11695,2.73218,0.92397
45,4600,-31.57438,3.38265,0.96641,-30.24018,2.52376,0.91858
46,4700,-31.83975,4.70323,0.96084,-30.56032,3.46105,0.91466
47,4800,-32.00132,5.89755,0.95579,-30.56589,3.55469,0.91350
48,4900,-32.02038,3.52983,0.95044,-30.73276,1.87930,0.91184
49,5000,-31.51323,3.52791,0.94488,-30.61149,3.44720,0.91029
50,5100,-31.98193,3.50348,0.93928,-30.97756,3.11639,0.90780
51,5200,-32.18132,2.62560,0.93355,-31.40043,2.35587,0.90233
52,5300,-31.93643,2.44701,0.92896,-31.51727,1.76845,0.89800
53,5400,-32.76024,2.41860,0.92329,-31.73929,1.75025,0.89435
54,5500,-32.95940,2.56127,0.91824,-31.97791,1.93663,0.89010
55,5600,-32.73029,2.63197,0.91361,-32.21429,1.66176,0.88462
56,5700,-33.29325,2.85793,0.90851,-32.42496,2.01568,0.88090
57,5800,-33.60662,3.64269,0.90253,-32.55186,2.18614,0.87558
58,5900,-34.01653,2.81816,0.89719,-32.87379,1.76304,0.87040
59,6000,-33.62007,3.01350,0.89250,-33.08933,1.57898,0.86685
60,6100,-33.97188,5.07764,0.88710,-33.35369,2.31364,0.86313
