iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,1.02878,1.01085,0.99544
1,200,0.99717,0.93903,0.93633
2,300,0.98870,0.98637,1.07435
3,400,0.97184,0.95944,0.98479
4,500,1.06494,0.95287,0.92589
5,600,0.96241,0.96239,0.96933
6,700,0.95141,0.97460,1.03266
7,800,1.06029,0.92729,0.96869
8,900,1.03320,1.01830,0.97005
9,1000,0.87184,0.95177,0.90292
10,1100,1.02659,0.92808,1.01218
11,1200,0.81897,0.90716,0.87246
12,1300,0.89078,0.92212,0.96700
13,1400,0.94591,0.90818,0.89314
14,1500,1.00992,0.93430,0.90518
15,1600,0.93646,0.96075,0.98846
16,1700,0.88139,0.92673,0.95789
17,1800,0.99108,0.92296,0.97220
18,1900,1.01090,0.92295,1.01230
19,2000,1.03927,0.99336,1.02583
20,2100,0.91819,1.00314,0.98773
21,2200,0.93600,1.00671,0.92567
22,2300,1.03666,0.93247,0.90026
23,2400,0.93287,0.93607,0.90125
24,2500,0.88756,0.92851,0.99347
25,2600,0.95449,0.91079,1.00879
26,2700,0.95364,0.92556,1.00772
27,2800,0.98909,0.99860,0.99870
28,2900,0.90753,0.97670,0.85531
29,3000,0.92103,0.86030,0.97408
30,3100,0.95528,0.92172,1.00995
31,3200,1.02478,1.06449,0.95327
32,3300,0.91394,0.97337,0.88410
33,3400,0.91778,0.98466,0.95590
34,3500,0.85711,0.88221,0.97597
35,3600,0.96132,0.97751,0.98116
36,3700,0.88349,0.95098,0.94681
37,3800,0.91149,1.01502,0.99494
38,3900,0.95977,0.90941,0.93211
39,4000,1.02532,0.94330,0.98040
40,4100,1.04737,0.90167,1.00006
41,4200,0.91955,0.92835,1.01967
42,4300,0.84523,1.00303,0.99400
43,4400,0.90278,1.01064,0.91933
44,4500,1.07900,0.98948,0.99653
45,4600,0.92985,0.95712,0.93278
46,4700,0.97593,0.93578,1.04103
47,4800,0.95455,0.91912,0.89653
48,4900,0.88982,0.94388,0.94915
49,5000,0.95309,0.93856,1.01970
50,5100,0.94810,0.92708,0.95693
51,5200,0.99048,1.01507,0.97061
52,5300,0.89533,0.94486,0.96902
53,5400,0.90830,1.01930,0.94048
54,5500,0.87705,1.00782,0.97397
55,5600,0.98542,0.91327,0.90419
