iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.96443,0.95228,0.98463
1,200,0.89449,0.91609,0.92724
2,300,0.85308,0.88464,0.87584
3,400,0.82824,0.84688,0.81348
4,500,0.80851,0.83616,0.79628
5,600,0.80491,0.82717,0.78727
6,700,0.81268,0.83356,0.80469
7,800,0.79497,0.81364,0.82871
8,900,0.80442,0.82669,0.84011
9,1000,0.82134,0.84288,0.85412
10,1100,0.83702,0.83816,0.85014
11,1200,0.85017,0.84328,0.87261
12,1300,0.84443,0.87688,0.88187
13,1400,0.85647,0.86085,0.87315
14,1500,0.88217,0.87635,0.87503
15,1600,0.88170,0.86331,0.90064
16,1700,0.89999,0.87477,0.90859
17,1800,0.90360,0.90864,0.90920
18,1900,0.93519,0.91575,0.92064
19,2000,0.93733,0.91867,0.93543
20,2100,0.95626,0.94598,0.92859
21,2200,0.95496,0.93395,0.95679
22,2300,0.97010,0.94141,0.97390
23,2400,0.97802,0.97764,0.99331
24,2500,0.98284,0.97327,0.97897
25,2600,1.02066,0.99934,0.98050
26,2700,1.01790,0.99224,1.00291
27,2800,1.01771,1.01447,1.00116
28,2900,1.01518,1.00897,1.02752
29,3000,1.02879,1.02223,1.03710
30,3100,1.02469,1.03800,1.03955
31,3200,1.05222,1.06220,1.04179
32,3300,1.06566,1.02981,1.04778
33,3400,1.07653,1.06059,1.05934
34,3500,1.09491,1.07226,1.04088
35,3600,1.08244,1.07101,1.06052
36,3700,1.08625,1.03751,1.08039
37,3800,1.10027,1.09391,1.08595
38,3900,1.08716,1.08298,1.10371
39,4000,1.09140,1.09547,1.09106
40,4100,1.10285,1.10232,1.11849
41,4200,1.13735,1.08108,1.12510
42,4300,1.12555,1.10297,1.13246
43,4400,1.13443,1.13233,1.12076
44,4500,1.13360,1.12790,1.14477
45,4600,1.14205,1.10697,1.13663
46,4700,1.16258,1.13649,1.14236
47,4800,1.15841,1.12903,1.13879
48,4900,1.14875,1.13812,1.15033
49,5000,1.17303,1.15065,1.16637
50,5100,1.18518,1.15473,1.16055
51,5200,1.16547,1.15352,1.14490
52,5300,1.17849,1.17343,1.17910
53,5400,1.17204,1.14509,1.18711
54,5500,1.16767,1.18628,1.18820
55,5600,1.16592,1.17184,1.20163
56,5700,1.16352,1.17877,1.17480
57,5800,1.21765,1.17915,1.19563
58,5900,1.21515,1.18107,1.23048
59,6000,1.20473,1.17637,1.19702
60,6100,1.19781,1.17856,1.23008
61,6200,1.23794,1.18745,1.23173
62,6300,1.20488,1.20148,1.20109
63,6400,1.23818,1.22462,1.21404
64,6500,1.26498,1.18522,1.20642
65,6600,1.20379,1.22297,1.23260
66,6700,1.23643,1.19196,1.21095
67,6800,1.22072,1.21605,1.22179
68,6900,1.24359,1.18818,1.22906
69,7000,1.23603,1.19603,1.23660
70,7100,1.26384,1.21319,1.22812
71,7200,1.20689,1.21064,1.25692
72,7300,1.24083,1.20649,1.22181
73,7400,1.24200,1.19353,1.23838
74,7500,1.23549,1.20981,1.24613
75,7600,1.27126,1.20044,1.27841
76,7700,1.25039,1.23927,1.28565
77,7800,1.23099,1.21760,1.27389
78,7900,1.25655,1.26154,1.26014
79,8000,1.28427,1.23013,1.26196
80,8100,1.25122,1.24942,1.28731
81,8200,1.28180,1.25383,1.26551
82,8300,1.25886,1.22698,1.31834
83,8400,1.25422,1.26506,1.28703
84,8500,1.28770,1.23586,1.28421
85,8600,1.29684,1.26395,1.30695
86,8700,1.24749,1.25826,1.27797
87,8800,1.31833,1.25805,1.28169
88,8900,1.27832,1.23849,1.29740
89,9000,1.29092,1.27086,1.30826
90,9100,1.27460,1.24428,1.24485
91,9200,1.27363,1.27089,1.31138
92,9300,1.27120,1.27471,1.29726
93,9400,1.26710,1.25580,1.29415
94,9500,1.30222,1.25870,1.29681
95,9600,1.25390,1.27897,1.27913
96,9700,1.29068,1.24954,1.33800
97,9800,1.26784,1.26767,1.31090
98,9900,1.29558,1.25907,1.32108
99,10000,1.29569,1.26717,1.30211
100,10100,1.31011,1.27368,1.30770
101,10200,1.26463,1.27793,1.28253
102,10300,1.31425,1.31365,1.30458
103,10400,1.29177,1.29665,1.32321
104,10500,1.30458,1.30013,1.29646
105,10600,1.33687,1.30204,1.32070
106,10700,1.30406,1.29517,1.29255
107,10800,1.32646,1.30777,1.29549
108,10900,1.30073,1.29412,1.29597
109,11000,1.33340,1.26822,1.28695
110,11100,1.34103,1.29045,1.33853
111,11200,1.31466,1.27392,1.31349
112,11300,1.29997,1.28959,1.31192
113,11400,1.30963,1.28787,1.30951
114,11500,1.31722,1.29611,1.33249
115,11600,1.31791,1.27212,1.31163
116,11700,1.34489,1.29709,1.30973
117,11800,1.30735,1.29853,1.29883
118,11900,1.31248,1.32212,1.30937
119,12000,1.31577,1.33683,1.33260
120,12100,1.33101,1.33053,1.31285
121,12200,1.30143,1.33735,1.30812
122,12300,1.31393,1.34816,1.31989
123,12400,1.33216,1.31053,1.36265
124,12500,1.30379,1.32716,1.33161
125,12600,1.32308,1.32176,1.29858
126,12700,1.30235,1.31563,1.29407
127,12800,1.30563,1.30939,1.34748
128,12900,1.31707,1.30531,1.34903
129,13000,1.30963,1.33775,1.31834
130,13100,1.30709,1.31099,1.31715
131,13200,1.33126,1.30611,1.35366
132,13300,1.33989,1.32602,1.33163
133,13400,1.34713,1.34522,1.35376
134,13500,1.35731,1.31765,1.29593
135,13600,1.31884,1.31216,1.35205
136,13700,1.35966,1.34842,1.33578
137,13800,1.32149,1.30949,1.32516
138,13900,1.31326,1.32490,1.35318
139,14000,1.31901,1.34500,1.36338
140,14100,1.31644,1.34571,1.34856
141,14200,1.32046,1.31893,1.33147
142,14300,1.36118,1.28077,1.33069
143,14400,1.34804,1.27845,1.33482
144,14500,1.33829,1.33530,1.34787
145,14600,1.32992,1.32238,1.36490
146,14700,1.33204,1.34964,1.35772
147,14800,1.32046,1.35190,1.36050
148,14900,1.36390,1.30811,1.36777
149,15000,1.36960,1.34966,1.37926
150,15100,1.35428,1.32433,1.35082
151,15200,1.33281,1.34796,1.37201
152,15300,1.29735,1.31618,1.37221
153,15400,1.30933,1.33721,1.33096
154,15500,1.36004,1.33702,1.34254
155,15600,1.34906,1.32001,1.36060
156,15700,1.37722,1.34980,1.37984
157,15800,1.33805,1.33885,1.35675
158,15900,1.31746,1.32943,1.32972
159,16000,1.34623,1.33565,1.34794
160,16100,1.36041,1.33897,1.32506
161,16200,1.36453,1.32799,1.35696
162,16300,1.36814,1.37346,1.33580
163,16400,1.35836,1.31984,1.36490
164,16500,1.35246,1.36013,1.40535
165,16600,1.34912,1.34759,1.34886
166,16700,1.37212,1.35105,1.34853
167,16800,1.36622,1.34684,1.36012
168,16900,1.33046,1.37338,1.35858
169,17000,1.37306,1.34826,1.36310
170,17100,1.32933,1.37389,1.37199
171,17200,1.31339,1.35126,1.36298
172,17300,1.35499,1.32496,1.33052
