iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.30693,0.39999,4.27332,0.35756
1,200,1.94463,0.28907,1.99613,0.28069
2,300,2.10999,0.27765,2.02088,0.27407
3,400,2.02499,0.27292,1.95070,0.27120
4,500,2.02077,0.26966,1.88147,0.26393
5,600,1.94382,0.26193,1.90278,0.26286
6,700,1.98824,0.25868,1.86536,0.25784
7,800,2.00538,0.25385,1.82371,0.25286
8,900,2.03580,0.25088,1.71139,0.24933
9,1000,1.92264,0.24719,1.82894,0.24840
10,1100,1.99069,0.24494,1.81786,0.24619
11,1200,1.90328,0.24606,1.75360,0.24284
12,1300,2.04296,0.24552,1.76822,0.24272
13,1400,1.96444,0.24572,1.82748,0.24091
14,1500,2.03973,0.23976,1.75807,0.24098
15,1600,2.18877,0.24110,1.72782,0.24330
16,1700,2.01892,0.23885,1.86070,0.23884
17,1800,1.98513,0.23841,1.74556,0.23858
18,1900,1.96964,0.24013,1.72173,0.23895
19,2000,1.96895,0.23955,1.69254,0.23680
20,2100,1.98892,0.23664,1.83326,0.23800
21,2200,2.02697,0.23959,1.83232,0.23772
22,2300,1.94785,0.23647,1.86478,0.23944
23,2400,1.96801,0.23741,1.72496,0.23633
24,2500,1.96454,0.23632,1.76626,0.23493
25,2600,1.99131,0.23614,1.80060,0.23777
26,2700,2.03693,0.23757,1.86874,0.23491
27,2800,1.93135,0.23567,1.71989,0.23341
28,2900,1.99038,0.23448,1.85711,0.23619
29,3000,1.95401,0.23419,1.72076,0.23242
30,3100,1.96728,0.23172,1.75166,0.23258
31,3200,1.98212,0.23206,1.74580,0.23063
32,3300,2.05856,0.22950,1.70758,0.23142
33,3400,2.02740,0.23089,1.85329,0.23291
34,3500,1.92868,0.23312,1.88634,0.23128
35,3600,1.92905,0.22967,1.81447,0.22958
36,3700,1.93461,0.23021,1.75084,0.22954
37,3800,1.90727,0.23101,1.74301,0.22827
38,3900,1.87793,0.23076,1.81299,0.23182
39,4000,1.90577,0.22943,1.72304,0.22888
40,4100,2.00445,0.22975,1.80518,0.22945
41,4200,1.99695,0.23072,1.70969,0.22720
42,4300,2.07207,0.22852,1.86515,0.22838
43,4400,1.90733,0.23023,1.80601,0.22861
44,4500,1.87286,0.22813,1.72717,0.22946
45,4600,2.05203,0.22825,1.80959,0.22682
46,4700,1.98188,0.22833,1.76782,0.22654
47,4800,1.93589,0.22783,1.71706,0.22942
48,4900,1.84032,0.22833,1.71958,0.22787
49,5000,1.95549,0.22681,1.71002,0.22723
50,5100,1.90028,0.22584,1.81752,0.22922
51,5200,1.92769,0.22727,1.70680,0.22518
52,5300,1.92763,0.22689,1.84925,0.22366
53,5400,1.81269,0.22595,1.80629,0.22625
54,5500,1.84472,0.22356,1.79012,0.22352
55,5600,1.95421,0.22347,1.70824,0.22158
56,5700,1.91570,0.22393,1.73404,0.22445
57,5800,1.86221,0.22379,1.69250,0.22256
58,5900,1.85623,0.22204,1.84184,0.22322
59,6000,1.93317,0.22090,1.76720,0.22177
60,6100,1.87819,0.22189,1.91672,0.22310
61,6200,1.76798,0.21997,1.68755,0.21898
62,6300,1.93468,0.22101,1.76416,0.21925
