iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,4.53049,0.32967,4.65999,0.33484,4.85587,0.33779
1,200,2.43612,0.26287,2.21064,0.25968,2.29332,0.26354
2,300,1.79703,0.25682,2.00495,0.25881,2.03165,0.25252
3,400,1.32232,0.25470,1.65850,0.25842,1.64070,0.25498
4,500,1.19858,0.24771,1.35552,0.25928,1.30441,0.25206
5,600,1.15407,0.24654,1.21024,0.25707,1.17167,0.24973
6,700,1.16070,0.24186,1.17875,0.25566,1.13751,0.24867
7,800,1.15789,0.24000,1.13738,0.25285,1.10759,0.24274
8,900,1.16031,0.23813,1.11446,0.25163,1.08058,0.24074
9,1000,1.16873,0.23812,1.08046,0.25123,1.04435,0.23989
10,1100,1.20353,0.23736,1.08545,0.24994,1.07226,0.24098
11,1200,1.19275,0.23719,1.06503,0.24849,1.04662,0.24099
12,1300,1.21383,0.23599,1.07813,0.24759,1.05985,0.24076
13,1400,1.20634,0.23391,1.09091,0.24927,1.09118,0.24140
14,1500,1.24936,0.23859,1.08615,0.25116,1.06790,0.23967
15,1600,1.27811,0.24248,1.08195,0.25015,1.06778,0.24226
16,1700,1.27532,0.24079,1.05995,0.25092,1.04703,0.24259
17,1800,1.32418,0.24345,1.06036,0.24989,1.03722,0.24404
18,1900,1.32019,0.24406,1.08784,0.25240,1.09001,0.24467
19,2000,1.34793,0.24283,1.06060,0.25172,1.07354,0.24310
20,2100,1.33448,0.24399,1.05655,0.24808,1.07256,0.24571
21,2200,1.33331,0.24673,1.06481,0.25061,1.06194,0.24373
22,2300,1.36143,0.24764,1.06346,0.24716,1.09512,0.24534
23,2400,1.35308,0.24664,1.10716,0.24971,1.12612,0.24761
24,2500,1.35606,0.24661,1.12073,0.25164,1.11211,0.24786
25,2600,1.36529,0.24750,1.10083,0.24908,1.10743,0.24911
26,2700,1.35822,0.24833,1.13508,0.25314,1.12600,0.25042
27,2800,1.38248,0.24732,1.14644,0.25099,1.12141,0.24944
28,2900,1.38906,0.24855,1.15624,0.25318,1.13116,0.25119
29,3000,1.39666,0.24614,1.15210,0.25100,1.16419,0.25146
30,3100,1.41404,0.24459,1.20827,0.25209,1.18049,0.25131
31,3200,1.40038,0.24605,1.17356,0.25115,1.21684,0.25375
32,3300,1.40462,0.24307,1.21342,0.25153,1.19408,0.25185
33,3400,1.42234,0.24584,1.20437,0.25050,1.21016,0.25318
34,3500,1.44538,0.24651,1.25391,0.25211,1.23476,0.25281
35,3600,1.45442,0.24540,1.21369,0.25223,1.26081,0.25331
36,3700,1.46070,0.24518,1.25279,0.25179,1.28658,0.25402
37,3800,1.48821,0.24435,1.27183,0.25067,1.26773,0.25271
38,3900,1.45341,0.24370,1.26639,0.24893,1.29466,0.25381
39,4000,1.50116,0.24418,1.28584,0.25122,1.30840,0.25365
40,4100,1.45964,0.24335,1.36623,0.25415,1.35487,0.25455
41,4200,1.47316,0.24045,1.37443,0.25409,1.36072,0.25258
42,4300,1.51967,0.24074,1.37250,0.25286,1.35617,0.25179
43,4400,1.52037,0.24079,1.38845,0.25322,1.37840,0.25248
44,4500,1.51400,0.24097,1.39441,0.25037,1.41107,0.25360
45,4600,1.53127,0.24073,1.40722,0.25097,1.44020,0.25190
46,4700,1.48744,0.23862,1.38725,0.24937,1.43415,0.24907
47,4800,1.55650,0.23809,1.42973,0.24750,1.44571,0.25055
48,4900,1.53790,0.23704,1.47586,0.25065,1.45957,0.24952
49,5000,1.50833,0.23376,1.48361,0.24965,1.49135,0.24861
50,5100,1.52095,0.23346,1.49959,0.24967,1.54439,0.25102
51,5200,1.51456,0.23149,1.51484,0.24676,1.55933,0.25168
52,5300,1.53378,0.23080,1.51643,0.24845,1.54249,0.24865
53,5400,1.51888,0.23028,1.57100,0.25003,1.52790,0.24650
54,5500,1.53067,0.22989,1.56766,0.24674,1.58925,0.24664
55,5600,1.56536,0.22660,1.58061,0.24524,1.60575,0.24965
56,5700,1.56112,0.22899,1.61521,0.24674,1.64073,0.24889
57,5800,1.55303,0.22686,1.58078,0.24338,1.60707,0.24523
58,5900,1.60938,0.22642,1.64980,0.24470,1.64267,0.24647
59,6000,1.57024,0.22501,1.66759,0.24536,1.66364,0.24500
60,6100,1.57170,0.22313,1.64687,0.24175,1.70200,0.24561
61,6200,1.55581,0.22160,1.68502,0.24311,1.70454,0.24346
62,6300,1.57104,0.21948,1.70956,0.23994,1.71464,0.24311
63,6400,1.51512,0.21820,1.71009,0.23929,1.71385,0.24215
64,6500,1.56261,0.21816,1.72012,0.23837,1.71469,0.24134
65,6600,1.54976,0.21611,1.75596,0.23761,1.70149,0.23931
66,6700,1.55938,0.21642,1.75751,0.23908,1.76058,0.24070
67,6800,1.55002,0.21508,1.72564,0.23644,1.75519,0.23992
68,6900,1.54576,0.21410,1.77739,0.23568,1.76632,0.23784
69,7000,1.55052,0.21429,1.72972,0.23441,1.74656,0.23790
70,7100,1.56108,0.21284,1.75340,0.23354,1.77740,0.23349
71,7200,1.55191,0.21240,1.76478,0.23080,1.77410,0.23432
72,7300,1.57788,0.20926,1.75107,0.23239,1.76699,0.23405
73,7400,1.54997,0.21018,1.81342,0.22899,1.78816,0.23153
74,7500,1.55992,0.20770,1.81059,0.22913,1.84301,0.23320
75,7600,1.60569,0.20978,1.79114,0.22802,1.80069,0.23148
76,7700,1.54230,0.20578,1.84395,0.22880,1.78951,0.23027
77,7800,1.57245,0.20579,1.82183,0.22651,1.84394,0.23017
78,7900,1.55356,0.20426,1.81846,0.22648,1.85552,0.22951
79,8000,1.60519,0.20525,1.88660,0.22823,1.82362,0.22832
80,8100,1.57198,0.20584,1.85665,0.22442,1.84454,0.22845
81,8200,1.60570,0.20416,1.84237,0.22317,1.83959,0.22723
82,8300,1.54824,0.20167,1.83379,0.22220,1.84142,0.22681
83,8400,1.58140,0.20020,1.83994,0.22127,1.87254,0.22483
84,8500,1.57052,0.20033,1.87274,0.22210,1.88853,0.22588
85,8600,1.58018,0.19928,1.82443,0.21766,1.86452,0.22611
86,8700,1.55983,0.19834,1.86442,0.21955,1.84473,0.22274
87,8800,1.57446,0.19853,1.83302,0.21835,1.85246,0.22410
88,8900,1.54065,0.19723,1.89166,0.21723,1.88105,0.22044
89,9000,1.57504,0.19708,1.88132,0.21732,1.84754,0.21913
90,9100,1.52213,0.19425,1.84928,0.21692,1.85597,0.22077
91,9200,1.54782,0.19579,1.87096,0.21620,1.87752,0.21792
92,9300,1.55136,0.19188,1.92097,0.21371,1.83722,0.21831
93,9400,1.56554,0.19227,1.83745,0.21297,1.88485,0.21854
94,9500,1.55239,0.19267,1.89142,0.21181,1.88698,0.21728
95,9600,1.55341,0.19184,1.87137,0.21043,1.89063,0.21623
96,9700,1.53804,0.19012,1.92304,0.21138,1.91572,0.21578
97,9800,1.53329,0.18951,1.89770,0.21020,1.93287,0.21516
98,9900,1.54975,0.19045,1.85071,0.20842,1.86711,0.21530
99,10000,1.54297,0.18939,1.88583,0.20755,1.90136,0.21227
100,10100,1.56890,0.18745,1.84273,0.20785,1.90126,0.21267
101,10200,1.53699,0.18622,1.85661,0.20621,1.89333,0.21212
102,10300,1.54250,0.18777,1.90801,0.20772,1.89566,0.21300
103,10400,1.49971,0.18658,1.86881,0.20336,1.87419,0.21121
104,10500,1.52956,0.18498,1.86345,0.20227,1.85622,0.20982
105,10600,1.52434,0.18337,1.89566,0.20578,1.85012,0.20882
106,10700,1.52332,0.18466,1.88067,0.20427,1.88161,0.20722
107,10800,1.51124,0.18394,1.84298,0.20320,1.89402,0.20884
108,10900,1.50510,0.18301,1.87218,0.20404,1.88690,0.20619
109,11000,1.49209,0.18192,1.89684,0.20336,1.89571,0.20967
110,11100,1.48688,0.18159,1.86493,0.20042,1.89366,0.20693
111,11200,1.50493,0.18052,1.89363,0.20252,1.90595,0.20560
112,11300,1.51365,0.18109,1.88231,0.19889,1.89646,0.20467
113,11400,1.51866,0.18067,1.82552,0.19745,1.89244,0.20446
114,11500,1.47791,0.17992,1.81783,0.19606,1.88353,0.20226
115,11600,1.51243,0.18023,1.89800,0.19846,1.89207,0.20313
116,11700,1.52010,0.17785,1.88213,0.19715,1.88993,0.20215
117,11800,1.51692,0.17806,1.91008,0.19645,1.90525,0.20470
118,11900,1.49066,0.17681,1.89061,0.19667,1.87042,0.20119
119,12000,1.49658,0.17651,1.90646,0.19656,1.93466,0.20104
120,12100,1.50770,0.17723,1.92805,0.19737,1.83320,0.20041
121,12200,1.48332,0.17720,1.88161,0.19548,1.86056,0.19950
122,12300,1.48075,0.17369,1.85112,0.19614,1.86805,0.19944
123,12400,1.52463,0.17600,1.92060,0.19600,1.81891,0.19938
124,12500,1.47095,0.17395,1.91780,0.19564,1.84002,0.19803
125,12600,1.48711,0.17519,1.89098,0.19585,1.89653,0.19734
126,12700,1.49420,0.17483,1.85881,0.19456,1.89488,0.19581
127,12800,1.46039,0.17175,1.89964,0.19403,1.85423,0.19667
128,12900,1.49632,0.17199,1.88062,0.19557,1.86356,0.19657
129,13000,1.50810,0.17484,1.91186,0.19266,1.87378,0.19493
130,13100,1.49275,0.17131,1.93226,0.19524,1.85106,0.19525
131,13200,1.52123,0.17478,1.85654,0.19187,1.86005,0.19572
