iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.28051,0.38836,4.29450,0.34605
1,200,2.12991,0.28894,1.95588,0.27979
2,300,2.01379,0.27761,1.95182,0.27158
3,400,2.01085,0.27272,1.84806,0.26689
4,500,2.00569,0.26425,1.82278,0.26232
5,600,1.92443,0.26035,1.78685,0.25707
6,700,1.99064,0.25628,1.83832,0.25287
7,800,1.89725,0.25087,1.85471,0.25008
8,900,1.93732,0.24946,1.96925,0.24819
9,1000,2.04108,0.24661,1.78454,0.24538
10,1100,1.99900,0.24658,1.72388,0.24365
11,1200,2.04491,0.24585,1.76017,0.24373
12,1300,1.94859,0.24185,1.80359,0.23980
13,1400,1.99291,0.23952,1.72955,0.24040
14,1500,1.79510,0.23724,1.72153,0.23555
15,1600,1.95962,0.23487,1.82189,0.23545
16,1700,2.01622,0.23659,1.72980,0.23474
17,1800,1.75292,0.23306,1.71071,0.23430
18,1900,1.84770,0.23010,1.76414,0.22889
19,2000,1.88048,0.22678,1.66712,0.22698
20,2100,1.95231,0.22596,1.71215,0.22726
21,2200,1.83225,0.22456,1.77644,0.22352
22,2300,1.92999,0.22427,1.68500,0.22231
23,2400,1.81218,0.22116,1.56848,0.21922
24,2500,1.74627,0.21519,1.75089,0.21765
25,2600,1.82879,0.21647,1.63012,0.21807
26,2700,1.75443,0.21246,1.64637,0.21487
27,2800,1.65179,0.21122,1.68803,0.21291
28,2900,1.84807,0.20896,1.60691,0.20895
29,3000,1.80740,0.21016,1.73294,0.20942
30,3100,1.85451,0.20638,1.63939,0.20592
31,3200,1.84430,0.20558,1.59513,0.20648
32,3300,1.79976,0.20486,1.56523,0.20495
33,3400,1.82245,0.20243,1.67131,0.20167
34,3500,1.78386,0.20115,1.61209,0.20000
35,3600,1.93933,0.19962,1.59808,0.19971
36,3700,1.78472,0.19544,1.60327,0.19554
37,3800,1.84697,0.19629,1.51441,0.19437
38,3900,1.70631,0.19513,1.61885,0.19414
39,4000,1.82584,0.19152,1.56518,0.19081
40,4100,1.83315,0.18817,1.55004,0.19002
41,4200,1.79960,0.18905,1.55854,0.18869
42,4300,1.79621,0.18561,1.55436,0.18734
43,4400,1.75688,0.18494,1.58613,0.18515
44,4500,1.84326,0.18575,1.51111,0.18572
45,4600,1.94250,0.18448,1.54501,0.18262
46,4700,1.68113,0.18379,1.56150,0.18201
47,4800,1.75139,0.18304,1.57466,0.18125
48,4900,1.79597,0.18042,1.61220,0.18100
49,5000,1.70710,0.18210,1.62220,0.18054
50,5100,1.84687,0.18170,1.48486,0.18025
51,5200,1.77532,0.18208,1.59067,0.18151
52,5300,1.79053,0.18176,1.68075,0.18372
53,5400,1.84813,0.18184,1.62480,0.18321
54,5500,1.79457,0.18343,1.56682,0.18479
55,5600,1.73448,0.18199,1.63150,0.18232
56,5700,1.82188,0.18197,1.69235,0.18320
57,5800,1.86240,0.18292,1.56846,0.18079
58,5900,1.89805,0.18428,1.62776,0.18316
59,6000,1.94883,0.18328,1.60877,0.18374
60,6100,2.02507,0.18404,1.64175,0.18562
61,6200,1.96697,0.18509,1.56807,0.18443
62,6300,1.96419,0.18621,1.59101,0.18161
63,6400,1.91116,0.18479,1.54905,0.18403
64,6500,1.91781,0.18611,1.57333,0.18475
65,6600,1.90774,0.18387,1.61327,0.18450
66,6700,1.94289,0.18351,1.62814,0.18535
67,6800,1.77150,0.18430,1.67245,0.18561
68,6900,1.91412,0.18443,1.60097,0.18440
69,7000,2.01989,0.18493,1.70520,0.18447
70,7100,1.79628,0.18460,1.72250,0.18587
