iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,6.36896,0.54411,1.10345,18.07754,0.89021,1.61140
1,200,1.45200,0.53609,1.10245,5.53007,0.89187,1.61156
2,300,1.10039,0.53185,1.10184,1.75676,0.87700,1.61052
3,400,0.99981,0.52763,1.10227,1.23836,0.86021,1.61135
4,500,0.96005,0.52189,1.10195,1.12697,0.85558,1.61128
5,600,0.94826,0.51699,1.10157,1.05358,0.84518,1.61077
6,700,1.01868,0.51176,1.10165,1.06580,0.83273,1.61009
7,800,1.02654,0.50731,1.10311,1.02443,0.82710,1.60969
8,900,1.12432,0.50225,1.10176,0.92494,0.81927,1.60962
9,1000,0.95386,0.49759,1.10233,1.03391,0.81321,1.60899
10,1100,1.00208,0.49246,1.10107,1.05022,0.80766,1.60863
11,1200,0.90448,0.48743,1.10038,0.95274,0.80031,1.60825
12,1300,1.09166,0.48288,1.10067,1.03027,0.79944,1.60881
13,1400,0.91047,0.47854,1.10072,1.07999,0.79612,1.60867
14,1500,1.07127,0.47348,1.10090,1.02344,0.79052,1.60886
15,1600,1.26861,0.46898,1.10140,0.88256,0.78631,1.60756
16,1700,1.04462,0.46426,1.10183,1.11944,0.78315,1.60728
17,1800,0.98796,0.45974,1.10127,1.01468,0.78123,1.60666
18,1900,0.95878,0.45498,1.10192,0.96148,0.77913,1.60614
19,2000,0.96126,0.45024,1.10114,0.99515,0.77121,1.60632
20,2100,1.07142,0.44555,1.10095,1.21139,0.76743,1.60567
21,2200,1.06199,0.44113,1.10121,1.13155,0.76565,1.60506
22,2300,0.91029,0.43699,1.10108,1.22702,0.76005,1.60513
23,2400,1.03367,0.43231,1.10087,1.07209,0.75981,1.60458
24,2500,0.91630,0.42792,1.10105,1.07185,0.75514,1.60366
25,2600,0.96135,0.42366,1.10104,1.10233,0.75111,1.60416
26,2700,0.98811,0.41922,1.10120,1.18137,0.74670,1.60273
27,2800,0.96620,0.41482,1.10088,1.06587,0.74171,1.60327
28,2900,1.06705,0.41076,1.10129,1.17723,0.74256,1.60152
29,3000,0.95372,0.40643,1.10154,1.03845,0.73854,1.60205
30,3100,1.01392,0.40207,1.10053,1.08633,0.73424,1.60198
31,3200,0.96520,0.39790,1.10079,1.15626,0.73203,1.60073
32,3300,1.05699,0.39418,1.10137,1.06880,0.72785,1.59939
33,3400,1.04304,0.39003,1.10108,1.26836,0.72400,1.59991
34,3500,0.96403,0.38615,1.10108,1.19759,0.72039,1.59920
35,3600,0.95872,0.38203,1.10077,1.13069,0.71394,1.59847
36,3700,0.98796,0.37823,1.10113,1.09356,0.70947,1.59900
37,3800,0.97594,0.37397,1.10074,1.11348,0.70792,1.59834
38,3900,0.95458,0.37017,1.10136,1.21320,0.70337,1.59715
39,4000,0.93547,0.36641,1.10097,1.20005,0.69643,1.59716
40,4100,1.01983,0.36244,1.10054,1.15002,0.69640,1.59617
41,4200,1.01216,0.35859,1.10008,1.18781,0.69170,1.59590
42,4300,1.13891,0.35518,1.10060,1.32349,0.68651,1.59546
43,4400,0.92596,0.35130,1.10078,1.13189,0.68365,1.59415
44,4500,0.87565,0.34745,1.10014,1.09928,0.67784,1.59380
45,4600,1.08426,0.34401,1.10045,1.25386,0.67394,1.59387
46,4700,1.06596,0.34014,1.10023,1.25311,0.67048,1.59235
47,4800,1.04320,0.33677,1.10063,1.18733,0.66574,1.59148
48,4900,0.85406,0.33296,1.09998,1.07630,0.65725,1.59190
49,5000,1.04599,0.32932,1.09991,1.14291,0.65428,1.59056
50,5100,0.91156,0.32570,1.10008,1.18013,0.64978,1.59173
51,5200,1.04831,0.32216,1.09993,1.16267,0.64356,1.59044
52,5300,1.09982,0.31855,1.10007,1.29200,0.63892,1.59062
53,5400,0.98573,0.31508,1.09982,1.24911,0.63327,1.59022
54,5500,1.02358,0.31151,1.09954,1.19260,0.62897,1.58954
55,5600,1.05135,0.30813,1.09961,1.11565,0.62280,1.58984
56,5700,0.97836,0.30509,1.10030,1.23987,0.61665,1.58920
57,5800,0.92496,0.30142,1.09975,1.15205,0.61293,1.58954
58,5900,0.95878,0.29803,1.09947,1.19717,0.60833,1.58939
59,6000,1.08164,0.29479,1.09976,1.37455,0.60215,1.58835
60,6100,1.16488,0.29135,1.09914,1.42831,0.60079,1.58847
61,6200,1.03081,0.28801,1.09918,1.06930,0.59303,1.58837
62,6300,1.03145,0.28508,1.10010,1.34026,0.58758,1.58772
63,6400,0.90352,0.28151,1.09947,1.05425,0.58310,1.58824
