iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.93177,1.90119,0.55581,1.60138,-3.35983,3.27982,0.54486,1.61503,-3.14678,2.42227,0.54960,1.61555
1,200,-3.70244,1.02811,0.56874,1.59616,-3.53939,1.06112,0.54565,1.62684,-3.62084,1.01119,0.56290,1.61865
2,300,-4.01412,0.98426,0.55227,1.59408,-3.86134,0.93404,0.52265,1.62613,-3.94458,0.99892,0.54219,1.61683
3,400,-4.33541,1.03172,0.54820,1.59376,-4.19833,1.12856,0.50851,1.62524,-4.26232,0.97800,0.53126,1.61580
4,500,-4.72167,1.07782,0.54713,1.59354,-4.51897,1.10084,0.50461,1.62522,-4.66781,1.01644,0.52850,1.61673
5,600,-5.19875,1.26527,0.53971,1.59505,-4.86600,1.02300,0.49437,1.62393,-5.11157,1.09298,0.52313,1.61831
6,700,-5.55539,1.14938,0.54213,1.59420,-5.25747,1.05746,0.49439,1.62311,-5.49325,1.02405,0.52469,1.62009
7,800,-6.06225,1.11065,0.53786,1.59390,-5.67422,1.19773,0.49070,1.62234,-5.92782,1.04757,0.52632,1.62176
8,900,-6.44610,1.17004,0.53398,1.59427,-5.96400,1.10584,0.49233,1.62369,-6.32730,1.11282,0.53340,1.62507
9,1000,-6.76519,1.15600,0.52997,1.59440,-6.29337,1.21340,0.48726,1.62324,-6.77508,1.02784,0.53687,1.62608
10,1100,-7.07660,1.10027,0.52848,1.59297,-6.74211,1.18847,0.48435,1.62223,-7.24425,1.06318,0.53498,1.62537
11,1200,-7.50138,1.27693,0.52629,1.59207,-7.06909,1.01670,0.48043,1.62127,-7.60842,1.10501,0.53508,1.62503
12,1300,-7.84850,1.44232,0.52092,1.59076,-7.38280,1.14271,0.47930,1.61979,-7.98225,1.11656,0.53112,1.62457
13,1400,-8.21509,1.29717,0.52147,1.58972,-7.58591,1.10922,0.47293,1.61873,-8.38820,1.07752,0.52559,1.62533
14,1500,-8.59476,1.20045,0.51658,1.58902,-8.00323,1.22440,0.46948,1.61738,-8.77782,1.07115,0.52387,1.62417
15,1600,-9.01081,1.27994,0.51597,1.58903,-8.36944,1.15168,0.46716,1.61737,-9.16935,1.14455,0.51871,1.62407
16,1700,-9.37623,1.03046,0.51523,1.58814,-8.62008,1.20235,0.46431,1.61665,-9.49238,1.25072,0.52205,1.62513
17,1800,-9.78522,1.21246,0.51617,1.58789,-8.96442,1.17950,0.46326,1.61644,-9.86462,1.33845,0.52024,1.62467
18,1900,-10.03517,1.17735,0.51193,1.58885,-9.28643,1.32265,0.46194,1.61527,-10.15765,1.06706,0.51598,1.62475
19,2000,-10.44221,1.35821,0.51716,1.58817,-9.56883,1.22011,0.45913,1.61478,-10.59108,1.22039,0.51536,1.62450
20,2100,-10.74346,1.32725,0.51067,1.58858,-9.89124,1.09839,0.45554,1.61445,-10.95783,1.34654,0.51287,1.62521
21,2200,-11.01737,1.27471,0.50639,1.58804,-10.03362,1.10481,0.45217,1.61460,-11.06923,1.13347,0.50916,1.62558
22,2300,-11.34621,1.03030,0.50497,1.58843,-10.44983,1.24522,0.44877,1.61295,-11.55608,1.27614,0.50707,1.62582
23,2400,-11.69861,1.13629,0.49638,1.58872,-10.59320,1.24813,0.44495,1.61238,-11.77385,1.59185,0.50331,1.62614
24,2500,-11.94083,1.41248,0.49664,1.58918,-10.89418,1.07523,0.44316,1.61235,-12.10110,1.37779,0.49936,1.62704
25,2600,-12.17806,1.55354,0.49291,1.58903,-11.23817,1.23506,0.43859,1.61202,-12.42516,1.26061,0.49365,1.62599
26,2700,-12.42726,1.64663,0.49065,1.58984,-11.40506,1.17480,0.43481,1.61144,-12.57594,1.08978,0.49016,1.62596
27,2800,-12.65974,1.16880,0.48647,1.59047,-11.57552,0.97813,0.42850,1.61019,-13.02942,1.32853,0.48663,1.62663
28,2900,-12.95281,1.19614,0.48357,1.59246,-11.77836,1.17564,0.42498,1.60916,-13.08343,1.20635,0.48103,1.62611
29,3000,-13.16953,1.10762,0.47789,1.59260,-12.01465,1.19469,0.42151,1.61008,-13.41396,1.10130,0.47974,1.62480
30,3100,-13.45071,1.43217,0.47531,1.59287,-12.10437,1.05778,0.41670,1.60748,-13.57110,1.39829,0.47212,1.62402
31,3200,-13.54905,1.24102,0.46965,1.59522,-12.29935,1.42399,0.41258,1.60850,-13.86972,1.37535,0.46782,1.62391
32,3300,-13.79787,1.30979,0.46358,1.59468,-12.60239,1.11241,0.40930,1.60821,-13.95251,1.34808,0.46435,1.62419
33,3400,-14.05974,1.07266,0.45882,1.59519,-12.55873,1.10792,0.40528,1.60557,-14.01115,1.42626,0.45927,1.62248
34,3500,-14.20202,0.93711,0.45162,1.59499,-12.82420,1.15652,0.40331,1.60599,-14.41000,1.50161,0.45357,1.62263
35,3600,-14.40002,1.23593,0.44612,1.59643,-13.06407,1.57712,0.39825,1.60510,-14.50119,1.39656,0.44655,1.62174
36,3700,-14.52348,1.12250,0.44328,1.59662,-13.15106,1.10054,0.39384,1.60512,-14.65970,2.00500,0.44244,1.62096
37,3800,-14.76257,1.29694,0.43911,1.59717,-13.18323,1.28513,0.39029,1.60440,-14.83312,1.40340,0.43672,1.61947
38,3900,-14.93174,1.72959,0.43296,1.59675,-13.51382,1.05892,0.38514,1.60356,-14.75992,1.45902,0.43314,1.61988
39,4000,-14.96344,1.24895,0.42884,1.59830,-13.57838,1.03503,0.38142,1.60352,-15.08563,1.13711,0.42949,1.61923
40,4100,-15.19218,1.41457,0.42447,1.59817,-13.69404,1.00963,0.37613,1.60360,-15.13468,1.72673,0.42469,1.61893
41,4200,-15.23442,1.50855,0.41861,1.59781,-13.71635,1.31471,0.37281,1.60311,-15.46734,1.33951,0.42025,1.61828
42,4300,-15.37982,1.70508,0.41396,1.59973,-14.02968,1.87843,0.36826,1.60243,-15.45491,1.29758,0.41570,1.61843
43,4400,-15.48293,1.07380,0.40803,1.59822,-13.79394,1.37860,0.36606,1.60224,-15.70661,1.19289,0.41153,1.61768
44,4500,-15.68110,1.10017,0.40666,1.59885,-13.98629,1.21231,0.36083,1.60202,-15.67430,1.11992,0.40654,1.61728
45,4600,-15.78863,1.15177,0.40323,1.59798,-13.98741,1.43186,0.35689,1.60260,-15.69989,1.70554,0.40365,1.61670
46,4700,-15.36081,2.09478,0.39956,1.59899,-14.05917,1.49571,0.35437,1.60051,-15.87437,1.21486,0.39698,1.61612
47,4800,-15.86038,1.55295,0.39421,1.59938,-14.27052,1.11486,0.35083,1.60111,-15.83468,1.08683,0.39457,1.61551
48,4900,-15.80445,1.46171,0.38971,1.59907,-14.24309,1.09882,0.34729,1.60071,-15.96671,1.08519,0.39098,1.61495
49,5000,-15.98103,1.43130,0.38753,1.59921,-14.19380,1.07718,0.34452,1.59959,-16.01762,1.39394,0.38654,1.61451
50,5100,-15.99871,1.22606,0.38227,1.59869,-14.36218,1.69361,0.34107,1.59878,-16.24619,1.36898,0.38243,1.61493
51,5200,-16.22730,1.59601,0.37927,1.60005,-14.43694,1.15835,0.33762,1.59909,-16.18687,1.72261,0.37823,1.61407
52,5300,-15.99179,1.48886,0.37659,1.59793,-14.37348,1.12389,0.33467,1.59868,-16.15442,1.75803,0.37542,1.61505
53,5400,-16.06117,1.70278,0.37100,1.59806,-14.45244,1.09148,0.33018,1.59705,-16.52328,1.88603,0.37107,1.61436
54,5500,-16.22596,1.08696,0.36759,1.59850,-14.41346,1.29415,0.32751,1.59670,-16.29126,1.13044,0.36657,1.61393
55,5600,-16.24751,1.31374,0.36442,1.59831,-14.49280,1.13223,0.32393,1.59711,-16.28739,1.52275,0.36364,1.61411
56,5700,-16.33370,1.32880,0.36018,1.59875,-14.50294,1.65948,0.32065,1.59569,-16.31089,1.28424,0.35900,1.61340
57,5800,-16.30136,1.07367,0.35462,1.59860,-14.60798,1.54619,0.31713,1.59631,-16.57560,1.78903,0.35738,1.61310
58,5900,-16.36062,1.24396,0.34851,1.59802,-14.61755,1.20275,0.31504,1.59670,-16.20234,1.92208,0.35249,1.61248
59,6000,-16.19587,1.12519,0.34847,1.59785,-14.48965,1.60534,0.31138,1.59508,-16.46276,1.56663,0.34826,1.61279
60,6100,-16.27993,1.18159,0.34267,1.59729,-14.55164,1.39561,0.30918,1.59581,-16.38552,1.47031,0.34546,1.61207
61,6200,-16.33700,2.31935,0.34070,1.59640,-14.61365,1.26465,0.30449,1.59501,-16.45228,1.21199,0.34289,1.61277
62,6300,-16.16693,1.54748,0.33516,1.59644,-14.61587,1.03703,0.30242,1.59576,-16.33548,1.06634,0.33934,1.61231
63,6400,-16.23175,1.48640,0.33147,1.59573,-14.57127,1.04300,0.30016,1.59433,-16.33767,1.06779,0.33489,1.61188
64,6500,-16.18274,1.41401,0.32740,1.59578,-14.51268,1.33873,0.29653,1.59487,-16.23464,1.08122,0.33255,1.61184
65,6600,-16.18552,1.32625,0.32457,1.59541,-14.56890,1.20966,0.29338,1.59381,-16.35825,1.15133,0.32915,1.61154
66,6700,-16.24981,1.15927,0.31974,1.59555,-14.57225,1.20405,0.29098,1.59546,-16.32638,1.19853,0.32576,1.61132
67,6800,-16.28193,1.01958,0.31593,1.59504,-14.64038,1.19594,0.28759,1.59496,-16.18877,1.19788,0.32032,1.61073
68,6900,-16.06512,1.12351,0.31385,1.59517,-14.43621,1.08002,0.28538,1.59491,-16.27718,2.01567,0.31759,1.61050
69,7000,-16.02180,1.07555,0.30921,1.59464,-14.67563,1.15520,0.28202,1.59449,-16.24616,1.59354,0.31358,1.61019
70,7100,-15.98618,1.07881,0.30641,1.59465,-14.55400,1.27484,0.27956,1.59484,-16.14578,1.65244,0.30980,1.60963
71,7200,-16.16668,1.24401,0.30341,1.59348,-14.51645,1.53712,0.27695,1.59545,-16.10039,1.11480,0.30639,1.60908
72,7300,-15.99438,1.36410,0.29813,1.59398,-14.49257,1.14965,0.27388,1.59414,-16.17636,1.08168,0.30333,1.60935
73,7400,-15.77504,1.97525,0.29586,1.59333,-14.45705,1.17256,0.27144,1.59378,-15.95449,1.44441,0.30040,1.60991
74,7500,-15.92091,1.10234,0.29189,1.59411,-14.35427,1.22471,0.26799,1.59474,-15.91584,1.63748,0.29618,1.60886
75,7600,-15.85811,1.07434,0.29149,1.59319,-14.39830,1.20080,0.26611,1.59351,-15.98827,1.10551,0.29351,1.60883
76,7700,-15.76413,1.21270,0.28540,1.59380,-14.30299,1.24380,0.26296,1.59316,-15.84505,1.52371,0.29146,1.60814
77,7800,-15.87005,1.60500,0.28294,1.59204,-14.31405,1.19903,0.25978,1.59322,-15.89058,1.16448,0.28778,1.60839
78,7900,-15.84589,1.62541,0.27883,1.59234,-14.23661,1.06692,0.25686,1.59349,-15.76381,0.98409,0.28375,1.60899
79,8000,-15.60246,1.54805,0.27673,1.59280,-14.12409,1.08734,0.25486,1.59337,-15.71151,1.08176,0.28163,1.60866
80,8100,-15.58026,1.12461,0.27283,1.59363,-14.07455,1.15675,0.25227,1.59352,-15.69073,1.02247,0.27825,1.60850
81,8200,-15.56441,1.23080,0.27116,1.59384,-14.12015,1.08022,0.24917,1.59285,-15.66228,1.27700,0.27491,1.60859
82,8300,-15.49356,1.07053,0.26747,1.59324,-13.97954,1.06849,0.24742,1.59237,-15.50175,1.21815,0.27252,1.60739
83,8400,-15.42347,1.09178,0.26323,1.59352,-13.88964,1.18429,0.24377,1.59215,-15.46896,1.11139,0.26973,1.60779
84,8500,-15.43887,1.21315,0.26165,1.59368,-13.97244,1.31046,0.24201,1.59282,-15.46712,1.13775,0.26775,1.60758
85,8600,-15.23152,1.13527,0.25899,1.59260,-13.90823,1.20426,0.23825,1.59273,-15.31206,1.05942,0.26394,1.60755
86,8700,-15.20690,0.98611,0.25643,1.59333,-13.81557,1.37235,0.23670,1.59161,-15.27465,1.16703,0.26252,1.60719
87,8800,-15.11105,0.97804,0.25276,1.59346,-13.78972,1.39624,0.23366,1.59297,-15.24532,1.16930,0.25831,1.60730
88,8900,-15.01839,1.05296,0.25065,1.59190,-13.56666,1.16815,0.23077,1.59223,-15.10833,1.21661,0.25569,1.60725
89,9000,-14.90373,1.02890,0.24816,1.59305,-13.58012,1.01621,0.22837,1.59218,-15.11817,1.31666,0.25329,1.60711
90,9100,-14.89559,1.02385,0.24481,1.59305,-13.59721,1.41757,0.22588,1.59224,-15.19355,1.46778,0.24993,1.60705
91,9200,-14.75890,0.98890,0.24284,1.59386,-13.49581,1.49440,0.22456,1.59292,-14.98381,1.08695,0.24798,1.60701
92,9300,-14.67866,1.00976,0.23989,1.59495,-13.49692,1.16676,0.22159,1.59205,-14.92764,1.19758,0.24412,1.60668
93,9400,-14.81962,1.50970,0.23751,1.59466,-13.37363,1.06111,0.21940,1.59229,-14.92205,1.66821,0.24204,1.60614
94,9500,-14.68768,1.12712,0.23522,1.59231,-13.30286,1.15312,0.21654,1.59104,-14.77703,1.23506,0.23979,1.60651
95,9600,-14.68053,1.21071,0.23221,1.59517,-13.31478,1.28774,0.21395,1.59183,-14.66751,1.20572,0.23678,1.60540
96,9700,-14.53857,1.10338,0.23056,1.59472,-13.18087,1.22492,0.21243,1.59209,-14.47705,1.05852,0.23477,1.60588
97,9800,-14.35741,1.18505,0.22863,1.59509,-13.08575,1.08353,0.20938,1.59238,-14.44822,1.14459,0.23243,1.60534
98,9900,-14.32689,1.21140,0.22560,1.59497,-13.00097,1.05555,0.20742,1.59303,-14.42993,1.05223,0.22954,1.60481
99,10000,-14.16756,1.12136,0.22284,1.59589,-12.97106,1.37382,0.20546,1.59191,-14.39885,1.11467,0.22661,1.60477
100,10100,-14.26746,1.27901,0.21956,1.59718,-12.92211,0.93531,0.20273,1.59122,-14.29135,1.02656,0.22388,1.60473
101,10200,-14.05406,1.01849,0.21750,1.59679,-12.81195,0.98614,0.20104,1.59220,-14.13430,1.11616,0.22204,1.60458
102,10300,-13.91501,0.93623,0.21536,1.59775,-12.70047,0.96841,0.19875,1.59261,-14.07302,1.11422,0.21903,1.60422
103,10400,-13.94197,1.06329,0.21369,1.59653,-12.55063,1.16827,0.19662,1.59195,-13.91487,1.24137,0.21691,1.60409
104,10500,-13.82860,1.18352,0.21024,1.59630,-12.62367,1.02612,0.19484,1.59161,-13.82644,1.06498,0.21484,1.60399
105,10600,-13.67526,0.95086,0.20828,1.59752,-12.38685,1.14149,0.19275,1.59208,-13.79043,1.17662,0.21218,1.60394
106,10700,-13.55938,1.15156,0.20628,1.59811,-12.33798,1.33383,0.19088,1.59226,-13.70505,0.99313,0.20947,1.60393
107,10800,-13.50697,1.19257,0.20462,1.59703,-12.32690,1.03802,0.18799,1.59184,-13.54884,1.25129,0.20711,1.60319
108,10900,-13.41210,1.37049,0.20090,1.59698,-12.17160,1.00804,0.18636,1.59263,-13.59027,1.32769,0.20456,1.60245
109,11000,-13.20202,1.29402,0.19988,1.59758,-12.09371,1.06242,0.18451,1.59285,-13.37846,1.30365,0.20258,1.60279
110,11100,-13.19666,1.00922,0.19741,1.59650,-12.02551,1.13012,0.18272,1.59167,-13.35828,1.19899,0.20003,1.60229
