iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.45596,8.46270,1.18599,-6.30605,8.79438,1.17919
1,200,-7.39059,1.33683,1.22673,-7.37250,1.21640,1.22592
2,300,-8.13417,0.98162,1.20762,-7.98574,0.82333,1.20622
3,400,-8.72551,0.88641,1.13830,-8.52476,0.85255,1.13004
4,500,-9.36606,0.97181,1.09427,-9.19918,0.94209,1.09463
5,600,-10.31583,0.75020,1.08764,-10.00943,0.62538,1.09116
6,700,-11.06116,0.52968,1.11715,-10.95043,0.47000,1.11991
7,800,-11.75636,0.73403,1.10714,-11.68602,0.65259,1.10428
8,900,-12.51201,0.77529,1.06760,-12.32342,0.68786,1.07037
9,1000,-13.20295,0.88918,1.04716,-13.18581,0.66550,1.05338
10,1100,-13.92725,0.82549,1.03611,-13.78332,1.06249,1.04135
11,1200,-14.49576,1.15480,1.00704,-14.37394,1.31751,1.01245
12,1300,-15.08633,1.98048,0.99092,-15.04582,1.97815,0.98685
13,1400,-15.72781,2.17657,0.96811,-15.61202,2.33950,0.96743
14,1500,-16.20718,0.75489,0.93641,-16.15086,0.92881,0.93314
15,1600,-16.62315,0.60003,0.90045,-16.52690,0.72715,0.90283
16,1700,-17.10675,1.13866,0.87173,-17.01644,0.77506,0.87209
17,1800,-17.37351,0.95035,0.83911,-17.42748,0.67842,0.84269
18,1900,-17.69874,0.88268,0.81477,-17.79739,0.56948,0.81250
19,2000,-18.12178,0.59379,0.78253,-18.24647,0.47741,0.78225
20,2100,-18.30197,0.82167,0.75252,-18.49766,0.57350,0.75181
21,2200,-18.71677,0.55215,0.73230,-18.83841,0.82335,0.72664
22,2300,-18.79682,0.58977,0.70716,-18.88378,0.76817,0.70523
23,2400,-19.00529,0.98731,0.68402,-19.15502,0.67111,0.67879
24,2500,-19.12175,0.78506,0.65858,-19.23337,0.64495,0.65787
25,2600,-19.27783,0.98666,0.63694,-19.49864,0.86650,0.64062
26,2700,-19.61286,1.02848,0.61858,-19.71758,1.01872,0.61696
27,2800,-19.57311,0.80037,0.59556,-19.81339,0.65634,0.59381
28,2900,-19.85618,0.81706,0.57586,-19.84136,0.56862,0.57578
29,3000,-19.80911,0.82955,0.55944,-20.09186,1.10987,0.55996
30,3100,-20.10007,0.67703,0.54022,-20.12627,0.66741,0.53811
31,3200,-20.16625,0.74346,0.52484,-20.23448,0.55961,0.52380
32,3300,-20.25424,0.76508,0.50713,-20.56830,1.07052,0.50499
33,3400,-19.98926,0.71496,0.48880,-20.40304,0.50985,0.49047
34,3500,-20.12789,0.59648,0.47350,-20.35656,0.43154,0.47508
35,3600,-19.90246,0.63046,0.45901,-20.41747,0.40128,0.45719
36,3700,-19.98408,0.58449,0.44537,-20.43598,0.44901,0.44427
37,3800,-19.77431,0.57149,0.42832,-20.55318,0.59622,0.42634
38,3900,-19.70929,0.61430,0.41560,-20.47053,0.43439,0.41628
39,4000,-19.62406,0.59245,0.40117,-20.56511,0.44736,0.40093
40,4100,-19.49978,0.62794,0.38933,-20.47077,0.56532,0.39134
41,4200,-19.50235,0.66291,0.37850,-20.44085,0.50048,0.37915
42,4300,-19.36771,0.64117,0.36423,-20.36321,0.44339,0.36672
43,4400,-19.12410,0.71083,0.35533,-20.38746,0.38770,0.35360
44,4500,-19.20121,0.69593,0.34230,-20.35088,0.43555,0.34370
45,4600,-19.00540,0.72130,0.33333,-20.21813,0.53585,0.33361
46,4700,-19.00575,0.71478,0.32422,-20.16694,0.67018,0.32264
47,4800,-18.62869,0.72780,0.31498,-20.02684,0.58262,0.31295
48,4900,-18.45483,0.79648,0.30459,-19.89959,0.76532,0.30247
49,5000,-18.27443,0.72800,0.29416,-19.75471,0.96204,0.29443
50,5100,-18.12756,0.78034,0.28623,-19.37172,0.97503,0.28694
51,5200,-18.02579,0.76341,0.27701,-19.16352,0.86327,0.27733
52,5300,-17.97521,0.78771,0.26993,-18.97890,0.93241,0.26820
53,5400,-17.61858,0.73076,0.26228,-18.92738,0.84986,0.25924
54,5500,-17.87860,0.77471,0.25368,-18.72451,0.83670,0.25540
55,5600,-17.62650,0.69102,0.24782,-18.61037,0.78618,0.24710
56,5700,-17.44593,0.71979,0.24185,-18.35416,0.81206,0.24159
57,5800,-17.32507,0.69670,0.23412,-18.24727,0.83339,0.23531
58,5900,-17.33852,0.67309,0.22770,-17.96877,0.81916,0.22860
59,6000,-17.02920,0.70225,0.22123,-17.83779,0.77840,0.22252
60,6100,-16.82640,0.71058,0.21606,-17.64282,0.77645,0.21577
61,6200,-16.78156,0.73807,0.21010,-17.40009,0.84416,0.21047
62,6300,-16.56213,0.77066,0.20621,-17.35011,0.77588,0.20494
63,6400,-16.61580,0.68199,0.20072,-17.13795,0.74319,0.20079
64,6500,-16.28881,0.70526,0.19508,-17.00380,0.75016,0.19424
65,6600,-16.20039,0.71885,0.19069,-16.79552,0.76965,0.19128
