iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,13.59105,0.78813,14.40770,0.78775
1,200,3.67560,0.78704,4.19746,0.78701
2,300,1.02106,0.78031,1.52275,0.77973
3,400,1.00843,0.77429,1.12507,0.77325
4,500,0.98680,0.76660,1.06929,0.76654
5,600,0.99817,0.75872,1.07953,0.75915
6,700,0.98852,0.75045,1.10238,0.75140
7,800,1.00775,0.74437,1.10951,0.74418
8,900,1.00811,0.73618,1.10979,0.73615
9,1000,0.99553,0.72991,1.13475,0.73028
10,1100,1.02648,0.72369,1.16685,0.72424
11,1200,1.01214,0.71828,1.17759,0.71737
12,1300,1.00619,0.71148,1.19914,0.71163
13,1400,1.00903,0.70568,1.23310,0.70565
14,1500,0.98258,0.69951,1.22336,0.69871
15,1600,0.99569,0.69293,1.25706,0.69357
16,1700,1.01711,0.68763,1.26099,0.68756
17,1800,0.96800,0.68230,1.32456,0.68241
18,1900,1.00610,0.67704,1.28243,0.67689
19,2000,1.01886,0.67133,1.35542,0.67084
20,2100,0.99924,0.66548,1.34841,0.66639
21,2200,1.01829,0.66021,1.33791,0.65990
22,2300,1.01870,0.65418,1.37781,0.65465
23,2400,1.01951,0.64949,1.34742,0.64871
24,2500,0.99914,0.64396,1.36676,0.64367
25,2600,1.02072,0.63850,1.37181,0.63865
26,2700,0.98147,0.63321,1.34840,0.63337
27,2800,1.01290,0.62797,1.39179,0.62771
28,2900,0.99478,0.62207,1.40027,0.62250
29,3000,0.98607,0.61784,1.41444,0.61750
30,3100,1.00858,0.61257,1.40762,0.61172
31,3200,1.01112,0.60649,1.36277,0.60626
32,3300,1.01055,0.60125,1.41750,0.60134
33,3400,1.00848,0.59658,1.44043,0.59625
34,3500,1.03726,0.59086,1.40387,0.59093
35,3600,1.01455,0.58552,1.41316,0.58556
36,3700,1.00284,0.58042,1.39882,0.57988
37,3800,1.01083,0.57513,1.49329,0.57445
38,3900,0.99776,0.56914,1.43119,0.56990
39,4000,1.02337,0.56430,1.42793,0.56406
40,4100,1.00521,0.55906,1.44273,0.55941
41,4200,1.00586,0.55337,1.44545,0.55330
42,4300,1.02346,0.54789,1.38690,0.54848
43,4400,1.02519,0.54325,1.40632,0.54323
44,4500,1.01960,0.53734,1.40791,0.53771
45,4600,0.98875,0.53231,1.46481,0.53274
46,4700,1.00254,0.52700,1.45131,0.52768
47,4800,1.03604,0.52228,1.44337,0.52188
48,4900,1.00558,0.51723,1.48796,0.51664
49,5000,1.07187,0.51227,1.38017,0.51163
50,5100,1.00853,0.50587,1.38441,0.50681
51,5200,1.03102,0.50109,1.38967,0.50124
52,5300,0.98035,0.49642,1.38938,0.49644
53,5400,1.00403,0.49127,1.44858,0.49098
54,5500,1.04092,0.48586,1.39513,0.48536
55,5600,0.96436,0.48071,1.44098,0.48060
56,5700,0.98689,0.47548,1.42767,0.47562
57,5800,1.00362,0.47054,1.39518,0.46996
58,5900,1.01425,0.46512,1.38170,0.46514
59,6000,0.99044,0.46001,1.40893,0.45996
60,6100,1.01682,0.45536,1.37402,0.45435
61,6200,1.03240,0.45027,1.40686,0.45005
