iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,5.27103,0.45361,1.61473,6.25543,0.50358,1.61071,6.28150,0.50125,1.61275
1,200,2.18277,0.45092,1.61536,2.71207,0.50005,1.61163,2.84341,0.49798,1.61191
2,300,1.15095,0.44729,1.61416,1.29511,0.49482,1.61072,1.21023,0.49367,1.61170
3,400,1.01506,0.44403,1.61264,1.01646,0.49098,1.61092,1.00663,0.49073,1.61176
4,500,1.00261,0.44094,1.61061,1.01567,0.48740,1.60989,1.01842,0.48661,1.61190
5,600,1.00003,0.43783,1.61094,1.02726,0.48333,1.61003,1.01092,0.48308,1.61064
6,700,1.00451,0.43457,1.61097,1.01444,0.47930,1.60978,1.02236,0.47914,1.61168
7,800,1.02984,0.43132,1.61060,1.03031,0.47545,1.61019,1.04237,0.47539,1.61101
8,900,1.04524,0.42822,1.61022,1.03641,0.47211,1.60994,1.04725,0.47151,1.61048
9,1000,1.04922,0.42495,1.60969,1.03710,0.46814,1.61034,1.04779,0.46852,1.60993
10,1100,1.05920,0.42181,1.61012,1.06389,0.46415,1.61030,1.06747,0.46439,1.60986
11,1200,1.08273,0.41861,1.60860,1.07008,0.46019,1.61091,1.07029,0.46089,1.60884
12,1300,1.08240,0.41550,1.60924,1.06604,0.45623,1.61080,1.07301,0.45664,1.60996
13,1400,1.08126,0.41241,1.60980,1.05129,0.45296,1.61089,1.06886,0.45354,1.60901
14,1500,1.11939,0.40933,1.60954,1.08447,0.44919,1.61113,1.11633,0.45009,1.60905
15,1600,1.13532,0.40635,1.60971,1.07993,0.44571,1.61107,1.12871,0.44672,1.60894
16,1700,1.14759,0.40328,1.60977,1.09871,0.44205,1.61094,1.10731,0.44258,1.60970
17,1800,1.12163,0.39999,1.60943,1.09420,0.43821,1.61154,1.13243,0.43910,1.60990
18,1900,1.15099,0.39689,1.60935,1.09875,0.43468,1.61121,1.11981,0.43569,1.60983
19,2000,1.13573,0.39381,1.60831,1.10498,0.43125,1.61141,1.13711,0.43220,1.60986
20,2100,1.18123,0.39078,1.60879,1.11561,0.42778,1.61108,1.14596,0.42840,1.61040
21,2200,1.15804,0.38796,1.60814,1.11945,0.42422,1.61172,1.14170,0.42476,1.61007
22,2300,1.19520,0.38493,1.60845,1.12461,0.42112,1.61142,1.17728,0.42111,1.60992
23,2400,1.17702,0.38182,1.60842,1.12532,0.41727,1.61149,1.17174,0.41734,1.61045
24,2500,1.17794,0.37899,1.60688,1.15512,0.41395,1.61168,1.16831,0.41396,1.61005
25,2600,1.18235,0.37596,1.60667,1.16756,0.41029,1.61218,1.17669,0.41048,1.61020
26,2700,1.23165,0.37316,1.60679,1.17071,0.40707,1.61178,1.15746,0.40709,1.61024
27,2800,1.20929,0.37021,1.60627,1.18469,0.40328,1.61200,1.18162,0.40352,1.61082
28,2900,1.18846,0.36725,1.60566,1.19319,0.40005,1.61146,1.18079,0.40007,1.61054
29,3000,1.24184,0.36452,1.60441,1.17615,0.39662,1.61168,1.21258,0.39654,1.61104
30,3100,1.25658,0.36155,1.60492,1.19795,0.39338,1.61148,1.19365,0.39349,1.61041
31,3200,1.25119,0.35856,1.60296,1.19457,0.39041,1.61133,1.18921,0.38992,1.61046
32,3300,1.22931,0.35567,1.60246,1.19798,0.38701,1.61153,1.17277,0.38677,1.60996
33,3400,1.24800,0.35281,1.60324,1.20482,0.38335,1.61174,1.18537,0.38330,1.60977
