iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,57.33519,1.54197,56.76649,1.53825,57.00318,1.53641,55.64454,1.53908
1,200,28.84223,1.51374,28.56270,1.51477,28.80519,1.51307,25.36338,1.51441
2,300,4.65703,1.46502,4.29079,1.46019,4.77931,1.46017,4.74407,1.46053
3,400,2.37142,1.44401,2.46723,1.44312,2.64673,1.44479,2.66730,1.44368
4,500,1.70932,1.41547,1.85209,1.41632,1.66277,1.41213,1.87697,1.41772
5,600,1.64477,1.39733,1.52780,1.39353,1.35329,1.39410,1.28125,1.39062
6,700,1.33733,1.37559,1.40782,1.37430,1.36037,1.37447,1.22644,1.37834
7,800,1.38284,1.35153,1.28377,1.35137,1.17190,1.35004,1.18396,1.34873
8,900,1.07736,1.32563,1.38439,1.32423,1.05185,1.32506,1.06693,1.32353
9,1000,0.96327,1.29721,1.13057,1.29813,1.23711,1.29810,1.09121,1.29583
10,1100,1.11848,1.27633,1.07992,1.27539,1.10042,1.27467,1.08817,1.27812
11,1200,1.12489,1.25564,1.11599,1.25965,1.14160,1.25654,0.92007,1.25376
12,1300,1.06686,1.23929,1.03873,1.23855,0.96552,1.23907,1.07629,1.24161
13,1400,1.11450,1.22091,1.17734,1.22621,1.04375,1.22580,0.98663,1.22212
14,1500,1.14154,1.20452,1.10516,1.20230,1.06366,1.20246,1.10307,1.19994
15,1600,1.24725,1.17879,1.19092,1.18561,0.98695,1.17961,1.03633,1.18200
16,1700,1.10741,1.16168,1.17169,1.16235,0.93480,1.16532,1.04396,1.16399
17,1800,1.10615,1.14402,1.19841,1.14335,1.14162,1.14290,0.97903,1.14310
18,1900,1.05536,1.12749,1.33564,1.12774,1.20803,1.12714,1.02006,1.12635
19,2000,1.16106,1.11295,1.03920,1.11123,1.09100,1.10950,1.02105,1.10808
20,2100,0.98696,1.09522,1.09647,1.09219,0.88876,1.09648,0.95280,1.09525
21,2200,1.04476,1.08211,1.02412,1.08162,1.02634,1.08325,0.97417,1.08275
22,2300,1.04277,1.06604,1.16038,1.06411,0.99809,1.06324,0.98230,1.06375
23,2400,1.01820,1.04762,0.98026,1.04960,1.03174,1.05115,0.97969,1.04571
24,2500,0.95738,1.03574,1.11508,1.03712,1.20276,1.03734,0.98999,1.03518
25,2600,0.88740,1.02168,1.11435,1.02228,1.10870,1.02473,1.02852,1.01869
26,2700,1.07998,1.00683,1.10789,1.00772,0.96215,1.00662,0.96165,1.00475
