iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.16634,1.03037,0.02293,-2.80689,5.94706,0.46902
1,200,-0.14788,0.71468,0.01057,-2.26906,1.91554,0.31455
2,300,-0.13836,0.53874,0.00752,-2.36363,1.92303,0.28362
3,400,-0.16262,0.50482,0.00616,-2.66452,1.98333,0.28099
4,500,-0.19524,0.47051,0.00535,-2.89437,1.78556,0.27340
5,600,-0.24296,0.46346,0.00480,-3.16967,1.68600,0.26653
6,700,-0.25855,0.49970,0.00439,-3.43335,1.68810,0.26521
7,800,-0.27553,0.51154,0.00406,-3.61090,1.56539,0.25499
8,900,-0.29304,0.52742,0.00380,-3.88140,1.52177,0.24785
9,1000,-0.30367,0.53781,0.00359,-4.01451,1.56702,0.23908
10,1100,-0.32761,0.56234,0.00341,-4.21672,1.56810,0.23488
11,1200,-0.34241,0.57600,0.00325,-4.34431,1.74112,0.22903
12,1300,-0.36184,0.60032,0.00311,-4.62093,1.73760,0.22880
13,1400,-0.38033,0.59562,0.00299,-4.84679,1.77956,0.22991
14,1500,-0.35695,0.65472,0.00288,-5.00076,1.95025,0.22684
15,1600,-0.38740,0.63066,0.00279,-5.26116,1.87427,0.22471
16,1700,-0.41419,0.64903,0.00270,-5.43828,1.98494,0.22417
17,1800,-0.45511,0.65688,0.00262,-5.67100,1.99307,0.22351
18,1900,-0.43307,0.68864,0.00254,-5.88804,2.13150,0.22391
19,2000,-0.47230,0.70301,0.00248,-6.08837,2.02519,0.21842
20,2100,-0.52883,0.73728,0.00241,-6.34297,2.20190,0.22113
21,2200,-0.56591,0.75375,0.00236,-6.60800,2.14046,0.22207
22,2300,-0.52674,0.74860,0.00230,-6.80864,2.38605,0.21913
23,2400,-0.59705,0.72953,0.00225,-6.94406,2.53749,0.21652
24,2500,-0.56880,0.80305,0.00220,-7.22085,2.53303,0.21740
25,2600,-0.54890,0.83364,0.00216,-7.41337,2.56785,0.21380
26,2700,-0.56434,0.87825,0.00212,-7.51377,2.66779,0.20955
