iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,1.03965,0.02307,7.75978,0.49196
1,200,0.99091,0.01047,2.33115,0.34096
2,300,0.95998,0.00745,2.26624,0.31242
3,400,1.00004,0.00611,2.20312,0.30718
4,500,0.98230,0.00531,2.02791,0.29400
5,600,0.98446,0.00478,2.03848,0.28519
6,700,0.98325,0.00439,2.01795,0.27511
7,800,0.98815,0.00408,2.06181,0.26686
8,900,1.00266,0.00381,2.09605,0.26466
9,1000,0.98744,0.00360,2.19104,0.25630
10,1100,0.99218,0.00342,2.21828,0.25321
11,1200,1.00023,0.00326,2.21942,0.24898
12,1300,0.98334,0.00312,2.30741,0.24845
13,1400,0.99524,0.00300,2.41830,0.24488
14,1500,0.97911,0.00289,2.46288,0.24535
15,1600,0.99564,0.00279,2.56163,0.24421
16,1700,0.99778,0.00271,2.57773,0.24170
17,1800,0.98665,0.00262,2.75383,0.24225
18,1900,1.01885,0.00255,2.72322,0.24208
19,2000,0.99935,0.00248,2.82790,0.24052
20,2100,0.99725,0.00242,2.89717,0.24233
21,2200,0.98441,0.00236,2.97085,0.23920
22,2300,0.99035,0.00231,3.02138,0.23843
23,2400,0.99850,0.00225,3.19548,0.23958
24,2500,0.97805,0.00221,3.22662,0.23742
25,2600,1.00563,0.00216,3.24721,0.23628
26,2700,1.00185,0.00212,3.36909,0.23324
27,2800,0.99009,0.00208,3.30996,0.23172
28,2900,0.97309,0.00204,3.40728,0.23140
29,3000,0.95903,0.00201,3.61993,0.22889
30,3100,0.96375,0.00197,3.65639,0.22768
31,3200,0.96428,0.00194,3.74850,0.22786
32,3300,1.00871,0.00191,3.73556,0.22743
33,3400,1.00013,0.00188,3.89214,0.22550
34,3500,1.02031,0.00186,3.64473,0.22386
35,3600,1.01331,0.00183,3.74327,0.22439
36,3700,1.00224,0.00180,3.84352,0.22543
37,3800,1.00318,0.00178,4.08660,0.21998
38,3900,1.00085,0.00175,4.16878,0.22176
39,4000,1.00266,0.00173,4.09978,0.22271
40,4100,1.01402,0.00171,4.00707,0.21868
41,4200,0.98529,0.00169,4.05830,0.21713
42,4300,0.99390,0.00167,4.09841,0.21946
43,4400,1.02814,0.00165,4.29450,0.21738
44,4500,1.01901,0.00163,4.24126,0.21447
45,4600,0.97807,0.00161,4.33427,0.21522
46,4700,0.98997,0.00160,4.30888,0.21363
47,4800,1.00809,0.00158,4.42342,0.21326
48,4900,0.96297,0.00156,4.23360,0.20851
49,5000,1.03283,0.00155,4.31277,0.21015
50,5100,1.02886,0.00153,4.36229,0.20914
51,5200,1.03494,0.00151,4.19625,0.20885
52,5300,0.98371,0.00150,4.27834,0.20884
53,5400,0.99711,0.00149,4.30242,0.20826
54,5500,1.02715,0.00147,4.50499,0.20589
55,5600,0.98010,0.00146,4.40076,0.20705
56,5700,1.00536,0.00145,4.42949,0.20471
57,5800,1.00409,0.00143,4.34007,0.20565
58,5900,1.00500,0.00142,4.27609,0.20249
59,6000,0.94780,0.00141,4.23236,0.20372
60,6100,1.00393,0.00140,4.34160,0.20187
61,6200,1.01717,0.00139,4.37349,0.20114
62,6300,0.99487,0.00137,4.28908,0.19977
63,6400,0.97868,0.00136,4.38257,0.20013
64,6500,1.01799,0.00135,4.34780,0.19843
65,6600,1.00539,0.00134,4.35733,0.19802
66,6700,0.98264,0.00133,4.46054,0.19495
67,6800,0.98682,0.00132,4.35428,0.19902
68,6900,1.00221,0.00131,4.23098,0.19691
69,7000,0.99132,0.00130,4.31672,0.19574
70,7100,1.01898,0.00129,4.32840,0.19352
71,7200,1.02396,0.00128,4.35618,0.19330
72,7300,0.99884,0.00128,4.20872,0.19305
73,7400,0.96673,0.00127,4.58569,0.19325
74,7500,0.97014,0.00126,4.37903,0.19217
75,7600,0.99427,0.00125,4.23220,0.18943
76,7700,1.00983,0.00124,4.25659,0.18777
77,7800,1.00262,0.00123,4.28159,0.18752
78,7900,1.00944,0.00122,4.37716,0.18875
79,8000,1.01754,0.00122,4.28557,0.18679
80,8100,0.98093,0.00121,4.28824,0.18801
81,8200,0.99126,0.00120,4.49730,0.18629
82,8300,0.98824,0.00119,4.30037,0.18790
83,8400,0.99395,0.00119,4.23023,0.18581
84,8500,1.01900,0.00118,4.44496,0.18543
85,8600,1.01635,0.00117,4.08782,0.18352
86,8700,1.01550,0.00117,4.34349,0.18359
87,8800,1.01086,0.00116,4.37117,0.18284
88,8900,1.01057,0.00115,4.16980,0.18315
89,9000,0.96449,0.00115,4.30689,0.18308
90,9100,0.99219,0.00114,4.12604,0.17956
91,9200,0.99209,0.00113,4.30985,0.18004
92,9300,0.97816,0.00113,4.48080,0.17845
93,9400,0.94134,0.00112,4.28292,0.17766
94,9500,1.00044,0.00112,4.11165,0.17887
95,9600,1.00370,0.00111,4.24658,0.18044
96,9700,0.96743,0.00110,4.33152,0.17750
97,9800,1.03070,0.00110,4.29295,0.17851
98,9900,0.99675,0.00109,4.45321,0.17521
99,10000,0.98176,0.00109,4.26561,0.17290
100,10100,0.98359,0.00108,4.29386,0.17429
101,10200,0.99138,0.00108,4.20853,0.17212
102,10300,0.98671,0.00107,4.12694,0.17207
103,10400,0.99620,0.00107,4.35283,0.17381
