iteration,episode,1_iql_loss,2_iql_loss
0,100,1.03579,0.99214
1,200,0.90944,0.93123
2,300,1.06819,0.98099
3,400,0.98362,0.93969
4,500,0.96257,0.96726
5,600,0.94674,0.94965
6,700,0.99947,0.98399
7,800,1.02842,0.98707
8,900,1.04519,0.86404
9,1000,0.93763,0.99470
10,1100,1.00452,0.98388
11,1200,0.92331,0.90415
12,1300,1.05484,0.92921
13,1400,0.92111,0.94815
14,1500,1.03549,0.95956
15,1600,1.22236,0.83404
16,1700,1.03164,0.99020
17,1800,1.00250,0.91126
18,1900,0.96225,0.93331
19,2000,0.95709,0.87852
20,2100,1.02460,0.98690
21,2200,1.03283,0.98601
22,2300,0.94591,1.05365
23,2400,1.00426,0.92844
24,2500,1.04542,0.93153
25,2600,1.05769,0.95825
26,2700,1.03259,1.01746
27,2800,0.92139,0.89630
28,2900,1.09472,0.96140
29,3000,0.90172,0.93359
30,3100,0.98957,0.90134
31,3200,0.97028,0.91452
32,3300,1.06247,0.90191
33,3400,0.95378,1.00851
34,3500,0.90800,1.00507
35,3600,0.97660,0.97538
36,3700,1.02280,0.91700
37,3800,0.95322,0.87319
38,3900,0.96987,1.02531
39,4000,0.89292,0.88530
40,4100,1.11632,0.90717
41,4200,1.01901,0.94122
42,4300,1.09935,1.08623
43,4400,0.92609,0.92707
44,4500,0.94401,0.92226
45,4600,1.14669,1.00405
46,4700,1.02237,0.85670
47,4800,0.94647,0.84814
48,4900,0.91606,0.95624
49,5000,0.98786,0.85938
50,5100,0.91537,1.05557
51,5200,1.15848,0.91292
52,5300,1.05591,1.02587
53,5400,0.95096,0.96531
54,5500,0.94973,0.92269
55,5600,1.02144,0.90626
56,5700,1.00978,0.95635
57,5800,1.03899,0.92145
58,5900,0.98341,1.13353
59,6000,0.99970,1.00190
60,6100,1.06351,1.10372
61,6200,0.89099,0.87952
62,6300,0.94354,1.03487
63,6400,0.92319,0.81339
64,6500,0.96562,1.07075
65,6600,1.04003,0.98516
66,6700,0.92086,0.90992
67,6800,1.05254,0.98600
68,6900,0.98422,0.87806
69,7000,0.93381,1.01319
70,7100,0.91934,1.06590
71,7200,0.98859,0.99388
72,7300,1.04878,0.99885
73,7400,1.00064,1.00334
74,7500,0.93972,1.03249
75,7600,1.03294,1.01487
76,7700,0.97656,0.86301
77,7800,1.00478,1.03771
78,7900,1.02267,0.91775
79,8000,1.06288,1.07394
80,8100,1.02450,0.91302
81,8200,1.10461,1.03717
82,8300,0.89724,0.95554
83,8400,1.03772,0.97200
84,8500,1.09233,0.91522
85,8600,0.94305,1.04748
86,8700,0.92375,0.94014
87,8800,0.99923,1.02210
88,8900,1.06401,0.93167
89,9000,1.04915,0.91628
90,9100,1.13802,0.94638
91,9200,1.04692,0.85838
92,9300,0.99244,0.95612
93,9400,0.95782,0.93751
94,9500,1.04596,0.89174
95,9600,0.89241,0.87116
96,9700,1.05443,0.94275
97,9800,1.04743,0.93231
98,9900,0.90381,0.95486
99,10000,1.12016,0.87837
100,10100,0.93933,0.97154
101,10200,0.95447,1.04178
102,10300,0.96837,0.98500
103,10400,1.01984,0.93053
104,10500,1.03945,0.97458
105,10600,0.95329,0.87057
106,10700,0.90249,0.93436
107,10800,1.03729,0.86370
108,10900,0.97008,0.89497
109,11000,0.99833,1.00226
110,11100,0.98993,0.92562
111,11200,1.02245,0.90099
112,11300,1.00036,1.08855
113,11400,0.95222,1.01404
114,11500,0.91548,1.06646
115,11600,1.02317,1.03906
116,11700,1.03111,1.09759
117,11800,0.92983,0.99494
118,11900,0.94554,0.95961
119,12000,0.89075,1.03873
120,12100,0.97220,0.97298
121,12200,1.01809,0.96453
122,12300,1.16602,0.98426
123,12400,1.02380,1.00323
124,12500,0.79277,0.92943
125,12600,0.98594,1.04697
126,12700,1.08104,1.09446
127,12800,1.02782,0.88198
128,12900,1.04645,1.01045
129,13000,0.95062,0.96247
130,13100,0.96880,0.87871
131,13200,1.02741,1.04873
132,13300,1.04008,0.88463
133,13400,1.02128,1.00224
134,13500,1.02155,0.83211
135,13600,0.87930,0.92793
136,13700,1.11025,0.97860
137,13800,1.03025,0.98240
138,13900,0.98228,1.03879
139,14000,0.94228,1.02321
140,14100,0.92416,0.97308
141,14200,1.00656,0.85233
142,14300,0.96098,0.98388
143,14400,0.88878,0.92576
144,14500,0.98565,0.89786
145,14600,1.07341,1.09396
146,14700,0.95986,1.00391
147,14800,1.03286,1.01649
148,14900,0.98775,0.97915
149,15000,0.95482,0.89485
150,15100,0.98234,0.94046
151,15200,1.10505,0.93297
152,15300,0.93808,0.89979
153,15400,1.07274,1.01760
154,15500,0.96383,0.88314
155,15600,1.12089,1.02545
156,15700,0.96971,0.99255
157,15800,0.97992,0.91333
158,15900,0.93590,1.08493
159,16000,0.98786,1.06257
160,16100,0.95404,1.05080
161,16200,0.95678,0.87748
162,16300,0.86453,1.05056
163,16400,0.96135,1.03854
164,16500,1.08875,0.93467
165,16600,0.93287,1.00516
166,16700,0.88997,1.01635
167,16800,1.00176,0.93690
168,16900,1.01261,1.02976
169,17000,0.94037,0.91060
170,17100,0.96174,0.89310
171,17200,1.10119,0.96565
172,17300,0.86037,1.09627
173,17400,1.08222,0.99222
174,17500,1.07308,0.94748
175,17600,0.76615,0.92184
176,17700,1.02890,1.04248
177,17800,1.07626,0.90378
178,17900,1.00872,0.93967
179,18000,1.01333,1.00393
180,18100,0.99412,1.01842
181,18200,0.96564,0.90832
182,18300,0.91237,0.98540
183,18400,0.92030,1.01573
184,18500,0.92471,1.05459
185,18600,0.96249,0.93327
186,18700,0.96921,0.97291
187,18800,1.04362,0.92926
188,18900,1.04437,1.00887
189,19000,1.14338,0.89592
190,19100,1.20952,1.06446
191,19200,0.98430,0.91079
192,19300,0.88379,0.88610
193,19400,0.93628,1.03240
194,19500,0.94662,0.97602
195,19600,1.00513,1.03851
196,19700,0.90110,0.99259
197,19800,0.95510,0.92801
198,19900,0.94864,0.93601
199,20000,1.04733,0.95539
200,20100,1.19612,0.90872
201,20200,1.00295,1.00541
