iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-1.44686,1.31641,0.26479,1.10661,-2.46867,1.78905,0.49724,1.62392
1,200,-1.71995,0.53862,0.25833,1.10800,-2.97728,0.68937,0.48454,1.62851
2,300,-1.90840,0.42575,0.25319,1.10579,-3.32163,0.48096,0.48514,1.62502
3,400,-2.04803,0.30314,0.24819,1.10504,-3.62654,0.40041,0.48095,1.62818
4,500,-2.26453,0.25775,0.24223,1.10353,-3.97728,0.38215,0.47509,1.62091
5,600,-2.53329,0.23057,0.23571,1.09830,-4.43663,0.31178,0.46758,1.61755
6,700,-2.72560,0.18898,0.22929,1.09416,-4.74367,0.24890,0.45748,1.61800
7,800,-2.93123,0.17139,0.22375,1.09116,-5.09447,0.24268,0.44812,1.61774
8,900,-3.11160,0.13020,0.21796,1.08899,-5.41236,0.23598,0.43647,1.61415
9,1000,-3.31275,0.20040,0.21271,1.08913,-5.72799,0.29556,0.42513,1.61275
10,1100,-3.50358,0.17785,0.20757,1.09124,-6.02346,0.24547,0.41494,1.61111
11,1200,-3.57256,0.16716,0.20265,1.09286,-6.20007,0.24407,0.40313,1.61001
12,1300,-3.72195,0.18621,0.19798,1.09441,-6.44632,0.23389,0.39292,1.60861
13,1400,-3.85775,0.17596,0.19337,1.09543,-6.73199,0.27595,0.38328,1.60774
14,1500,-4.06021,0.12467,0.18862,1.09613,-7.04469,0.29441,0.37300,1.60899
15,1600,-4.19357,0.11068,0.18368,1.09654,-7.35583,0.25241,0.36451,1.60759
16,1700,-4.40368,0.10405,0.17884,1.09594,-7.59930,0.27746,0.35541,1.60685
17,1800,-4.52889,0.11817,0.17407,1.09538,-7.84513,0.29634,0.34744,1.60583
18,1900,-4.59238,0.11025,0.16950,1.09515,-7.93494,0.26428,0.33868,1.60522
19,2000,-4.68174,0.16734,0.16503,1.09498,-8.12424,0.26337,0.33220,1.60364
20,2100,-4.81955,0.15482,0.16058,1.09487,-8.42097,0.26550,0.32406,1.60361
21,2200,-4.89415,0.13847,0.15618,1.09560,-8.48779,0.29200,0.31696,1.60426
22,2300,-5.00742,0.11618,0.15203,1.09583,-8.67101,0.30765,0.31017,1.60325
23,2400,-5.11625,0.10724,0.14789,1.09536,-8.82905,0.29238,0.30377,1.60288
24,2500,-5.19712,0.10885,0.14387,1.09628,-9.03135,0.31311,0.29765,1.60295
25,2600,-5.27659,0.13491,0.13984,1.09474,-9.11722,0.27308,0.29118,1.60265
26,2700,-5.35581,0.16626,0.13611,1.09550,-9.23942,0.26652,0.28480,1.60179
27,2800,-5.35570,0.19866,0.13230,1.09561,-9.38747,0.29946,0.27841,1.60084
28,2900,-5.45127,0.15505,0.12864,1.09534,-9.43641,0.29256,0.27248,1.60158
29,3000,-5.50762,0.15517,0.12491,1.09569,-9.57390,0.27442,0.26668,1.60102
30,3100,-5.61016,0.13015,0.12137,1.09471,-9.66879,0.28417,0.26115,1.60005
31,3200,-5.66264,0.14164,0.11783,1.09568,-9.71627,0.32095,0.25574,1.59847
