iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.00140,0.95724,-0.07148,0.96815,-0.09476,0.85951
1,200,0.01030,0.86355,-0.07463,0.83877,-0.10882,0.91494
2,300,-0.00144,0.83223,-0.03233,0.82040,-0.07190,0.79642
3,400,-0.02929,0.87391,-0.01410,0.78652,-0.04016,0.81578
4,500,-0.06632,0.73130,0.02885,0.75981,0.01526,0.80846
5,600,-0.10498,0.77127,0.04553,0.78132,0.02891,0.78235
6,700,-0.07468,0.82245,0.03589,0.84540,0.01006,0.81391
7,800,-0.09819,0.75018,0.00324,0.77822,-0.01161,0.78368
8,900,-0.12235,0.77259,-0.00067,0.80852,-0.01089,0.84527
9,1000,-0.13765,0.94464,0.02694,0.81526,-0.01389,0.84122
10,1100,-0.13200,0.88414,-0.01207,0.84181,-0.02553,0.86446
11,1200,-0.13015,0.96301,-0.01177,0.87610,-0.01540,0.81459
12,1300,-0.16686,0.82659,0.01086,0.90591,-0.00902,0.86090
13,1400,-0.15992,0.74332,0.02046,0.86501,0.01000,0.86781
14,1500,-0.19147,0.83893,-0.00015,0.88020,0.01570,0.84819
15,1600,-0.18451,0.81487,0.02031,0.85597,0.03587,0.88938
16,1700,-0.22913,0.89165,0.00594,0.80922,0.00689,0.94667
17,1800,-0.16321,0.94013,-0.00140,0.94151,-0.01012,0.86877
18,1900,-0.23837,0.77136,0.01960,0.83649,0.02601,0.78297
19,2000,-0.24930,0.83281,-0.00314,0.90722,0.02226,0.86250
20,2100,-0.22264,0.95350,0.00297,0.86969,0.01224,0.84601
21,2200,-0.21440,0.90891,-0.00152,0.97554,0.02097,0.92412
22,2300,-0.28541,0.95577,0.00372,0.85199,-0.00604,0.94311
23,2400,-0.27333,0.87274,-0.04747,0.90729,0.01057,0.94459
24,2500,-0.29797,0.82433,-0.04846,0.91204,-0.01141,0.98134
25,2600,-0.28785,0.81106,-0.09121,0.94718,0.00793,0.94947
26,2700,-0.29818,1.01297,-0.07884,0.96969,0.02076,0.96430
27,2800,-0.28581,0.90857,-0.08033,0.92395,0.00212,0.93226
28,2900,-0.21541,0.96695,-0.10472,0.94077,-0.00269,0.96680
29,3000,-0.26724,0.93814,-0.09300,0.96010,-0.03962,0.88554
30,3100,-0.32027,0.92748,-0.09601,0.92485,-0.02965,0.92040
31,3200,-0.35714,0.84201,-0.11395,0.89089,-0.07119,0.90744
32,3300,-0.32417,0.95656,-0.13074,0.89365,-0.07660,0.91911
33,3400,-0.34464,0.94497,-0.13598,0.93077,-0.09064,0.93038
34,3500,-0.32373,0.95457,-0.12351,0.85588,-0.11124,0.98184
35,3600,-0.34490,1.00199,-0.13506,0.86539,-0.04039,0.92580
36,3700,-0.38576,0.83992,-0.18318,1.02361,-0.07547,0.97634
37,3800,-0.36663,0.95578,-0.14943,0.91643,-0.04834,0.91244
38,3900,-0.36603,0.92377,-0.15800,0.84182,-0.08955,0.97302
39,4000,-0.40249,0.79030,-0.13730,0.89601,-0.06165,0.98503
40,4100,-0.41511,0.98282,-0.20179,0.90337,-0.04021,1.01551
41,4200,-0.41056,0.95609,-0.20996,0.96423,-0.04957,0.99441
42,4300,-0.44048,0.91998,-0.16696,0.88462,-0.04879,0.91931
43,4400,-0.44536,0.90320,-0.16573,0.98116,-0.03809,0.95897
44,4500,-0.41620,0.93615,-0.18492,0.96027,-0.03858,0.88642
45,4600,-0.44203,0.95393,-0.18055,1.05785,-0.06242,0.93214
46,4700,-0.46014,0.95349,-0.15346,0.86519,-0.06419,0.91985
47,4800,-0.42457,0.96299,-0.15686,0.92625,-0.08221,0.87882
48,4900,-0.40511,1.00491,-0.19580,0.97543,-0.09195,0.96317
49,5000,-0.41894,0.97250,-0.19281,0.97364,-0.09681,1.01373
50,5100,-0.44964,0.91768,-0.17147,0.98002,-0.10724,0.89746
51,5200,-0.45733,1.02109,-0.19113,0.96632,-0.08765,0.99896
52,5300,-0.48568,0.86111,-0.16058,0.98465,-0.07166,1.02145
53,5400,-0.48259,0.91632,-0.16599,0.97858,-0.08798,0.84283
54,5500,-0.49036,0.91454,-0.20709,0.95479,-0.07338,1.02032
55,5600,-0.45067,0.89948,-0.20585,0.86760,-0.13444,0.98075
56,5700,-0.45716,1.01868,-0.17007,0.93040,-0.05774,0.90837
57,5800,-0.44944,0.91692,-0.17313,0.95559,-0.07616,0.89450
58,5900,-0.45828,0.90554,-0.19387,1.00487,-0.07703,0.93165
59,6000,-0.49509,0.93128,-0.21708,1.00113,-0.09704,0.98286
60,6100,-0.52134,0.95777,-0.27646,1.01711,-0.11320,0.91484
61,6200,-0.50848,0.88485,-0.24942,0.97227,-0.13630,0.95908
62,6300,-0.53921,0.87346,-0.26753,1.01858,-0.11369,0.96968
63,6400,-0.54832,0.88546,-0.29619,0.88801,-0.17496,0.98277
64,6500,-0.52741,0.88584,-0.30408,0.99302,-0.14522,0.92842
65,6600,-0.55323,0.84952,-0.29322,0.99114,-0.16884,0.89114
66,6700,-0.58340,0.90772,-0.32316,0.90076,-0.14708,0.95751
67,6800,-0.54455,0.88322,-0.32033,0.92081,-0.13273,0.96461
68,6900,-0.53700,0.96317,-0.33631,0.97725,-0.16375,0.92000
69,7000,-0.53423,0.93423,-0.38348,1.00452,-0.16509,0.94263
70,7100,-0.54691,0.86255,-0.35056,0.98105,-0.21267,0.97425
71,7200,-0.54174,0.88992,-0.35508,0.99153,-0.22044,0.95653
72,7300,-0.56179,0.93626,-0.36148,0.91054,-0.20175,0.96118
73,7400,-0.56841,0.90846,-0.37428,0.96355,-0.19995,0.91475
74,7500,-0.58978,0.90185,-0.36405,0.94756,-0.26971,0.92272
75,7600,-0.57180,0.83404,-0.34644,0.96662,-0.30789,0.93054
76,7700,-0.55034,0.89658,-0.34455,0.96961,-0.28455,0.88691
77,7800,-0.51799,0.87849,-0.34884,0.97776,-0.29866,0.95839
78,7900,-0.54638,0.92062,-0.35673,0.97839,-0.25216,0.88987
79,8000,-0.55541,0.95254,-0.36468,0.99838,-0.29233,0.92472
80,8100,-0.59328,0.88852,-0.36432,0.91407,-0.31556,0.99434
81,8200,-0.59177,0.92575,-0.37694,0.93783,-0.26536,0.92080
82,8300,-0.58615,0.91180,-0.35628,0.97853,-0.28645,0.93908
83,8400,-0.59638,0.87622,-0.36544,0.89044,-0.33085,0.99050
84,8500,-0.63398,0.81400,-0.30728,0.93216,-0.29489,0.92206
85,8600,-0.61056,0.90538,-0.32667,0.90072,-0.29296,0.97401
86,8700,-0.60771,0.83451,-0.32739,0.94837,-0.30282,0.92850
87,8800,-0.64722,0.89784,-0.32029,0.98120,-0.24958,0.95195
88,8900,-0.64978,0.89249,-0.32724,0.94147,-0.25776,0.95908
89,9000,-0.62248,0.88907,-0.35463,0.93372,-0.25396,0.87490
90,9100,-0.62527,0.85352,-0.32403,0.93233,-0.23586,0.92102
91,9200,-0.62920,0.86223,-0.34168,0.93589,-0.27682,0.96890
92,9300,-0.64603,0.89827,-0.31908,0.94782,-0.27837,1.00125
93,9400,-0.64160,0.92726,-0.26712,0.92976,-0.25216,0.85781
94,9500,-0.62508,0.97241,-0.25262,1.00168,-0.25419,0.92069
95,9600,-0.62833,0.83784,-0.23626,0.93928,-0.26041,0.98723
96,9700,-0.63072,0.86864,-0.26613,0.88731,-0.25790,0.98233
97,9800,-0.64543,0.90233,-0.24920,0.91644,-0.22463,0.96132
98,9900,-0.64155,0.86198,-0.23133,0.95775,-0.20304,0.92067
99,10000,-0.62251,0.92085,-0.21972,0.90093,-0.21317,0.94794
100,10100,-0.63476,0.86789,-0.24157,0.95861,-0.21336,0.92592
101,10200,-0.60113,0.90116,-0.21173,0.89045,-0.24004,0.89613
102,10300,-0.61491,0.87804,-0.22623,0.91628,-0.20865,0.87901
103,10400,-0.64279,0.87877,-0.26592,0.86033,-0.22120,1.01451
104,10500,-0.64348,0.90464,-0.21288,0.93443,-0.20168,0.92917
105,10600,-0.62705,0.88246,-0.20891,0.91588,-0.21245,0.90903
106,10700,-0.62444,0.90256,-0.17801,0.94935,-0.19845,0.91018
107,10800,-0.64566,0.82220,-0.23544,0.95977,-0.21700,0.92588
108,10900,-0.65591,0.81385,-0.19830,0.95567,-0.23142,0.96235
109,11000,-0.64696,0.86442,-0.23566,0.97167,-0.23290,0.95838
110,11100,-0.65762,0.86704,-0.20319,0.84913,-0.18565,0.97387
111,11200,-0.64715,0.90430,-0.19264,0.96654,-0.19712,0.96477
112,11300,-0.65411,0.97647,-0.13779,0.89773,-0.16275,0.93578
113,11400,-0.65489,0.89017,-0.19168,0.87573,-0.18033,1.00472
114,11500,-0.67561,0.90995,-0.15987,0.95925,-0.14968,0.95966
115,11600,-0.66105,0.93564,-0.15386,0.97147,-0.18600,0.94967
116,11700,-0.69435,0.86689,-0.17101,0.94097,-0.15042,0.92184
117,11800,-0.67624,0.90285,-0.15123,0.92260,-0.26048,1.00000
118,11900,-0.69360,0.85079,-0.15305,0.92906,-0.20823,0.98938
119,12000,-0.68713,0.83488,-0.17173,0.99954,-0.23272,0.94831
120,12100,-0.68131,0.84452,-0.20180,1.04604,-0.23376,0.92161
121,12200,-0.65607,0.96685,-0.18341,0.98450,-0.22253,0.95671
122,12300,-0.69325,0.80006,-0.16772,0.94158,-0.19309,0.96411
123,12400,-0.67577,0.90445,-0.17627,1.07945,-0.18873,0.93053
124,12500,-0.67721,0.92099,-0.14083,0.88637,-0.19463,1.03526
125,12600,-0.69563,0.88479,-0.17305,0.92066,-0.19836,0.99777
126,12700,-0.69427,0.87778,-0.15052,0.85703,-0.20100,0.94173
127,12800,-0.69833,0.85031,-0.19470,0.95907,-0.20915,0.92891
128,12900,-0.70292,0.84004,-0.19400,1.01047,-0.22661,0.90972
129,13000,-0.68505,0.87509,-0.14495,0.83907,-0.22997,0.96139
130,13100,-0.71596,0.87319,-0.16841,0.98364,-0.21590,0.89635
131,13200,-0.68646,0.91981,-0.16230,0.96415,-0.21677,0.93258
132,13300,-0.67759,0.91046,-0.19433,0.93902,-0.26574,0.95218
133,13400,-0.69578,0.90541,-0.15971,0.93518,-0.26341,0.93193
134,13500,-0.69255,0.93169,-0.17585,1.00807,-0.25125,0.99366
135,13600,-0.70566,0.88217,-0.16164,0.94204,-0.25371,0.90540
136,13700,-0.70462,0.90833,-0.15819,0.89225,-0.22765,0.94769
137,13800,-0.70075,0.85654,-0.16423,0.88235,-0.26265,0.93684
138,13900,-0.71048,0.91829,-0.13853,0.92157,-0.23504,0.93848
139,14000,-0.71690,0.88956,-0.13252,0.87190,-0.24956,0.91783
140,14100,-0.72501,0.85886,-0.12173,0.92131,-0.23529,0.92022
141,14200,-0.74064,0.93891,-0.13707,0.94693,-0.23175,1.02947
142,14300,-0.74282,0.86802,-0.16725,0.90103,-0.28870,0.97121
143,14400,-0.75873,0.92216,-0.14062,0.84809,-0.28498,0.95972
144,14500,-0.76454,0.83260,-0.19205,0.93506,-0.30048,0.96803
145,14600,-0.74632,0.88662,-0.18131,0.93647,-0.28820,0.91286
146,14700,-0.76157,0.85660,-0.15083,0.88110,-0.31544,0.85186
147,14800,-0.75383,0.93393,-0.14997,0.86210,-0.33442,0.95098
