iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,8.13260,0.51959,8.11129,0.52030,8.09403,0.52043
1,200,2.58163,0.40427,2.71945,0.40630,2.48201,0.40761
2,300,2.17610,0.38942,2.40324,0.38747,2.20141,0.39272
3,400,2.30695,0.38566,2.36621,0.38243,2.26776,0.38724
4,500,2.18862,0.38026,2.27191,0.37898,2.19430,0.37965
5,600,2.24802,0.37587,2.27017,0.37473,2.24571,0.37536
6,700,2.19482,0.37253,2.31672,0.37515,2.30489,0.37592
7,800,2.16358,0.37263,2.21684,0.36981,2.22535,0.37092
8,900,2.14217,0.36851,2.11752,0.36454,2.20311,0.37334
9,1000,2.16786,0.36951,2.21165,0.36635,2.23896,0.36367
10,1100,2.20316,0.36851,2.18830,0.36415,2.23980,0.36151
11,1200,2.15116,0.36646,2.16601,0.36173,2.25560,0.36330
12,1300,2.16774,0.36615,2.18274,0.36138,2.29312,0.36049
13,1400,2.23609,0.36557,2.19164,0.35912,2.27675,0.35756
14,1500,2.22060,0.36165,2.21794,0.35819,2.27217,0.36206
15,1600,2.26317,0.36134,2.24205,0.35983,2.38305,0.35901
16,1700,2.25834,0.36112,2.25051,0.35861,2.39967,0.35638
17,1800,2.35572,0.36437,2.28777,0.35865,2.44346,0.35689
18,1900,2.32558,0.35990,2.32195,0.35731,2.39585,0.35412
19,2000,2.35681,0.36264,2.39483,0.35940,2.47307,0.35447
20,2100,2.43522,0.36457,2.34784,0.36121,2.46123,0.35256
21,2200,2.39027,0.36515,2.34081,0.36037,2.48661,0.35237
22,2300,2.42678,0.36277,2.37296,0.35947,2.58705,0.35233
23,2400,2.40436,0.36467,2.40531,0.35823,2.62125,0.35256
24,2500,2.48308,0.36644,2.37294,0.35589,2.61084,0.35060
25,2600,2.46316,0.36436,2.43808,0.35660,2.60041,0.35274
26,2700,2.46811,0.36543,2.43227,0.35734,2.65516,0.35238
27,2800,2.49638,0.36414,2.53684,0.35913,2.70694,0.35612
28,2900,2.49115,0.36399,2.50215,0.35766,2.72038,0.35472
29,3000,2.58879,0.36546,2.50070,0.35915,2.68248,0.35493
30,3100,2.55715,0.36722,2.53183,0.35554,2.67698,0.35727
31,3200,2.55445,0.36496,2.60344,0.35842,2.73636,0.35555
32,3300,2.55941,0.36582,2.52892,0.35670,2.75117,0.35618
33,3400,2.57247,0.36521,2.60678,0.35715,2.72864,0.36111
34,3500,2.61639,0.36782,2.64147,0.36102,2.70677,0.35603
