iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,47.77797,1.43765,68.72776,1.70823,71.12066,1.73891
1,200,19.57416,1.40384,27.94004,1.57974,30.08117,1.62885
2,300,5.61989,1.40972,6.57278,1.55556,7.10695,1.59226
3,400,2.64006,1.40945,3.01310,1.57162,3.27222,1.59419
4,500,1.18582,1.38564,1.06864,1.56248,1.11315,1.56916
5,600,0.66970,1.37498,0.53755,1.56050,0.56609,1.56475
6,700,0.53271,1.36360,0.35824,1.55893,0.40565,1.55871
7,800,0.45312,1.34754,0.27573,1.54494,0.35291,1.55643
8,900,0.42216,1.33110,0.28519,1.54651,0.30496,1.54421
9,1000,0.42324,1.29555,0.26602,1.53424,0.30313,1.52715
10,1100,0.40664,1.26950,0.31666,1.50732,0.25529,1.51281
11,1200,0.39306,1.24503,0.31499,1.49501,0.26510,1.50245
12,1300,0.40351,1.22160,0.26824,1.47443,0.25907,1.48456
13,1400,0.39978,1.19457,0.28980,1.44844,0.24899,1.47726
14,1500,0.40606,1.17119,0.28043,1.44316,0.29489,1.46892
15,1600,0.42543,1.15472,0.29201,1.42847,0.26456,1.46141
16,1700,0.42547,1.13101,0.31124,1.41615,0.24584,1.44677
17,1800,0.41617,1.11123,0.28329,1.39871,0.23913,1.42689
18,1900,0.45506,1.09097,0.34833,1.39099,0.23274,1.40732
19,2000,0.42282,1.06686,0.25458,1.35785,0.25209,1.38627
20,2100,0.41951,1.04427,0.30756,1.34738,0.33190,1.36418
21,2200,0.42461,1.02837,0.26795,1.33023,0.24551,1.35348
22,2300,0.46573,1.01160,0.30431,1.30724,0.27451,1.34129
23,2400,0.42828,0.98819,0.28282,1.28480,0.24846,1.31189
24,2500,0.41627,0.97389,0.32142,1.25790,0.27956,1.29620
25,2600,0.43907,0.95689,0.32131,1.24822,0.27818,1.27639
26,2700,0.49611,0.93842,0.30766,1.23773,0.27113,1.24752
27,2800,0.43692,0.92197,0.33818,1.21056,0.27003,1.23916
28,2900,0.42854,0.90163,0.29436,1.19413,0.28409,1.21098
29,3000,0.43834,0.88800,0.29535,1.17848,0.32267,1.18375
30,3100,0.43812,0.86607,0.44130,1.15350,0.29771,1.16444
31,3200,0.49958,0.85415,0.32417,1.13563,0.28958,1.14918
32,3300,0.47078,0.83531,0.31758,1.12065,0.34922,1.13391
33,3400,0.43947,0.82726,0.32557,1.09589,0.35926,1.11408
34,3500,0.43664,0.80432,0.48304,1.08539,0.32362,1.08988
35,3600,0.45970,0.79295,0.36311,1.06012,0.32486,1.07432
36,3700,0.44269,0.78018,0.38533,1.04479,0.35165,1.05880
37,3800,0.44820,0.76473,0.45389,1.03080,0.37126,1.04018
38,3900,0.48980,0.74926,0.37664,1.01340,0.36322,1.01805
39,4000,0.45599,0.73921,0.49725,0.99450,0.37004,1.00546
40,4100,0.46142,0.72429,0.43601,0.98065,0.37567,0.98434
41,4200,0.46005,0.71240,0.44849,0.96067,0.36566,0.97018
42,4300,0.48256,0.70171,0.41446,0.94478,0.44885,0.95076
43,4400,0.49194,0.69176,0.45875,0.92804,0.39540,0.93695
44,4500,0.46963,0.68180,0.42492,0.90350,0.47537,0.92098
45,4600,0.46916,0.66551,0.53008,0.89724,0.42859,0.90575
46,4700,0.47424,0.65310,0.48595,0.87862,0.48354,0.88632
47,4800,0.47777,0.64481,0.44474,0.86757,0.44463,0.87107
48,4900,0.48299,0.62953,0.54585,0.84773,0.43902,0.85863
49,5000,0.52333,0.61944,0.50776,0.83927,0.47120,0.84867
50,5100,0.50379,0.61147,0.52370,0.81825,0.47411,0.82643
51,5200,0.47683,0.60000,0.58923,0.80811,0.47507,0.81460
52,5300,0.52701,0.58916,0.46848,0.79541,0.60256,0.79408
53,5400,0.48235,0.57927,0.49669,0.77445,0.54123,0.78545
54,5500,0.48218,0.56606,0.64565,0.76504,0.48895,0.77383
55,5600,0.47925,0.56037,0.48981,0.75504,0.54473,0.76159
56,5700,0.51028,0.54900,0.52928,0.74256,0.56316,0.74845
57,5800,0.48912,0.54131,0.58639,0.73261,0.50972,0.73912
58,5900,0.50360,0.53068,0.59787,0.72108,0.51013,0.72811
59,6000,0.50942,0.52310,0.53631,0.70897,0.58555,0.71487
60,6100,0.54664,0.51443,0.68375,0.70109,0.53083,0.70245
61,6200,0.53718,0.50684,0.55949,0.68432,0.60788,0.69126
62,6300,0.53463,0.49749,0.61559,0.67542,0.60918,0.68024
63,6400,0.56177,0.48924,0.62705,0.66386,0.60211,0.67317
