iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,48.97664,1.46394,49.81598,1.45557
1,200,22.30865,1.46103,20.82570,1.50853
2,300,1.54618,1.45550,3.43974,1.50799
3,400,1.05073,1.44886,1.74571,1.49135
4,500,0.99529,1.44308,1.37925,1.49626
5,600,1.01095,1.43700,1.14900,1.48978
6,700,0.96947,1.42719,1.16578,1.49144
7,800,1.15628,1.41918,1.05953,1.49187
8,900,1.09205,1.41462,1.10823,1.48677
9,1000,1.01026,1.40901,1.06556,1.49323
10,1100,1.05391,1.40294,1.20592,1.49850
11,1200,1.10938,1.39933,1.22476,1.49780
12,1300,1.07913,1.39375,1.17343,1.49875
13,1400,1.08855,1.38831,1.31369,1.50300
14,1500,0.98185,1.37805,1.18658,1.50228
15,1600,0.94842,1.37457,1.18474,1.51320
16,1700,1.06049,1.36583,1.27426,1.50589
17,1800,0.98438,1.36363,1.28421,1.49896
18,1900,1.16138,1.35900,1.40018,1.49979
19,2000,1.08873,1.35153,1.40902,1.50493
20,2100,1.04401,1.34814,1.40237,1.50681
21,2200,0.98835,1.34205,1.35141,1.50623
22,2300,1.06757,1.33653,1.40533,1.51684
23,2400,1.14554,1.33103,1.36851,1.50155
24,2500,0.99197,1.32553,1.52397,1.51292
25,2600,1.05822,1.32030,1.40966,1.50752
26,2700,1.06539,1.31626,1.56741,1.51126
27,2800,1.00372,1.30987,1.56619,1.50906
28,2900,1.02989,1.30269,1.76876,1.50790
29,3000,0.91565,1.29957,1.55928,1.50687
30,3100,0.99632,1.29401,1.43711,1.51396
31,3200,1.06701,1.28816,1.39661,1.50996
32,3300,1.02709,1.28332,1.57654,1.51552
33,3400,1.09887,1.27685,1.77534,1.50424
34,3500,1.02780,1.27171,1.84304,1.50598
35,3600,1.07299,1.26663,1.79161,1.50298
36,3700,1.07774,1.26187,1.95839,1.50857
37,3800,1.07257,1.25449,2.01187,1.51057
38,3900,1.05965,1.25083,1.87662,1.50672
39,4000,0.96321,1.24723,1.51500,1.50365
40,4100,1.13711,1.23997,2.23597,1.50069
41,4200,0.93544,1.23379,2.02966,1.49348
42,4300,1.04327,1.22860,1.97435,1.50128
43,4400,0.98074,1.22416,1.88779,1.49865
44,4500,1.01997,1.21781,1.75093,1.50208
45,4600,1.03771,1.21356,2.27803,1.50108
46,4700,0.98498,1.20731,1.96949,1.49584
47,4800,1.12241,1.20371,2.31101,1.49001
48,4900,1.07438,1.19793,2.55008,1.49218
49,5000,1.08721,1.19390,1.92487,1.48881
50,5100,1.01892,1.18900,1.77840,1.47899
51,5200,0.96351,1.18391,2.04826,1.47607
52,5300,1.08775,1.17839,1.99238,1.47935
53,5400,1.09970,1.17305,1.95597,1.47174
54,5500,1.07114,1.16676,2.03414,1.46929
55,5600,0.99670,1.16223,2.41035,1.46121
56,5700,1.04134,1.15752,2.72985,1.45917
57,5800,1.14028,1.15249,2.16588,1.45089
58,5900,1.08269,1.14660,1.95226,1.45508
59,6000,0.97526,1.14096,2.16331,1.45490
60,6100,1.06484,1.13761,2.05351,1.44652
61,6200,0.98943,1.13282,2.37090,1.43183
62,6300,0.93557,1.12644,2.12645,1.43456
63,6400,0.97976,1.12218,2.41210,1.43015
64,6500,1.04831,1.11806,2.06835,1.41898
65,6600,0.93333,1.11121,2.15121,1.41214
66,6700,1.03915,1.10835,2.15280,1.40847
67,6800,0.97299,1.10293,2.53388,1.39307
68,6900,0.97900,1.09737,2.42224,1.40071
69,7000,0.97232,1.09279,2.19439,1.38679
70,7100,0.98741,1.08724,2.05393,1.38679
71,7200,1.07367,1.08243,2.62042,1.38348
72,7300,0.96560,1.07762,2.13416,1.38250
73,7400,0.98454,1.07388,2.51651,1.36359
74,7500,1.09311,1.06778,2.17187,1.35327
75,7600,0.94241,1.06295,2.01118,1.35339
76,7700,1.01575,1.05997,2.14432,1.33753
77,7800,1.02591,1.05347,2.16104,1.33016
78,7900,1.01628,1.04967,2.15839,1.33568
79,8000,1.00210,1.04377,2.31530,1.32190
80,8100,1.10606,1.03895,2.17526,1.31608
81,8200,1.08426,1.03499,2.46280,1.31047
82,8300,1.00755,1.03028,2.29285,1.29820
83,8400,0.95537,1.02525,2.18427,1.29685
84,8500,1.04729,1.02111,1.84287,1.29069
85,8600,1.07400,1.01545,2.04960,1.28897
86,8700,1.24388,1.01107,1.85951,1.28054
87,8800,1.09036,1.00658,2.26790,1.26512
88,8900,1.01820,1.00260,2.04409,1.25392
89,9000,1.03033,0.99617,2.30511,1.25237
90,9100,1.02355,0.99143,2.32893,1.23891
91,9200,0.96539,0.98530,2.25820,1.24064
92,9300,1.05676,0.98088,1.98092,1.23124
93,9400,1.08466,0.97658,2.46953,1.22384
94,9500,0.91982,0.97070,2.19489,1.21747
95,9600,1.03965,0.96702,2.18069,1.20998
96,9700,1.04023,0.96229,2.26168,1.20844
97,9800,0.98140,0.95749,2.16774,1.20050
98,9900,1.07597,0.95328,2.00840,1.19184
99,10000,0.97339,0.94837,1.85916,1.17728
100,10100,1.10845,0.94311,1.87229,1.17442
101,10200,1.03527,0.93801,2.22975,1.16431
102,10300,1.14734,0.93283,1.99956,1.15598
103,10400,1.03614,0.92924,1.76453,1.15058
104,10500,1.02552,0.92444,2.14386,1.14430
105,10600,1.05719,0.91918,1.99894,1.14003
106,10700,1.03872,0.91498,1.96336,1.12975
107,10800,1.07123,0.90972,1.91684,1.12332
