iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.94870,0.95995,0.97829
1,200,0.88707,0.90944,0.91988
2,300,0.78177,0.80555,0.78611
3,400,0.65177,0.67927,0.65914
4,500,0.53616,0.55488,0.53827
5,600,0.46415,0.46454,0.45577
6,700,0.45009,0.44908,0.44569
7,800,0.42388,0.42839,0.42602
8,900,0.42620,0.42974,0.42495
9,1000,0.42548,0.44123,0.43797
10,1100,0.41991,0.43348,0.43996
11,1200,0.41113,0.42976,0.41835
12,1300,0.42700,0.41669,0.41913
13,1400,0.42163,0.42839,0.42768
14,1500,0.42490,0.44237,0.42317
15,1600,0.42719,0.43813,0.43957
16,1700,0.42673,0.43219,0.43527
17,1800,0.41986,0.44233,0.43514
18,1900,0.42937,0.43477,0.44547
19,2000,0.44915,0.43412,0.44561
20,2100,0.44635,0.44500,0.44900
21,2200,0.45003,0.44725,0.46362
22,2300,0.45423,0.45413,0.46019
23,2400,0.46650,0.46546,0.46289
24,2500,0.44986,0.45851,0.45958
25,2600,0.45077,0.46366,0.45869
26,2700,0.47032,0.46417,0.45914
27,2800,0.47015,0.48135,0.45521
28,2900,0.46611,0.47602,0.45851
29,3000,0.46365,0.47026,0.47677
30,3100,0.47664,0.48176,0.46636
31,3200,0.48494,0.49140,0.47382
32,3300,0.49707,0.48865,0.47533
33,3400,0.49028,0.49368,0.49601
34,3500,0.50153,0.50657,0.48677
35,3600,0.49757,0.51486,0.49521
36,3700,0.49635,0.51291,0.49312
37,3800,0.50302,0.51432,0.49424
38,3900,0.51834,0.51003,0.51219
39,4000,0.51261,0.51886,0.52341
40,4100,0.51003,0.53202,0.52394
41,4200,0.52650,0.52656,0.51907
42,4300,0.51877,0.53799,0.50801
43,4400,0.53994,0.53027,0.53732
44,4500,0.54000,0.52865,0.54556
45,4600,0.56049,0.54137,0.53520
46,4700,0.55604,0.54195,0.56553
47,4800,0.57383,0.54973,0.55129
48,4900,0.55783,0.53872,0.56782
49,5000,0.56013,0.56450,0.55882
50,5100,0.56099,0.56349,0.56327
51,5200,0.57189,0.56710,0.56862
52,5300,0.56032,0.56314,0.57659
53,5400,0.58450,0.56646,0.58744
54,5500,0.57720,0.57516,0.58530
55,5600,0.58753,0.56626,0.58394
56,5700,0.59192,0.57105,0.60216
57,5800,0.58678,0.57349,0.60115
58,5900,0.58810,0.59122,0.59159
59,6000,0.58635,0.58173,0.59681
60,6100,0.59259,0.57530,0.61478
61,6200,0.60034,0.57210,0.61337
62,6300,0.59950,0.56276,0.59161
63,6400,0.60804,0.58324,0.60111
64,6500,0.62664,0.57980,0.60603
65,6600,0.60541,0.59088,0.60479
66,6700,0.62353,0.60622,0.60757
67,6800,0.63486,0.58799,0.61005
68,6900,0.62525,0.61578,0.62837
69,7000,0.62122,0.59294,0.62658
70,7100,0.61860,0.60437,0.62246
71,7200,0.64067,0.60498,0.63818
72,7300,0.63744,0.58965,0.63102
73,7400,0.63173,0.58363,0.61748
74,7500,0.65018,0.59820,0.63388
75,7600,0.64888,0.58838,0.64673
76,7700,0.63745,0.62767,0.64770
77,7800,0.63975,0.60055,0.64030
78,7900,0.66022,0.61019,0.63638
79,8000,0.65979,0.61461,0.64349
80,8100,0.64929,0.61807,0.63727
81,8200,0.64728,0.62608,0.65553
82,8300,0.66130,0.61364,0.65233
83,8400,0.64427,0.61000,0.64865
84,8500,0.67752,0.62707,0.64555
85,8600,0.66246,0.61766,0.65005
86,8700,0.64412,0.60975,0.63189
87,8800,0.66037,0.61770,0.63801
88,8900,0.66348,0.60041,0.65330
89,9000,0.66323,0.61235,0.64558
90,9100,0.66818,0.61435,0.64770
91,9200,0.66925,0.61491,0.64681
92,9300,0.67099,0.61298,0.66235
93,9400,0.67394,0.61278,0.66337
94,9500,0.68628,0.61976,0.66786
95,9600,0.68396,0.60970,0.64251
96,9700,0.67197,0.62512,0.66682
97,9800,0.68014,0.61504,0.64340
98,9900,0.66182,0.61401,0.67319
99,10000,0.65717,0.61431,0.66303
100,10100,0.66415,0.62763,0.66844
101,10200,0.66057,0.61807,0.68423
102,10300,0.66150,0.62166,0.68671
103,10400,0.67120,0.62657,0.66980
104,10500,0.66157,0.62986,0.65800
105,10600,0.68606,0.62247,0.66803
106,10700,0.67074,0.61361,0.65953
107,10800,0.66542,0.63856,0.67188
108,10900,0.65116,0.62964,0.67180
109,11000,0.66945,0.61708,0.65438
110,11100,0.66947,0.63972,0.66092
111,11200,0.67235,0.62560,0.63482
112,11300,0.67718,0.62634,0.66611
113,11400,0.71272,0.63661,0.65653
114,11500,0.66972,0.63595,0.66345
115,11600,0.65680,0.62966,0.68257
116,11700,0.68199,0.61402,0.66268
117,11800,0.67338,0.64062,0.67391
118,11900,0.65335,0.62075,0.65151
119,12000,0.69037,0.65588,0.67231
120,12100,0.69104,0.64665,0.65080
121,12200,0.68579,0.64636,0.67465
122,12300,0.66129,0.63940,0.67023
123,12400,0.68064,0.62376,0.65939
124,12500,0.67151,0.63596,0.67143
125,12600,0.68916,0.63453,0.66422
126,12700,0.66239,0.64316,0.65405
127,12800,0.68746,0.63320,0.67119
128,12900,0.66102,0.63608,0.65611
129,13000,0.66388,0.63502,0.66178
130,13100,0.67431,0.61188,0.66305
131,13200,0.68656,0.64470,0.65523
132,13300,0.68179,0.63959,0.65692
133,13400,0.67689,0.64045,0.67740
134,13500,0.65907,0.63182,0.63674
135,13600,0.65866,0.62542,0.68465
136,13700,0.68559,0.64653,0.66072
137,13800,0.66507,0.64221,0.64774
138,13900,0.67153,0.63794,0.67299
139,14000,0.68793,0.63519,0.66840
140,14100,0.67313,0.62755,0.66053
141,14200,0.66995,0.65147,0.67835
142,14300,0.69650,0.65549,0.66624
143,14400,0.68589,0.66041,0.65933
144,14500,0.69131,0.63534,0.65810
145,14600,0.66467,0.64128,0.65245
146,14700,0.66176,0.61677,0.68002
147,14800,0.68856,0.63290,0.66102
148,14900,0.65830,0.64394,0.64456
149,15000,0.66744,0.63355,0.67804
150,15100,0.68309,0.64249,0.66213
151,15200,0.67357,0.64194,0.64609
152,15300,0.68229,0.63293,0.64591
153,15400,0.66671,0.64537,0.67446
154,15500,0.66265,0.62831,0.66035
155,15600,0.64617,0.64505,0.64838
156,15700,0.67173,0.64109,0.64512
157,15800,0.67674,0.63099,0.65342
158,15900,0.68884,0.66225,0.65956
159,16000,0.66957,0.66382,0.65593
160,16100,0.66964,0.67286,0.64166
161,16200,0.67656,0.65310,0.66849
162,16300,0.66006,0.63678,0.65170
163,16400,0.67771,0.64982,0.64649
164,16500,0.67839,0.62569,0.65508
165,16600,0.66409,0.64794,0.68470
166,16700,0.67874,0.69530,0.64326
167,16800,0.69764,0.64328,0.65097
168,16900,0.65801,0.64550,0.67362
169,17000,0.68060,0.63774,0.66415
170,17100,0.66870,0.65242,0.67477
171,17200,0.68191,0.65319,0.64623
172,17300,0.66270,0.65628,0.64622
173,17400,0.63511,0.65046,0.65375
174,17500,0.66613,0.65178,0.64380
175,17600,0.67375,0.67137,0.67866
176,17700,0.65111,0.65668,0.66769
177,17800,0.67800,0.67047,0.69648
178,17900,0.67009,0.66073,0.66185
179,18000,0.68084,0.66543,0.66611
180,18100,0.65582,0.63445,0.66449
181,18200,0.68264,0.66624,0.63750
182,18300,0.66596,0.66033,0.65578
183,18400,0.67977,0.65876,0.68499
184,18500,0.66583,0.63359,0.66345
185,18600,0.69802,0.65094,0.67855
186,18700,0.67096,0.65984,0.69162
187,18800,0.67973,0.67020,0.65896
188,18900,0.66887,0.66801,0.66517
189,19000,0.65022,0.65763,0.66242
190,19100,0.70649,0.65467,0.65188
191,19200,0.67004,0.62977,0.64739
192,19300,0.69460,0.66242,0.70584
193,19400,0.66986,0.65424,0.65979
194,19500,0.64703,0.68282,0.68018
195,19600,0.64937,0.64775,0.67757
196,19700,0.67191,0.64228,0.66037
197,19800,0.67673,0.67591,0.68737
198,19900,0.66019,0.66590,0.66761
