iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.87864,1.84786,0.48348,2.07476,-2.78964,1.80326,0.48210,2.07434
1,200,-3.31051,0.60955,0.49593,2.08287,-3.28959,0.54220,0.49420,2.08230
2,300,-3.54754,0.42075,0.45611,2.08492,-3.42285,0.34685,0.45630,2.08491
3,400,-3.79996,0.35253,0.43932,2.08470,-3.73029,0.32940,0.43933,2.08412
4,500,-4.06332,0.29592,0.42357,2.08117,-4.05660,0.31725,0.42297,2.08089
5,600,-4.36678,0.29836,0.40129,2.07827,-4.33522,0.29257,0.39878,2.07781
6,700,-4.51568,0.28777,0.37722,2.07486,-4.51890,0.30904,0.37695,2.07433
7,800,-4.74218,0.31914,0.35750,2.07189,-4.73384,0.38219,0.35835,2.07203
8,900,-4.92088,0.34013,0.34090,2.06731,-4.99985,0.32212,0.33998,2.06700
9,1000,-5.13512,0.41612,0.32729,2.06502,-5.30926,0.43008,0.32685,2.06605
10,1100,-5.31373,0.26738,0.31333,2.06442,-5.42018,0.29394,0.31374,2.06494
11,1200,-5.54500,0.24650,0.30101,2.06395,-5.66832,0.25239,0.30053,2.06409
12,1300,-5.90139,0.21222,0.28893,2.06284,-5.89402,0.21301,0.28860,2.06321
13,1400,-6.06349,0.17665,0.27625,2.05975,-5.98777,0.30854,0.27553,2.06031
14,1500,-6.23011,0.25668,0.26354,2.05724,-6.27594,0.40234,0.26341,2.05671
15,1600,-6.37120,0.19578,0.25239,2.05621,-6.38339,0.24694,0.25216,2.05611
16,1700,-6.57693,0.24294,0.24146,2.05502,-6.46822,0.21783,0.24160,2.05521
17,1800,-6.66716,0.22580,0.23215,2.05438,-6.60786,0.24342,0.23138,2.05420
18,1900,-6.86105,0.16667,0.22282,2.05446,-6.81661,0.22052,0.22186,2.05427
19,2000,-6.95826,0.19138,0.21268,2.05330,-6.88830,0.23725,0.21219,2.05319
20,2100,-6.98235,0.16515,0.20397,2.05230,-7.01783,0.18845,0.20370,2.05198
21,2200,-7.13368,0.27570,0.19578,2.05170,-7.07473,0.19841,0.19571,2.05157
22,2300,-7.14460,0.15570,0.18812,2.05065,-7.14269,0.13375,0.18834,2.05062
23,2400,-7.18009,0.23310,0.18028,2.04934,-7.22538,0.13665,0.17993,2.04993
24,2500,-7.30070,0.16003,0.17279,2.04821,-7.23411,0.20017,0.17298,2.04840
25,2600,-7.31544,0.17944,0.16601,2.04663,-7.29597,0.35713,0.16579,2.04686
26,2700,-7.32992,0.10896,0.15910,2.04603,-7.30274,0.21659,0.15862,2.04575
27,2800,-7.31625,0.19970,0.15267,2.04455,-7.39039,0.25228,0.15250,2.04428
28,2900,-7.38452,0.28500,0.14662,2.04289,-7.42750,0.22048,0.14615,2.04256
29,3000,-7.35182,0.23631,0.14042,2.04113,-7.31869,0.21388,0.14023,2.04109
30,3100,-7.40772,0.22128,0.13455,2.03952,-7.37412,0.20919,0.13487,2.03973
31,3200,-7.39494,0.22494,0.12928,2.03826,-7.38741,0.21875,0.12900,2.03792
32,3300,-7.39177,0.24688,0.12382,2.03621,-7.33971,0.23535,0.12425,2.03587
33,3400,-7.39300,0.24964,0.11895,2.03402,-7.39375,0.22959,0.11920,2.03385
34,3500,-7.38293,0.25289,0.11428,2.03182,-7.41552,0.25296,0.11453,2.03220
35,3600,-7.34111,0.19347,0.11014,2.03025,-7.42631,0.25328,0.11008,2.03042
36,3700,-7.30185,0.22257,0.10555,2.02781,-7.31262,0.24078,0.10552,2.02827
37,3800,-7.35528,0.18259,0.10149,2.02566,-7.29135,0.25103,0.10172,2.02532
38,3900,-7.31626,0.19457,0.09788,2.02391,-7.33058,0.26361,0.09769,2.02467
39,4000,-7.27458,0.18093,0.09430,2.02090,-7.30867,0.25919,0.09428,2.02119
40,4100,-7.26232,0.21822,0.09065,2.01839,-7.30550,0.24796,0.09089,2.01908
41,4200,-7.23458,0.17880,0.08751,2.01579,-7.29908,0.28534,0.08720,2.01585
42,4300,-7.22304,0.18026,0.08443,2.01373,-7.23681,0.27012,0.08439,2.01343
43,4400,-7.11564,0.19237,0.08179,2.01019,-7.20519,0.25037,0.08160,2.01032
44,4500,-7.13033,0.17435,0.07921,2.00829,-7.24172,0.19644,0.07871,2.00778
45,4600,-7.12074,0.17743,0.07659,2.00578,-7.23312,0.19702,0.07616,2.00549
46,4700,-7.04869,0.18659,0.07386,2.00209,-7.17210,0.21605,0.07386,2.00311
47,4800,-7.06303,0.17433,0.07181,1.99990,-7.10917,0.27404,0.07195,1.99972
48,4900,-6.96078,0.24144,0.07001,1.99723,-7.08074,0.24553,0.07013,1.99750
49,5000,-6.99452,0.16758,0.06810,1.99427,-7.13334,0.20431,0.06796,1.99366
50,5100,-6.92400,0.19828,0.06639,1.99061,-7.12163,0.30506,0.06653,1.99034
51,5200,-6.97128,0.21254,0.06474,1.98780,-7.09631,0.28285,0.06467,1.98732
52,5300,-6.90835,0.23876,0.06348,1.98419,-7.09842,0.29895,0.06318,1.98390
53,5400,-6.89201,0.23588,0.06199,1.98178,-7.10214,0.21594,0.06206,1.98062
54,5500,-6.90356,0.18308,0.06052,1.97921,-7.02041,0.22295,0.06058,1.97861
55,5600,-6.80953,0.17485,0.05962,1.97438,-7.03414,0.32386,0.05962,1.97570
56,5700,-6.81738,0.17760,0.05843,1.97132,-7.02147,0.20483,0.05829,1.97097
57,5800,-6.83596,0.24874,0.05763,1.96785,-6.98110,0.22320,0.05766,1.96891
58,5900,-6.76610,0.18663,0.05682,1.96458,-6.96773,0.22120,0.05662,1.96440
59,6000,-6.75804,0.17205,0.05605,1.96144,-6.96024,0.21963,0.05586,1.96107
60,6100,-6.70463,0.16717,0.05526,1.95758,-6.92503,0.31765,0.05537,1.95750
61,6200,-6.72025,0.17486,0.05460,1.95382,-6.94055,0.23356,0.05426,1.95372
62,6300,-6.72273,0.20106,0.05382,1.95061,-6.91981,0.33224,0.05380,1.95072
