iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-4.53563,4.23784,0.84935,-4.59275,4.22219,0.84936,-4.60291,4.23624,0.84932
1,200,-5.17672,0.68530,0.87404,-5.26797,0.75247,0.87235,-5.29951,0.91715,0.87319
2,300,-5.88067,0.68987,0.86195,-5.85643,0.67915,0.86198,-5.85040,0.80758,0.86246
3,400,-6.37730,0.82636,0.84373,-6.32766,0.72665,0.84220,-6.37991,0.95478,0.84416
4,500,-6.94231,0.82956,0.82811,-6.92135,0.78525,0.82806,-7.01662,0.92596,0.82834
5,600,-7.51104,0.82230,0.81102,-7.50457,0.84599,0.81066,-7.57839,0.96550,0.81075
6,700,-8.07069,0.80108,0.79982,-8.06535,0.91414,0.79970,-8.08008,1.13542,0.79978
7,800,-8.65685,0.89565,0.78993,-8.61635,0.99433,0.78980,-8.64122,1.02229,0.79029
8,900,-9.32100,1.01370,0.77949,-9.23719,1.08237,0.77945,-9.32311,1.07694,0.77926
9,1000,-9.92930,1.22519,0.76833,-9.83620,1.14604,0.76810,-9.94757,1.30780,0.76767
10,1100,-10.52010,1.47776,0.75750,-10.38330,1.23446,0.75695,-10.46696,1.38222,0.75684
11,1200,-11.12652,1.37381,0.74687,-10.97311,1.33275,0.74590,-11.19823,1.52609,0.74643
12,1300,-11.49477,1.37287,0.73670,-11.55103,1.55466,0.73652,-11.78869,1.34212,0.73615
13,1400,-12.08437,1.54306,0.72717,-11.94055,1.44083,0.72739,-12.15144,1.35686,0.72681
14,1500,-12.63288,1.79617,0.71880,-12.47098,1.46095,0.71955,-12.53563,2.26830,0.71800
15,1600,-13.03025,1.65096,0.71017,-12.89958,1.55148,0.71032,-13.08692,2.05230,0.70977
16,1700,-13.50582,2.09854,0.70169,-13.54360,1.71961,0.70225,-13.48887,1.72771,0.70192
17,1800,-13.98245,1.95609,0.69363,-13.84488,1.67526,0.69397,-14.02139,1.56416,0.69418
18,1900,-14.51977,2.74638,0.68626,-14.28374,1.72123,0.68535,-14.42904,2.02125,0.68502
19,2000,-14.83735,2.25827,0.67634,-14.67125,1.69658,0.67676,-14.79488,1.51988,0.67652
20,2100,-15.15529,2.39308,0.66818,-15.08866,1.80772,0.66764,-15.25767,1.81568,0.66695
21,2200,-15.54445,1.83015,0.65999,-15.35960,1.85956,0.65923,-15.43456,2.03642,0.65969
22,2300,-15.80776,2.67161,0.65143,-15.84975,2.10108,0.64946,-15.87321,1.68151,0.65096
23,2400,-16.02874,2.00047,0.64263,-16.11656,2.27151,0.64257,-16.19145,1.67914,0.64242
24,2500,-16.56068,2.23358,0.63293,-16.35599,2.29072,0.63431,-16.38716,1.67580,0.63393
25,2600,-16.69086,2.40838,0.62507,-16.64613,2.19396,0.62547,-16.75620,2.02992,0.62518
26,2700,-16.96595,2.42443,0.61694,-16.90196,2.14173,0.61632,-17.00493,2.76812,0.61701
27,2800,-17.36643,2.41735,0.60892,-17.15669,2.19999,0.60916,-17.19380,2.32013,0.60932
28,2900,-17.46602,2.18940,0.60170,-17.38200,2.35826,0.60102,-17.51763,1.96299,0.60157
